,odds_date,odds_away_team,odds_away_team_odds,odds_home_team,odds_home_team_odds,odds_bet_team,odds_bet_odds
395,2025-01-09,North Dakota St.,-325,Oral Roberts,250,North Dakota St.,-325
396,2025-01-09,VMI,1300,Samford,-4500,Samford,-4500
397,2025-01-09,ULM,290,Southern Miss.,-385,Southern Miss.,-385
398,2025-01-09,Tennessee Tech,114,Eastern Ill.,-140,Eastern Ill.,-140
399,2025-01-09,Tennessee St.,102,Lindenwood,-124,Lindenwood,-124
400,2025-01-09,Southern Ind.,245,Southeastern Mo. St.,-320,Southern Ind.,245
401,2025-01-09,Tarleton St.,240,Southern Utah,-310,Tarleton St.,240
402,2025-01-09,UT Martin,-130,Western Ill.,106,UT Martin,-130
403,2025-01-09,Cal St. Fullerton,265,UC Davis,-350,Cal St. Fullerton,265
404,2025-01-09,North Dakota,-128,Denver,104,Denver,104
405,2025-01-09,Liberty,-182,Sam Houston,150,Sam Houston,150
406,2025-01-09,Northern Ariz.,255,Montana,-320,Montana,-320
407,2025-01-09,Northern Colo.,-118,Montana St.,-102,Montana St.,-102
408,2025-01-09,UT Arlington,-200,Utah Tech,160,UT Arlington,-200
409,2025-01-09,Pacific,1260,Washington St.,-4000,Washington St.,-4000
410,2025-01-09,CSU Bakersfield,280,UC Santa Barbara,-360,UC Santa Barbara,-360
411,2025-01-09,UC Irvine,-176,CSUN,146,CSUN,146
412,2025-01-09,Cal Poly,790,UC San Diego,-1600,Cal Poly,790
413,2025-01-09,Eastern Wash.,140,Portland St.,-170,Portland St.,-170
414,2025-01-09,Hawaii,114,UC Riverside,-137,UC Riverside,-137
415,2025-01-09,Idaho,-162,Sacramento St.,130,Sacramento St.,130
416,2025-01-09,Oregon St.,195,Santa Clara,-240,Oregon St.,195
417,2025-01-09,Portland,1600,San Francisco,-4500,San Francisco,-4500
418,2025-01-10,Merrimack,-142,Sacred Heart,118,Sacred Heart,118
419,2025-01-10,Kent St.,-550,Buffalo,400,Kent St.,-550
420,2025-01-10,Saint Peter's,-128,Niagara,106,Saint Peter's,-128
421,2025-01-10,Rider,-172,Canisius,140,Canisius,140
422,2025-01-10,Wagner,340,Central Conn. St.,-470,Wagner,340
423,2025-01-10,Iona,-134,Fairfield,110,Iona,-134
424,2025-01-10,FDU,-104,Le Moyne,-118,FDU,-104
425,2025-01-10,LIU,172,Stonehill,-215,LIU,172
426,2025-01-10,Mount St. Mary's,104,Manhattan,-128,Mount St. Mary's,104
427,2025-01-10,Mercyhurst,132,Saint Francis,-162,Saint Francis,-162
428,2025-01-10,Minnesota,720,Wisconsin,-1200,Minnesota,720
429,2025-01-10,Siena,172,Quinnipiac,-215,Quinnipiac,-215
430,2025-01-10,Central Mich.,168,Toledo,-205,Toledo,-205
431,2025-01-10,UCLA,176,Maryland,-215,UCLA,176
432,2025-01-11,Brown,450,Yale,-630,Brown,450
433,2025-01-11,Creighton,-125,Butler,104,Butler,104
434,2025-01-11,Notre Dame,1600,Duke,-4500,Notre Dame,1600
435,2025-01-11,Southern California,800,Illinois,-1400,Illinois,-1400
436,2025-01-11,La Salle,550,St. Bonaventure,-820,St. Bonaventure,-820
437,2025-01-11,Louisville,150,Pittsburgh,-182,Pittsburgh,-182
438,2025-01-11,James Madison,104,App State,-125,App State,-125
439,2025-01-11,Auburn,-2800,South Carolina,1160,Auburn,-2800
440,2025-01-11,Belmont,110,Indiana St.,-132,Belmont,110
441,2025-01-11,Binghamton,-215,New Hampshire,172,New Hampshire,172
442,2025-01-11,Col. of Charleston,-300,Monmouth,235,Monmouth,235
443,2025-01-11,UNCW,-102,Hofstra,-118,UNCW,-102
444,2025-01-11,Holy Cross,164,Lafayette,-200,Lafayette,-200
445,2025-01-11,NJIT,1400,UMass Lowell,-4500,UMass Lowell,-4500
446,2025-01-11,San Diego St.,134,New Mexico,-162,San Diego St.,134
447,2025-01-11,NIU,1500,Ohio,-5000,NIU,1500
448,2025-01-11,UAlbany,-108,Maine,-112,UAlbany,-108
449,2025-01-11,Army West Point,142,Lehigh,-176,Lehigh,-176
450,2025-01-11,BYU,-132,TCU,110,BYU,-132
451,2025-01-11,Bowling Green,186,Ball St.,-235,Bowling Green,186
452,2025-01-11,Boston U.,132,Colgate,-162,Boston U.,132
453,2025-01-11,Kansas,-114,Cincinnati,-105,Kansas,-114
454,2025-01-11,Florida St.,340,Clemson,-450,Clemson,-450
455,2025-01-11,Cleveland St.,142,Youngstown St.,-176,Cleveland St.,142
456,2025-01-11,Cornell,-112,Columbia,-108,Columbia,-108
457,2025-01-11,Penn,144,Dartmouth,-178,Dartmouth,-178
458,2025-01-11,Fordham,315,Davidson,-410,Fordham,315
459,2025-01-11,Delaware,-122,Hampton,100,Delaware,-122
460,2025-01-11,Towson,110,Drexel,-134,Drexel,-134
461,2025-01-11,East Carolina,640,Memphis,-1000,East Carolina,640
462,2025-01-11,Massachusetts,460,George Mason,-650,George Mason,-650
463,2025-01-11,UConn,-188,Georgetown,155,Georgetown,155
464,2025-01-11,Princeton,-245,Harvard,194,Harvard,194
465,2025-01-11,Iowa St.,104,Texas Tech,-125,Iowa St.,104
466,2025-01-11,Longwood,128,Winthrop,-158,Longwood,128
467,2025-01-11,N.C. A&T,540,William & Mary,-850,N.C. A&T,540
468,2025-01-11,East Texas A&M,300,Northwestern St.,-400,East Texas A&M,300
469,2025-01-11,South Dakota St.,-188,Omaha,152,South Dakota St.,-188
470,2025-01-11,UNC Asheville,-108,Presbyterian,-112,UNC Asheville,-108
471,2025-01-11,Radford,-280,USC Upstate,220,Radford,-280
472,2025-01-11,Temple,-111,Rice,-108,Temple,-111
473,2025-01-11,South Fla.,126,Tulane,-152,South Fla.,126
474,2025-01-11,San Jose St.,-120,Air Force,-102,San Jose St.,-120
475,2025-01-11,Syracuse,-110,Boston College,-110,Syracuse,-110
476,2025-01-11,Bradley,-140,UIC,114,UIC,114
477,2025-01-11,North Dakota St.,-430,Denver,320,North Dakota St.,-430
478,2025-01-11,Kennesaw St.,290,Western Ky.,-385,Western Ky.,-385
479,2025-01-11,Loyola Chicago,180,Saint Joseph's,-220,Loyola Chicago,180
480,2025-01-11,Old Dominion,730,South Alabama,-1300,South Alabama,-1300
481,2025-01-11,Texas St.,-188,Southern Miss.,152,Southern Miss.,152
482,2025-01-11,Akron,-345,Eastern Mich.,270,Akron,-345
483,2025-01-11,,245,Sam Houston,-320,Sam Houston,-320
484,2025-01-11,Western Mich.,400,Miami (OH),-550,Miami (OH),-550
485,2025-01-11,Vanderbilt,136,Missouri,-164,Vanderbilt,136
486,2025-01-11,Alabama A&M,112,Alcorn,-140,Alabama A&M,112
487,2025-01-11,Bucknell,132,American,-162,Bucknell,132
488,2025-01-11,Florida,-192,Arkansas,158,Arkansas,158
489,2025-01-11,Vermont,128,Bryant,-158,Bryant,-158
490,2025-01-11,Hawaii,-420,Cal St. Fullerton,310,Hawaii,-420
491,2025-01-11,California Baptist,194,Utah Valley,-245,California Baptist,194
492,2025-01-11,Coastal Carolina,138,Georgia St.,-170,Georgia St.,-170
493,2025-01-11,UNLV,205,Colorado St.,-255,UNLV,205
494,2025-01-11,Coppin St.,1600,Norfolk St.,-6000,Coppin St.,1600
495,2025-01-11,Xavier,-220,DePaul,180,DePaul,180
496,2025-01-11,Delaware St.,360,South Carolina St.,-500,South Carolina St.,-500
497,2025-01-11,The Citadel,980,,-2200,The Citadel,980
498,2025-01-11,Jacksonville,-102,Eastern Ky.,-120,Jacksonville,-102
499,2025-01-11,Eastern Wash.,-205,Sacramento St.,164,Eastern Wash.,-205
500,2025-01-11,Ga. Southern,290,Marshall,-385,Marshall,-385
501,2025-01-11,Georgia Tech,360,SMU,-465,SMU,-465
502,2025-01-11,Morgan St.,320,Howard,-430,Morgan St.,320
503,2025-01-11,UMES,390,N.C. Central,-550,UMES,390
504,2025-01-11,Valparaiso,290,Murray St.,-375,Murray St.,-375
505,2025-01-11,North Carolina,-200,NC State,164,NC State,164
506,2025-01-11,North Ala.,-355,Stetson,270,Stetson,270
507,2025-01-11,Virginia,260,Stanford,-330,Virginia,260
508,2025-01-11,Wichita St.,-230,UTSA,188,Wichita St.,-230
509,2025-01-11,Alabama St.,148,Jackson St.,-184,Jackson St.,-184
510,2025-01-11,Arkansas St.,104,Troy,-128,Troy,-128
511,2025-01-11,,-118,Houston Christian,-104,Houston Christian,-104
512,2025-01-11,UT Martin,-108,Lindenwood,-112,Lindenwood,-112
513,2025-01-11,Tennessee St.,-102,Western Ill.,-120,Western Ill.,-120
514,2025-01-11,UTRGV,180,A&M-Corpus Christi,-225,A&M-Corpus Christi,-225
515,2025-01-11,Morehead St.,134,Southeastern Mo. St.,-164,Southeastern Mo. St.,-164
516,2025-01-11,Queens (NC),-112,Austin Peay,-110,Austin Peay,-110
517,2025-01-11,Idaho,132,Portland St.,-162,Idaho,132
518,2025-01-11,West Ga.,1400,Lipscomb,-4500,Lipscomb,-4500
519,2025-01-11,Long Beach St.,180,UC Davis,-225,Long Beach St.,180
520,2025-01-11,Navy,126,Loyola Maryland,-154,Loyola Maryland,-154
521,2025-01-11,Nicholls,880,McNeese,-1800,Nicholls,880
522,2025-01-11,Seton Hall,290,Providence,-375,Providence,-375
523,2025-01-11,Tennessee Tech,205,SIUE,-260,SIUE,-260
524,2025-01-11,Wake Forest,-172,Miami (FL),142,Wake Forest,-172
525,2025-01-11,Bethune-Cookman,-112,Grambling,-108,Bethune-Cookman,-112
526,2025-01-11,Virginia Tech,215,California,-265,Virginia Tech,215
527,2025-01-11,Evansville,1160,Drake,-2800,Drake,-2800
528,2025-01-11,Florida A&M,710,Southern U.,-1250,Southern U.,-1250
529,2025-01-11,Oklahoma,220,Georgia,-275,Georgia,-275
530,2025-01-11,Houston,-800,Kansas St.,540,Kansas St.,540
531,2025-01-11,Jacksonville St.,205,Middle Tenn.,-260,Middle Tenn.,-260
532,2025-01-11,LSU,350,Ole Miss,-465,Ole Miss,-465
533,2025-01-11,Northern Colo.,106,Montana,-130,Montana,-130
534,2025-01-11,Southeastern La.,-300,New Orleans,235,New Orleans,235
535,2025-01-11,Oakland,136,Northern Ky.,-168,Northern Ky.,-168
536,2025-01-11,Rhode Island,-154,Richmond,128,Rhode Island,-154
537,2025-01-11,UNC Greensboro,194,Samford,-245,Samford,-245
538,2025-01-11,Tennessee,-230,Texas,188,Tennessee,-230
539,2025-01-11,North Florida,-230,Bellarmine,184,Bellarmine,184
540,2025-01-11,Detroit Mercy,1040,Purdue Fort Wayne,-2500,Detroit Mercy,1040
541,2025-01-11,Nevada,-750,Fresno St.,490,Nevada,-750
542,2025-01-11,Gardner-Webb,470,High Point,-700,Gardner-Webb,470
543,2025-01-11,UNI,-104,Illinois St.,-118,UNI,-104
544,2025-01-11,SFA,220,Lamar University,-280,SFA,220
545,2025-01-11,Prairie View,-1300,,730,,730
546,2025-01-11,Missouri St.,110,Southern Ill.,-134,Missouri St.,110
547,2025-01-11,Northeastern,-240,Stony Brook,190,Northeastern,-240
548,2025-01-11,Oklahoma St.,240,Utah,-300,Utah,-300
549,2025-01-11,San Francisco,118,Santa Clara,-144,San Francisco,118
550,2025-01-11,Villanova,235,St. John's (NY),-295,St. John's (NY),-295
551,2025-01-11,Alabama,-152,Texas A&M,126,Alabama,-152
552,2025-01-11,UC Santa Barbara,-154,Cal Poly,126,UC Santa Barbara,-154
553,2025-01-11,Weber St.,172,Idaho St.,-215,Idaho St.,-215
554,2025-01-11,Indiana,180,Iowa,-220,Indiana,180
555,2025-01-11,Liberty,-140,Louisiana Tech,116,Liberty,-140
556,2025-01-11,ULM,235,Louisiana,-300,ULM,235
557,2025-01-11,Northern Ariz.,265,Montana St.,-350,Montana St.,-350
558,2025-01-11,North Dakota,-130,Oral Roberts,106,North Dakota,-130
559,2025-01-11,South Dakota,390,St. Thomas (MN),-550,St. Thomas (MN),-550
560,2025-01-11,Kentucky,188,Mississippi St.,-230,Mississippi St.,-230
561,2025-01-11,UT Arlington,104,Southern Utah,-125,UT Arlington,104
562,2025-01-11,Boise St.,202,Utah St.,-250,Utah St.,-250
563,2025-01-11,Washington St.,1200,Gonzaga,-3000,Washington St.,1200
564,2025-01-11,New Mexico St.,240,UTEP,-300,UTEP,-300
565,2025-01-11,Tarleton St.,120,Utah Tech,-148,Utah Tech,-148
566,2025-01-11,Baylor,-205,Arizona St.,168,Arizona St.,168
567,2025-01-11,CSUN,-196,CSU Bakersfield,158,CSU Bakersfield,158
568,2025-01-11,Abilene Christian,320,Seattle U,-430,Seattle U,-430
569,2025-01-11,UCF,980,Arizona,-2000,Arizona,-2000
570,2025-01-11,LMU (CA),-108,Pepperdine,-112,LMU (CA),-108
571,2025-01-11,Oregon St.,-345,Pacific,270,Oregon St.,-345
572,2025-01-11,Saint Mary's (CA),-3000,San Diego,1200,Saint Mary's (CA),-3000
573,2025-01-11,UC Irvine,195,UC San Diego,-240,UC San Diego,-240
574,2025-01-11,VMI,570,Chattanooga,-900,VMI,570
575,2025-01-11,Charlotte,124,Tulsa,-152,Charlotte,124
576,2025-01-12,VMI,820,Chattanooga,-1600,VMI,820
577,2025-01-12,Michigan St.,-140,Northwestern,116,Michigan St.,-140
578,2025-01-12,Nebraska,285,Purdue,-365,Purdue,-365
579,2025-01-12,Rider,205,Niagara,-255,Niagara,-255
580,2025-01-12,Saint Peter's,-250,Canisius,202,Canisius,202
581,2025-01-12,LIU,310,Central Conn. St.,-400,LIU,310
582,2025-01-12,Saint Francis,138,FDU,-166,Saint Francis,138
583,2025-01-12,Quinnipiac,-126,Iona,105,Quinnipiac,-126
584,2025-01-12,Stonehill,-142,Chicago St.,118,Chicago St.,118
585,2025-01-12,Fairfield,220,Marist,-275,Marist,-275
586,2025-01-12,Mercyhurst,142,Le Moyne,-172,Mercyhurst,142
587,2025-01-12,Manhattan,275,Merrimack,-350,Manhattan,275
588,2025-01-12,Washington,800,Michigan,-1400,Washington,800
589,2025-01-12,Sacred Heart,158,Mount St. Mary's,-192,Mount St. Mary's,-192
590,2025-01-12,Wright St.,-110,Robert Morris,-110,Robert Morris,-110
591,2025-01-12,Charlotte,124,Tulsa,-152,Tulsa,-152
592,2025-01-12,West Virginia,-114,Colorado,-105,Colorado,-105
593,2025-01-12,Mercer,-210,Western Caro.,172,Western Caro.,172
594,2025-01-12,Oregon,-138,Penn St.,115,Penn St.,115
595,2025-01-12,Southern Ind.,202,Little Rock,-250,Little Rock,-250
596,2025-01-12,UAB,136,Fla. Atlantic,-164,UAB,136
597,2025-01-13,Prairie View,-240,Ark.-Pine Bluff,195,Prairie View,-240
598,2025-01-13,Minnesota,980,Maryland,-2000,Maryland,-2000
599,2025-01-13,UCLA,-146,Rutgers,122,Rutgers,122
600,2025-01-13,Alabama St.,-122,Alcorn,102,Alabama St.,-122
601,2025-01-13,American,-104,Loyola Maryland,-115,American,-104
602,2025-01-13,Boston College,470,Notre Dame,-670,Notre Dame,-670
603,2025-01-13,Wofford,190,Furman,-235,Furman,-235
604,2025-01-13,Texas Southern,-1700,,890,Texas Southern,-1700
605,2025-01-13,Bethune-Cookman,164,Southern U.,-200,Bethune-Cookman,164
606,2025-01-13,Coppin St.,640,Howard,-1000,Coppin St.,640
607,2025-01-13,Delaware St.,172,N.C. Central,-205,N.C. Central,-205
608,2025-01-13,Florida A&M,260,Grambling,-330,Grambling,-330
609,2025-01-13,Nicholls,108,,-130,Nicholls,108
610,2025-01-13,UMES,720,South Carolina St.,-1200,UMES,720
611,2025-01-13,Norfolk St.,-480,Morgan St.,360,Norfolk St.,-480
612,2025-01-13,Southeastern La.,152,SFA,-184,Southeastern La.,152
613,2025-01-13,East Texas A&M,660,UTRGV,-1050,UTRGV,-1050
614,2025-01-13,Alabama A&M,365,Jackson St.,-490,Jackson St.,-490
615,2025-01-13,McNeese,-1450,Houston Christian,810,McNeese,-1450
616,2025-01-13,New Orleans,810,Lamar University,-1450,Lamar University,-1450
617,2025-01-13,Northwestern St.,310,A&M-Corpus Christi,-400,Northwestern St.,310
618,2025-01-13,Campbell,315,Elon,-410,Campbell,315
619,2025-01-14,Villanova,125,Xavier,-150,Villanova,125
620,2025-01-14,Toledo,245,Akron,-310,Toledo,245
621,2025-01-14,Ole Miss,460,Alabama,-650,Ole Miss,460
622,2025-01-14,Mississippi St.,285,Auburn,-360,Auburn,-360
623,2025-01-14,Ball St.,440,Ohio,-610,Ohio,-610
624,2025-01-14,Buffalo,240,Bowling Green,-310,Bowling Green,-310
625,2025-01-14,Eastern Mich.,260,Central Mich.,-330,Eastern Mich.,260
626,2025-01-14,Marquette,-1000,DePaul,640,DePaul,640
627,2025-01-14,North Texas,-178,East Carolina,146,North Texas,-178
628,2025-01-14,Illinois,-170,Indiana,140,Illinois,-170
629,2025-01-14,Western Mich.,740,Kent St.,-1250,Kent St.,-1250
630,2025-01-14,Texas A&M,205,Kentucky,-255,Kentucky,-255
631,2025-01-14,Louisville,-300,Syracuse,240,Louisville,-300
632,2025-01-14,Miami (OH),-1050,NIU,660,Miami (OH),-1050
633,2025-01-14,Saint Louis,330,VCU,-430,Saint Louis,330
634,2025-01-14,Valparaiso,230,Belmont,-285,Valparaiso,230
635,2025-01-14,Georgetown,440,St. John's (NY),-610,St. John's (NY),-610
636,2025-01-14,Evansville,760,UNI,-1300,UNI,-1300
637,2025-01-14,UTSA,190,Rice,-235,UTSA,190
638,2025-01-14,Little Rock,114,Southeastern Mo. St.,-137,Little Rock,114
639,2025-01-14,Charlotte,365,Wichita St.,-490,Wichita St.,-490
640,2025-01-14,Providence,330,Creighton,-430,Providence,330
641,2025-01-14,Arkansas,-118,LSU,-102,Arkansas,-118
642,2025-01-14,Oklahoma St.,660,BYU,-1050,BYU,-1050
643,2025-01-14,Wyoming,920,Boise St.,-1800,Wyoming,920
644,2025-01-14,Clemson,-192,Georgia Tech,158,Clemson,-192
645,2025-01-14,Miami (FL),2200,Duke,-8000,Miami (FL),2200
646,2025-01-14,Missouri,440,Florida,-610,Florida,-610
647,2025-01-14,Texas Tech,-260,Kansas St.,215,Texas Tech,-260
648,2025-01-14,Ohio St.,210,Wisconsin,-260,Ohio St.,210
649,2025-01-14,Air Force,1600,Nevada,-4500,Air Force,1600
650,2025-01-14,New Mexico,-520,San Jose St.,385,San Jose St.,385
651,2025-01-14,Iowa,106,Southern California,-128,Southern California,-128
652,2025-01-14,UCF,190,Arizona St.,-235,Arizona St.,-235
653,2025-01-14,Baylor,195,Arizona,-240,Baylor,195
654,2025-01-14,Colorado St.,300,San Diego St.,-385,Colorado St.,300
655,2025-01-15,Lafayette,-110,Army West Point,-110,Army West Point,-110
656,2025-01-15,Lehigh,152,Boston U.,-188,Lehigh,152
657,2025-01-15,South Carolina,275,Vanderbilt,-350,Vanderbilt,-350
658,2025-01-15,Western Caro.,136,VMI,-168,Western Caro.,136
659,2025-01-15,Charleston So.,420,Winthrop,-600,Charleston So.,420
660,2025-01-15,Davidson,-118,La Salle,-102,La Salle,-102
661,2025-01-15,USC Upstate,570,UNC Asheville,-900,USC Upstate,570
662,2025-01-15,Stanford,270,Wake Forest,-345,Stanford,270
663,2025-01-15,Holy Cross,225,Bucknell,-290,Holy Cross,225
664,2025-01-15,Seton Hall,220,Butler,-275,Seton Hall,220
665,2025-01-15,California,800,North Carolina,-1400,California,800
666,2025-01-15,Wofford,152,Chattanooga,-188,Wofford,152
667,2025-01-15,Northern Ky.,160,Cleveland St.,-200,Northern Ky.,160
668,2025-01-15,Colgate,-172,Navy,140,Colgate,-172
669,2025-01-15,George Mason,270,Dayton,-345,Dayton,-345
670,2025-01-15,Duquesne,184,George Washington,-230,George Washington,-230
671,2025-01-15,,126,Furman,-152,Furman,-152
672,2025-01-15,Massachusetts,-105,Fordham,-115,Fordham,-115
673,2025-01-15,Purdue Fort Wayne,-118,Wright St.,-104,Wright St.,-104
674,2025-01-15,Gardner-Webb,235,Radford,-300,Gardner-Webb,235
675,2025-01-15,IU Indy,370,Oakland,-520,IU Indy,370
676,2025-01-15,Samford,-250,Mercer,198,Mercer,198
677,2025-01-15,Southern Ill.,150,Missouri St.,-182,Southern Ill.,150
678,2025-01-15,NC State,-128,Virginia Tech,106,Virginia Tech,106
679,2025-01-15,Richmond,540,St. Bonaventure,-850,St. Bonaventure,-850
680,2025-01-15,UAB,-128,South Fla.,106,South Fla.,106
681,2025-01-15,The Citadel,980,UNC Greensboro,-2200,The Citadel,980
682,2025-01-15,Kansas,205,Iowa St.,-255,Iowa St.,-255
683,2025-01-15,Fla. Atlantic,-128,Tulane,104,Tulane,104
684,2025-01-15,Penn St.,520,Michigan St.,-750,Michigan St.,-750
685,2025-01-15,Troy,-750,ULM,490,ULM,490
686,2025-01-15,Indiana St.,285,Bradley,-375,Bradley,-375
687,2025-01-15,Georgia,520,Tennessee,-750,Georgia,520
688,2025-01-15,Georgia St.,350,Texas St.,-480,Texas St.,-480
689,2025-01-15,West Virginia,1400,Houston,-4000,Houston,-4000
690,2025-01-15,Murray St.,108,UIC,-132,UIC,-132
691,2025-01-15,Southern Miss.,470,South Alabama,-700,South Alabama,-700
692,2025-01-15,Utah,155,TCU,-188,Utah,155
693,2025-01-15,Cincinnati,-137,Colorado,114,Colorado,114
694,2025-01-15,Omaha,-215,Denver,172,Denver,172
695,2025-01-15,Illinois St.,390,Drake,-530,Illinois St.,390
696,2025-01-15,Pittsburgh,-137,Florida St.,114,Florida St.,114
697,2025-01-15,Rhode Island,168,Loyola Chicago,-205,Loyola Chicago,-205
698,2025-01-15,SMU,-255,Virginia,205,SMU,-255
699,2025-01-15,Purdue,-350,Washington,275,Washington,275
700,2025-01-15,Texas,118,Oklahoma,-142,Oklahoma,-142
701,2025-01-15,Utah St.,-194,UNLV,160,Utah St.,-194
702,2025-01-16,Maine,-450,NJIT,340,Maine,-450
703,2025-01-16,New Hampshire,680,UMBC,-1100,New Hampshire,680
704,2025-01-16,Bryant,-140,UAlbany,116,Bryant,-140
705,2025-01-16,Lipscomb,-2500,Bellarmine,1040,Lipscomb,-2500
706,2025-01-16,Stony Brook,390,Delaware,-550,Stony Brook,390
707,2025-01-16,West Ga.,650,FGCU,-1100,FGCU,-1100
708,2025-01-16,App State,-176,Old Dominion,142,App State,-176
709,2025-01-16,Binghamton,370,Vermont,-520,Binghamton,370
710,2025-01-16,Col. of Charleston,-230,Campbell,188,Campbell,188
711,2025-01-16,Canisius,440,Iona,-650,Canisius,440
712,2025-01-16,Central Ark.,360,North Florida,-500,Central Ark.,360
713,2025-01-16,Ga. Southern,124,Coastal Carolina,-152,Ga. Southern,124
714,2025-01-16,Elon,108,Drexel,-130,Elon,108
715,2025-01-16,Niagara,-112,Fairfield,-108,Fairfield,-108
716,2025-01-16,New Mexico St.,-166,,138,New Mexico St.,-166
717,2025-01-16,William & Mary,-154,Hampton,126,Hampton,126
718,2025-01-16,High Point,-164,Longwood,136,High Point,-164
719,2025-01-16,Hofstra,146,Towson,-178,Hofstra,146
720,2025-01-16,North Ala.,-134,Jacksonville,110,North Ala.,-134
721,2025-01-16,Louisiana Tech,-134,Jacksonville St.,112,Louisiana Tech,-134
722,2025-01-16,Marshall,202,James Madison,-250,Marshall,202
723,2025-01-16,Sam Houston,-105,Kennesaw St.,-115,Kennesaw St.,-115
724,2025-01-16,Marist,-134,Saint Peter's,110,Saint Peter's,110
725,2025-01-16,Memphis,-365,Temple,285,Temple,285
726,2025-01-16,Merrimack,116,Quinnipiac,-142,Quinnipiac,-142
727,2025-01-16,Michigan,-550,Minnesota,400,Michigan,-550
728,2025-01-16,Monmouth,100,N.C. A&T,-122,N.C. A&T,-122
729,2025-01-16,Mount St. Mary's,-142,Rider,116,Rider,116
730,2025-01-16,Northeastern,198,UNCW,-245,UNCW,-245
731,2025-01-16,Queens (NC),-240,Stetson,190,Stetson,190
732,2025-01-16,Sacred Heart,104,Siena,-128,Sacred Heart,104
733,2025-01-16,Western Ill.,225,Morehead St.,-290,Western Ill.,225
734,2025-01-16,Louisiana,1100,Arkansas St.,-2500,Louisiana,1100
735,2025-01-16,Eastern Ky.,-170,Austin Peay,138,Eastern Ky.,-170
736,2025-01-16,California Baptist,-215,Tarleton St.,172,Tarleton St.,172
737,2025-01-16,Portland St.,350,Northern Colo.,-480,Portland St.,350
738,2025-01-16,North Dakota,440,South Dakota St.,-650,North Dakota,440
739,2025-01-16,Kansas City,350,North Dakota St.,-480,North Dakota St.,-480
740,2025-01-16,Sacramento St.,360,Northern Ariz.,-500,Northern Ariz.,-500
741,2025-01-16,Oral Roberts,290,South Dakota,-385,South Dakota,-385
742,2025-01-16,Utah Valley,-120,UT Arlington,100,Utah Valley,-120
743,2025-01-16,Eastern Ill.,210,UT Martin,-265,UT Martin,-265
744,2025-01-16,Lindenwood,104,Southern Ind.,-128,Lindenwood,104
745,2025-01-16,Southeastern Mo. St.,112,Tennessee Tech,-140,Tennessee Tech,-140
746,2025-01-16,SIUE,110,Tennessee St.,-134,SIUE,110
747,2025-01-16,Abilene Christian,740,Grand Canyon,-1250,Abilene Christian,740
748,2025-01-16,Montana St.,110,Idaho St.,-132,Montana St.,110
749,2025-01-16,UTEP,385,Liberty,-520,UTEP,385
750,2025-01-16,Maryland,-114,Northwestern,-105,Northwestern,-105
751,2025-01-16,Montana,110,Weber St.,-132,Weber St.,-132
752,2025-01-16,Rutgers,300,Nebraska,-385,Rutgers,300
753,2025-01-16,Cal St. Fullerton,2000,UC Irvine,-7000,UC Irvine,-7000
754,2025-01-16,UC Davis,140,Cal Poly,-172,Cal Poly,-172
755,2025-01-16,UC San Diego,-1400,Long Beach St.,760,Long Beach St.,760
756,2025-01-16,Santa Clara,-210,LMU (CA),172,Santa Clara,-210
757,2025-01-16,Pacific,100,Portland,-122,Pacific,100
758,2025-01-16,San Francisco,-250,Pepperdine,202,Pepperdine,202
759,2025-01-16,Washington St.,-820,San Diego,550,San Diego,550
760,2025-01-16,Utah Tech,470,Seattle U,-700,Seattle U,-700
761,2025-01-16,UC Riverside,205,UC Santa Barbara,-260,UC Riverside,205
762,2025-01-16,Gonzaga,-450,Oregon St.,340,Oregon St.,340
763,2025-01-16,CSUN,126,Hawaii,-152,Hawaii,-152
764,2025-01-17,Ohio,138,Akron,-170,Akron,-170
765,2025-01-17,Robert Morris,-210,Green Bay,172,Robert Morris,-210
766,2025-01-17,Providence,275,Villanova,-350,Providence,275
767,2025-01-17,VCU,-134,Saint Joseph's,112,Saint Joseph's,112
768,2025-01-17,DePaul,330,Georgetown,-430,Georgetown,-430
769,2025-01-17,Indiana,235,Ohio St.,-295,Ohio St.,-295
770,2025-01-17,Youngstown St.,205,Milwaukee,-255,Youngstown St.,205
771,2025-01-17,Iowa,235,UCLA,-295,Iowa,235
772,2025-01-17,Air Force,128,Fresno St.,-154,Air Force,128
773,2025-01-17,Boise St.,140,New Mexico,-170,Boise St.,140
774,2025-01-18,Alabama,108,Kentucky,-130,Alabama,108
775,2025-01-18,Boston U.,-106,Army West Point,-113,Army West Point,-113
776,2025-01-18,Clemson,122,Pittsburgh,-146,Clemson,122
777,2025-01-18,Creighton,280,UConn,-360,UConn,-360
778,2025-01-18,Georgia Tech,315,Florida St.,-410,Georgia Tech,315
779,2025-01-18,Houston,-1250,UCF,740,UCF,740
780,2025-01-18,Virginia,1060,Louisville,-2300,Virginia,1060
781,2025-01-18,George Washington,360,George Mason,-480,George Washington,360
782,2025-01-18,American,-120,Holy Cross,-102,American,-120
783,2025-01-18,Auburn,-275,Georgia,220,Auburn,-275
784,2025-01-18,Buffalo,300,Western Mich.,-400,Western Mich.,-400
785,2025-01-18,Colgate,-118,Lafayette,-104,Colgate,-118
786,2025-01-18,Oakland,-385,Detroit Mercy,300,Oakland,-385
787,2025-01-18,Kansas St.,860,Kansas,-1600,Kansas,-1600
