year,team1,team1_score,team2,team2_score
2021,Auburn,67,Gonzaga,90
2021,ETSU,57,"Middle Tenn.",43
2021,Virginia,60,"San Francisco",61
2021,Toledo,73,Xavier,76
2021,"Norfolk St.",83,"James Madison",73
2021,"Jacksonville St.",60,"Fla. Atlantic",50
2021,"Western Caro.",64,Troy,66
2021,Evansville,61,"Prairie View",64
2021,Ohio,75,Illinois,77
2021,"Northwest (WA)",42,"Oregon St.",114
2021,"West Virginia",70,"Western Ky.",64
2021,"Lamar University",57,Tulane,66
2021,"Army West Point",79,"Central Conn. St.",57
2021,"Abilene Christian",80,"Austin Peay",72
2021,Flagler,75,FIU,82
2021,"South Dakota",54,Drake,69
2021,Rice,68,UIW,53
2021,"Sam Houston St.",52,"Texas Tech",84
2021,Belmont,77,"George Mason",67
2021,"Saint Joseph's",72,Kansas,94
2021,"Eastern Ky.",60,"Charleston So.",50
2021,"Boise St.",58,Houston,68
2021,UCLA,107,Pepperdine,98
2021,Navy,52,Maryland,82
2021,Bryant,84,Syracuse,85
2021,Oakland,60,Bradley,74
2021,"William Jessup",53,"Seattle U",77
2021,"East Carolina",66,Charlotte,57
2021,UNCW,76,"UNC Asheville",68
2021,"N.C. A&T",74,"Chicago St.",44
2021,"Arkansas St.",56,Marshall,70
2021,"UC Davis",63,"Santa Clara",66
2021,"Tex. Permian Basin",71,UTSA,97
2021,"Saint Peter's",62,"La Salle",51
2021,"Utah St.",82,UNI,71
2021,"Toccoa Falls",60,"Georgia St.",105
2021,"Seton Hall",70,Louisville,71
2021,Buffalo,74,Towson,65
2021,"Southern U.",76,Iowa,103
2021,Grambling,55,Arizona,74
2021,Howard,71,"Queens (NC)",85
2021,"Kansas City",138,Greenville,97
2021,"North Florida",51,"NC State",86
2021,Carver,23,"App State",105
2021,"Morehead St.",64,Richmond,82
2021,Mobile,75,"South Alabama",95
2021,"South Dakota St.",59,"Saint Mary's (CA)",72
2021,"Nicholls St.",70,"Idaho St.",51
2021,"UNC Greensboro",77,"Little Rock",70
2021,"Bethesda (CA)",46,"Cal Poly",100
2021,Valparaiso,71,Vanderbilt,77
2021,"Fairleigh Dickinson",75,Rutgers,96
2021,"UC Irvine",58,"San Diego St.",77
2021,Longwood,60,"Wake Forest",71
2021,"Eastern Ill.",50,Marquette,75
2021,"UT Arlington",71,"Louisiana Tech",76
2021,Mercer,83,"Georgia Tech",73
2021,Hartford,57,UConn,69
2021,Colorado,76,"Kansas St.",58
2021,"Ark.-Pine Bluff",58,Wisconsin,92
2021,VCU,70,Memphis,59
2021,"Fresno St.",0,Pacific,0
2021,Omaha,58,"Abilene Christian",70
2021,"North Dakota St.",57,Nebraska,79
2021,Belmont,73,"Queens (NC)",61
2021,"South Carolina St.",78,"Bowling Green",101
2021,UNCW,73,Troy,50
2021,Limestone,59,"Col. of Charleston",99
2021,Drexel,74,Pittsburgh,83
2021,VMI,65,"Penn St.",86
2021,"Illinois St.",82,"UMass Lowell",72
2021,"Coppin St.",71,Duke,81
2021,"Southern Miss.",51,Jacksonville,66
2021,Mobile,41,"Fla. Atlantic",83
2021,Carver,37,Wofford,111
2021,"USC Upstate",63,Furman,91
2021,"Our Lady of the Lake",64,Rice,103
2021,LSU,81,"Saint Louis",85
2021,Buffalo,74,"Army West Point",78
2021,Navy,73,"Mount St. Mary's",67
2021,"George Mason",84,Howard,70
2021,"Regis (CO)",66,Denver,82
2021,"Texas St.",75,"A&M-Corpus Christi",63
2021,UMBC,80,"Saint Francis (PA)",65
2021,"Southeastern La.",59,UAB,84
2021,"St. Katherine",47,"Southern Utah",95
2021,"William Jessup",73,Portland,83
2021,"Toccoa Falls",44,"Kennesaw St.",106
2021,"High Point",75,Elon,76
2021,"UC Davis",70,"Idaho St.",61
2021,"UT Arlington",80,"Northwestern St.",71
2021,"South Carolina",62,Liberty,78
2021,"Air Force",66,CSUN,61
2021,UTSA,64,UTRGV,81
2021,"Coastal Ga.",79,"Ga. Southern",91
2021,"N.C. Wesleyan",68,"Coastal Carolina",117
2021,"Mississippi Val.",61,Wyoming,97
2021,"Western Caro.",83,"UNC Asheville",81
2021,Lipscomb,76,"Lamar University",73
2021,"Southeast Mo. St.",71,"Kansas City",66
2021,"Rhode Island",84,"South Fla.",68
2021,"LMU (CA)",73,Minnesota,88
2021,"North Texas",54,Arkansas,69
2021,"Central Mich.",72,UIC,74
2021,Radford,54,"Norfolk St.",57
2021,"Nicholls St.",57,"Santa Clara",73
2021,"William & Mary",78,"Old Dominion",86
2021,Tulsa,65,TCU,70
2021,"Texas Southern",65,"Oklahoma St.",85
2021,"Notre Dame",70,"Michigan St.",80
2021,"Virginia Tech",81,Villanova,73
2021,"Benedictine Mesa",63,"Grand Canyon",94
2021,Louisiana,82,Baylor,112
2021,"Rogers St.",63,"Oral Roberts",93
2021,"St. Louis Pharmacy",45,SIUE,80
2021,"Utah Valley",60,BYU,82
2021,Montana,62,"Southern California",76
2021,"Eastern Wash.",68,"Washington St.",71
2021,Transylvania,40,Bellarmine,90
2021,"UMass Lowell",64,"Ohio St.",74
2021,"Ark.-Pine Bluff",63,"Iowa St.",80
2021,Richmond,76,Kentucky,64
2021,Tulsa,58,"South Carolina",69
2021,"Northwestern St.",77,"Louisiana Tech",91
2021,Lipscomb,66,Tulane,68
2021,"Boise St.",86,"Sam Houston St.",55
2021,"Mount St. Mary's",61,Maryland,79
2021,"Our Lady of the Lake",71,UIW,84
2021,"Florida A&M",75,Georgia,85
2021,"Alabama A&M",78,Samford,76
2021,"Northwest (WA)",69,Portland,74
2021,"New Orleans",53,"Texas A&M",82
2021,"Air Force",45,"Seattle U",63
2021,TCU,56,Liberty,52
2021,"Arkansas St.",61,"Morehead St.",69
2021,Hofstra,56,Rutgers,70
2021,"Houston Baptist",77,"Arizona St.",100
2021,"North Dakota St.",58,Creighton,69
2021,"Jacksonville St.",77,"South Alabama",73
2021,Greenville,95,"Murray St.",173
2021,"Texas Tech",53,Houston,64
2021,"San Francisco",71,"Rhode Island",84
2021,"North Florida",59,"Miami (FL)",77
2021,"Prairie View",64,Louisville,86
2021,Oakland,71,Michigan,81
2021,Washington,52,Baylor,86
2021,"St. Katherine",55,"UC Santa Barbara",92
2021,"New Mexico St.",83,"Arizona Christian",77
2021,"Virginia Tech",76,"South Fla.",58
2021,Radford,59,"James Madison",67
2021,Piedmont,58,"Western Caro.",96
2021,Texas,78,Davidson,76
2021,Indiana,79,Providence,58
2021,Mobile,66,"Jacksonville St.",85
2021,"Little Rock",76,Duquesne,66
2021,"St. Andrews",51,Campbell,85
2021,CSUN,76,"Seattle U",65
2021,"Bowling Green",78,"App State",76
2021,"Boston College",93,"St. John's (NY)",97
2021,Chattanooga,62,"Tennessee Tech",54
2021,"Fairleigh Dickinson",58,Hofstra,73
2021,"Eastern Ky.",96,Xavier,99
2021,"Georgia St.",69,Mercer,86
2021,"North Carolina",78,UNLV,51
2021,Auburn,55,UCF,63
2021,"Nicholls St.",49,California,60
2021,"Southeastern La.",43,LSU,96
2021,"LMU (CA)",64,Minnesota,67
2021,"Texas St.",51,"Mississippi St.",68
2021,"A&M-Corpus Christi",54,SMU,91
2021,"Kansas City",58,"Kansas St.",62
2021,"Texas Southern",76,Wyoming,74
2021,Iona,64,"Seton Hall",86
2021,Stanford,82,Alabama,64
2021,Pacific,58,Nevada,70
2021,Texas,66,Indiana,44
2021,"Southern California",79,BYU,53
2021,Oakland,50,Purdue,93
2021,"Saint Francis (PA)",51,Virginia,76
2021,"UC Riverside",57,Washington,42
2021,Bryant,93,"New Hampshire",85
2021,"North Carolina",67,Stanford,63
2021,Longwood,71,VMI,84
2021,"N.C. Wesleyan",62,"East Carolina",91
2021,Omaha,67,Creighton,94
2021,"Green Bay",42,Wisconsin,82
2021,Hartford,53,Villanova,87
2021,"Lincoln (PA)",94,"Morgan St.",102
2021,"Western Ky.",54,Louisville,75
2021,Navy,78,Georgetown,71
2021,"Stony Brook",68,"Saint Peter's",82
2021,Davidson,62,Providence,63
2021,"Eastern Ill.",63,Dayton,66
2021,"Central Mich.",76,FIU,96
2021,"N.C. A&T",70,"Charleston So.",63
2021,"Oklahoma St.",70,Marquette,62
2021,Valparaiso,50,UIC,66
2021,"Cleveland St.",61,Toledo,70
2021,"Michigan St.",75,Duke,69
2021,LeTourneau,57,SFA,102
2021,Hampton,82,"George Washington",78
2021,"Judson (AL)",32,Bradley,105
2021,"Howard Payne",51,"Abilene Christian",81
2021,Winthrop,75,"UNC Greensboro",67
2021,"South Dakota",69,Nebraska,76
2021,"Mississippi Val.",49,"Grand Canyon",88
2021,Kentucky,62,Kansas,65
2021,UNLV,74,Alabama,86
2021,"Nicholls St.",50,"Saint Mary's (CA)",73
2021,Indiana,79,Stanford,63
2021,"Army West Point",69,Florida,76
2021,Texas,69,"North Carolina",67
2021,FGCU,57,"South Fla.",76
2021,VCU,69,"Penn St.",72
2021,"Morehead St.",44,"Ohio St.",77
2021,Lipscomb,55,Cincinnati,67
2021,"Montana St.",70,Pacific,74
2021,"St. John's (NY)",68,BYU,74
2021,"Eastern Ky.",95,"USC Upstate",78
2021,Greenville,108,"Illinois St.",177
2021,"UNC Greensboro",68,Duquesne,81
2021,"South Carolina St.",38,Clemson,75
2021,"Southern Wesleyan",49,Furman,89
2021,Providence,71,Alabama,88
2021,"North Georgia",62,Georgia,84
2021,"West Virginia",82,Gonzaga,87
2021,"Ball St.",65,Michigan,84
2021,"Tennessee Tech",48,Xavier,79
2021,SIUE,73,"Northern Ill.",53
2021,"Tarleton St.",66,"Texas A&M",73
2021,"Oral Roberts",80,"Wichita St.",85
2021,"South Dakota St.",71,"Iowa St.",68
2021,Presbyterian,65,Jacksonville,78
2021,Hartford,66,Fairfield,61
2021,"Seton Hall",63,"Rhode Island",76
2021,"Southern Ill.",87,"Southeast Mo. St.",79
2021,"Kennesaw St.",48,UAB,73
2021,"Murray St.",61,"Middle Tenn.",78
2021,Drexel,66,Quinnipiac,48
2021,"Dallas Christian",37,McNeese,140
2021,Louisiana,66,"New Orleans",63
2021,"William Carey",53,"Southern Miss.",80
2021,"Old Dominion",80,"Norfolk St.",66
2021,"Houston Baptist",75,SMU,102
2021,"North Florida",58,"Florida St.",86
2021,"A&M-Corpus Christi",59,UTRGV,62
2021,Evansville,87,"UT Martin",93
2021,"Westminster (UT)",71,"Utah Valley",79
2021,"Arkansas St.",54,Memphis,83
2021,Missouri,83,Oregon,75
2021,"La Sierra",54,"UC Irvine",104
2021,"UT Arlington",60,Arkansas,72
2021,UIW,83,Wyoming,94
2021,"Ark.-Pine Bluff",49,Northwestern,92
2021,"North Dakota",73,"Dixie St.",74
2021,"San Francisco",85,Nevada,60
2021,"St. Katherine",41,"San Diego St.",83
2021,Davidson,77,UNLV,73
2021,"Southeastern La.",81,"California Baptist",80
2021,"Oregon St.",55,"Washington St.",59
2021,Illinois,69,Baylor,82
2021,"CSU Bakersfield",47,"Santa Clara",53
2021,Quinnipiac,58,Drexel,70
2021,LeTourneau,74,Rice,94
2021,"Chicago St.",56,"Eastern Ill.",78
2021,Winthrop,80,"Little Rock",75
2021,"UMass Lowell",59,"NC State",90
2021,"Tennessee Tech",65,"Northern Ky.",74
2021,Washington,62,Utah,76
2021,"Columbia Int'l",56,"Coastal Carolina",113
2021,"Purdue Northwest",67,"Bowling Green",88
2021,"Saint Francis (PA)",62,Liberty,78
2021,Newberry,84,"Western Caro.",91
2021,"Southern California",58,UConn,61
2021,Marshall,80,"Wright St.",64
2021,"Fla. National",64,"Fla. Atlantic",128
2021,"N.C. A&T",70,"The Citadel",78
2021,ULM,62,"Louisiana Tech",78
2021,"Western Ill.",58,Iowa,99
2021,Omaha,66,Drake,87
2021,"East Tex. Baptist",59,Grambling,68
2021,"Seattle U",52,UCLA,78
2021,UTSA,66,Oklahoma,105
2021,Washburn,54,Kansas,89
2021,Niagara,45,Syracuse,75
2021,VMI,57,"Virginia Tech",64
2021,"Northwestern St.",68,TCU,74
2021,Montana,63,"Southern Utah",64
2021,Idaho,55,"Sacramento St.",77
2021,"St. Katherine",45,Pepperdine,94
2021,"Boston College",70,Florida,90
2021,"Texas Southern",70,"Saint Mary's (CA)",82
2021,"Arizona St.",70,California,62
2021,"Saint Peter's",57,Maryland,90
2021,Fairfield,69,"Stony Brook",72
2021,"UT Arlington",64,Tulsa,79
2021,"Detroit Mercy",76,"Michigan St.",83
2021,"Southeastern La.",66,"California Baptist",83
2021,"Kennesaw St.",58,Creighton,93
2021,"Kent St.",64,Virginia,71
2021,"Georgia St.",76,Charlotte,65
2021,"Central Conn. St.",65,Hartford,80
2021,Bellarmine,54,Duke,76
2021,Wisconsin,65,Marquette,67
2021,"William Jessup",62,"UC Davis",95
2021,Carver,38,"Austin Peay",102
2021,"St. Ambrose",53,UNI,98
2021,"Sul Ross St.",62,UTSA,91
2021,"Our Lady of the Lake",68,UTRGV,91
2021,Toledo,91,"Eastern Mich.",74
2021,"Jacksonville St.",70,FIU,74
2021,Valparaiso,61,Purdue,68
2021,Jacksonville,65,Georgia,98
2021,"Dallas Christian",42,"Sam Houston St.",117
2021,McNeese,76,SFA,86
2021,Stetson,60,"Miami (FL)",82
2021,"Crowley's Ridge",49,"Arkansas St.",115
2021,"North Texas",63,"Mississippi St.",69
2021,"South Dakota St.",88,Bradley,84
2021,"Central Ark.",68,Memphis,85
2021,"Long Beach St.",61,"LMU (CA)",85
2021,Troy,46,"Texas Tech",80
2021,"Seton Hall",70,Oregon,83
2021,"San Francisco",88,"Cal Poly",60
2021,"North Dakota",67,Minnesota,76
2021,"South Alabama",81,Auburn,90
2021,"Columbia Int'l",62,Mercer,88
2021,"Bluefield Col.",64,Liberty,86
2021,"Toccoa Falls",58,"The Citadel",100
2021,Idaho,57,"Sacramento St.",73
2021,Montana,74,"Southern Utah",75
2021,"Eastern Wash.",67,Arizona,70
2021,"Northern Ky.",72,Chattanooga,79
2021,"Coppin St.",69,"George Washington",85
2021,Marist,68,Binghamton,65
2021,"South Carolina St.",56,"UNC Asheville",77
2021,"Mount St. Mary's",42,VCU,60
2021,Radford,50,"East Carolina",63
2021,SMU,66,Dayton,64
2021,"North Florida",74,"High Point",85
2021,"Salem (WV)",76,Delaware,79
2021,UIC,66,"Ball St.",68
2021,Furman,81,"Col. of Charleston",57
2021,"Eastern Ill.",93,"Green Bay",91
2021,"Lamar University",44,"Air Force",59
2021,UIW,64,"Texas St.",72
2021,Omaha,65,SIUE,63
2021,Lewis,48,"Loyola Chicago",76
2021,"Miami (OH)",47,"Wright St.",71
2021,"North Dakota St.",61,Kansas,65
2021,"St. Katherine",48,"Dixie St.",86
2021,Iona,82,Hofstra,74
2021,"Fairleigh Dickinson",67,Providence,79
2021,"Chicago St.",66,Northwestern,111
2021,Samford,96,Belmont,83
2021,LSU-Shreveport,73,Louisiana,84
2021,Lipscomb,50,Arkansas,86
2021,"Illinois St.",65,"Murray St.",76
2021,"Point Park",57,"Robert Morris",75
2021,"Ga. Southern",72,"USC Upstate",69
2021,"South Carolina",67,Houston,77
2021,"Fla. National",74,FGCU,91
2021,"Northern Ill.",59,Pittsburgh,89
2021,Rider,52,Syracuse,87
2021,Oakland,71,"Oklahoma St.",84
2021,"Sul Ross St.",65,UTEP,84
2021,UNLV,68,"Kansas St.",58
2021,"Tarleton St.",48,"Abilene Christian",69
2021,Rice,86,"Houston Baptist",64
2021,"Ark.-Pine Bluff",54,"Saint Louis",107
2021,BYU,67,"Utah St.",64
2021,"Portland St.",73,Portland,86
2021,"Tennessee Tech",75,"Western Caro.",76
2021,Villanova,68,Texas,64
2021,"Southern Wesleyan",85,Mercer,96
2021,Missouri,72,"Wichita St.",62
2021,Stetson,40,Florida,86
2021,"Coppin St.",54,Drexel,69
2021,Stanford,78,"N.C. A&T",46
2021,Grambling,40,"Texas Tech",81
2021,"Judson (AL)",45,Valparaiso,85
2021,"Cleveland St.",46,Ohio,101
2021,"New Hampshire",58,Quinnipiac,64
2021,"Stony Brook",66,"St. John's (NY)",89
2021,"St. Ambrose",53,Drake,97
2021,Carver,40,"North Ala.",107
2021,Xavier,77,Cincinnati,69
2021,"Mississippi Val.",69,"Western Ky.",96
2021,"Central Ark.",83,"Little Rock",86
2021,Troy,55,UAB,77
2021,"UC Riverside",83,Denver,63
2021,ULM,92,"Northwestern St.",83
2021,"Central Mich.",79,"Western Ill.",73
2021,UTRGV,68,"Texas A&M",81
2021,Greensboro,67,Longwood,64
2021,"La Salle",59,"Army West Point",63
2021,Binghamton,60,Marist,64
2021,"N.C. Wesleyan",57,"App State",81
2021,UCF,58,Michigan,80
2021,"Seattle U",75,"Long Beach St.",80
2021,Oklahoma,82,TCU,78
2021,Wyoming,76,"Oregon St.",73
2021,"West Virginia",80,Georgetown,71
2021,Pepperdine,60,"San Diego St.",65
2021,Kentucky,62,"Georgia Tech",79
2021,Quincy,61,"Southern Ill.",102
2021,LSU-Alexandria,79,SFA,97
2021,"Louisiana Tech",55,LSU,86
2021,"Howard Payne",54,"Sam Houston St.",117
2021,"Western Mich.",61,"Michigan St.",79
2021,Buffalo,78,"Bowling Green",86
2021,Bellarmine,84,Howard,63
2021,"Detroit Mercy",70,"Notre Dame",78
2021,"Seton Hall",98,"Penn St.",92
2021,California,56,UCLA,76
2021,Wofford,72,Richmond,77
2021,Fairfield,54,Hartford,67
2021,"George Washington",81,UMBC,92
2021,UNCW,78,"East Carolina",88
2021,"N.C. Central",71,"Coastal Carolina",78
2021,"South Carolina St.",40,Charlotte,78
2021,Hampton,64,"Norfolk St.",76
2021,"Eastern Wash.",52,Oregon,69
2021,"Bethesda (CA)",43,"CSU Bakersfield",94
2021,Adrian,42,"Western Mich.",62
2021,"Columbia Int'l",57,"The Citadel",96
2021,"Fla. Atlantic",79,"North Florida",77
2021,"Morehead St.",68,"Eastern Ky.",71
2021,Chattanooga,80,"Middle Tenn.",70
2021,Lipscomb,77,"Southeast Mo. St.",82
2021,"LMU (CA)",58,"UC Santa Barbara",69
2021,Lewis,62,Bradley,95
2021,"Northern Ariz.",53,Arizona,96
2021,"Fla. National",57,"New Orleans",74
2021,"Morgan St.",83,Iona,72
2021,Delaware,61,UMBC,76
2021,"Lincoln (PA)",62,"La Salle",80
2021,Creighton,72,Kansas,73
2021,Purdue,54,"Miami (FL)",58
2021,Stetson,62,"South Fla.",73
2021,Wagner,45,"Seton Hall",78
2021,Truman,66,"Indiana St.",80
2021,Greensboro,65,VMI,100
2021,Colorado,47,Tennessee,56
2021,"N.C. A&T",60,Longwood,77
2021,"Idaho St.",59,Utah,75
2021,"Coppin St.",48,Georgetown,80
2021,"Northern Ky.",60,Dayton,66
2021,Rider,79,"St. John's (NY)",82
2021,Campbell,80,Jacksonville,78
2021,"Ball St.",79,"Northern Ill.",70
2021,"Kent St.",80,"Detroit Mercy",66
2021,Carver,59,"Charleston So.",94
2021,"William Carey",67,"South Alabama",80
2021,"Saint Francis (PA)",57,"Mount St. Mary's",75
2021,"Boston College",80,Minnesota,85
2021,Bryant,101,"St. Francis Brooklyn",82
2021,LSU-Alexandria,75,Louisiana,90
2021,"Central Conn. St.",94,"Fairleigh Dickinson",87
2021,Montana,50,Georgia,63
2021,"Tennessee St.",64,Belmont,79
2021,"North Carolina",80,Iowa,93
2021,"Ohio St.",90,"Notre Dame",85
2021,"Fort Hays St.",81,"Kansas St.",68
2021,"Oral Roberts",78,"Oklahoma St.",83
2021,"Mississippi Val.",57,Memphis,94
2021,"Central Ark.",65,"Saint Louis",88
2021,"Austin Peay",57,"Murray St.",87
2021,"Penn St.",75,"Virginia Tech",55
2021,"Jackson St.",59,"Mississippi St.",82
2021,"Green Bay",68,Marquette,82
2021,"Col. of Idaho",64,"Utah St.",90
2021,"Westminster (UT)",73,"Weber St.",85
2021,Illinois,83,Duke,68
2021,Syracuse,69,Rutgers,79
2021,UTEP,61,"Saint Mary's (CA)",73
2021,"UC Irvine",56,"Southern California",91
2021,"Northwest (WA)",48,"Portland St.",88
2021,"Mars Hill",50,Radford,98
2021,"New Orleans",70,Campbell,79
2021,"Chicago St.",51,"Loyola Chicago",88
2021,"Central Conn. St.",71,"Fairleigh Dickinson",79
2021,Bryant,91,"St. Francis Brooklyn",93
2021,"Rhode Island",62,Wisconsin,73
2021,Providence,79,TCU,70
2021,Maryland,51,Clemson,67
2021,Furman,73,Cincinnati,78
2021,"Western Ill.",57,"Miami (OH)",67
2021,UNI,68,Richmond,78
2021,Transylvania,55,"Morehead St.",77
2021,Toledo,71,Michigan,91
2021,"CSU Bakersfield",60,Arizona,85
2021,"Ark.-Pine Bluff",75,"Arkansas St.",74
2021,Chattanooga,77,Bellarmine,68
2021,Adrian,35,"Eastern Mich.",95
2021,"Fla. National",69,Jacksonville,78
2021,"St. Andrews",66,UNCW,116
2021,"Point Park",52,"Youngstown St.",72
2021,"N.C. A&T",59,VCU,95
2021,SIUE,58,Valparaiso,80
2021,Carver,51,"The Citadel",102
2021,"Eastern Ill.",65,Evansville,68
2021,"Stony Brook",67,Hofstra,72
2021,Marshall,84,"Col. of Charleston",72
2021,"Abilene Christian",44,"Texas Tech",51
2021,"Lamar University",63,ULM,60
2021,Indiana,67,"Florida St.",69
2021,"Georgia Tech",75,Nebraska,64
2021,Tuskegee,64,UAB,89
2021,"Southeastern La.",69,"Louisiana Tech",78
2021,"Southern U.",44,Arkansas,79
2021,"Arlington Baptist",43,"Tarleton St.",84
2021,McKendree,66,Drake,90
2021,Oklahoma,77,Xavier,99
2021,SFA,52,Baylor,83
2021,"Fresno Pacific",79,"San Jose St.",87
2021,"Southern Miss.",38,Tulane,58
2021,"Southern Utah",81,"Utah Valley",71
2021,"Southeast Mo. St.",74,Lipscomb,80
2021,"Texas St.",53,Texas,74
2021,Liberty,60,Missouri,69
2021,"Colo. Christian",62,"Northern Colo.",87
2021,"Santa Clara",76,"Cal Poly",69
2021,California,62,Pepperdine,74
2021,Idaho,58,"Washington St.",61
2021,"San Diego",56,UCLA,83
2021,"Boise St.",74,BYU,70
2021,Denver,61,Wyoming,83
2021,Pittsburgh,71,Northwestern,70
2021,"Seattle U",41,Washington,73
2021,"Florida A&M",66,Oregon,87
2021,"Fla. National",92,Campbell,122
