year,team1,team1_score,team2,team2_score
2021,"Western Ill.",80,"Mt. St. Joseph",55
2021,"Purdue Northwest",72,Ohio,92
2021,Mercyhurst,64,Buffalo,81
2021,"North Florida",67,"East Carolina",73
2021,"New Orleans",70,Jacksonville,77
2021,Transylvania,55,"Morehead St.",81
2021,"North Dakota",75,"South Dakota",71
2021,"UNC Greensboro",80,"Coppin St.",85
2021,"UC Riverside",74,"Northern Ariz.",50
2021,Troy,62,"North Ala.",57
2021,LeTourneau,65,"Sam Houston St.",107
2021,UTRGV,68,"A&M-Corpus Christi",64
2021,"Kansas City",61,Minnesota,90
2021,Portland,87,"Oregon St.",86
2021,Gardner-Webb,84,"Western Ky.",86
2021,"Jackson St.",45,"Ole Miss",80
2021,"Long Beach St.",62,"San Francisco",107
2021,"North Dakota St.",75,"South Dakota St.",77
2021,"San Diego St.",80,"Arizona St.",68
2021,"Hawaii Pacific",50,Hawaii,83
2021,Northeastern,79,Massachusetts,94
2021,"North Texas",50,"West Virginia",62
2021,"St. John's (NY)",68,"Seton Hall",77
2021,"App State",61,Charlotte,57
2021,"Col. of Idaho",56,"Eastern Wash.",80
2021,"Mt. St. Joseph",64,"Miami (OH)",79
2021,Rider,82,Manhattan,64
2021,LeTourneau,60,"Texas Southern",103
2021,"South Dakota St.",74,"North Dakota",62
2021,Villanova,76,Georgetown,63
2021,Iona,70,Fairfield,42
2021,"George Washington",65,Delaware,68
2021,Nebraska,74,Creighton,98
2021,"South Carolina St.",63,"Col. of Charleston",90
2021,Omaha,50,Kansas,95
2021,Marist,72,Canisius,81
2021,"Ga. Southern",45,Davidson,77
2021,Hardin-Simmons,66,"UT Arlington",91
2021,"Murray St.",66,"Southern Ill.",70
2021,Niagara,54,"Saint Peter's",70
2021,"Champion Chris.",60,"Houston Baptist",93
2021,Milwaukee,75,"Kansas St.",76
2021,"Regis (CO)",58,"Northern Colo.",83
2021,"Central Baptist",69,"Arkansas St.",81
2021,Nevada,77,"Grand Canyon",87
2021,"South Dakota",67,"North Dakota St.",74
2021,"Iowa St.",77,Iowa,105
2021,Marquette,60,UCLA,69
2021,"San Jose St.",61,"Saint Mary's (CA)",96
2021,Florida,71,"Florida St.",83
2021,"Tennessee St.",66,IUPUI,69
2021,FGCU,66,"Miami (FL)",62
2021,Wofford,56,"South Fla.",58
2021,"Kansas City",57,Toledo,64
2021,"Notre Dame",64,Kentucky,63
2021,Cincinnati,56,Tennessee,65
2021,"Stony Brook",72,Bryant,81
2021,"Columbia Int'l",26,Liberty,73
2021,Syracuse,101,"Boston College",63
2021,McMurry,46,"Abilene Christian",83
2021,Cedarville,49,Akron,97
2021,"Dalton St.",62,"Kennesaw St.",72
2021,"N.C. Central",67,"North Carolina",73
2021,"North Georgia",63,Chattanooga,81
2021,"Detroit Mercy",67,"Western Mich.",57
2021,"Ark.-Pine Bluff",56,Tulane,67
2021,Flagler,61,Furman,86
2021,"High Point",67,"UNC Asheville",80
2021,"La Salle",58,Drexel,48
2021,"Texas A&M",55,TCU,73
2021,"A&M-Corpus Christi",57,"Texas Tech",77
2021,"Southwestern Christ.",58,"Oral Roberts",111
2021,"Dixie St.",73,Denver,70
2021,Dayton,85,"Mississippi St.",82
2021,"Oklahoma St.",67,"Wichita St.",64
2021,"South Alabama",76,"Southern Miss.",75
2021,Transylvania,60,"Eastern Ky.",81
2021,"Colorado St.-Pueblo",77,"Colorado St.",89
2021,UAB,65,ETSU,61
2021,"Western Caro.",104,"N.C. A&T",98
2021,Winthrop,95,"USC Upstate",77
2021,Idaho,66,"CSU Bakersfield",76
2021,Gardner-Webb,50,Pittsburgh,67
2021,Wyoming,93,"Utah Valley",88
2021,Valparaiso,79,"Central Mich.",84
2021,"Western Ill.",88,"Eastern Ill.",92
2021,FIU,77,"North Florida",80
2021,"UC Santa Barbara",76,"LMU (CA)",81
2021,SFA,55,ULM,66
2021,"Old Dominion",54,VCU,77
2021,"Florida A&M",54,Oklahoma,85
2021,"Our Lady of the Lake",61,"Texas St.",58
2021,UNCW,58,"Ole Miss",78
2021,Covenant,57,"Middle Tenn.",76
2021,Greensboro,45,"Coastal Carolina",103
2021,"Champion Chris.",44,"Northwestern St.",77
2021,Auburn,74,Memphis,71
2021,"Fresno Pacific",71,"California Baptist",110
2021,UTEP,61,Arizona,69
2021,Utah,64,BYU,82
2021,Rider,77,Manhattan,87
2021,"North Dakota",52,"North Dakota St.",53
2021,Samford,75,Georgia,79
2021,"Illinois St.",66,"Ball St.",82
2021,Marist,56,Canisius,52
2021,"Louisiana Tech",56,Louisiana,61
2021,Iona,52,Fairfield,67
2021,Carver,53,McNeese,96
2021,"Indiana St.",68,Purdue,80
2021,Oregon,74,Washington,71
2021,Belmont,81,Lipscomb,71
2021,Alabama,56,Clemson,64
2021,"Central Ark.",75,Arkansas,100
2021,Niagara,49,"Saint Peter's",53
2021,Illinois,78,Missouri,81
2021,"South Dakota",91,"South Dakota St.",78
2021,CSUN,89,Pepperdine,84
2021,"Rhode Island",65,"Western Ky.",68
2021,Oakland,91,"Michigan St.",109
2021,"Wright St.",85,"Bowling Green",67
2021,Massachusetts,75,Northeastern,78
2021,"North Ala.",52,Indiana,87
2021,Richmond,71,"West Virginia",87
2021,Hampton,64,VMI,79
2021,"Youngstown St.",79,Binghamton,65
2021,"High Point",84,"UNC Asheville",90
2021,"Penn St.",58,Michigan,62
2021,"Norfolk St.",47,"UNC Greensboro",64
2021,"Air Force",53,Drake,81
2021,"Mississippi Val.",41,Vanderbilt,84
2021,"Loyola Chicago",77,UIC,66
2021,"Northern Ill.",53,Iowa,106
2021,"Northern Ky.",73,"Kent St.",92
2021,Winthrop,107,"USC Upstate",77
2021,Jacksonville,60,"South Carolina St.",58
2021,Ohio,67,Marshall,81
2021,Milwaukee,71,"Western Mich.",63
2021,UMBC,66,"Coppin St.",49
2021,"San Francisco",70,California,72
2021,"Central Baptist",44,Troy,61
2021,"New Mexico",72,Rice,61
2021,"Weber St.",59,"Boise St.",70
2021,"San Jose St.",71,"Cal Poly",75
2021,"Cleveland St.",61,"Ohio St.",67
2021,"Arizona St.",71,"Grand Canyon",70
2021,"Jacksonville St.",73,"Tennessee Tech",67
2021,"Portland St.",60,"Washington St.",69
2021,Mercer,77,"Ga. Southern",75
2021,"San Diego Christian",70,"Cal St. Fullerton",94
2021,"St. John's (NY)",94,Georgetown,97
2021,"Northwest (WA)",40,"Seattle U",89
2021,"Sam Houston St.",66,LSU,88
2021,"St. Francis (IL)",39,"Central Mich.",91
2021,"Eastern Ky.",62,"Morehead St.",75
2021,Rutgers,74,Maryland,60
2021,Longwood,66,Radford,67
2021,Carver,46,Presbyterian,85
2021,"Tex. A&M Int'l",51,UTRGV,89
2021,"William & Mary",85,"George Washington",84
2021,"Arlington Baptist",64,McNeese,110
2021,McKendree,68,"Austin Peay",82
2021,"Central Ark.",54,"Ole Miss",68
2021,"Northern Ariz.",52,"Colorado St.",91
2021,"Northern Colo.",45,Colorado,81
2021,Marquette,89,Creighton,84
2021,Nevada,79,"San Diego",72
2021,"Point Park",39,"Stony Brook",83
2021,"St. Bonaventure",81,Akron,74
2021,"Houston Baptist",79,Rice,90
2021,"Chicago St.",62,"Illinois St.",91
2021,Quincy,48,Northwestern,100
2021,"St. Francis Brooklyn",91,"Central Conn. St.",86
2021,Stanford,82,CSUN,71
2021,Buffalo,90,"Miami (OH)",62
2021,Longwood,53,Radford,62
2021,Carver,27,"Ga. Southern",92
2021,"Coastal Carolina",77,Wofford,88
2021,Clemson,60,"Virginia Tech",66
2021,"Texas Southern",63,Auburn,80
2021,"Camp. Harrodsburg",72,VMI,106
2021,Charlotte,63,Davidson,52
2021,"Wichita St.",69,Tulsa,65
2021,"Fla. Atlantic",69,Stetson,78
2021,Hofstra,96,Monmouth,88
2021,Gardner-Webb,60,ETSU,65
2021,"Western Caro.",68,VCU,93
2021,"Our Lady of the Lake",65,"New Mexico",104
2021,"South Carolina St.",52,Liberty,82
2021,"USC Upstate",57,"UNC Greensboro",65
2021,"App State",38,Tennessee,79
2021,"Utah Valley",67,Utah,75
2021,"Southeastern La.",52,"Texas A&M",69
2021,"Southeast Mo. St.",63,Evansville,66
2021,Minnesota,65,Illinois,92
2021,"New Orleans",63,Louisiana,73
2021,"Arlington Baptist",50,McNeese,114
2021,"Jackson St.",58,"Louisiana Tech",85
2021,"Trevecca Nazarene",45,Lipscomb,61
2021,"Loyola Chicago",63,Wisconsin,77
2021,"Southern Miss.",66,"Lamar University",63
2021,"A&M-Corpus Christi",46,"Texas St.",51
2021,"Ark.-Pine Bluff",56,"North Texas",81
2021,"Indiana St.",59,"Saint Louis",78
2021,Bacone,65,"Oral Roberts",96
2021,Transylvania,49,"Murray St.",90
2021,"Col. of Idaho",74,Portland,88
2021,"Florida A&M",76,"Austin Peay",70
2021,"Georgia Tech",61,"Florida St.",74
2021,"Kansas St.",74,"Iowa St.",65
2021,Furman,80,Alabama,83
2021,"Fresno Pacific",65,"Santa Clara",88
2021,"Eastern Wash.",75,"Saint Mary's (CA)",80
2021,Massachusetts,85,"La Salle",66
2021,"St. Francis Brooklyn",59,"Central Conn. St.",78
2021,Richmond,78,Vanderbilt,67
2021,Campbell,56,Elon,66
2021,Northeastern,56,Syracuse,62
2021,LIU,75,"Sacred Heart",55
2021,Wagner,62,Bryant,74
2021,Omaha,49,Colorado,91
2021,UTSA,61,"Oregon St.",73
2021,Mercer,81,"Georgia St.",88
2021,"San Diego",70,"Cal Poly",61
2021,Pittsburgh,70,"Miami (FL)",55
2021,Toledo,96,Marshall,87
2021,"William & Mary",75,Hampton,58
2021,Butler,66,Villanova,85
2021,Carver,38,Liberty,91
2021,"South Fla.",74,Cincinnati,71
2021,"Central Ark.",65,"Mississippi St.",81
2021,Grambling,78,ULM,61
2021,FIU,85,FGCU,69
2021,"UNC Asheville",66,Chattanooga,69
2021,Samford,71,Troy,79
2021,"Ohio St.",60,Purdue,67
2021,TCU,77,"Oklahoma St.",76
2021,Flagler,81,"South Alabama",103
2021,"Southern U.",46,UAB,88
2021,"Kennesaw St.",53,Belmont,64
2021,"Ole Miss",70,"Middle Tenn.",51
2021,"Oral Roberts",65,Oklahoma,79
2021,"East Carolina",55,SMU,70
2021,Hardin-Simmons,73,"Abilene Christian",95
2021,"Sam Houston St.",63,Texas,79
2021,"Tennessee Tech",50,"Jacksonville St.",74
2021,Duke,75,"Notre Dame",65
2021,"Northern Colo.",83,Denver,75
2021,Memphis,80,Tulane,74
2021,UTEP,76,"Arizona St.",63
2021,Montana,66,Washington,58
2021,"North Dakota",64,"Southern Ill.",85
2021,LIU,72,"Sacred Heart",87
2021,Wagner,75,Bryant,81
2021,LeTourneau,58,"New Mexico",90
2021,"Saint Joseph's",77,Drexel,81
2021,"Delaware St.",73,"Coastal Carolina",99
2021,Greensboro,47,"App State",87
2021,"Purdue Northwest",71,Valparaiso,89
2021,"Camp. Harrodsburg",54,"Eastern Ky.",118
2021,"Columbia Int'l",54,ETSU,96
2021,Doane,64,Nebraska,110
2021,Kansas,58,"Texas Tech",57
2021,Creighton,94,"St. John's (NY)",76
2021,"Crowley's Ridge",51,"North Ala.",99
2021,"NC State",69,"Saint Louis",80
2021,"Houston Baptist",55,"North Texas",85
2021,"Jackson St.",60,Bradley,83
2021,"San Francisco",64,Oregon,74
2021,Omaha,78,Wyoming,82
2021,"SAGU American Indian",54,"Idaho St.",89
2021,"Col. of Idaho",54,"Seattle U",78
2021,"UC Irvine",48,"LMU (CA)",51
2021,"Dixie St.",78,"Southern Utah",85
2021,"Seton Hall",70,Marquette,63
2021,VMI,77,Gardner-Webb,88
2021,Carver,57,"Georgia St.",122
2021,"Central Mich.",61,"Western Mich.",76
2021,Greensboro,45,"N.C. A&T",91
2021,Fairfield,51,Niagara,68
2021,UNCW,80,"Norfolk St.",72
2021,"North Dakota",50,"Southern Ill.",62
2021,"Columbia Int'l",41,"App State",77
2021,BYU,72,"San Diego St.",62
2021,Hampton,76,Howard,81
2021,"Saint Peter's",76,Monmouth,78
2021,"Dickinson St.",51,Montana,78
2021,SIUE,69,"Morehead St.",65
2021,"South Carolina St.",56,Presbyterian,62
2021,"Alice Lloyd",63,"Coastal Carolina",86
2021,"Loyola Chicago",73,Richmond,75
2021,Drake,75,"South Dakota",57
2021,"Bowling Green",85,"Robert Morris",65
2021,"Webber Int'l",39,FGCU,112
2021,"Tennessee Tech",49,Tennessee,103
2021,"Western Caro.",76,"Col. of Charleston",70
2021,"Emporia St.",57,"Wichita St.",73
2021,"Chicago St.",54,"Northern Ill.",64
2021,Belmont,88,"Tennessee St.",63
2021,"Florida A&M",64,"Georgia Tech",74
2021,Iona,70,Rider,56
2021,"Northwestern St.",55,Tulsa,82
2021,Davidson,67,"Rhode Island",58
2021,"Champion Chris.",50,"Little Rock",78
2021,"UT Martin",69,"Southeast Mo. St.",67
2021,"Iowa St.",65,"West Virginia",70
2021,"Montana St.",54,"Washington St.",82
2021,Idaho,41,Utah,79
2021,"Bethesda (CA)",64,"Southern Utah",98
2021,"Northern Colo.",50,"Utah St.",63
2021,"SAGU American Indian",46,"Idaho St.",113
2021,"Air Force",57,Nevada,74
2021,"Weber St.",94,"Portland St.",66
2021,"Hawaii Hilo",66,Hawaii,89
2021,Indiana,68,Butler,60
2021,Gonzaga,99,Iowa,88
2021,Troy,41,Auburn,77
2021,Louisville,48,Wisconsin,85
2021,"The Citadel",91,Longwood,89
2021,"UNC Greensboro",71,Elon,64
2021,"James Madison",64,"East Carolina",73
2021,"Ball St.",57,"Indiana St.",67
2021,Malone,83,Akron,93
2021,Valparaiso,57,Toledo,71
2021,"West Va. Tech",73,"Morgan St.",67
2021,"North Carolina",75,Kentucky,63
2021,"Western Ky.",73,Alabama,71
2021,Hofstra,69,"St. Bonaventure",77
2021,Marist,61,Manhattan,39
2021,"Texas St.",70,Denver,68
2021,Grambling,65,Tulane,77
2021,"Lamar University",57,"Louisiana Tech",86
2021,"Wright St.",93,"Detroit Mercy",70
2021,"High Point",71,"William & Mary",49
2021,Milwaukee,68,"Green Bay",65
2021,"Stony Brook",73,Binghamton,59
2021,Maine,60,Hartford,63
2021,Drexel,85,"Fairleigh Dickinson",68
2021,"Youngstown St.",64,"Northern Ky.",79
2021,"Ole Miss",62,Dayton,65
2021,Purdue,88,"Notre Dame",78
2021,"South Alabama",90,"Alabama A&M",93
2021,"Our Lady of the Lake",72,"A&M-Corpus Christi",99
2021,Rice,69,"Sam Houston St.",82
2021,Portland,41,Oregon,80
2021,ULM,47,"Southern Miss.",60
2021,Chattanooga,69,UAB,66
2021,Jacksonville,64,"Miami (FL)",73
2021,Furman,71,Winthrop,87
2021,Campbell,50,"NC State",69
2021,"N.C. A&T",72,Charlotte,76
2021,Lee,53,ETSU,62
2021,UMBC,65,"Albany (NY)",64
2021,Fairfield,61,Niagara,81
2021,Baylor,100,"Kansas St.",69
2021,Delaware,61,"La Salle",71
2021,Samford,65,"Kennesaw St.",63
2021,NJIT,60,Temple,72
2021,UCLA,70,"Ohio St.",77
2021,Flagler,73,"North Florida",66
2021,"Houston Baptist",65,Oklahoma,84
2021,"Saint Peter's",78,Monmouth,76
2021,CSUN,56,California,87
2021,"Coppin St.",57,"Virginia Tech",97
2021,Carver,51,Stetson,95
2021,"UC Santa Barbara",75,Pepperdine,63
2021,Buffalo,96,Syracuse,107
2021,"Eastern Wash.",80,"Northern Ariz.",64
2021,"St. Katherine",46,"CSU Bakersfield",87
2021,Arizona,75,Stanford,78
2021,"San Diego",53,"UC Irvine",85
2021,"Cleveland St.",63,"Purdue Fort Wayne",61
2021,"Fresno Pacific",65,"Fresno St.",78
2021,Oakland,72,UIC,74
2021,"Ga. Southern",103,FIU,99
2021,Iona,72,Rider,64
2021,"Crowley's Ridge",68,"Tennessee St.",90
2021,"Miami (OH)",68,Bradley,69
2021,McNeese,65,Louisiana,75
2021,Radford,50,Vanderbilt,59
2021,"Colorado St.",33,"Saint Mary's (CA)",53
2021,Cincinnati,68,Georgia,83
2021,"Northwestern St.",67,"Missouri St.",94
2021,UCF,86,"Florida St.",74
2021,"Cal Poly",52,"LMU (CA)",76
2021,"Bethesda (CA)",69,"Dixie St.",90
2021,"Saint Joseph's",68,Villanova,88
2021,Creighton,76,UConn,74
2021,Illinois,88,Rutgers,91
2021,Olivet,66,"Central Mich.",127
2021,"Jackson St.",45,"Iowa St.",60
2021,Milwaukee,74,"Green Bay",62
2021,"Oklahoma St.",74,Texas,77
2021,"Wright St.",85,"Detroit Mercy",72
2021,Maine,50,Hartford,65
2021,"Stony Brook",80,Binghamton,70
2021,"Oral Roberts",76,Arkansas,87
2021,UMBC,65,"Albany (NY)",60
2021,Marquette,88,Xavier,91
2021,Marist,72,Manhattan,67
2021,Northeastern,62,"Old Dominion",66
2021,"Robert Morris",71,Marshall,85
2021,Freed-Hardeman,56,"North Ala.",82
2021,"Youngstown St.",70,"Northern Ky.",60
2021,"Chicago St.",67,Drake,111
2021,"Weber St.",72,"Portland St.",74
2021,"Champion Chris.",50,"Arkansas St.",90
2021,"Our Lady of the Lake",70,UTSA,102
2021,Alcorn,55,Houston,88
2021,Providence,80,"Seton Hall",77
2021,Oakland,73,UIC,90
2021,"Mt. Marty",44,"South Dakota",84
2021,"Cleveland St.",89,"Purdue Fort Wayne",80
2021,"Alice Lloyd",55,"James Madison",98
2021,"Air Force",68,Nevada,66
2021,"Delaware St.",69,"Georgia Tech",97
2021,"Western Ill.",81,"UT Martin",63
2021,"Benedictine Mesa",59,UTEP,79
2021,Georgetown,83,"St. John's (NY)",94
2021,"San Francisco",68,"Grand Canyon",65
2021,Carver,43,"Ga. Southern",119
2021,"Michigan St.",65,Northwestern,79
2021,Pacific,92,Westmont,64
2021,"Saint Louis",82,Minnesota,90
2021,Colorado,92,Washington,69
2021,"Morehead St.",51,Clemson,66
2021,UNCW,78,Campbell,59
2021,VMI,66,"George Mason",68
2021,Wofford,52,"Texas A&M",70
2021,Jacksonville,46,"Kansas St.",70
2021,"Bethesda (CA)",57,"Southern Utah",96
2021,"Crowley's Ridge",60,Lipscomb,97
2021,"New Orleans",62,Rice,73
2021,"Texas St.",70,"Northern Ariz.",65
2021,"South Carolina St.",52,Furman,118
2021,Bryant,93,Massachusetts,88
2021,Vermont,65,"UMass Lowell",73
2021,"Florida Col.",72,"Fla. Atlantic",107
2021,"Saint Joseph's",66,Tennessee,102
2021,"Morgan St.",65,Delaware,59
2021,Carver,34,FIU,111
2021,Gardner-Webb,59,"Florida St.",72
2021,"Col. of Charleston",55,"Georgia St.",72
2021,"Prairie View",62,"Washington St.",90
2021,"Edward Waters",71,"North Florida",98
2021,"Sam Houston St.",69,UTRGV,66
2021,Hampton,67,"Charleston So.",55
2021,Belmont,72,Evansville,63
2021,"Sacred Heart",46,Wagner,74
2021,"Southern Ill.",76,Butler,73
2021,"Mississippi Val.",48,"Mississippi St.",87
2021,Tulsa,56,Memphis,49
2021,Belhaven,84,Samford,133
2021,"Little Rock",77,"Missouri St.",85
2021,Longwood,58,"Virginia Tech",84
2021,"Ark.-Pine Bluff",42,Baylor,99
2021,"San Jose St.",62,"Utah St.",107
2021,"Northwestern St.",57,Gonzaga,95
2021,"Texas Southern",71,BYU,87
2021,"Murray St.",70,"Austin Peay",74
2021,"CSU Bakersfield",50,Stanford,63
2021,"New Mexico",53,"Boise St.",77
2021,Maine,62,"Boston College",78
2021,Alcorn,65,Liberty,108
2021,"Southeast Mo. St.",66,"Indiana St.",72
2021,"St. Francis (IL)",55,"Loyola Chicago",92
2021,Ohio,70,Akron,90
2021,LSU-Alexandria,78,"North Texas",110
2021,"William & Mary",40,Virginia,76
2021,Charlotte,66,"George Washington",65
2021,"Northern Ill.",55,Toledo,78
2021,"Ball St.",76,"Western Mich.",68
2021,Mercer,81,"Kennesaw St.",71
2021,Hofstra,76,Richmond,71
2021,"Northern Ariz.",68,Denver,65
2021,"Montana St.",59,Portland,62
2021,Niagara,70,"Albany (NY)",65
2021,"Paul Quinn",35,"A&M-Corpus Christi",59
2021,"Fairleigh Dickinson",69,Fairfield,65
2021,"App State",53,Auburn,67
2021,Chattanooga,66,"Tennessee St.",63
2021,Presbyterian,82,"The Citadel",94
2021,Vermont,62,"UMass Lowell",53
2021,Tulane,58,"East Carolina",68
2021,"Sacred Heart",86,Wagner,85
2021,"Idaho St.",64,"Northern Colo.",69
2021,Cincinnati,70,UCF,75
2021,"James Madison",81,VCU,82
2021,"Colorado St.",70,"Santa Clara",57
2021,"Abilene Christian",72,Arkansas,85
2021,"UT Martin",43,"Ole Miss",90
2021,"Seattle U",65,California,70
2021,"UNC Greensboro",86,"N.C. A&T",65
2021,Hampton,70,"Charleston So.",68
2021,"UNC Asheville",67,Marshall,88
2021,"North Carolina",76,"NC State",79
2021,"Wichita St.",82,"South Fla.",77
2021,"Ga. Southern",60,FGCU,73
2021,"Howard Payne",53,"UT Arlington",117
2021,Bradley,53,Missouri,54
2021,"Lamar University",66,UTSA,88
2021,"La Salle",71,Maryland,84
2021,"Tennessee Tech",68,"Western Ky.",88
2021,"High Point",67,"Eastern Ky.",86
2021,"Texas Tech",69,Oklahoma,67
2021,Montana,64,Arizona,70
2021,Vanderbilt,65,Davidson,85
2021,Louisville,64,Pittsburgh,54
2021,Northeastern,58,Georgia,76
2021,"North Dakota",55,Drake,88
2021,Nebraska,53,Wisconsin,67
2021,ETSU,69,Alabama,85
2021,"Louisiana Tech",68,ULM,57
2021,Temple,50,Houston,76
2021,"Saint Mary's (CA)",49,"San Diego St.",74
2021,"North Dakota St.",82,TCU,89
2021,"West Virginia",65,Kansas,79
2021,Purdue,55,Iowa,70
2021,"Portland St.",62,"Oregon St.",67
2021,"St. Katherine",51,"UC San Diego",77
2021,"Northwestern St.",78,Gonzaga,95
2021,Colorado,74,"Grand Canyon",64
2021,Bellarmine,70,"Notre Dame",81
2021,"Delaware St.",63,UNCW,87
2021,NJIT,81,Rider,66
2021,"Saint Peter's",70,"St. Francis Brooklyn",64
2021,Xavier,61,Creighton,66
2021,Towson,65,"George Mason",70
2021,"Idaho St.",71,"Northern Colo.",56
2021,"Southeastern La.",77,Grambling,70
2021,Rutgers,68,"Ohio St.",80
2021,"Northwestern St.",52,"Washington St.",62
2021,"USC Upstate",60,Tennessee,80
2021,Georgetown,67,"Seton Hall",78
2021,"CSU Bakersfield",79,Pepperdine,51
2021,Providence,64,Butler,70
2021,Illinois,98,"Penn St.",81
2021,"Weber St.",79,BYU,87
2021,Villanova,85,Marquette,68
2021,"Coppin St.",65,Iona,85
2021,"Southwestern Christ.",45,Tulsa,102
2021,"St. Katherine",39,"UC San Diego",75
2021,"Kansas City",46,"Saint Louis",62
2021,Northwestern,74,Indiana,67
2021,"San Jose St.",52,"Utah St.",85
2021,"Western Ill.",72,DePaul,91
2021,"New Mexico",52,"Boise St.",89
2021,UCLA,0,Oregon,0
2021,Wisconsin,85,"Michigan St.",76
2021,Maryland,70,Purdue,73
2021,Michigan,80,Nebraska,69
2021,Iowa,95,Minnesota,102
2021,"Youngstown St.",69,"Cleveland St.",87
2021,Kentucky,59,Louisville,62
2021,Houston,63,UCF,54
2021,"Ohio St.",70,Northwestern,71
2021,"Coppin St.",73,Towson,78
2021,"Nicholls St.",80,LSU,86
2021,"Green Bay",53,"Wright St.",67
2021,Indiana,60,Illinois,69
2021,Virginia,75,Gonzaga,98
2021,"Norfolk St.",68,"George Mason",65
2021,Oakland,77,"Detroit Mercy",75
2021,"Robert Morris",102,"Purdue Fort Wayne",88
2021,Binghamton,67,UMBC,74
2021,Hartford,69,"New Hampshire",77
2021,"Youngstown St.",74,"Cleveland St.",81
2021,Drake,81,"Indiana St.",63
2021,"Green Bay",77,"Wright St.",90
2021,"UMass Lowell",58,"Stony Brook",73
2021,Canisius,66,Monmouth,84
2021,Olivet,65,"Eastern Mich.",94
2021,Carver,45,"Jacksonville St.",104
2021,NJIT,78,Vermont,92
2021,"Missouri St.",79,UNI,59
2021,Evansville,57,"Southern Ill.",63
2021,"Illinois St.",60,"Loyola Chicago",90
2021,Alcorn,59,Vanderbilt,87
2021,Oakland,83,"Detroit Mercy",80
2021,DePaul,90,Providence,95
2021,"Robert Morris",82,"Purdue Fort Wayne",87
2021,"UC Santa Barbara",56,"UC Irvine",75
2021,Binghamton,75,UMBC,69
2021,"UMass Lowell",64,"Stony Brook",71
2021,Hartford,51,"New Hampshire",53
2021,NJIT,81,Vermont,80
2021,Canisius,69,Monmouth,97
2021,"Loyola (LA)",54,"Southern Miss.",74
2021,Drake,73,"Indiana St.",66
2021,"New Mexico St.",63,CSUN,66
2021,Evansville,84,"Southern Ill.",72
2021,"Illinois St.",55,"Loyola Chicago",86
2021,Maryland,70,Wisconsin,64
2021,Carver,35,Troy,88
2021,"UC Santa Barbara",69,"UC Irvine",73
2021,"Michigan St.",56,Minnesota,81
2021,"Fresno St.",53,"Colorado St.",75
2021,"Missouri St.",75,UNI,85
2021,"Northern Ariz.",58,Gonzaga,88
2021,Colorado,74,Arizona,88
2021,Northeastern,51,"West Virginia",73
2021,"Central Ark.",56,Baylor,93
2021,"Miami (FL)",78,"Virginia Tech",80
2021,Purdue,76,Rutgers,81
2021,"Santa Clara",63,"Southern California",86
2021,"South Fla.",57,Memphis,58
2021,Wofford,78,Mercer,65
2021,"Central Mich.",87,"Eastern Mich.",60
2021,UIW,51,"Texas Tech",79
2021,"Texas A&M",54,LSU,77
2021,"Florida St.",67,Clemson,77
2021,"Mary Hardin-Baylor",59,"Sam Houston St.",101
2021,"Champion Chris.",36,McNeese,94
2021,"Dallas Christian",44,"Abilene Christian",82
2021,Freed-Hardeman,72,Lipscomb,93
2021,"Southeastern La.",64,"Lamar University",74
2021,Omaha,58,"Kansas St.",60
2021,"Dixie St.",67,Gonzaga,112
2021,"Ole Miss",64,Alabama,82
2021,Northwestern,72,Iowa,87
2021,Houston,64,Tulsa,65
2021,VCU,80,"Saint Joseph's",64
2021,Manhattan,65,"Delaware St.",59
2021,"George Washington",71,Fordham,47
2021,Furman,77,Chattanooga,73
2021,Gardner-Webb,69,Hampton,80
2021,"Bowling Green",83,Ohio,75
2021,SMU,79,Temple,71
2021,Campbell,83,Winthrop,84
2021,"UNC Asheville",80,Longwood,73
2021,Alcorn,76,Baylor,105
2021,"St. Bonaventure",57,"Rhode Island",63
2021,"Fresno St.",59,"Colorado St.",81
2021,Butler,55,Providence,71
2021,Radford,71,Presbyterian,65
2021,"George Mason",93,Massachusetts,92
2021,Virginia,66,"Notre Dame",57
2021,"USC Upstate",52,"High Point",63
2021,Nebraska,54,"Ohio St.",90
2021,"Mississippi St.",83,Georgia,73
2021,"Seton Hall",85,Xavier,68
2021,Newman,43,"Wichita St.",81
2021,Richmond,80,Davidson,74
2021,"Murray St.",55,Belmont,68
2021,"La Salle",67,Dayton,65
2021,"Western Caro.",78,ETSU,86
2021,Arkansas,97,Auburn,85
2021,"Champion Chris.",76,McNeese,91
2021,"Prairie View",61,TCU,66
2021,"Boston College",76,"NC State",79
2021,"North Carolina",67,"Georgia Tech",72
2021,"Austin Peay",68,"Tennessee St.",59
2021,"Eastern Ill.",61,"Eastern Ky.",69
2021,VMI,71,Samford,84
2021,"UT Martin",70,"Jacksonville St.",80
2021,"Penn St.",85,Indiana,87
2021,"Southeast Mo. St.",63,"Tennessee Tech",72
2021,Portland,68,"Seattle U",84
2021,Florida,91,Vanderbilt,72
2021,Tennessee,73,Missouri,53
2021,DePaul,61,UConn,82
2021,"Sacramento St.",45,"Saint Mary's (CA)",63
2021,Gardner-Webb,80,Hampton,69
2021,Campbell,76,Winthrop,94
2021,McMurry,71,UIW,92
2021,"UNC Asheville",55,Longwood,65
2021,Radford,63,Presbyterian,65
2021,Catawba,62,"Wake Forest",70
