year,team1,team1_score,team2,team2_score
2018,"Virginia Tech",71,"Saint Louis",77
2018,"Texas Southern",64,"Ohio St. ",82
2018,Binghamton,57,"George Mason",69
2018,"South Alabama",73,"La Salle",81
2018,"Arkansas State",59,"Eastern Mich.",76
2018,"Ohio Christian",45,"Kent State",90
2018,"Bluefield State",52,"Ga. Southern",120
2018,Hiwassee,46,Chattanooga,94
2018,Piedmont,54,"Kennesaw State",77
2018,"John. & Wales (Colo.)",59,Denver,91
2018,"Kentucky State",66,"Eastern Kentucky",97
2018,Cornell,61,Colgate,72
2018,Marshall,83,"Morehead State",86
2018,Boyce,48,"Tennessee Tech",105
2018,"Central Penn",62,UMBC,93
2018,"Lincoln (Pa.)",60,"Morgan State",72
2018,Harvard,69,"Holy Cross",73
2018,Dayton,69,Hofstra,72
2018,Belmont,69,"Middle Tenn.",63
2018,Samford,86,LSU,105
2018,"Oral Roberts",48,"Oklahoma State",91
2018,Missouri,59,Utah,77
2018,Tulsa,81,"Western Mich.",74
2018,"Southeast Mo. St.",50,Evansville,66
2018,"Howard Payne",62,"Abilene Christian",112
2018,Bethune-Cookman,78,"North Texas",90
2018,"Southeastern La.",75,La.-Monroe,86
2018,"Brewton Parker",71,Troy,106
2018,LeMoyne-Owen,57,UAB,81
2018,LeTourneau,68,"Steph. F. Austin",91
2018,"Loyola Chicago",66,UMKC,56
2018,"Delaware State",55,Illinois-Chicago,95
2018,"St. Francis (Ill.)",0,"Northern Ill.",0
2018,Grambling,74,Iowa,85
2018,"Jarvis Christian",66,"Lamar University",103
2018,"San Jose State",69,"Southern Utah",81
2018,Wofford,65,California,79
2018,Providence,77,Washington,70
2018,"Southern Univ.",61,Duke,78
2018,"South Dakota St.",64,Kansas,98
2018,Lafayette,57,Villanova,104
2018,"East Tenn. St.",61,Kentucky,78
2018,"UC Santa Barb.",65,"Texas A&M;",84
2018,Omaha,78,Louisville,87
2018,"S. Carolina St.",68,UCLA,96
2018,"Alcorn State",61,Baylor,78
2018,"South Carolina",80,UTEP,56
2018,Vermont,65,Bradley,64
2018,Auburn,74,Temple,88
2018,Mercer,63,Liberty,48
2018,"Coastal Caro.",83,UTSA,69
2018,"Illinois State",64,"Boise State",82
2018,"Indiana State",44,"Old Dominion",62
2018,"Colorado State",53,Tulane,80
2018,Drexel,84,Houston,80
2018,Virginia,76,VCU,67
2018,"Savannah State",82,Louisiana,115
2018,"Northern Kentucky",87,"James Madison",78
2018,"Appalachian St.",67,"Western Mich.",86
2018,"Virginia Tech",103,Washington,79
2018,Quinnipiac,69,Colorado,70
2018,Fordham,43,"Florida State",67
2018,Northeastern,59,Stanford,73
2018,Elon,95,FIU,87
2018,Columbia,65,"Penn St.",79
2018,"Georgia State",72,Mississippi,77
2018,"Cent. Conn. St.",79,"East Carolina",68
2018,"Alabama A&M;",67,Alabama,104
2018,"Stony Brook",76,"Ball State",87
2018,Yale,72,Albany,80
2018,McMurry,49,"Incarnate Word",88
2018,Ferrum,43,UNC-Greensboro,95
2018,Towson,95,"Loyola (Md.)",72
2018,Siena,90,Lehigh,91
2018,Wesley,78,Delaware,93
2018,"Coppin State",56,"Cleveland State",80
2018,"Warren Wilson",76,"N.C. Central",101
2018,Ohio,65,Dayton,79
2018,"Saint Louis",63,Providence,90
2018,"Iowa State",80,Tulsa,78
2018,Rice,87,"N'western St.",65
2018,"UNC Asheville",76,Vanderbilt,79
2018,"Northern Ariz.",62,"Arizona St.",97
2018,"Fresno State",75,Arkansas,83
2018,"North Dakota St.",57,"Missouri State",54
2018,"Spring Hill",83,"Nicholls State",127
2018,Iona,80,"Weber State",72
2018,Lakeland,27,"Green Bay",98
2018,Drake,77,"Wake Forest",74
2018,DePaul,73,Illinois,82
2018,"LIU Brooklyn",74,"Miami (Ohio)",78
2018,IUPUI,79,"Eastern Illinois",80
2018,"UC Irvine",49,"Kansas St.",71
2018,"New Mexico",56,"New Mexico St.",75
2018,"Conc.-St. Paul",69,Milwaukee,55
2018,Clemson,78,Hofstra,59
2018,"Eastern Wash.",76,UNLV,91
2018,"Northern Colo.",84,Pepperdine,82
2018,"Sacramento St.",56,"San Francisco",69
2018,"McNeese ",52,"San Diego State",83
2018,"Alabama State",56,Oregon,114
2018,"Utah State",66,Gonzaga,79
2018,Fairfield,64,Purdue,106
2018,"La Salle",74,Northwestern,82
2018,NJIT,53,"Seton Hall",82
2018,"Morgan State",48,"West Virginia",111
2018,Bradley,71,UTSA,69
2018,"Md.-East. Shore",57,Georgetown,83
2018,"Texas Tech",75,"Boston College",64
2018,"Chicago State",44,UNI,82
2018,Liberty,66,Houston,68
2018,Eureka,68,"Cent. Michigan",103
2018,"Bob Jones",65,Wofford,96
2018,Presbyterian,58,VMI,78
2018,SIUE,80,Stetson,76
2018,Harvard,69,Manhattan,73
2018,Furman,65,Butler,82
2018,Hampton,57,"Geo. Washington",65
2018,"William & Mary",64,UCF,75
2018,Howard,66,"Eastern Mich.",76
2018,"Charleston So.",82,"S.C. Upstate",72
2018,Kean,55,"Fairleigh D'son",94
2018,Citadel,79,"High Point",77
2018,"Seattle U",102,"Detroit Mercy",71
2018,American,70,Wagner,71
2018,"James Madison",65,"Weber State",73
2018,Quinnipiac,55,"Wake Forest",72
2018,"Warren Wilson",81,Gardner-Webb,119
2018,"St. Francis (Pa.)",83,Longwood,56
2018,"Florida A&M;",48,"Mississippi St.",79
2018,Binghamton,61,Evansville,66
2018,"Jackson State",58,"St. Bonaventure",72
2018,"Mt. St. Mary's",84,"North Florida",81
2018,"Middle Tenn.",75,"Tennessee State",65
2018,Navy,79,Bryant,71
2018,IPFW,67,Illinois-Chicago,51
2018,"Central Penn",65,Winthrop,106
2018,"Conc.-St. Paul",62,Elon,84
2018,"Idaho State",62,"Washington St.",83
2018,"Houston Baptist",88,Belmont,93
2018,Lipscomb,57,Texas,80
2018,"South Alabama",68,Maine,46
2018,"Howard Payne",64,"Steph. F. Austin",118
2018,"Bethesda Christian",35,"CSU Fullerton",77
2018,"UC Davis",71,"Utah Valley",80
2018,Vermont,80,"Coastal Caro.",67
2018,UTRGV,58,"Texas State",75
2018,CSUN,73,"George Mason",78
2018,FGCU,80,"Bowling Green",83
2018,"N.C. A&T;",90,Jacksonville,82
2018,"LIU Brooklyn",86,Hartford,84
2018,Mercer,78,Drexel,59
2018,FIU,51,Milwaukee,66
2018,"Texas Southern",67,Syracuse,80
2018,Princeton,58,"Saint Joseph's",71
2018,Tennessee-Martin,59,Akron,76
2018,Charleston,81,Charlotte,72
2018,Oakland,74,Toledo,87
2018,"Kennesaw State",68,"Tennessee Tech",82
2018,"Portland State",94,"UC Riverside",82
2018,Campbell,84,UNCW,88
2018,"Youngstown St.",84,Canisius,104
2018,"Murray State",80,"Wright State",61
2018,"Army West Point",94,Marist,73
2018,"Sacred Heart",61,"St. Peter's",70
2018,"Ark.-Pine Bluff",37,SMU,72
2018,Ill.-Springfield,64,"Southern Ill.",69
2018,"Montana St.",58,"Louisiana Tech",71
2018,Grambling,55,"South Dakota",84
2018,"Northern Kentucky",85,Iona,72
2018,Bucknell,78,Maryland,80
2018,Colorado,86,Drake,81
2018,"Little Rock",51,"Grand Canyon",76
2018,Texas-Arlington,89,BYU,75
2018,Nevada,89,Pacific,74
2018,"Norfolk State",62,"San Diego",71
2018,"Cal Poly",63,"Santa Clara",59
2018,"Sam Houston St.",54,Idaho,63
2018,"Long Beach St.",81,"Oregon St.",89
2018,"Stony Brook",71,"Mich. St. ",93
2018,"New Hampshire",63,Florida,70
2018,USC,93,Vanderbilt,89
2018,"Western Caro.",64,Minnesota,92
2018,"Texas Tech",85,Northwestern,49
2018,"St. Mary's (Cal.)",79,"San Jose State",61
2018,UTSA,90,"James Madison",77
2018,UTEP,72,"Appalachian St.",76
2018,Niagara,76,Massachusetts,101
2018,Liberty,84,Quinnipiac,72
2018,"Coppin State",39,Rutgers,64
2018,Maine,68,"Sacred Heart",69
2018,"Texas A&M-C.C.;",65,Georgia,68
2018,Monmouth,53,Virginia,73
2018,"Holy Cross",66,"Rhode Island",88
2018,Cornell,78,Mass.-Lowell,98
2018,Brown,74,"St. Francis (B'klyn)",77
2018,"Indiana State",94,Ohio,96
2018,"North Dakota",70,Nebraska,92
2018,Bethune-Cookman,62,"Georgia Tech",65
2018,Northeastern,55,"Ohio St. ",80
2018,"UC Irvine",78,"Arizona St.",99
2018,"Conc.-St. Paul",67,FIU,77
2018,"Alcorn State",76,"Central Ark.",102
2018,"North Florida",83,Wofford,86
2018,UMBC,88,Colgate,93
2018,Eastern,70,Lehigh,95
2018,Curry,42,Yale,107
2018,"South Carolina",79,"Western Mich.",66
2018,Bradley,70,"Weber State",64
2018,"Seattle U",77,Belmont,90
2018,Houston,78,"Wake Forest",73
2018,Samford,67,"Loyola Chicago",88
2018,"Miss. Valley St.",67,"Kent State",80
2018,"UNC Asheville",82,"Austin Peay",79
2018,"Boston College",82,"La Salle",61
2018,"Old Dominion",75,Dayton,67
2018,"Southeastern La.",50,Valparaiso,83
