,date,team,team_score,opponent,opponent_score,home_team,opponent_strength,diff,adjusted_diff
20,2024-11-04,Piedmont,65,Winthrop,125,Winthrop,19.375,-60,-40.625
21,2024-11-04,Miami (OH),77,App State,63,App State,15.3544921875,14,29.3544921875
22,2024-11-04,Fordham,60,St. John's (NY),92,St. John's (NY),37.0,-32,5.0
23,2024-11-04,Bucknell,85,Delaware,73,Delaware,17.53125,12,29.53125
24,2024-11-04,Missouri St.,65,Butler,72,Butler,32.0,-7,25.0
25,2024-11-04,Trinity Baptist,65,Jacksonville,78,Jacksonville,20.46875,-13,7.46875
26,2024-11-04,Wright St.,62,Kentucky,103,Kentucky,42.0,-41,1.0
27,2024-11-04,Cheyney,55,N.C. A&T,107,N.C. A&T,10.625,-52,-41.375
28,2024-11-04,Bellarmine,65,VCU,84,VCU,31.875,-19,12.875
29,2024-11-04,Penn,58,NJIT,57,NJIT,1.4296875,1,2.4296875
30,2024-11-04,Buffalo,83,Old Dominion,82,Old Dominion,8.48828125,1,9.48828125
31,2024-11-04,Ohio,78,James Madison,88,James Madison,24.1875,-10,14.1875
32,2024-11-04,Lynchburg,39,Queens (NC),90,Queens (NC),14.1875,-51,-36.8125
33,2024-11-04,Dickinson,36,William & Mary,84,William & Mary,13.84765625,-48,-34.15234375
34,2024-11-04,N.C. Central,58,George Mason,75,George Mason,28.6875,-17,11.6875
35,2024-11-04,American,52,La Salle,65,La Salle,22.625,-13,9.625
36,2024-11-04,William Peace,47,Davidson,88,Davidson,20.25,-41,-20.75
37,2024-11-04,FDU,72,Miami (FL),113,Miami (FL),26.740234375,-41,-14.259765625
38,2024-11-04,New College (FL),75,Stetson,94,Stetson,6.125,-19,-12.875
39,2024-11-04,Le Moyne,82,Syracuse,86,Syracuse,23.0625,-4,19.0625
40,2024-11-04,Toledo,74,Troy,84,Troy,27.921875,-10,17.921875
41,2024-11-04,New Hampshire,74,Massachusetts,103,Massachusetts,15.603515625,-29,-13.396484375
42,2024-11-04,Cleary,52,Detroit Mercy,91,Detroit Mercy,13.0,-39,-26.0
43,2024-11-04,VTSU Lyndon,47,Dartmouth,129,Dartmouth,11.25,-82,-70.75
44,2024-11-04,Defiance,52,Oakland,75,Oakland,17.0,-23,-6.0
45,2024-11-04,Ark.-Pine Bluff,54,Cincinnati,109,Cincinnati,37.0703125,-55,-17.9296875
46,2024-11-04,Davis & Elkins,57,Marshall,90,Marshall,13.845703125,-33,-19.154296875
47,2024-11-04,Biblical Stud. (TX),90,Prairie View,111,Prairie View,4.537109375,-21,-16.462890625
48,2024-11-04,Marywood,52,Cornell,93,Cornell,16.8671875,-41,-24.1328125
49,2024-11-04,Morris,55,South Carolina St.,137,South Carolina St.,15.875,-82,-66.125
50,2024-11-04,Newberry,51,ETSU,72,ETSU,18.5,-21,-2.5
51,2024-11-04,Manhattan,49,Maryland,79,Maryland,42.96484375,-30,12.96484375
52,2024-11-04,Frostburg St.,76,Morgan St.,89,Morgan St.,3.1279296875,-13,-9.8720703125
53,2024-11-04,Monmouth,57,Michigan St.,81,Michigan St.,38.0,-24,14.0
54,2024-11-04,Saint Francis,57,Dayton,87,Dayton,35.125,-30,5.125
55,2024-11-04,USC Upstate,66,NC State,97,NC State,30.5625,-31,-0.4375
56,2024-11-04,Navy,63,Saint Joseph's,70,Saint Joseph's,26.78125,-7,19.78125
57,2024-11-04,N.C. Wesleyan,70,East Carolina,97,East Carolina,17.078125,-27,-9.921875
58,2024-11-04,Morehead St.,45,Louisville,93,Louisville,33.25,-48,-14.75
59,2024-11-04,Brown,71,Siena,72,Siena,14.25,-1,13.25
60,2024-11-04,North Florida,74,South Carolina,71,South Carolina,25.953125,3,28.953125
61,2024-11-04,Texas A&M,61,UCF,64,UCF,28.494140625,-3,25.494140625
62,2024-11-04,Columbia,81,Loyola Maryland,78,Loyola Maryland,10.6875,3,13.6875
63,2024-11-04,Gardner-Webb,64,Tennessee,80,Tennessee,45.375,-16,29.375
64,2024-11-04,Alice Lloyd,69,Eastern Ky.,98,Eastern Ky.,22.0,-29,-7.0
65,2024-11-04,Hannibal-La Grange,68,Kansas City,91,Kansas City,14.0,-23,-9.0
66,2024-11-04,Ball St.,66,Georgia St.,71,Georgia St.,11.400390625,-5,6.400390625
67,2024-11-04,Bluffton,47,Purdue Fort Wayne,99,Purdue Fort Wayne,23.71875,-52,-28.28125
68,2024-11-04,Radford,56,Pittsburgh,96,Pittsburgh,43.4013671875,-40,3.4013671875
69,2024-11-04,Iona,80,Princeton,81,Princeton,21.75,-1,20.75
70,2024-11-04,Lakeland,62,Milwaukee,118,Milwaukee,22.5625,-56,-33.4375
71,2024-11-04,Maine,62,Duke,96,Duke,45.5,-34,11.5
72,2024-11-04,CSUN,56,St. Bonaventure,70,St. Bonaventure,31.5,-14,17.5
73,2024-11-04,Mount Olive,91,UNCW,143,UNCW,21.9140625,-52,-30.0859375
74,2024-11-04,Northern Ky.,62,Florida St.,74,Florida St.,29.6875,-12,17.6875
75,2024-11-04,Columbia Int'l,46,Furman,104,Furman,24.921875,-58,-33.078125
76,2024-11-04,NIU,65,Ga. Southern,80,Ga. Southern,16.48828125,-15,1.48828125
77,2024-11-04,Robert Morris,59,West Virginia,87,West Virginia,40.818359375,-28,12.818359375
78,2024-11-04,Notre Dame (MD),62,Mount St. Mary's,98,Mount St. Mary's,17.46484375,-36,-18.53515625
79,2024-11-04,Mid-Atlantic Christ.,53,Hampton,110,Hampton,20.0,-57,-37.0
80,2024-11-04,Charleston So.,64,Clemson,91,Clemson,32.33203125,-27,5.33203125
81,2024-11-04,FGCU,64,UNC Greensboro,73,UNC Greensboro,23.0,-9,14.0
82,2024-11-04,Western Mich.,56,Coastal Carolina,60,Coastal Carolina,16.0,-4,12.0
83,2024-11-04,Central Conn. St.,55,Providence,59,Providence,26.296875,-4,22.296875
84,2024-11-04,Texas Southern,69,Xavier,78,Xavier,36.365234375,-9,27.365234375
85,2024-11-04,York (NE),41,Drake,93,Drake,30.443359375,-52,-21.556640625
86,2024-11-04,La. Christian,42,Tulane,76,Tulane,19.75,-34,-14.25
87,2024-11-04,Randolph,68,Longwood,79,Longwood,18.7490234375,-11,7.7490234375
88,2024-11-04,LSU-Alexandria,50,Louisiana Tech,77,Louisiana Tech,27.125,-27,0.125
89,2024-11-04,Pfeiffer,49,Campbell,96,Campbell,13.796875,-47,-33.203125
90,2024-11-04,Vermont,67,UAB,62,UAB,21.96484375,5,26.96484375
91,2024-11-04,Mississippi Col.,58,Samford,100,Samford,25.625,-42,-16.375
92,2024-11-04,Saint Peter's,53,Seton Hall,57,Seton Hall,20.0,-4,16.0
93,2024-11-04,Dallas Christian,55,Northwestern St.,96,Northwestern St.,20.5625,-41,-20.4375
94,2024-11-04,Tennessee Tech,78,Georgia,83,Georgia,32.9375,-5,27.9375
95,2024-11-04,Maryville (TN),70,Belmont,93,Belmont,21.7109375,-23,-1.2890625
96,2024-11-04,Binghamton,66,Penn St.,108,Penn St.,36.21875,-42,-5.78125
97,2024-11-04,West Ga.,60,Mississippi St.,95,Mississippi St.,41.583984375,-35,6.583984375
98,2024-11-04,Bob Jones,61,Western Caro.,100,Western Caro.,-0.25,-39,-39.25
99,2024-11-04,Northeastern,80,Boston U.,72,Boston U.,14.5,8,22.5
100,2024-11-04,Indiana St.,64,Fla. Atlantic,97,Fla. Atlantic,27.5234375,-33,-5.4765625
101,2024-11-04,Quinnipiac,62,Yale,88,Yale,26.6875,-26,0.6875
102,2024-11-04,Lipscomb,77,Duquesne,72,Duquesne,14.49609375,5,19.49609375
103,2024-11-04,UAlbany,59,Army West Point,67,Army West Point,12.46484375,-8,4.46484375
104,2024-11-04,Avila,59,Houston Christian,86,Houston Christian,11.0,-27,-16.0
105,2024-11-04,Western Colo.,57,Utah Valley,92,Utah Valley,18.81640625,-35,-16.18359375
106,2024-11-04,UTRGV,67,Nebraska,87,Nebraska,38.84375,-20,18.84375
107,2024-11-04,Ark. Baptist,64,Little Rock,84,Little Rock,16.6796875,-20,-3.3203125
108,2024-11-04,Eastern Ill.,67,Illinois,112,Illinois,43.4375,-45,-1.5625
109,2024-11-04,St. Francis (IL),43,UIC,91,UIC,25.96875,-48,-22.03125
110,2024-11-04,Mid-Amer. Christian,69,Omaha,85,Omaha,14.20703125,-16,-1.79296875
111,2024-11-04,Trinity (TX),77,UTSA,103,UTSA,18.208984375,-26,-7.791015625
112,2024-11-04,Presbyterian,79,Charlotte,88,Charlotte,20.5,-9,11.5
113,2024-11-04,Park (AZ),49,Northern Ariz.,100,Northern Ariz.,16.875,-51,-34.125
114,2024-11-04,Howard,57,Kansas,87,Kansas,39.763671875,-30,9.763671875
115,2024-11-04,Dean,63,Bryant,105,Bryant,14.46875,-42,-27.53125
116,2024-11-04,Jamestown,59,North Dakota St.,96,North Dakota St.,24.82421875,-37,-12.17578125
117,2024-11-04,Union (TN),75,Austin Peay,95,Austin Peay,8.1875,-20,-11.8125
118,2024-11-04,Northeastern St.,68,Tulsa,82,Tulsa,13.65625,-14,-0.34375
119,2024-11-04,Paul Quinn,42,Lamar University,113,Lamar University,12.9375,-71,-58.0625
120,2024-11-04,Penn St.-Wilkes Barre,41,Norfolk St.,96,Norfolk St.,20.5,-55,-34.5
121,2024-11-04,Bethel (TN),37,Murray St.,113,Murray St.,20.11328125,-76,-55.88671875
122,2024-11-04,Lehigh,46,Northwestern,90,Northwestern,32.87890625,-44,-11.12109375
123,2024-11-04,Southern-N.O.,42,Grambling,92,Grambling,12.765625,-50,-37.234375
124,2024-11-04,Missouri,75,Memphis,83,Memphis,37.75,-8,29.75
125,2024-11-04,Southeast Mo. St.,60,Bradley,88,Bradley,30.16015625,-28,2.16015625
126,2024-11-04,Jackson St.,40,Houston,97,Houston,46.3125,-57,-10.6875
127,2024-11-04,Coppin St.,49,Wake Forest,64,Wake Forest,24.4765625,-15,9.4765625
128,2024-11-04,Mercyhurst,59,George Washington,76,George Washington,19.734375,-17,2.734375
129,2024-11-04,Mississippi Val.,44,Iowa St.,83,Iowa St.,43.9921875,-39,4.9921875
130,2024-11-04,UMES,63,Vanderbilt,102,Vanderbilt,37.625,-39,-1.375
131,2024-11-04,Eastern Mich.,44,Texas St.,64,Texas St.,24.515625,-20,4.515625
132,2024-11-04,Wichita St.,91,Western Ky.,84,Western Ky.,23.0,7,30.0
133,2024-11-04,UT Martin,67,Illinois St.,65,Illinois St.,22.3203125,2,24.3203125
134,2024-11-04,Central Mich.,74,South Alabama,70,South Alabama,20.7578125,4,24.7578125
135,2024-11-04,The Citadel,60,Boston College,69,Boston College,18.0,-9,9.0
136,2024-11-04,Dubuque,54,UNI,96,UNI,26.5625,-42,-15.4375
137,2024-11-04,Southern Ind.,78,DePaul,80,DePaul,28.0,-2,26.0
138,2024-11-04,Holy Cross,61,Wisconsin,85,Wisconsin,34.63671875,-24,10.63671875
139,2024-11-04,Kent St.,70,Louisiana,66,Louisiana,12.8994140625,4,16.8994140625
140,2024-11-04,Akron,75,Arkansas St.,80,Arkansas St.,24.7138671875,-5,19.7138671875
141,2024-11-04,Florida A&M,59,TCU,105,TCU,28.515625,-46,-17.484375
142,2024-11-04,Fairfield,58,Rhode Island,96,Rhode Island,24.6201171875,-38,-13.3798828125
143,2024-11-04,Delaware St.,60,Virginia Tech,83,Virginia Tech,23.734375,-23,0.734375
144,2024-11-04,Cleveland St.,53,Michigan,101,Michigan,37.515625,-48,-10.484375
145,2024-11-04,Bowling Green,68,Southern Miss.,77,Southern Miss.,8.0,-9,-1.0
146,2024-11-04,East Texas A&M,67,Iowa,89,Iowa,36.859375,-22,14.859375
147,2024-11-04,Lafayette,63,Villanova,75,Villanova,29.75,-12,17.75
148,2024-11-04,Chicago St.,72,Loyola Chicago,79,Loyola Chicago,19.265625,-7,12.265625
149,2024-11-04,Fisk,66,Tennessee St.,96,Tennessee St.,7.3447265625,-30,-22.6552734375
150,2024-11-04,Dallas,51,SFA,85,SFA,18.017578125,-34,-15.982421875
151,2024-11-04,Howard Payne,74,Abilene Christian,107,Abilene Christian,10.5888671875,-33,-22.4111328125
152,2024-11-04,Westminster (MO),42,SIUE,95,SIUE,14.875,-53,-38.125
153,2024-11-04,Tarleton St.,62,SMU,96,SMU,35.375,-34,1.375
154,2024-11-04,William Carey,53,Southeastern La.,91,Southeastern La.,16.0,-38,-22.0
155,2024-11-04,Western N.M.,68,Southern Utah,96,Southern Utah,17.234375,-28,-10.765625
156,2024-11-04,Stony Brook,62,Marquette,102,Marquette,42.78125,-40,2.78125
157,2024-11-04,South Fla.,83,Florida,98,Florida,42.33203125,-15,27.33203125
158,2024-11-04,Champion Chris.,61,ULM,111,ULM,6.453125,-50,-43.546875
159,2024-11-04,LIU,60,Ole Miss,90,Ole Miss,36.0,-30,6.0
160,2024-11-04,Northwest Indian,35,Weber St.,118,Weber St.,13.375,-83,-69.625
161,2024-11-04,Eastern Wash.,56,Colorado,76,Colorado,31.6025390625,-20,11.6025390625
162,2024-11-04,N.M. Highlands,57,New Mexico St.,93,New Mexico St.,15.625,-36,-20.375
163,2024-11-04,Nicholls,84,New Mexico,91,New Mexico,32.5,-7,25.5
164,2024-11-04,Hawaii Hilo,61,Montana,92,Montana,16.94140625,-31,-14.05859375
165,2024-11-04,Southern U.,79,South Dakota,93,South Dakota,19.3984375,-14,5.3984375
166,2024-11-04,Sul Ross St.,55,UTEP,102,UTEP,24.875,-47,-22.125
167,2024-11-04,Elon,76,North Carolina,90,North Carolina,35.17578125,-14,21.17578125
168,2024-11-04,LIFE Pacific,56,LMU (CA),99,LMU (CA),18.75,-43,-24.25
169,2024-11-04,Northwest (WA),60,Idaho,94,Idaho,17.5,-34,-16.5
170,2024-11-04,Lindenwood,60,Oklahoma,93,Oklahoma,34.853515625,-33,1.853515625
171,2024-11-04,Alcorn,59,Utah,100,Utah,34.625,-41,-6.375
172,2024-11-04,Cal St. Fullerton,79,Grand Canyon,89,Grand Canyon,23.125,-10,13.125
173,2024-11-04,Green Bay,76,Oklahoma St.,89,Oklahoma St.,22.21484375,-13,9.21484375
174,2024-11-04,UNC Asheville,54,Alabama,110,Alabama,40.75,-56,-15.25
175,2024-11-04,North Central (MN),71,St. Thomas (MN),96,St. Thomas (MN),21.4296875,-25,-3.5703125
176,2024-11-04,North Ala.,73,Air Force,57,Air Force,12.33984375,16,28.33984375
177,2024-11-04,North Dakota,56,Colorado St.,82,Colorado St.,22.5,-26,-3.5
178,2024-11-04,Concordia-St. Paul,85,Wyoming,108,Wyoming,21.203125,-23,-1.796875
179,2024-11-04,Ohio St.,80,Texas,72,Texas,38.125,8,46.125
180,2024-11-04,Colorado Col.,55,Northern Colo.,75,Northern Colo.,17.91015625,-20,-2.08984375
181,2024-11-04,San Fran. St.,47,UC Santa Barbara,96,UC Santa Barbara,20.70703125,-49,-28.29296875
182,2024-11-04,Utah Tech,57,Oregon St.,80,Oregon St.,31.796875,-23,8.796875
183,2024-11-04,Jessup,65,Pacific,92,Pacific,12.0771484375,-27,-14.9228515625
184,2024-11-04,Towson,69,Saint Mary's (CA),76,Saint Mary's (CA),29.5,-7,22.5
185,2024-11-04,Sam Houston,75,Nevada,91,Nevada,32.0205078125,-16,16.0205078125
186,2024-11-04,Chattanooga,51,Southern California,77,Southern California,32.8125,-26,6.8125
187,2024-11-04,UIW,78,California Baptist,83,California Baptist,20.23046875,-5,15.23046875
188,2024-11-04,Western Ill.,59,San Jose St.,55,San Jose St.,21.0,4,25.0
189,2024-11-04,La Verne,48,Long Beach St.,93,Long Beach St.,8.037109375,-45,-36.962890625
190,2024-11-04,Canisius,64,Arizona,93,Arizona,36.3828125,-29,7.3828125
191,2024-11-04,Rider,50,UCLA,85,UCLA,42.875,-35,7.875
192,2024-11-04,UC Riverside,76,Oregon,91,Oregon,42.3984375,-15,27.3984375
193,2024-11-04,Chapman,52,UC Irvine,82,UC Irvine,31.4296875,-30,1.4296875
194,2024-11-04,Portland St.,92,Washington St.,100,Washington St.,29.25,-8,21.25
195,2024-11-04,CSU Bakersfield,73,California,86,California,22.068359375,-13,9.068359375
196,2024-11-04,Baylor,63,Gonzaga,101,Gonzaga,42.712890625,-38,4.712890625
197,2024-11-04,Alabama St.,79,UNLV,93,UNLV,23.0,-14,9.0
198,2024-11-05,Toccoa Falls,61,Kennesaw St.,110,Kennesaw St.,18.384765625,-49,-30.615234375
199,2024-11-05,SUNY Canton,62,Colgate,95,Colgate,10.1318359375,-33,-22.8681640625
200,2024-11-05,FIU,70,Rice,77,Rice,19.75,-7,12.75
201,2024-11-05,Bethune-Cookman,61,Texas Tech,94,Texas Tech,39.4765625,-33,6.4765625
202,2024-11-05,New Orleans,65,Kansas St.,89,Kansas St.,26.6435546875,-24,2.6435546875
203,2024-11-05,Evansville,63,North Texas,80,North Texas,26.0,-17,9.0
204,2024-11-05,Idaho St.,48,Arizona St.,55,Arizona St.,32.1328125,-7,25.1328125
205,2024-11-05,Central Ark.,50,BYU,88,BYU,37.4609375,-38,-0.5390625
206,2024-11-05,Cal Maritime,44,Sacramento St.,106,Sacramento St.,9.912109375,-62,-52.087890625
207,2024-11-05,Cal Poly,78,San Francisco,86,San Francisco,31.9375,-8,23.9375
208,2024-11-05,UC Davis,73,Washington,79,Washington,28.318359375,-6,22.318359375
209,2024-11-06,Mercyhurst,78,Morgan St.,73,Morgan St.,3.1279296875,5,8.1279296875
210,2024-11-06,Wagner,52,Rutgers,75,Rutgers,27.0,-23,4.0
211,2024-11-06,Me.-Fort Kent,47,Maine,98,Maine,15.109375,-51,-35.890625
212,2024-11-06,Sacred Heart,56,UConn,92,UConn,42.0,-36,6.0
213,2024-11-06,Coppin St.,51,High Point,93,High Point,21.0,-42,-21.0
214,2024-11-06,Columbia,90,Villanova,80,Villanova,29.75,10,39.75
215,2024-11-06,Boyce,48,Morehead St.,89,Morehead St.,12.1875,-41,-28.8125
216,2024-11-06,Campbell,56,Virginia,65,Virginia,25.25,-9,16.25
217,2024-11-06,CSUN,97,Le Moyne,75,Le Moyne,3.0,22,25.0
218,2024-11-06,Stonehill,60,Notre Dame,89,Notre Dame,24.375,-29,-4.625
219,2024-11-06,Baldwin Wallace,53,Cleveland St.,91,Cleveland St.,14.21875,-38,-23.78125
220,2024-11-06,Lehigh,77,Georgetown,85,Georgetown,27.375,-8,19.375
221,2024-11-06,UMass Boston,69,New Hampshire,99,New Hampshire,0.375,-30,-29.625
222,2024-11-06,Mount Olive,68,Richmond,101,Richmond,13.669921875,-33,-19.330078125
223,2024-11-06,Ohio Christian,60,Wright St.,89,Wright St.,17.0,-29,-12.0
224,2024-11-06,Piedmont,70,USC Upstate,103,USC Upstate,6.71875,-33,-26.28125
225,2024-11-06,Carolina Christian,45,Presbyterian,120,Presbyterian,20.0,-75,-55.0
226,2024-11-06,TAMU-San Antonio,66,Texas Southern,100,Texas Southern,7.283203125,-34,-26.716796875
227,2024-11-06,Virginia-Lynchburg,60,Norfolk St.,104,Norfolk St.,20.5,-44,-23.5
228,2024-11-06,West Ga.,62,Georgia Tech,85,Georgia Tech,23.734375,-23,0.734375
229,2024-11-06,St. Andrews,54,App State,108,App State,15.3544921875,-54,-38.6455078125
230,2024-11-06,Oral Roberts,57,Minnesota,80,Minnesota,23.498046875,-23,0.498046875
231,2024-11-06,SIUE,61,Indiana,80,Indiana,32.125,-19,13.125
232,2024-11-06,ULM,60,LSU,95,LSU,37.71875,-35,2.71875
233,2024-11-06,East Texas A&M,83,South Dakota,91,South Dakota,19.3984375,-8,11.3984375
234,2024-11-06,Vermont,43,Auburn,94,Auburn,51.25,-51,0.25
235,2024-11-06,Lipscomb,60,Arkansas,76,Arkansas,37.0,-16,21.0
236,2024-11-06,Champion Chris.,57,Ark.-Pine Bluff,99,Ark.-Pine Bluff,-8.015625,-42,-50.015625
237,2024-11-06,Earlham,61,Eastern Ill.,97,Eastern Ill.,7.25,-36,-28.75
238,2024-11-06,Western Ill.,64,Pepperdine,77,Pepperdine,16.3125,-13,3.3125
239,2024-11-06,Oakland,43,Boise St.,87,Boise St.,29.0,-44,-15.0
240,2024-11-06,Seattle U,86,Eastern Wash.,93,Eastern Wash.,12.875,-7,5.875
241,2024-11-06,UTRGV,86,Creighton,99,Creighton,34.9375,-13,21.9375
242,2024-11-06,Alcorn,46,Utah St.,101,Utah St.,38.0,-55,-17.0
243,2024-11-06,UC San Diego,58,San Diego St.,63,San Diego St.,35.15625,-5,30.15625
244,2024-11-06,Lewis & Clark,70,Portland,83,Portland,11.28125,-13,-1.71875
245,2024-11-06,Rider,68,San Diego,67,San Diego,8.0,1,9.0
246,2024-11-07,Ky. Christian,61,UT Martin,114,UT Martin,9.40625,-53,-43.59375
247,2024-11-07,Point U.,58,North Ala.,94,North Ala.,21.875,-36,-14.125
248,2024-11-07,Bethesda (CA),53,CSU Bakersfield,122,CSU Bakersfield,11.95703125,-69,-57.04296875
249,2024-11-07,SUNY Oneonta,63,Binghamton,82,Binghamton,9.4833984375,-19,-9.5166015625
250,2024-11-07,Robert Morris,77,Delaware,81,Delaware,17.53125,-4,13.53125
251,2024-11-07,Oakwood,78,Alabama A&M,121,Alabama A&M,0.3359375,-43,-42.6640625
252,2024-11-07,Eureka,48,Indiana St.,93,Indiana St.,21.0,-45,-24.0
253,2024-11-07,Charleston So.,66,North Florida,90,North Florida,22.125,-24,-1.875
254,2024-11-07,Davenport,46,Western Mich.,86,Western Mich.,14.875,-40,-25.125
255,2024-11-07,UHSP,30,Lindenwood,98,Lindenwood,7.125,-68,-60.875
256,2024-11-07,Stony Brook,73,Central Mich.,72,Central Mich.,20.484375,1,21.484375
257,2024-11-07,Virginia-Lynchburg,54,Mercer,125,Mercer,15.89453125,-71,-55.10546875
258,2024-11-07,Erskine,56,The Citadel,86,The Citadel,7.890625,-30,-22.109375
259,2024-11-07,UMES,84,Penn,85,Penn,8.1875,-1,7.1875
260,2024-11-07,WPI,47,Quinnipiac,71,Quinnipiac,15.015625,-24,-8.984375
261,2024-11-07,Purchase,72,FDU,112,FDU,11.2265625,-40,-28.7734375
262,2024-11-07,MUW,49,Mississippi Val.,66,Mississippi Val.,-7.71875,-17,-24.71875
263,2024-11-07,Holy Cross (IN),37,NIU,105,NIU,2.578125,-68,-65.421875
264,2024-11-07,N.C. A&T,64,Wake Forest,80,Wake Forest,24.4765625,-16,8.4765625
265,2024-11-07,Southern Miss.,84,UAB,98,UAB,21.96484375,-14,7.96484375
266,2024-11-07,Southern U.,74,Iowa,89,Iowa,36.859375,-15,21.859375
267,2024-11-07,Milwaukee,68,UNI,87,UNI,26.5625,-19,7.5625
268,2024-11-07,Montana St.,67,Wisconsin,79,Wisconsin,34.63671875,-12,22.63671875
269,2024-11-07,Texas-Dallas,65,Louisiana,82,Louisiana,12.8994140625,-17,-4.1005859375
270,2024-11-07,Prairie View,59,DePaul,92,DePaul,28.0,-33,-5.0
271,2024-11-07,Omaha,79,Stetson,76,Stetson,6.125,3,9.125
272,2024-11-07,Jacksonville,60,Florida,81,Florida,42.33203125,-21,21.33203125
273,2024-11-07,Detroit Mercy,65,Loyola Chicago,87,Loyola Chicago,19.265625,-22,-2.734375
274,2024-11-07,Niagara,60,Michigan St.,96,Michigan St.,38.0,-36,2.0
275,2024-11-07,Bryan,74,Tennessee Tech,89,Tennessee Tech,9.583984375,-15,-5.416015625
276,2024-11-07,Florida A&M,73,SMU,102,SMU,35.375,-29,6.375
277,2024-11-07,Bucknell,75,Southern Ind.,69,Southern Ind.,8.0,6,14.0
278,2024-11-07,Illinois St.,77,North Dakota St.,68,North Dakota St.,24.82421875,9,33.82421875
279,2024-11-07,Biblical Stud. (TX),57,McNeese,111,McNeese,30.0,-54,-24.0
280,2024-11-07,Jacksonville St.,67,Air Force,73,Air Force,12.33984375,-6,6.33984375
281,2024-11-07,Idaho St.,69,Southern California,75,Southern California,32.8125,-6,26.8125
282,2024-11-07,Cal Poly,73,California,91,California,22.068359375,-18,4.068359375
283,2024-11-07,Evergreen St.,84,Portland St.,131,Portland St.,12.162109375,-47,-34.837890625
284,2024-11-07,Chattanooga,74,Saint Mary's (CA),86,Saint Mary's (CA),29.5,-12,17.5
285,2024-11-07,Central Ark.,63,Utah,98,Utah,34.625,-35,-0.375
286,2024-11-07,UC Davis,79,Idaho,75,Idaho,17.5,4,21.5
287,2024-11-08,Siena Heights,58,Eastern Mich.,83,Eastern Mich.,8.5,-25,-16.5
288,2024-11-08,Southwestern (TX),53,UIW,97,UIW,17.51953125,-44,-26.48046875
289,2024-11-08,Gardner-Webb,88,N.C. Central,82,N.C. Central,13.201171875,6,19.201171875
290,2024-11-08,Western Colo.,80,Denver,97,Denver,9.19921875,-17,-7.80078125
291,2024-11-08,Cal St. Fullerton,53,Stanford,80,Stanford,30.9833984375,-27,3.9833984375
292,2024-11-08,Franklin,60,Ball St.,87,Ball St.,9.25,-27,-17.75
293,2024-11-08,Army West Point,58,Duke,100,Duke,45.5,-42,3.5
294,2024-11-08,Samford,86,Cornell,88,Cornell,16.8671875,-2,14.8671875
295,2024-11-08,Saint Peter's,74,UMass Lowell,81,UMass Lowell,20.9931640625,-7,13.9931640625
296,2024-11-08,Temple,103,Monmouth,74,Monmouth,14.177734375,29,43.177734375
297,2024-11-08,Penn St.-Wilkes Barre,34,Towson,89,Towson,16.818359375,-55,-38.181640625
298,2024-11-08,Boston College,55,VCU,80,VCU,31.875,-25,6.875
299,2024-11-08,IU Indy,80,Xavier,94,Xavier,36.365234375,-14,22.365234375
300,2024-11-08,UMBC,54,Penn St.,103,Penn St.,36.21875,-49,-12.78125
301,2024-11-08,Austin Peay,68,Butler,66,Butler,32.0,2,34.0
302,2024-11-08,Eastern Ky.,82,ETSU,78,ETSU,18.5,4,22.5
303,2024-11-08,Hampton,54,George Washington,82,George Washington,19.734375,-28,-8.265625
