,year,date,team1,team1_score,team2,team2_score
131,2025,2024-11-04,Eastern Mich.,44,Texas St.,64
132,2025,2024-11-04,Wichita St.,91,Western Ky.,84
133,2025,2024-11-04,UT Martin,67,Illinois St.,65
134,2025,2024-11-04,Central Mich.,74,South Alabama,70
135,2025,2024-11-04,The Citadel,60,Boston College,69
136,2025,2024-11-04,Dubuque,54,UNI,96
137,2025,2024-11-04,Southern Ind.,78,DePaul,80
138,2025,2024-11-04,Holy Cross,61,Wisconsin,85
139,2025,2024-11-04,Kent St.,70,Louisiana,66
140,2025,2024-11-04,Akron,75,Arkansas St.,80
141,2025,2024-11-04,Florida A&M,59,TCU,105
142,2025,2024-11-04,Fairfield,58,Rhode Island,96
143,2025,2024-11-04,Delaware St.,60,Virginia Tech,83
144,2025,2024-11-04,Cleveland St.,53,Michigan,101
145,2025,2024-11-04,Bowling Green,68,Southern Miss.,77
146,2025,2024-11-04,East Texas A&M,67,Iowa,89
147,2025,2024-11-04,Lafayette,63,Villanova,75
148,2025,2024-11-04,Chicago St.,72,Loyola Chicago,79
149,2025,2024-11-04,Fisk,66,Tennessee St.,96
150,2025,2024-11-04,Dallas,51,SFA,85
151,2025,2024-11-04,Howard Payne,74,Abilene Christian,107
152,2025,2024-11-04,Westminster (MO),42,SIUE,95
153,2025,2024-11-04,Tarleton St.,62,SMU,96
154,2025,2024-11-04,William Carey,53,Southeastern La.,91
155,2025,2024-11-04,Western N.M.,68,Southern Utah,96
156,2025,2024-11-04,Stony Brook,62,Marquette,102
157,2025,2024-11-04,South Fla.,83,Florida,98
158,2025,2024-11-04,Champion Chris.,61,ULM,111
159,2025,2024-11-04,LIU,60,Ole Miss,90
160,2025,2024-11-04,Northwest Indian,35,Weber St.,118
161,2025,2024-11-04,Eastern Wash.,56,Colorado,76
162,2025,2024-11-04,N.M. Highlands,57,New Mexico St.,93
163,2025,2024-11-04,Nicholls,84,New Mexico,91
164,2025,2024-11-04,Hawaii Hilo,61,Montana,92
165,2025,2024-11-04,Southern U.,79,South Dakota,93
166,2025,2024-11-04,Sul Ross St.,55,UTEP,102
167,2025,2024-11-04,Elon,76,North Carolina,90
168,2025,2024-11-04,LIFE Pacific,56,LMU (CA),99
169,2025,2024-11-04,Northwest (WA),60,Idaho,94
170,2025,2024-11-04,Lindenwood,60,Oklahoma,93
171,2025,2024-11-04,Alcorn,59,Utah,100
172,2025,2024-11-04,Cal St. Fullerton,79,Grand Canyon,89
173,2025,2024-11-04,Green Bay,76,Oklahoma St.,89
174,2025,2024-11-04,UNC Asheville,54,Alabama,110
175,2025,2024-11-04,North Central (MN),71,St. Thomas (MN),96
176,2025,2024-11-04,North Ala.,73,Air Force,57
177,2025,2024-11-04,North Dakota,56,Colorado St.,82
178,2025,2024-11-04,Concordia-St. Paul,85,Wyoming,108
179,2025,2024-11-04,Ohio St.,80,Texas,72
180,2025,2024-11-04,Colorado Col.,55,Northern Colo.,75
181,2025,2024-11-04,San Fran. St.,47,UC Santa Barbara,96
182,2025,2024-11-04,Utah Tech,57,Oregon St.,80
183,2025,2024-11-04,Jessup,65,Pacific,92
184,2025,2024-11-04,Towson,69,Saint Mary's (CA),76
185,2025,2024-11-04,Sam Houston,75,Nevada,91
186,2025,2024-11-04,Chattanooga,51,Southern California,77
187,2025,2024-11-04,UIW,78,California Baptist,83
188,2025,2024-11-04,Western Ill.,59,San Jose St.,55
189,2025,2024-11-04,La Verne,48,Long Beach St.,93
190,2025,2024-11-04,Canisius,64,Arizona,93
191,2025,2024-11-04,Rider,50,UCLA,85
192,2025,2024-11-04,UC Riverside,76,Oregon,91
193,2025,2024-11-04,Chapman,52,UC Irvine,82
194,2025,2024-11-04,Portland St.,92,Washington St.,100
195,2025,2024-11-04,CSU Bakersfield,73,California,86
196,2025,2024-11-04,Baylor,63,Gonzaga,101
197,2025,2024-11-04,Alabama St.,79,UNLV,93
198,2025,2024-11-05,Toccoa Falls,61,Kennesaw St.,110
199,2025,2024-11-05,SUNY Canton,62,Colgate,95
200,2025,2024-11-05,FIU,70,Rice,77
201,2025,2024-11-05,Bethune-Cookman,61,Texas Tech,94
202,2025,2024-11-05,New Orleans,65,Kansas St.,89
203,2025,2024-11-05,Evansville,63,North Texas,80
204,2025,2024-11-05,Idaho St.,48,Arizona St.,55
205,2025,2024-11-05,Central Ark.,50,BYU,88
206,2025,2024-11-05,Cal Maritime,44,Sacramento St.,106
207,2025,2024-11-05,Cal Poly,78,San Francisco,86
208,2025,2024-11-05,UC Davis,73,Washington,79
209,2025,2024-11-06,Mercyhurst,78,Morgan St.,73
210,2025,2024-11-06,Wagner,52,Rutgers,75
211,2025,2024-11-06,Me.-Fort Kent,47,Maine,98
212,2025,2024-11-06,Sacred Heart,56,UConn,92
213,2025,2024-11-06,Coppin St.,51,High Point,93
214,2025,2024-11-06,Columbia,90,Villanova,80
215,2025,2024-11-06,Boyce,48,Morehead St.,89
216,2025,2024-11-06,Campbell,56,Virginia,65
217,2025,2024-11-06,CSUN,97,Le Moyne,75
218,2025,2024-11-06,Stonehill,60,Notre Dame,89
219,2025,2024-11-06,Baldwin Wallace,53,Cleveland St.,91
220,2025,2024-11-06,Lehigh,77,Georgetown,85
221,2025,2024-11-06,UMass Boston,69,New Hampshire,99
222,2025,2024-11-06,Mount Olive,68,Richmond,101
223,2025,2024-11-06,Ohio Christian,60,Wright St.,89
224,2025,2024-11-06,Piedmont,70,USC Upstate,103
225,2025,2024-11-06,Carolina Christian,45,Presbyterian,120
226,2025,2024-11-06,TAMU-San Antonio,66,Texas Southern,100
227,2025,2024-11-06,Virginia-Lynchburg,60,Norfolk St.,104
228,2025,2024-11-06,West Ga.,62,Georgia Tech,85
229,2025,2024-11-06,St. Andrews,54,App State,108
230,2025,2024-11-06,Oral Roberts,57,Minnesota,80
231,2025,2024-11-06,SIUE,61,Indiana,80
232,2025,2024-11-06,ULM,60,LSU,95
233,2025,2024-11-06,East Texas A&M,83,South Dakota,91
234,2025,2024-11-06,Vermont,43,Auburn,94
235,2025,2024-11-06,Lipscomb,60,Arkansas,76
236,2025,2024-11-06,Champion Chris.,57,Ark.-Pine Bluff,99
237,2025,2024-11-06,Earlham,61,Eastern Ill.,97
238,2025,2024-11-06,Western Ill.,64,Pepperdine,77
239,2025,2024-11-06,Oakland,43,Boise St.,87
240,2025,2024-11-06,Seattle U,86,Eastern Wash.,93
241,2025,2024-11-06,UTRGV,86,Creighton,99
242,2025,2024-11-06,Alcorn,46,Utah St.,101
243,2025,2024-11-06,UC San Diego,58,San Diego St.,63
244,2025,2024-11-06,Lewis & Clark,70,Portland,83
245,2025,2024-11-06,Rider,68,San Diego,67
246,2025,2024-11-07,Ky. Christian,61,UT Martin,114
247,2025,2024-11-07,Point U.,58,North Ala.,94
248,2025,2024-11-07,Bethesda (CA),53,CSU Bakersfield,122
249,2025,2024-11-07,SUNY Oneonta,63,Binghamton,82
250,2025,2024-11-07,Robert Morris,77,Delaware,81
251,2025,2024-11-07,Oakwood,78,Alabama A&M,121
252,2025,2024-11-07,Eureka,48,Indiana St.,93
253,2025,2024-11-07,Charleston So.,66,North Florida,90
254,2025,2024-11-07,Davenport,46,Western Mich.,86
255,2025,2024-11-07,UHSP,30,Lindenwood,98
256,2025,2024-11-07,Stony Brook,73,Central Mich.,72
257,2025,2024-11-07,Virginia-Lynchburg,54,Mercer,125
258,2025,2024-11-07,Erskine,56,The Citadel,86
259,2025,2024-11-07,UMES,84,Penn,85
260,2025,2024-11-07,WPI,47,Quinnipiac,71
261,2025,2024-11-07,Purchase,72,FDU,112
262,2025,2024-11-07,MUW,49,Mississippi Val.,66
263,2025,2024-11-07,Holy Cross (IN),37,NIU,105
264,2025,2024-11-07,N.C. A&T,64,Wake Forest,80
265,2025,2024-11-07,Southern Miss.,84,UAB,98
266,2025,2024-11-07,Southern U.,74,Iowa,89
267,2025,2024-11-07,Milwaukee,68,UNI,87
268,2025,2024-11-07,Montana St.,67,Wisconsin,79
269,2025,2024-11-07,Texas-Dallas,65,Louisiana,82
270,2025,2024-11-07,Prairie View,59,DePaul,92
271,2025,2024-11-07,Omaha,79,Stetson,76
272,2025,2024-11-07,Jacksonville,60,Florida,81
273,2025,2024-11-07,Detroit Mercy,65,Loyola Chicago,87
274,2025,2024-11-07,Niagara,60,Michigan St.,96
275,2025,2024-11-07,Bryan,74,Tennessee Tech,89
276,2025,2024-11-07,Florida A&M,73,SMU,102
277,2025,2024-11-07,Bucknell,75,Southern Ind.,69
278,2025,2024-11-07,Illinois St.,77,North Dakota St.,68
279,2025,2024-11-07,Biblical Stud. (TX),57,McNeese,111
280,2025,2024-11-07,Jacksonville St.,67,Air Force,73
281,2025,2024-11-07,Idaho St.,69,Southern California,75
282,2025,2024-11-07,Cal Poly,73,California,91
283,2025,2024-11-07,Evergreen St.,84,Portland St.,131
284,2025,2024-11-07,Chattanooga,74,Saint Mary's (CA),86
285,2025,2024-11-07,Central Ark.,63,Utah,98
286,2025,2024-11-07,UC Davis,79,Idaho,75
287,2025,2024-11-08,Siena Heights,58,Eastern Mich.,83
288,2025,2024-11-08,Southwestern (TX),53,UIW,97
289,2025,2024-11-08,Gardner-Webb,88,N.C. Central,82
290,2025,2024-11-08,Western Colo.,80,Denver,97
291,2025,2024-11-08,Cal St. Fullerton,53,Stanford,80
292,2025,2024-11-08,Franklin,60,Ball St.,87
293,2025,2024-11-08,Army West Point,58,Duke,100
294,2025,2024-11-08,Samford,86,Cornell,88
295,2025,2024-11-08,Saint Peter's,74,UMass Lowell,81
296,2025,2024-11-08,Temple,103,Monmouth,74
297,2025,2024-11-08,Penn St.-Wilkes Barre,34,Towson,89
298,2025,2024-11-08,Boston College,55,VCU,80
299,2025,2024-11-08,IU Indy,80,Xavier,94
300,2025,2024-11-08,UMBC,54,Penn St.,103
301,2025,2024-11-08,Austin Peay,68,Butler,66
302,2025,2024-11-08,Eastern Ky.,82,ETSU,78
303,2025,2024-11-08,Hampton,54,George Washington,82
304,2025,2024-11-08,Purdue Fort Wayne,68,UCF,75
305,2025,2024-11-08,Grambling,64,Ole Miss,66
306,2025,2024-11-08,Iona,76,Hofstra,90
307,2025,2024-11-08,Central Conn. St.,73,Saint Joseph's,67
308,2025,2024-11-08,Morehead St.,56,Cincinnati,83
309,2025,2024-11-08,Ga. Southern,84,UNCW,92
310,2025,2024-11-08,South Carolina St.,64,South Carolina,86
311,2025,2024-11-08,St. Thomas (MN),90,Green Bay,76
312,2025,2024-11-08,Miami-Hamilton,53,Kent St.,98
313,2025,2024-11-08,Saint Francis,62,Clemson,88
314,2025,2024-11-08,Western Caro.,54,Queens (NC),67
315,2025,2024-11-08,USC Upstate,74,Virginia Tech,93
316,2025,2024-11-08,Northern Ky.,50,Purdue,72
317,2025,2024-11-08,Massachusetts,69,West Virginia,75
318,2025,2024-11-08,Coastal Ga.,49,Fla. Atlantic,99
319,2025,2024-11-08,Ohio Wesleyan,57,Akron,88
320,2025,2024-11-08,Murray St.,68,Pittsburgh,83
321,2025,2024-11-08,North Carolina,89,Kansas,92
322,2025,2024-11-08,Presbyterian,72,NC State,81
323,2025,2024-11-08,William & Mary,77,Radford,89
324,2025,2024-11-08,Siena,90,Bryant,88
325,2025,2024-11-08,South Fla.,71,Col. of Charleston,86
326,2025,2024-11-08,Davidson,91,Bowling Green,85
327,2025,2024-11-08,Holy Cross,77,Rhode Island,91
328,2025,2024-11-08,ULM,64,Tulane,80
329,2025,2024-11-08,South Alabama,70,Nicholls,64
330,2025,2024-11-08,Georgia St.,66,Mississippi St.,101
331,2025,2024-11-08,Furman,76,Belmont,74
332,2025,2024-11-08,Houston Christian,59,Texas,90
333,2025,2024-11-08,Arkansas St.,79,Alabama,88
334,2025,2024-11-08,Ozark Christian,49,Oral Roberts,105
335,2025,2024-11-08,McMurry,62,Texas St.,102
336,2025,2024-11-08,Kansas Christian,36,Kansas City,124
337,2025,2024-11-08,FGCU,51,TCU,67
338,2025,2024-11-08,Santa Clara,74,Arizona St.,81
339,2025,2024-11-08,Mount St. Mary's,52,Maryland,86
340,2025,2024-11-08,Fredonia,78,Buffalo,87
341,2025,2024-11-08,Howard,62,Missouri,77
342,2025,2024-11-08,East Texas A&M,55,Texas A&M,87
343,2025,2024-11-08,Concordia (MI),46,Valparaiso,111
344,2025,2024-11-08,Dallas Christian,36,A&M-Corpus Christi,87
345,2025,2024-11-08,Yale,79,UIC,91
346,2025,2024-11-08,SIUE,58,Illinois,90
347,2025,2024-11-08,Nelson,67,Northern Ariz.,115
348,2025,2024-11-08,Missouri S&T,64,Southern Ill.,86
349,2025,2024-11-08,Harvard,80,Navy,85
350,2025,2024-11-08,NJIT,54,Villanova,91
351,2025,2024-11-08,Princeton,75,Duquesne,68
352,2025,2024-11-08,UC Riverside,80,BYU,86
353,2025,2024-11-08,Northern Colo.,88,Colorado,90
354,2025,2024-11-08,George Mason,63,Marquette,82
355,2025,2024-11-08,Northwestern St.,65,Texas Tech,86
356,2025,2024-11-08,Long Beach St.,79,South Dakota St.,80
357,2025,2024-11-08,San Jose St.,67,Pacific,80
358,2025,2024-11-08,Tennessee St.,79,Colorado St.,87
359,2025,2024-11-08,Sacramento St.,57,Fresno St.,64
360,2025,2024-11-08,UC Irvine,66,LMU (CA),51
361,2025,2024-11-08,Boston U.,60,San Diego,74
362,2025,2024-11-08,Montana,48,Oregon,79
363,2025,2024-11-08,Weber St.,48,Oregon St.,76
364,2025,2024-11-08,Bradley,74,Washington St.,91
365,2025,2024-11-08,New Mexico,72,UCLA,64
366,2025,2024-11-09,LIFE Pacific,61,Hawaii,96
367,2025,2024-11-09,Tennessee,77,Louisville,55
368,2025,2024-11-09,Pratt,42,LIU,102
369,2025,2024-11-09,Fordham,57,Seton Hall,56
370,2025,2024-11-09,Little Rock,67,Winthrop,82
371,2025,2024-11-09,Wright St.,81,Miami (OH),68
372,2025,2024-11-09,Manor,52,Wagner,94
373,2025,2024-11-09,Sacred Heart,76,Dartmouth,81
374,2025,2024-11-09,Rider,64,Coppin St.,53
375,2025,2024-11-09,Delaware St.,62,Columbia,83
376,2025,2024-11-09,Colgate,56,Drexel,73
377,2025,2024-11-09,Quinnipiac,73,St. John's (NY),96
378,2025,2024-11-09,Jackson St.,71,High Point,80
379,2025,2024-11-09,Toledo,90,Marshall,80
380,2025,2024-11-09,Brescia,49,Evansville,96
381,2025,2024-11-09,Houghton,62,Mercyhurst,88
382,2025,2024-11-09,VMI,76,Bellarmine,71
383,2025,2024-11-09,Morgan St.,66,Longwood,84
384,2025,2024-11-09,Ark.-Pine Bluff,80,Tulsa,103
385,2025,2024-11-09,Omaha,64,Minnesota,68
386,2025,2024-11-09,Lafayette,60,La Salle,81
387,2025,2024-11-09,Coastal Carolina,59,East Carolina,63
388,2025,2024-11-09,St. Bonaventure,87,Canisius,78
389,2025,2024-11-09,Old Dominion,44,Arizona,102
390,2025,2024-11-09,Cleveland St.,64,Kansas St.,77
391,2025,2024-11-09,Bucknell,72,Kentucky,100
392,2025,2024-11-09,UTEP,60,Utah Valley,89
393,2025,2024-11-09,Fairfield,57,Georgetown,69
394,2025,2024-11-09,Charlotte,74,Utah St.,103
395,2025,2024-11-09,Penn St.-Schuylkill,77,UMES,96
396,2025,2024-11-09,MUW,44,Nicholls,93
397,2025,2024-11-09,Alcorn,56,Xavier (LA),62
398,2025,2024-11-09,Wofford,69,Lipscomb,78
399,2025,2024-11-09,Troy,78,New Orleans,61
400,2025,2024-11-09,Marist,79,Richmond,72
401,2025,2024-11-09,Stonehill,49,Providence,76
402,2025,2024-11-09,Memphis,80,UNLV,74
403,2025,2024-11-09,James Madison,69,Norfolk St.,83
404,2025,2024-11-09,Louisiana Tech,92,UT Arlington,77
405,2025,2024-11-09,UC Santa Barbara,94,Portland,53
406,2025,2024-11-09,Montana St.,69,Wichita St.,89
407,2025,2024-11-09,SUNY Oneonta,69,UAlbany,89
408,2025,2024-11-09,Florida St.,73,Rice,65
409,2025,2024-11-09,Middle Tenn.,79,Abilene Christian,56
410,2025,2024-11-09,Vermont,51,Merrimack,65
411,2025,2024-11-09,UNC Asheville,76,Ohio,82
412,2025,2024-11-09,SUNY Poly,73,Le Moyne,107
413,2025,2024-11-09,Lancaster Bible,42,Loyola Maryland,83
414,2025,2024-11-09,Arkansas,67,Baylor,72
415,2025,2024-11-09,Northwestern,66,Dayton,71
416,2025,2024-11-09,Western Ky.,72,Grand Canyon,74
417,2025,2024-11-09,Bluefield Univ.,66,Elon,103
418,2025,2024-11-09,Liberty,66,Seattle U,64
419,2025,2024-11-09,Bethune-Cookman,58,Nebraska,63
420,2025,2024-11-09,Kennesaw St.,84,California Baptist,88
421,2025,2024-11-09,Youngstown St.,80,Chicago St.,60
422,2025,2024-11-09,New Hampshire,53,UConn,92
423,2025,2024-11-09,Sam Houston,91,Tarleton St.,62
424,2025,2024-11-09,FIU,75,Southern Utah,80
425,2025,2024-11-09,New Mexico St.,75,Utah Tech,63
426,2025,2024-11-09,Auburn,74,Houston,69
427,2025,2024-11-09,Pepperdine,76,UC San Diego,94
428,2025,2024-11-09,Washington,53,Nevada,63
429,2025,2024-11-09,Boise St.,73,San Francisco,84
430,2025,2024-11-10,Eastern Ill.,55,Indiana,90
431,2025,2024-11-10,App State,56,Wisconsin,87
432,2025,2024-11-10,North Florida,105,Georgia Tech,93
433,2025,2024-11-10,Southeast Mo. St.,76,Vanderbilt,85
434,2025,2024-11-10,Michigan,70,Wake Forest,72
435,2025,2024-11-10,Niagara,78,Detroit Mercy,84
436,2025,2024-11-10,Harvard,55,American,67
437,2025,2024-11-10,Maine,69,Brown,67
438,2025,2024-11-10,UC Irvine,80,UNI,60
439,2025,2024-11-10,Chatham,51,Robert Morris,79
440,2025,2024-11-10,Princeton,79,Northeastern,76
441,2025,2024-11-10,Eureka,53,Loyola Chicago,105
442,2025,2024-11-10,SFA,51,Drake,66
443,2025,2024-11-10,Binghamton,64,Miami (FL),88
444,2025,2024-11-10,Saint Francis,65,Campbell,64
445,2025,2024-11-10,St. Thomas (MN),71,Oklahoma St.,80
446,2025,2024-11-10,Southeastern La.,72,UAB,82
447,2025,2024-11-10,Mt. Marty,47,South Dakota,77
448,2025,2024-11-10,Texas Southern,64,Georgia,92
449,2025,2024-11-10,Avila,44,Saint Louis,95
450,2025,2024-11-10,Tennessee St.,66,Wyoming,81
451,2025,2024-11-10,Arizona St.,80,Gonzaga,88
452,2025,2024-11-10,FDU,70,Creighton,96
453,2025,2024-11-10,Alabama St.,61,LSU,74
454,2025,2024-11-10,Pacific,94,LIFE Pacific,41
455,2025,2024-11-10,Champion Chris.,60,UTRGV,110
456,2025,2024-11-10,Menlo,66,Cal Poly,99
457,2025,2024-11-10,San Jose St.,69,Hawaii,80
458,2025,2024-11-10,Northwest Indian,44,Montana,94
459,2025,2024-11-11,Dillard,73,Howard,91
460,2025,2024-11-11,LIU,63,Air Force,54
461,2025,2024-11-11,Stetson,52,The Citadel,74
462,2025,2024-11-11,Youngstown St.,47,Ohio St.,81
463,2025,2024-11-11,Valley Forge,61,UMBC,120
464,2025,2024-11-11,Winthrop,52,Virginia Tech,58
465,2025,2024-11-11,Jacksonville,69,Furman,78
466,2025,2024-11-11,Coppin St.,45,Virginia,62
467,2025,2024-11-11,McNeese,64,Alabama,72
468,2025,2024-11-11,Augusta,69,Ga. Southern,79
469,2025,2024-11-11,VTSU-Johnson,68,Central Conn. St.,117
470,2025,2024-11-11,Western Mich.,65,Butler,85
471,2025,2024-11-11,Gardner-Webb,64,Pittsburgh,83
472,2025,2024-11-11,Southern Ind.,63,Marshall,77
473,2025,2024-11-11,Taylor (IN),43,Bowling Green,107
474,2025,2024-11-11,Saint Peter's,65,Rutgers,75
475,2025,2024-11-11,Eastern Wash.,77,Missouri,84
476,2025,2024-11-11,UT Martin,69,North Ala.,87
477,2025,2024-11-11,Stony Brook,56,George Mason,94
478,2025,2024-11-11,Buffalo,77,Notre Dame,86
479,2025,2024-11-11,Morris,50,Charleston So.,108
480,2025,2024-11-11,Voorhees,48,South Carolina St.,94
481,2025,2024-11-11,Florida A&M,53,Maryland,84
482,2025,2024-11-11,Grambling,62,Florida,86
