year,team1,team1_score,team2,team2_score
2022,Virginia,49,"James Madison",52
2022,Vermont,58,Providence,68
2022,Navy,65,"George Mason",71
2022,"Texas Tech",57,Tennessee,52
2022,"Fairleigh Dickinson",55,"La Salle",81
2022,"Old Dominion",74,"William & Mary",59
2022,UAlbany,52,Yale,71
2022,"N.C. A&T",71,"East Carolina",82
2022,Bucknell,69,Princeton,82
2022,Bradley,65,Toledo,67
2022,"Southern U.",64,Kentucky,76
2022,Massachusetts,76,Northeastern,82
2022,Jacksonville,58,Georgia,69
2022,Oakland,72,"Bowling Green",73
2022,Michigan,102,Nebraska,67
2022,Furman,80,Winthrop,85
2022,Brown,76,Merrimack,56
2022,FGCU,69,"Florida A&M",55
2022,UTEP,52,Kansas,78
2022,"Col. of Charleston",86,Tulane,72
2022,"South Dakota",69,"Northern Colo.",74
2022,Belmont,64,"Saint Louis",59
2022,"Eastern Ill.",44,Missouri,72
2022,Temple,72,Vanderbilt,68
2022,Duquesne,67,DePaul,87
2022,Charlotte,66,Arkansas,86
2022,"Mount St. Mary's",77,"Santa Clara",88
2022,"North Dakota St.",49,"Montana St.",68
2022,"LMU (CA)",60,Tulsa,55
2022,Butler,66,Oklahoma,62
2022,Villanova,67,Syracuse,53
2022,"Boise St.",74,CSUN,48
2022,"North Dakota",71,"California Baptist",89
2022,"Eastern Ky.",68,"Southern California",80
2022,"Coppin St.",62,"George Washington",75
2022,"Ball St.",50,Xavier,96
2022,Chattanooga,78,"UNC Asheville",73
2022,Canisius,62,"Northern Ky.",75
2022,"Holy Cross",59,Fairfield,74
2022,"Loyola Maryland",71,"St. Bonaventure",84
2022,"St. Francis Brooklyn",71,"Saint Peter's",60
2022,"Saint Francis (PA)",73,American,83
2022,Hofstra,62,"Stony Brook",79
2022,Samford,74,"Alabama St.",64
2022,"UMass Lowell",62,"Boston U.",72
2022,Quinnipiac,72,Dartmouth,69
2022,Marist,64,Binghamton,51
2022,"Alabama A&M",45,"North Ala.",56
2022,Lipscomb,59,"Miami (FL)",76
2022,Niagara,58,"Eastern Mich.",60
2022,Wagner,54,"Penn St.",74
2022,Indiana,59,Wisconsin,64
2022,"Jacksonville St.",52,VCU,66
2022,"Central Mich.",77,"Youngstown St.",84
2022,"North Florida",55,Florida,85
2022,"Tennessee Tech",69,"Western Caro.",74
2022,Lafayette,58,Delaware,68
2022,Wofford,78,Gardner-Webb,70
2022,UConn,53,"West Virginia",56
2022,Penn,71,"Saint Joseph's",78
2022,"New Hampshire",59,Bryant,76
2022,"Missouri St.",81,"Little Rock",55
2022,Evansville,73,"Southeast Mo. St.",75
2022,Dayton,69,SMU,77
2022,"Purdue Fort Wayne",59,SIUE,80
2022,UTRGV,69,"A&M-Corpus Christi",75
2022,"Eastern Wash.",57,Colorado,60
2022,Utah,62,TCU,76
2022,Buffalo,77,"Western Ky.",67
2022,McNeese,68,Louisiana,83
2022,UMBC,71,Georgetown,100
2022,Marquette,64,"Kansas St.",63
2022,Drake,78,Omaha,70
2022,"Air Force",48,Montana,66
2022,"Utah Valley",56,"Southern Utah",60
2022,"South Dakota St.",84,Idaho,98
2022,"Arkansas St.",84,"Ark.-Pine Bluff",73
2022,"Utah St.",71,BYU,82
2022,"Michigan St.",75,Minnesota,67
2022,Towson,74,"Ohio St.",85
2022,Cornell,60,"Virginia Tech",93
2022,"Cal St. Fullerton",56,"San Diego St.",66
2022,"Fresno St.",63,"San Francisco",71
2022,"Seattle U",56,UNLV,76
2022,"Idaho St.",46,California,72
2022,"Weber St.",60,"Washington St.",94
2022,Wyoming,65,Arizona,94
2022,Bethune-Cookman,48,"NC State",65
2022,Texas,60,"Seton Hall",64
2022,Hampton,54,"William & Mary",53
2022,"Detroit Mercy",52,"Kent St.",69
2022,Nicholls,95,"Mississippi Val.",80
2022,LIU,57,Fordham,73
2022,Purdue,68,Rutgers,70
2022,Colgate,68,Pittsburgh,71
2022,Monmouth,83,"St. John's (NY)",88
2022,Merrimack,55,Gonzaga,80
2022,Denver,67,"New Mexico",87
2022,Iowa,53,"Iowa St.",73
2022,"Grand Canyon",62,"Arizona St.",67
2022,"App State",65,Furman,73
2022,IUPUI,44,"Tennessee St.",70
2022,"Army West Point",66,NJIT,49
2022,Vermont,70,Brown,65
2022,"High Point",66,"South Carolina St.",67
2022,"Loyola Chicago",69,Vanderbilt,58
2022,DePaul,62,Louisville,55
2022,"Green Bay",55,"Kansas City",64
2022,CSUN,54,"North Dakota St.",68
2022,"Murray St.",74,Memphis,72
2022,"Prairie View",60,"Boise St.",97
2022,Milwaukee,54,Colorado,65
2022,Nebraska,68,Auburn,99
2022,Louisiana,69,"Louisiana Tech",78
2022,BYU,71,Creighton,83
2022,Syracuse,75,Georgetown,79
2022,Wisconsin,55,"Ohio St.",73
2022,"Southeast Mo. St.",65,"Purdue Fort Wayne",78
2022,"St. Francis Brooklyn",75,"Delaware St.",61
2022,"Western Mich.",64,"Detroit Mercy",83
2022,"New Hampshire",62,Duquesne,64
2022,Gardner-Webb,61,VMI,64
2022,FIU,88,"Eastern Mich.",92
2022,Charlotte,68,Valparaiso,67
2022,Temple,49,"Saint Joseph's",68
2022,Arkansas,66,Oklahoma,88
2022,"Austin Peay",84,"North Florida",91
2022,Troy,75,"Tennessee Tech",72
2022,Drake,80,Clemson,90
2022,Princeton,84,Lafayette,73
2022,Penn,74,"La Salle",76
2022,"Central Conn. St.",53,Providence,68
2022,Siena,72,"Holy Cross",59
2022,Maine,47,Quinnipiac,73
2022,"Mississippi St.",63,"Colorado St.",66
2022,"Eastern Wash.",76,"North Dakota",60
2022,"Penn St.",64,"Michigan St.",80
2022,"Ga. Southern",68,Mercer,77
2022,"N.C. A&T",68,UCF,83
2022,"UNC Asheville",73,"Western Caro.",72
2022,Canisius,43,"Youngstown St.",71
2022,"Southern Ill.",65,Tulsa,69
2022,"Lamar University",47,"UT Arlington",56
2022,"South Dakota St.",77,"Washington St.",74
2022,UNCW,48,Jacksonville,77
2022,Ohio,55,Stetson,45
2022,Towson,89,"Coppin St.",75
2022,"Illinois St.",81,"Chicago St.",71
2022,Hartford,78,UNLV,95
2022,"Morgan St.",55,Longwood,94
2022,Missouri,65,Kansas,102
2022,Grambling,62,UIW,72
2022,"St. Bonaventure",64,UConn,74
2022,"Morehead St.",75,ETSU,82
2022,American,72,"Mount St. Mary's",66
2022,"Eastern Ill.",54,Butler,66
2022,Pacific,66,"San Jose St.",78
2022,UTSA,78,"Sam Houston",73
2022,"Oral Roberts",60,"Missouri St.",69
2022,UIC,71,"Central Mich.",67
2022,"Northern Ariz.",71,"South Dakota",76
2022,"UNC Greensboro",36,Tennessee,76
2022,"North Texas",66,Massachusetts,57
2022,Manhattan,62,Utah,96
2022,Arizona,83,Illinois,79
2022,"Boston College",68,"Saint Louis",79
2022,Kentucky,62,"Notre Dame",66
2022,"Arkansas St.",82,"Mississippi Val.",77
2022,"Alabama St.",62,Pepperdine,79
2022,"UC Santa Barbara",59,"Saint Mary's (CA)",80
2022,Toledo,69,Richmond,72
2022,LSU,69,"Georgia Tech",53
2022,Minnesota,75,Michigan,65
2022,"Southeastern La.",66,"Southern U.",72
2022,TCU,68,"Texas A&M",64
2022,"Boston U.",65,Dartmouth,62
2022,Bryant,78,"Stony Brook",86
2022,"Alabama A&M",50,Samford,52
2022,Marshall,80,"Eastern Ky.",69
2022,FGCU,85,"Robert Morris",74
2022,Radford,70,"James Madison",79
2022,Drexel,56,"Abilene Christian",73
2022,Liberty,51,SFA,63
2022,"UC Irvine",55,"Fresno St.",63
2022,"New Mexico St.",63,"LMU (CA)",58
2022,"USC Upstate",53,"Wake Forest",79
2022,"Norfolk St.",58,"Wichita St.",71
2022,Columbia,59,UAlbany,60
2022,VCU,75,"Old Dominion",66
2022,Elon,63,"North Carolina",80
2022,"A&M-Corpus Christi",87,Omaha,73
2022,Rice,88,"Houston Baptist",73
2022,"Montana St.",72,"St. Thomas (MN)",65
2022,Cincinnati,63,Xavier,83
2022,"Western Ky.",71,"Ole Miss",48
2022,"Middle Tenn.",84,"UT Martin",75
2022,"New Orleans",50,"Utah St.",82
2022,"Santa Clara",60,California,72
2022,Denver,62,"Dixie St.",82
2022,UCLA,67,Marquette,56
2022,Houston,82,Alabama,83
2022,"Cal Poly",61,"Portland St.",58
2022,Idaho,58,"CSU Bakersfield",59
2022,"Utah Valley",62,Wyoming,74
2022,"Miami (FL)",72,Fordham,66
2022,"Florida St.",65,"South Carolina",66
2022,Colgate,64,"St. John's (NY)",82
2022,Merrimack,49,Indiana,81
2022,"Jackson St.",37,"Iowa St.",47
2022,Fairfield,70,"William & Mary",47
2022,Davidson,79,Northeastern,69
2022,Purdue,82,"NC State",72
2022,Presbyterian,76,"Col. of Charleston",78
2022,Wofford,59,"Coastal Carolina",60
2022,Navy,67,Marist,61
2022,"Florida A&M",66,Akron,73
2022,Hampton,54,"Loyola Maryland",67
2022,"Virginia Tech",57,Dayton,62
2022,UTEP,77,"New Mexico",69
2022,Villanova,36,Baylor,57
2022,"Kansas City",56,SIUE,60
2022,"Kent St.",50,"West Virginia",63
2022,NJIT,52,Northwestern,70
2022,Florida,68,Maryland,70
2022,"Long Beach St.",62,"Southern California",73
2022,"Green Bay",64,"Kansas St.",82
2022,"Tennessee St.",73,Lipscomb,65
2022,Monmouth,56,Pittsburgh,52
2022,Yale,77,Iona,91
2022,Oregon,69,Stanford,72
2022,"California Baptist",54,"UC Riverside",70
2022,Rutgers,63,"Seton Hall",77
2022,"UC San Diego",51,"Seattle U",73
2022,NIU,70,"Chicago St.",59
2022,UMBC,77,Princeton,89
2022,Radford,58,"George Washington",67
2022,"Sacred Heart",79,Columbia,69
2022,UAlbany,61,"Boston College",57
2022,"Cleveland St.",93,"Oklahoma St.",98
2022,"Rhode Island",82,Milwaukee,58
2022,"Indiana St.",70,"North Dakota St.",77
2022,"Cal Poly",77,Portland,78
2022,"Southeastern La.",60,Louisville,86
2022,"Central Conn. St.",67,"Stony Brook",87
2022,"Miami (OH)",76,Clemson,89
2022,Monmouth,69,Yale,60
2022,"Saint Francis (PA)",81,Hartford,66
2022,"Northwestern St.",49,LSU,89
2022,"N.C. A&T",69,ETSU,67
2022,"Florida A&M",50,Cincinnati,77
2022,VMI,70,"Wake Forest",77
2022,"Alabama A&M",57,Troy,66
2022,"UNC Greensboro",64,Towson,74
2022,"USC Upstate",52,Tennessee,96
2022,Furman,61,"North Carolina",74
2022,"Austin Peay",51,"South Fla.",60
2022,Grambling,61,UAB,79
2022,ULM,82,SFA,69
2022,"Coppin St.",69,Drexel,76
2022,"Tarleton St.",62,"South Alabama",69
2022,"Arizona St.",58,Creighton,57
2022,DePaul,72,UIC,66
2022,"UNC Asheville",68,"UT Martin",79
2022,"South Carolina St.",62,Duke,103
2022,"Jackson St.",56,UNI,66
2022,"A&M-Corpus Christi",71,Minnesota,79
2022,"Arkansas St.",62,"Texas Tech",75
2022,Alcorn,63,"Wichita St.",82
2022,"Georgia St.",50,"Mississippi St.",79
2022,Louisiana,56,Houston,71
2022,Jacksonville,62,"Southern Miss.",51
2022,"Sam Houston",55,"North Texas",65
2022,"Texas Southern",70,UTRGV,60
2022,"North Ala.",44,Auburn,70
2022,"Ark.-Pine Bluff",31,Texas,63
2022,"Santa Clara",60,"Boise St.",72
2022,Alabama,78,Memphis,92
2022,"UC Davis",71,"Oregon St.",64
2022,"UC Santa Barbara",71,Pacific,80
2022,Chattanooga,68,Belmont,76
2022,Howard,73,Georgetown,85
2022,UCF,65,Temple,48
2022,"Ga. Southern",69,Campbell,66
2022,Akron,66,"Wright St.",48
2022,Fairfield,72,"Fairleigh Dickinson",54
2022,FIU,59,"Jacksonville St.",66
2022,"South Dakota St.",63,"Missouri St.",75
2022,Winthrop,61,Elon,63
2022,"Fla. Atlantic",46,VCU,66
2022,Marshall,65,Ohio,75
2022,Gardner-Webb,71,"N.C. Central",72
2022,"Middle Tenn.",52,"Ole Miss",62
2022,"Lamar University",47,"Texas St.",67
2022,"Southeast Mo. St.",55,"Southern Ill.",80
2022,Bellarmine,64,"South Dakota",78
2022,Nicholls,68,Wisconsin,71
2022,"CSU Bakersfield",59,"Abilene Christian",69
2022,"Morehead St.",63,Xavier,86
2022,Lipscomb,60,"Florida St.",97
2022,"UC Irvine",61,"Southern California",66
2022,Portland,71,Oregon,96
2022,"Northern Colo.",76,Arizona,101
2022,"UC San Diego",56,Denver,64
2022,"Utah St.",95,"Weber St.",80
2022,Omaha,71,UNLV,84
2022,"New Mexico St.",64,"Washington St.",61
2022,UIW,55,Rice,85
2022,"App State",67,Duke,92
2022,"UNC Greensboro",62,UMBC,51
2022,"Chicago St.",61,IUPUI,55
2022,"Col. of Charleston",59,Stetson,67
2022,"Jackson St.",65,Drake,70
2022,"Tennessee St.",78,"Charleston So.",75
2022,"UT Arlington",62,"Oral Roberts",71
2022,Alcorn,62,Tulsa,83
2022,McNeese,72,UTEP,82
2022,Dartmouth,78,Stanford,89
2022,Liberty,74,"East Carolina",64
2022,"St. Bonaventure",49,"Virginia Tech",86
2022,Richmond,83,"NC State",74
2022,Furman,66,"Mississippi St.",69
2022,"South Alabama",52,"Tarleton St.",65
2022,Villanova,59,Creighton,79
2022,UTRGV,68,UTSA,50
2022,"Florida A&M",66,"Santa Clara",80
2022,"San Jose St.",90,Portland,78
2022,"Wake Forest",82,Charlotte,79
2022,"Cal Poly",48,"Fresno St.",83
2022,"San Diego St.",63,"Saint Mary's (CA)",53
2022,"North Dakota St.",73,Pacific,61
2022,Purdue,77,Butler,48
2022,Pittsburgh,59,"St. John's (NY)",57
2022,"N.C. Central",86,"Delaware St.",53
2022,Radford,54,Davidson,74
2022,"Alabama A&M",43,"Indiana St.",67
2022,"Texas Tech",55,Gonzaga,69
2022,"Lamar University",53,"A&M-Corpus Christi",57
2022,"South Fla.",55,Florida,66
2022,"Saint Francis (PA)",48,Illinois,106
2022,Hartford,65,"Central Conn. St.",75
2022,TCU,80,Georgetown,73
2022,UNCW,71,"High Point",69
2022,ETSU,27,"UNC Asheville",38
2022,"Tennessee Tech",63,"Wright St.",72
2022,"La Salle",70,Bucknell,82
2022,"CSU Bakersfield",46,Colorado,60
2022,UAlbany,58,Niagara,66
2022,"Fairleigh Dickinson",49,Virginia,82
2022,"Dixie St.",78,"North Dakota",69
2022,"Tennessee St.",88,"South Carolina St.",90
2022,Bellarmine,77,"Miami (OH)",68
2022,"Austin Peay",51,Vanderbilt,77
2022,Indiana,64,"Notre Dame",56
2022,Louisville,72,"Western Ky.",82
2022,"Saint Joseph's",73,Bradley,77
2022,"Southern Miss.",65,ULM,74
2022,"Eastern Ill.",54,"Western Ill.",71
2022,Elon,56,Duke,87
2022,Marquette,71,Xavier,80
2022,"Morgan St.",45,"Mount St. Mary's",48
2022,"Mississippi Val.",73,Nicholls,104
2022,"Northern Colo.",56,"Washington St.",82
2022,"N.C. A&T",57,Howard,79
2022,Wofford,76,Presbyterian,49
2022,UNI,75,Marshall,60
2022,"Ball St.",64,"Illinois St.",85
2022,"North Texas",62,"Wichita St.",52
2022,"Georgia Tech",53,"Southern California",67
2022,Utah,75,Missouri,83
2022,Buffalo,64,Canisius,65
2022,"West Virginia",65,UAB,59
2022,Providence,57,UConn,53
2022,Marist,84,"Boston U.",79
2022,"North Carolina",69,Kentucky,98
2022,"South Carolina",56,Clemson,70
2022,"California Baptist",60,Arizona,84
2022,Dayton,68,"Ole Miss",76
2022,"Saint Peter's",63,"Stony Brook",64
2022,"Northern Ky.",68,"Eastern Ky.",81
2022,"Kennesaw St.",84,Samford,85
2022,"Southern Utah",50,Michigan,87
2022,"Oklahoma St.",61,Houston,72
2022,"George Mason",80,Georgia,67
2022,LSU,66,"Louisiana Tech",57
2022,"San Francisco",48,"Grand Canyon",49
2022,"Texas A&M",83,"Oregon St.",73
2022,Chattanooga,76,"Murray St.",87
2022,SFA,72,Kansas,80
2022,"Central Ark.",70,"Missouri St.",106
2022,"Southeast Mo. St.",77,Pepperdine,83
2022,BYU,89,"Weber St.",71
2022,Hofstra,89,Arkansas,81
2022,"Jacksonville St.",59,Alabama,65
2022,Auburn,74,"Saint Louis",70
2022,"Utah St.",75,Iowa,94
2022,"Portland St.",66,CSUN,69
2022,"San Diego",69,"Northern Ariz.",59
2022,"Seattle U",56,Washington,64
2022,Baylor,78,Oregon,70
2022,"LMU (CA)",63,Nevada,68
2022,"Central Mich.",75,"Detroit Mercy",89
2022,"Sacred Heart",62,"UMass Lowell",70
2022,"UC Irvine",54,Duquesne,76
2022,"Southeastern La.",54,"Iowa St.",77
2022,Fairfield,73,Massachusetts,77
2022,"Air Force",46,"Arkansas St.",68
2022,"Robert Morris",74,"Bowling Green",100
2022,Colgate,66,Monmouth,77
2022,"Army West Point",65,LIU,90
2022,NIU,60,UIC,61
2022,"Holy Cross",54,Harvard,62
2022,Mercer,55,FGCU,67
2022,SMU,90,"New Mexico",72
2022,Texas,60,Stanford,53
2022,"UC Davis",77,Pacific,67
2022,"Coastal Carolina",80,"Middle Tenn.",84
2022,"UT Arlington",50,Oklahoma,70
2022,"UT Martin",54,Drake,80
2022,Dartmouth,55,California,61
2022,Portland,59,"Montana St.",61
2022,"Old Dominion",61,Richmond,67
2022,Montana,64,"Santa Clara",79
2022,"Southern U.",78,"Kent St.",76
2022,"Kansas St.",67,Nebraska,58
2022,"San Francisco",66,"Arizona St.",65
2022,"Florida A&M",62,"UC Santa Barbara",73
2022,"South Carolina St.",74,"The Citadel",57
2022,"Western Caro.",79,Georgia,85
2022,"Delaware St.",51,Wagner,93
2022,"Eastern Mich.",55,Valparaiso,67
2022,Manhattan,99,"Charleston So.",75
2022,Alcorn,57,Baylor,94
2022,UIW,59,Purdue,79
2022,Stetson,72,"Miami (FL)",82
2022,UMES,54,Charlotte,70
2022,"St. Thomas (MN)",63,Omaha,52
2022,"Western Mich.",52,"Notre Dame",85
2022,"Kansas City",57,"South Dakota St.",89
2022,"Oral Roberts",82,"South Dakota",73
2022,ULM,80,"Lamar University",77
2022,"Northern Ariz.",49,Gonzaga,95
2022,"Western Ill.",84,Denver,80
2022,"USC Upstate",70,Ohio,85
2022,"Southern Miss.",67,"East Carolina",68
2022,Jacksonville,55,Pittsburgh,64
2022,"Jacksonville St.",87,"Little Rock",67
2022,UTSA,64,"Illinois St.",81
2022,Samford,75,"Ole Miss",73
2022,Dartmouth,57,"CSU Bakersfield",61
2022,"South Carolina St.",75,"Charleston So.",65
2022,Merrimack,49,Maine,47
2022,"Northwestern St.",61,"Texas A&M",80
2022,"Morehead St.",80,IUPUI,52
2022,"Wright St.",84,"NC State",70
2022,"Eastern Ill.",55,"Ball St.",75
2022,"Fla. Atlantic",52,"High Point",55
2022,"Tennessee Tech",75,Cincinnati,86
2022,Xavier,58,Villanova,71
2022,"LMU (CA)",71,Bellarmine,57
2022,American,44,"George Mason",67
2022,Howard,69,Harvard,77
2022,Marshall,63,Toledo,95
2022,Bradley,87,"Sam Houston",61
2022,"Chicago St.",48,"Iowa St.",79
2022,Winthrop,63,"Mississippi St.",84
2022,Davidson,79,Alabama,78
2022,UAlbany,68,Lehigh,52
2022,Manhattan,77,"The Citadel",74
2022,"Fresno St.",50,Utah,55
2022,"App State",50,"North Carolina",70
2022,Presbyterian,61,Furman,75
2022,"Southern U.",60,Dayton,69
2022,Elon,55,Arkansas,81
2022,"Michigan St.",90,Oakland,78
2022,Delaware,72,Iona,83
2022,Grambling,55,TCU,90
2022,McNeese,59,"Kansas St.",74
2022,"Air Force",37,"Tarleton St.",60
2022,SIUE,69,"South Alabama",84
2022,"Southeastern La.",62,Iowa,93
2022,"Georgia St.",62,"Georgia Tech",72
2022,"N.C. Central",61,UTEP,70
2022,"Portland St.",62,"Utah St.",81
2022,"Norfolk St.",54,"New Mexico",68
2022,"Utah Valley",68,Washington,52
2022,Pepperdine,59,Oregon,68
2022,UConn,78,Marquette,70
2022,"Santa Clara",79,"San Jose St.",57
2022,"Southeast Mo. St.",68,"California Baptist",84
2022,Nicholls,61,"Oregon St.",83
2022,Hartford,78,"Sacred Heart",71
2022,Campbell,58,UNCW,65
2022,"A&M-Corpus Christi",73,"Notre Dame",83
2022,"William & Mary",66,Valparaiso,88
2022,Towson,69,Navy,52
2022,"Eastern Wash.",46,"Texas Tech",78
2022,Colgate,68,Vermont,78
2022,"Alabama St.",48,Texas,68
2022,"Stony Brook",62,Florida,87
2022,"Delaware St.",48,Temple,85
2022,"Army West Point",75,"South Carolina",105
2022,Liberty,76,UNI,74
2022,"Idaho St.",43,"UC Santa Barbara",56
2022,Bucknell,50,Richmond,81
2022,"St. Thomas (MN)",74,Denver,75
2022,Wyoming,63,Stanford,66
2022,Portland,65,"UC Davis",60
2022,"Southern Ill.",52,"San Francisco",64
2022,"Green Bay",56,Minnesota,72
2022,"Western Caro.",82,Charlotte,98
2022,"Murray St.",58,Auburn,71
2022,"Youngstown St.",52,"West Virginia",82
2022,Troy,69,Mercer,65
2022,Pacific,53,California,73
2022,"Chicago St.",50,Drake,87
2022,"Western Ky.",60,Kentucky,95
2022,Clemson,67,Virginia,50
2022,Bethune-Cookman,45,Marist,68
2022,"Sam Houston",68,"N.C. Central",51
2022,FGCU,90,Canisius,97
2022,Arizona,73,Tennessee,77
2022,Hofstra,77,Monmouth,71
2022,"Northern Ky.",61,Indiana,79
2022,ETSU,86,Georgia,84
2022,"Prairie View",66,"Wichita St.",102
2022,"North Ala.",64,UCF,75
2022,"Col. of Charleston",82,"Old Dominion",80
2022,"Robert Morris",75,"Saint Francis (PA)",67
2022,"Middle Tenn.",65,Chattanooga,77
2022,"Kennesaw St.",74,Nebraska,88
2022,"Mississippi Val.",58,UAB,100
2022,Lipscomb,60,LSU,95
2022,"North Dakota",76,"North Dakota St.",86
2022,"Kansas City",68,"South Dakota",57
2022,"Oral Roberts",76,"South Dakota St.",82
2022,Longwood,58,"Abilene Christian",74
2022,"Boise St.",58,"Washington St.",52
2022,Alcorn,48,Oklahoma,72
2022,"Western Ill.",78,Omaha,84
2022,"Texas St.",47,Houston,80
2022,"UC San Diego",57,"San Diego St.",78
2022,Missouri,63,Illinois,88
2022,"Dixie St.",59,"Southern Utah",87
2022,"Virginia Tech",65,Duke,76
2022,Bradley,73,UTEP,66
2022,BYU,54,"South Fla.",39
2022,"San Diego",57,UNLV,80
2022,"Missouri St.",58,"Saint Mary's (CA)",75
2022,Vanderbilt,68,Hawaii,54
2022,Wagner,63,Fairfield,50
2022,Liberty,76,Stanford,79
2022,"Fresno St.",69,"Weber St.",43
2022,UNI,69,Wyoming,71
2022,BYU,67,Vanderbilt,69
2022,"South Fla.",76,Hawaii,69
2022,Wyoming,77,"South Fla.",57
2022,Liberty,75,BYU,80
2022,Brown,62,Syracuse,93
2022,"Alabama St.",53,"Texas Tech",75
2022,"North Ala.",63,Gonzaga,93
2022,"Northwestern St.",68,Baylor,104
2022,"Notre Dame",68,Pittsburgh,67
2022,Grambling,64,"Southern Ill.",75
2022,UIW,33,Texas,78
2022,Lehigh,55,Maryland,76
2022,"Fresno St.",55,"Boise St.",65
2022,Yale,60,"Saint Mary's (CA)",87
2022,"High Point",68,"Michigan St.",81
2022,"Utah St.",47,"Air Force",49
2022,"Miami (OH)",91,Buffalo,81
2022,"Central Mich.",72,"Kent St.",69
2022,DePaul,59,Butler,63
2022,Nicholls,90,Purdue,104
2022,Arkansas,68,"Mississippi St.",81
2022,"Seton Hall",65,Providence,70
2022,Delaware,68,UNCW,70
2022,Missouri,56,Kentucky,83
2022,"Eastern Ill.",50,"Morehead St.",63
2022,Hofstra,62,"William & Mary",63
2022,Northeastern,62,Elon,79
2022,VMI,80,Wofford,73
2022,LSU,55,Auburn,70
2022,Gardner-Webb,77,Georgia,60
2022,"St. Francis Brooklyn",64,Merrimack,74
2022,LIU,65,"Sacred Heart",69
2022,Samford,49,Furman,81
2022,Wagner,72,"Saint Francis (PA)",64
2022,Bryant,80,"Central Conn. St.",76
2022,"Western Mich.",56,Toledo,83
2022,"Central Ark.",59,"Texas A&M",85
2022,Memphis,84,Tulane,85
2022,SMU,74,Tulsa,69
2022,"Western Ill.",71,Iowa,92
2022,"Illinois St.",85,Wisconsin,89
2022,Nevada,61,Kansas,88
2022,"Wake Forest",69,Louisville,73
2022,"NC State",83,"Miami (FL)",91
2022,Tennessee,68,Alabama,73
2022,Maine,64,Rutgers,80
2022,Louisiana,71,"App State",55
2022,Milwaukee,75,"Wright St.",80
2022,Fordham,69,"La Salle",61
2022,"Robert Morris",61,Oakland,79
2022,"Saint Joseph's",83,Richmond,56
2022,"Old Dominion",82,FIU,77
2022,ULM,64,"Coastal Carolina",94
2022,"Green Bay",74,"Northern Ky.",79
2022,Michigan,71,UCF,85
2022,Brown,67,Maryland,81
2022,ETSU,52,Chattanooga,82
2022,"Purdue Fort Wayne",81,"Cleveland St.",90
2022,"Ga. Southern",66,"Little Rock",78
2022,UTEP,62,UAB,75
2022,"Lamar University",64,"Sam Houston",75
2022,"Alabama A&M",63,Lipscomb,66
2022,Troy,78,"Texas St.",63
2022,"Chicago St.",63,"Grand Canyon",80
2022,"Abilene Christian",80,"Utah Valley",76
2022,Denver,66,"Oral Roberts",83
2022,"South Alabama",87,"UT Arlington",89
2022,"South Dakota St.",90,"North Dakota St.",86
2022,"Southeast Mo. St.",81,"Murray St.",106
2022,"UT Martin",65,"Austin Peay",62
2022,Marshall,56,"Louisiana Tech",79
2022,Utah,76,"Oregon St.",88
2022,"Tarleton St.",83,"Dixie St.",69
2022,"Weber St.",85,"Montana St.",75
2022,"Sacramento St.",51,"Southern Utah",64
2022,"Idaho St.",54,Montana,78
2022,"Eastern Wash.",63,"Portland St.",58
2022,"Cal St. Fullerton",73,"CSU Bakersfield",67
2022,"UC Santa Barbara",83,"UC San Diego",85
2022,"High Point",48,Kentucky,92
2022,"Sacred Heart",82,Bryant,85
2022,LIU,77,Merrimack,82
2022,Niagara,68,Quinnipiac,77
2022,Northeastern,70,"William & Mary",71
2022,Delaware,67,"Col. of Charleston",66
2022,"Fairleigh Dickinson",70,"Saint Francis (PA)",62
2022,"Central Conn. St.",67,"St. Francis Brooklyn",55
2022,"West Virginia",59,Texas,74
2022,Memphis,82,"Wichita St.",64
2022,Creighton,75,Marquette,69
2022,Furman,67,VMI,76
2022,Bucknell,61,"Boston U.",63
2022,Louisiana,65,"Coastal Carolina",64
2022,Buffalo,76,Akron,88
2022,"Green Bay",69,"Wright St.",72
2022,Navy,70,"Holy Cross",56
2022,Villanova,73,"Seton Hall",67
2022,Baylor,77,"Iowa St.",72
2022,Milwaukee,61,"Northern Ky.",55
2022,"Loyola Maryland",74,"Army West Point",77
2022,Toledo,63,"Kent St.",66
2022,"Western Ky.",73,"Louisiana Tech",74
2022,"Western Ill.",66,"St. Thomas (MN)",89
2022,"Idaho St.",40,"Montana St.",60
2022,Providence,70,DePaul,53
2022,Troy,57,"UT Arlington",62
2022,UTSA,59,UAB,87
2022,"Youngstown St.",72,Oakland,87
2022,Ohio,59,"Western Mich.",47
2022,Lehigh,63,American,61
2022,"Florida St.",83,"NC State",81
2022,"Eastern Wash.",78,"Northern Ariz.",65
2022,"Tarleton St.",55,"Utah Valley",77
2022,ULM,69,"App State",77
2022,"San Diego St.",62,UNLV,55
2022,"Central Conn. St.",48,Rutgers,79
2022,"Ga. Southern",56,"Arkansas St.",74
2022,"Austin Peay",79,"Southeast Mo. St.",98
2022,"George Mason",67,Kansas,76
2022,"Chicago St.",61,"New Mexico St.",78
2022,"Bowling Green",80,"Ball St.",81
2022,Virginia,74,Syracuse,69
2022,Rice,43,"North Texas",75
2022,"Wake Forest",84,"Miami (FL)",92
2022,Tulane,68,Cincinnati,60
2022,Omaha,62,"Oral Roberts",107
2022,"Kansas St.",69,Oklahoma,71
