,year,team1,team1_score,team2,team2_score
4750,2024,Long Beach St.,78,UC Davis,74
4751,2024,Northern Ariz.,73,Sacramento St.,58
4752,2024,Idaho St.,82,Eastern Wash.,88
4753,2024,Gonzaga,91,LMU (CA),74
4754,2024,Pacific,53,Santa Clara,79
4755,2024,California,65,Washington St.,84
4756,2024,Portland,66,San Diego,71
4757,2024,Utah Valley,69,California Baptist,46
4758,2024,CSUN,76,CSU Bakersfield,71
4759,2024,UC Santa Barbara,46,UC San Diego,61
4760,2024,Northern Colo.,72,Portland St.,82
4761,2024,UC Riverside,81,Cal St. Fullerton,73
4762,2024,Hawaii,80,Cal Poly,51
4763,2024,Pepperdine,59,Saint Mary's (CA),103
4764,2024,Utah,64,Southern California,68
4765,2024,Harvard,62,Cornell,75
4766,2024,Jacksonville,65,Queens (NC),74
4767,2024,VCU,95,Saint Louis,85
4768,2024,Brown,63,Princeton,72
4769,2024,Dartmouth,63,Columbia,73
4770,2024,Yale,76,Penn,62
4771,2024,Manhattan,63,Iona,73
4772,2024,Mount St. Mary's,57,Rider,61
4773,2024,Canisius,55,Marist,78
4774,2024,North Florida,82,Kennesaw St.,81
4775,2024,Siena,53,Saint Peter's,75
4776,2024,Niagara,65,Fairfield,63
4777,2024,Villanova,70,Georgetown,54
4778,2024,Ohio,83,Toledo,85
4779,2024,New Mexico,70,San Diego St.,81
4780,2024,Texas A&M,75,Alabama,100
4781,2024,Texas Tech,74,Iowa St.,82
4782,2024,Wake Forest,47,Virginia,49
4783,2024,Penn St.,49,Nebraska,68
4784,2024,TCU,75,Kansas St.,72
4785,2024,Richmond,90,George Washington,74
4786,2024,Creighton,79,Butler,57
4787,2024,UAlbany,75,UMBC,80
4788,2024,Purdue Fort Wayne,83,Detroit Mercy,69
4789,2024,Saint Francis (PA),74,FDU,93
4790,2024,VMI,51,The Citadel,76
4791,2024,Texas,61,Houston,82
4792,2024,Navy,65,Boston U.,74
4793,2024,Florida,88,Georgia,82
4794,2024,Robert Morris,71,Wright St.,101
4795,2024,Fordham,70,Dayton,78
4796,2024,Virginia Tech,81,North Carolina,96
4797,2024,Delaware,62,N.C. A&T,54
4798,2024,NIU,47,Kent St.,85
4799,2024,Duke,76,Florida St.,67
4800,2024,Marshall,67,Coastal Carolina,74
4801,2024,Towson,61,Hampton,67
4802,2024,Akron,73,Buffalo,62
4803,2024,Longwood,81,Presbyterian,73
4804,2024,Campbell,66,Drexel,81
4805,2024,Samford,84,Mercer,88
4806,2024,Bucknell,50,Colgate,62
4807,2024,Stonehill,67,Le Moyne,75
4808,2024,FGCU,60,Stetson,61
4809,2024,Arkansas,67,Mississippi St.,71
4810,2024,BYU,83,Oklahoma St.,93
4811,2024,Loyola Maryland,70,Lehigh,75
4812,2024,Northeastern,62,Hofstra,82
4813,2024,Army West Point,59,Holy Cross,53
4814,2024,Valparaiso,74,Missouri St.,82
4815,2024,Massachusetts,81,La Salle,82
4816,2024,Wisconsin,86,Iowa,88
4817,2024,Saint Joseph's,56,Duquesne,66
4818,2024,FIU,68,Louisiana Tech,75
4819,2024,Youngstown St.,73,Cleveland St.,81
4820,2024,Marquette,53,UConn,81
4821,2024,Vermont,68,Maine,57
4822,2024,Abilene Christian,63,SFA,62
4823,2024,New Mexico St.,58,Western Ky.,72
4824,2024,Mississippi Val.,57,Alabama A&M,80
4825,2024,LIU,68,Merrimack,83
4826,2024,IUPUI,59,Oakland,107
4827,2024,Rice,82,Tulsa,93
4828,2024,Ball St.,59,Miami (OH),80
4829,2024,Bowling Green,60,Eastern Mich.,69
4830,2024,Texas St.,74,Southern Miss.,78
4831,2024,Davidson,80,St. Bonaventure,81
4832,2024,Binghamton,69,NJIT,55
4833,2024,LSU,64,South Carolina,63
4834,2024,Kansas,67,Oklahoma,57
4835,2024,South Carolina St.,67,Norfolk St.,71
4836,2024,N.C. Central,82,Howard,90
4837,2024,Cincinnati,76,UCF,74
4838,2024,Miami (FL),77,Boston College,85
4839,2024,Sacred Heart,63,Wagner,53
4840,2024,Delaware St.,66,Coppin St.,56
4841,2024,Southern Ind.,62,Little Rock,80
4842,2024,Bethune-Cookman,54,Alcorn,69
4843,2024,North Dakota St.,71,Denver,77
4844,2024,Lafayette,68,American,62
4845,2024,Arkansas St.,76,South Alabama,73
4846,2024,Hawaii,71,UC Santa Barbara,77
4847,2024,UMass Lowell,86,Bryant,77
4848,2024,Stony Brook,61,Monmouth,84
4849,2024,ETSU,65,Western Caro.,70
4850,2024,McNeese,74,Nicholls,47
4851,2024,Charleston So.,55,UNC Asheville,86
4852,2024,Southeast Mo. St.,76,SIUE,80
4853,2024,UMES,65,Morgan St.,70
4854,2024,Western Ill.,68,Tennessee St.,61
4855,2024,Lipscomb,85,Central Ark.,68
4856,2024,Louisiana,73,App State,85
4857,2024,Lindenwood,57,Eastern Ill.,72
4858,2024,Morehead St.,82,UT Martin,88
4859,2024,Houston Christian,78,Southeastern La.,81
4860,2024,Gardner-Webb,73,USC Upstate,65
4861,2024,Tex. A&M-Commerce,63,A&M-Corpus Christi,86
4862,2024,Idaho St.,53,Idaho,55
4863,2024,UC Riverside,67,UC Davis,61
4864,2024,Northern Colo.,80,Sacramento St.,75
4865,2024,Lamar University,94,New Orleans,72
4866,2024,ULM,57,Troy,85
4867,2024,Weber St.,90,Eastern Wash.,84
4868,2024,Ark.-Pine Bluff,80,Alabama St.,74
4869,2024,Utah St.,55,Colorado St.,75
4870,2024,Illinois,85,Maryland,80
4871,2024,Syracuse,60,Georgia Tech,65
4872,2024,Harvard,80,Columbia,75
4873,2024,Dartmouth,80,Cornell,89
4874,2024,Baylor,94,West Virginia,81
4875,2024,Brown,71,Penn,64
4876,2024,Ga. Southern,80,James Madison,87
4877,2024,Vanderbilt,53,Tennessee,88
4878,2024,Grambling,66,Texas Southern,63
4879,2024,Stanford,59,Washington St.,72
4880,2024,Northwestern St.,81,UIW,61
4881,2024,UTEP,90,Middle Tenn.,96
4882,2024,Kentucky,70,Auburn,59
4883,2024,Florida A&M,55,Jackson St.,77
4884,2024,Southern U.,77,Prairie View,71
4885,2024,Louisville,59,Pittsburgh,86
4886,2024,Northern Ariz.,68,Portland St.,83
4887,2024,Cal St. Fullerton,69,UC San Diego,76
4888,2024,Indiana St.,69,Southern Ill.,74
4889,2024,UNC Greensboro,58,Wofford,47
4890,2024,Radford,74,High Point,99
4891,2024,Western Mich.,42,Central Mich.,69
4892,2024,Elon,73,UNCW,72
4893,2024,Georgia St.,68,Old Dominion,65
4894,2024,Eastern Ky.,75,Bellarmine,65
4895,2024,DePaul,70,Providence,81
4896,2024,Fresno St.,66,Boise St.,90
4897,2024,Liberty,73,Sam Houston,83
4898,2024,UT Arlington,89,UTRGV,70
4899,2024,NC State,78,Clemson,77
4900,2024,California Baptist,76,Grand Canyon,79
4901,2024,South Dakota St.,85,Omaha,77
4902,2024,Yale,62,Princeton,73
4903,2024,South Dakota,80,St. Thomas (MN),83
4904,2024,Long Beach St.,87,CSUN,73
4905,2024,Michigan St.,73,Michigan,63
4906,2024,California,82,Washington,80
4907,2024,Northern Ky.,72,Milwaukee,73
4908,2024,North Dakota,78,Oral Roberts,65
4909,2024,Austin Peay,87,North Ala.,79
4910,2024,Missouri,76,Ole Miss,79
4911,2024,Utah Valley,78,Southern Utah,75
4912,2024,San Francisco,82,LMU (CA),59
4913,2024,Pacific,76,Gonzaga,102
4914,2024,Montana St.,69,Montana,88
4915,2024,Seattle U,66,Utah Tech,65
4916,2024,Arizona St.,60,Arizona,105
4917,2024,Oregon,60,Oregon St.,58
4918,2024,Portland,70,Pepperdine,91
4919,2024,Wyoming,80,San Jose St.,75
4920,2024,Colorado,92,Southern California,89
4921,2024,Santa Clara,82,San Diego,69
4922,2024,CSU Bakersfield,71,UC Irvine,77
4923,2024,Nevada,69,UNLV,66
4924,2024,Wichita St.,61,Charlotte,72
4925,2024,Fla. Atlantic,86,South Fla.,90
4926,2024,Loyola Chicago,77,Rhode Island,67
4927,2024,Saint Peter's,59,Iona,53
4928,2024,Purdue,69,Ohio St.,73
4929,2024,Rider,104,Manhattan,62
4930,2024,Chattanooga,65,Furman,82
4931,2024,Niagara,80,Quinnipiac,66
4932,2024,Mount St. Mary's,80,Fairfield,94
4933,2024,Canisius,73,Siena,64
4934,2024,Murray St.,72,Drake,95
4935,2024,UTSA,77,Temple,83
4936,2024,Tulane,67,East Carolina,81
4937,2024,Bradley,63,UNI,74
4938,2024,Belmont,75,UIC,60
4939,2024,Evansville,79,Illinois St.,86
4940,2024,North Texas,62,UAB,71
4941,2024,Northwestern,76,Indiana,72
4942,2024,Memphis,79,SMU,106
4943,2024,Seton Hall,68,St. John's (NY),62
4944,2024,Rutgers,70,Minnesota,81
4945,2024,Utah,70,UCLA,69
4946,2024,Ind.-Northwest,70,Chicago St.,93
4947,2024,Colgate,67,Lafayette,62
4948,2024,Lamar University,77,Southeastern La.,72
4949,2024,Virginia,41,Virginia Tech,75
4950,2024,Tex. A&M-Commerce,76,UIW,72
4951,2024,Nicholls,89,New Orleans,77
4952,2024,Morgan St.,58,Delaware St.,80
4953,2024,South Carolina St.,75,Howard,68
4954,2024,Coppin St.,67,UMES,75
4955,2024,Ark.-Pine Bluff,67,Alabama A&M,75
4956,2024,Northwestern St.,61,A&M-Corpus Christi,72
4957,2024,William & Mary,57,Col. of Charleston,65
4958,2024,Bethune-Cookman,60,Jackson St.,61
4959,2024,Mississippi Val.,46,Alabama St.,61
4960,2024,Florida A&M,68,Alcorn,79
4961,2024,Grambling,83,Prairie View,74
4962,2024,Southern U.,56,Texas Southern,68
4963,2024,Iowa St.,65,Houston,73
4964,2024,N.C. Central,74,Norfolk St.,80
4965,2024,Kansas St.,56,Texas,62
4966,2024,Butler,62,Villanova,72
4967,2024,Fordham,53,Davidson,68
4968,2024,Iowa,78,Michigan St.,71
4969,2024,Bowling Green,60,Central Mich.,62
4970,2024,Eastern Mich.,69,Buffalo,78
4971,2024,Syracuse,87,NC State,83
4972,2024,UCF,67,West Virginia,77
4973,2024,Boston College,76,Florida St.,84
4974,2024,Kent St.,57,Ohio,63
4975,2024,Miami (OH),58,Western Mich.,77
4976,2024,Arkansas,78,Texas A&M,71
4977,2024,Tennessee,72,Missouri,67
4978,2024,VCU,52,Massachusetts,74
4979,2024,Akron,64,Toledo,72
4980,2024,Saint Louis,66,Duquesne,81
4981,2024,Southern Ind.,80,Morehead St.,73
4982,2024,Ball St.,70,NIU,63
4983,2024,UConn,66,Creighton,85
4984,2024,San Diego St.,63,Utah St.,68
4985,2024,Maryland,70,Wisconsin,74
4986,2024,Baylor,71,BYU,78
4987,2024,TCU,81,Texas Tech,82
4988,2024,Pittsburgh,58,Wake Forest,91
4989,2024,San Jose St.,50,Boise St.,82
4990,2024,San Francisco,66,Saint Mary's (CA),70
4991,2024,Wyoming,58,Nevada,76
4992,2024,Lehigh,85,Army West Point,54
4993,2024,Western Caro.,65,UNC Greensboro,71
4994,2024,Presbyterian,78,Winthrop,55
4995,2024,St. Bonaventure,59,La Salle,72
4996,2024,Illinois,89,Penn St.,90
4997,2024,Boston U.,67,American,52
4998,2024,St. John's (NY),90,Georgetown,85
4999,2024,VMI,69,ETSU,82
5000,2024,Navy,69,Loyola Maryland,62
5001,2024,Notre Dame,72,Louisville,50
5002,2024,Clemson,81,Georgia Tech,57
5003,2024,Duke,84,Miami (FL),55
5004,2024,Oklahoma St.,80,Cincinnati,76
5005,2024,Wofford,65,Chattanooga,81
5006,2024,Richmond,85,Rhode Island,77
5007,2024,UNC Asheville,75,Longwood,80
5008,2024,Florida,93,Alabama,98
5009,2024,The Citadel,78,Mercer,87
5010,2024,Charleston So.,63,USC Upstate,60
5011,2024,George Washington,75,Saint Joseph's,79
5012,2024,Middle Tenn.,68,Jacksonville St.,76
5013,2024,Bucknell,59,Holy Cross,73
5014,2024,Coastal Carolina,71,Georgia St.,72
5015,2024,Dayton,67,George Mason,71
5016,2024,James Madison,84,Marshall,58
5017,2024,Furman,72,Samford,74
5018,2024,South Fla.,66,UTSA,61
5019,2024,Charlotte,52,Memphis,76
5020,2024,Providence,79,Xavier,75
5021,2024,Belmont,69,Drake,84
5022,2024,UNI,73,Illinois St.,81
5023,2024,Rice,94,UAB,71
5024,2024,Bradley,86,Missouri St.,62
5025,2024,Indiana St.,83,Valparaiso,64
5026,2024,Evansville,79,UIC,88
5027,2024,Murray St.,68,Southern Ill.,72
5028,2024,Nebraska,85,Indiana,70
5029,2024,Georgia,76,Vanderbilt,64
5030,2024,Tulsa,63,Wichita St.,79
5031,2024,DePaul,71,Marquette,105
5032,2024,Ole Miss,71,Mississippi St.,83
5033,2024,Kentucky,74,LSU,75
5034,2024,Pepperdine,89,Pacific,70
5035,2024,Colorado St.,66,New Mexico,68
5036,2024,UNLV,72,Air Force,43
5037,2024,UMBC,56,Maine,62
5038,2024,Central Ark.,65,Bellarmine,68
5039,2024,N.C. A&T,64,Stony Brook,80
5040,2024,Binghamton,80,UMass Lowell,87
5041,2024,NJIT,78,New Hampshire,83
5042,2024,Le Moyne,64,LIU,76
5043,2024,Kennesaw St.,74,FGCU,67
5044,2024,UNCW,81,William & Mary,65
5045,2024,FDU,91,Sacred Heart,99
5046,2024,North Ala.,72,Eastern Ky.,75
5047,2024,Col. of Charleston,90,Delaware,71
5048,2024,Wright St.,93,Detroit Mercy,78
5049,2024,Oakland,63,Robert Morris,43
5050,2024,Rutgers,68,Purdue,96
5051,2024,App State,82,Old Dominion,67
5052,2024,Central Conn. St.,73,Wagner,72
5053,2024,Vermont,94,UAlbany,80
5054,2024,Radford,90,Gardner-Webb,74
5055,2024,Queens (NC),83,Stetson,75
5056,2024,Monmouth,61,Towson,80
5057,2024,SMU,70,Fla. Atlantic,80
5058,2024,Drexel,57,Hofstra,69
5059,2024,Hampton,72,Campbell,68
5060,2024,Liberty,71,FIU,76
5061,2024,Saint Francis (PA),60,Merrimack,71
5062,2024,Cleveland St.,73,Northern Ky.,75
5063,2024,Elon,58,Northeastern,61
5064,2024,California Baptist,65,Abilene Christian,71
5065,2024,Ohio St.,79,Minnesota,88
5066,2024,Texas St.,76,Ga. Southern,84
5067,2024,Little Rock,83,Southeast Mo. St.,61
5068,2024,Kansas City,82,South Dakota,78
5069,2024,Southern Utah,85,UT Arlington,90
5070,2024,Oral Roberts,70,Omaha,71
5071,2024,St. Thomas (MN),50,North Dakota St.,64
5072,2024,Grand Canyon,74,Tarleton St.,77
5073,2024,Denver,70,South Dakota St.,97
5074,2024,Eastern Wash.,71,Northern Ariz.,78
5075,2024,Idaho,62,Northern Colo.,76
5076,2024,UTRGV,59,Utah Valley,70
5077,2024,South Alabama,83,Southern Miss.,64
5078,2024,Louisiana,59,ULM,66
5079,2024,Morehead St.,78,Western Ill.,57
5080,2024,UT Martin,106,Lindenwood,82
5081,2024,SIUE,78,Tennessee Tech,77
5082,2024,Eastern Ill.,73,Tennessee St.,78
5083,2024,Michigan,62,Northwestern,76
5084,2024,Louisiana Tech,65,UTEP,59
5085,2024,Portland St.,67,Montana St.,72
5086,2024,Washington,84,Arizona St.,82
5087,2024,Sacramento St.,61,Montana,68
5088,2024,Sam Houston,79,New Mexico St.,58
5089,2024,Gonzaga,86,Portland,65
5090,2024,Troy,71,Arkansas St.,79
5091,2024,Oregon St.,73,California,81
5092,2024,CSU Bakersfield,66,Long Beach St.,79
5093,2024,SFA,49,Seattle U,69
5094,2024,Cal Poly,50,Cal St. Fullerton,68
5095,2024,UC Davis,66,CSUN,65
5096,2024,UC San Diego,77,UC Riverside,65
5097,2024,LMU (CA),55,Santa Clara,65
5098,2024,Oregon,78,Stanford,65
5099,2024,Washington St.,77,Arizona,74
5100,2024,UC Santa Barbara,69,UC Irvine,81
5101,2024,Kent St.,70,Akron,83
5102,2024,Marist,57,Manhattan,50
5103,2024,Purdue Fort Wayne,85,Green Bay,59
5104,2024,Niagara,59,Canisius,69
5105,2024,Brown,66,Columbia,64
5106,2024,Princeton,66,Harvard,53
5107,2024,Saint Peter's,70,Mount St. Mary's,65
5108,2024,North Florida,50,Jacksonville,62
5109,2024,Iona,75,Rider,78
5110,2024,Yale,62,Cornell,65
5111,2024,Penn,82,Dartmouth,69
5112,2024,Toledo,68,Bowling Green,76
5113,2024,Youngstown St.,84,Milwaukee,80
5114,2024,Duquesne,67,Fordham,79
5115,2024,Fairfield,85,Quinnipiac,81
5116,2024,Nevada,84,San Jose St.,63
5117,2024,Indiana,74,Penn St.,83
5118,2024,Missouri,73,Arkansas,88
5119,2024,Houston,82,Baylor,76
5120,2024,Hampton,62,Northeastern,70
5121,2024,Notre Dame,85,Syracuse,88
5122,2024,Col. of Charleston,72,Towson,56
5123,2024,UAlbany,95,UMass Lowell,104
5124,2024,Chattanooga,62,The Citadel,71
5125,2024,UMBC,86,New Hampshire,68
5126,2024,William & Mary,62,Stony Brook,75
5127,2024,Western Caro.,84,VMI,51
5128,2024,Vanderbilt,64,Florida,77
5129,2024,Central Ark.,82,Eastern Ky.,95
5130,2024,Saint Francis (PA),63,Stonehill,72
5131,2024,West Virginia,64,Iowa St.,71
5132,2024,BYU,74,Kansas St.,84
5133,2024,USC Upstate,74,Winthrop,83
5134,2024,High Point,74,Charleston So.,59
5135,2024,Duke,79,Wake Forest,83
5136,2024,East Carolina,52,Rice,70
5137,2024,N.C. A&T,67,Monmouth,83
5138,2024,Texas St.,68,Georgia St.,59
5139,2024,Wofford,67,Furman,82
5140,2024,North Dakota,68,North Dakota St.,73
5141,2024,Washington,75,Arizona,91
5142,2024,Gardner-Webb,78,UNC Asheville,77
5143,2024,Central Conn. St.,68,Sacred Heart,67
5144,2024,Eastern Mich.,58,Ball St.,56
5145,2024,Oral Roberts,76,South Dakota,77
5146,2024,Lehigh,71,Lafayette,63
5147,2024,Boston College,70,NC State,81
5148,2024,FDU,68,Le Moyne,58
5149,2024,Kennesaw St.,72,Stetson,84
5150,2024,Longwood,82,Radford,88
5151,2024,NJIT,58,Maine,68
5152,2024,Iowa,85,Illinois,95
5153,2024,Buffalo,72,Western Mich.,91
5154,2024,St. Bonaventure,75,Massachusetts,67
5155,2024,ETSU,71,Samford,87
5156,2024,George Washington,91,Saint Louis,96
5157,2024,Utah Tech,78,UT Arlington,89
5158,2024,Cincinnati,57,TCU,75
5159,2024,St. Thomas (MN),72,South Dakota St.,77
5160,2024,South Carolina,72,Ole Miss,59
5161,2024,South Alabama,78,Arkansas St.,95
5162,2024,Troy,84,ULM,78
5163,2024,Central Mich.,60,Miami (OH),88
5164,2024,North Ala.,70,Bellarmine,82
5165,2024,UTSA,64,North Texas,62
5166,2024,Jackson St.,73,Alcorn,87
5167,2024,Valparaiso,68,Murray St.,80
5168,2024,North Carolina,54,Virginia,44
5169,2024,Tex. A&M-Commerce,70,Nicholls,85
5170,2024,Alabama,95,Kentucky,117
5171,2024,Delaware St.,62,South Carolina St.,69
5172,2024,UMES,55,N.C. Central,88
5173,2024,Morgan St.,72,Howard,78
5174,2024,Air Force,78,New Mexico,77
5175,2024,Texas Tech,61,UCF,75
5176,2024,Eastern Ill.,67,Tennessee Tech,75
5177,2024,SFA,62,Utah Valley,71
5178,2024,Georgia Tech,80,Miami (FL),76
5179,2024,Oklahoma,84,Oklahoma St.,82
5180,2024,Idaho,86,Northern Ariz.,76
5181,2024,Grand Canyon,73,Abilene Christian,79
5182,2024,Norfolk St.,68,Coppin St.,66
5183,2024,UC Irvine,88,UC San Diego,92
5184,2024,Alabama A&M,61,Bethune-Cookman,63
5185,2024,Alabama St.,65,Florida A&M,73
5186,2024,Southern Ind.,76,Western Ill.,82
5187,2024,George Mason,59,Loyola Chicago,80
5188,2024,Little Rock,82,Lindenwood,73
5189,2024,New Orleans,67,Southeastern La.,77
5190,2024,Northwestern St.,86,Houston Christian,73
5191,2024,Ohio,80,NIU,59
5192,2024,SIUE,71,Tennessee St.,76
5193,2024,UNC Greensboro,72,Mercer,86
5194,2024,UT Martin,82,Southeast Mo. St.,72
5195,2024,California Baptist,65,Tarleton St.,82
5196,2024,James Madison,80,Ga. Southern,74
5197,2024,Oregon St.,85,Stanford,73
5198,2024,UIW,71,McNeese,87
5199,2024,Lipscomb,90,Austin Peay,85
5200,2024,Virginia Tech,64,Pittsburgh,79
5201,2024,Grambling,63,Southern U.,57
5202,2024,App State,65,Marshall,58
5203,2024,Jacksonville St.,77,FIU,75
5204,2024,Georgetown,77,DePaul,76
5205,2024,Drake,77,UNI,91
5206,2024,Missouri St.,78,Belmont,93
5207,2024,Yale,84,Columbia,76
5208,2024,Auburn,97,Georgia,76
5209,2024,Brown,78,Cornell,74
5210,2024,Davidson,63,Richmond,66
5211,2024,Texas,67,Kansas,86
5212,2024,UTRGV,56,Seattle U,84
5213,2024,Princeton,68,Dartmouth,56
5214,2024,Prairie View,59,Ark.-Pine Bluff,72
5215,2024,Penn,70,Harvard,74
5216,2024,Bryant,48,Vermont,65
5217,2024,Queens (NC),81,FGCU,90
5218,2024,Oregon,64,California,69
5219,2024,Elon,64,Hofstra,87
5220,2024,Texas Southern,73,Mississippi Val.,52
5221,2024,Louisiana,71,Southern Miss.,82
5222,2024,A&M-Corpus Christi,75,Lamar University,61
5223,2024,Coastal Carolina,59,Old Dominion,75
5224,2024,Boise St.,92,Wyoming,72
5225,2024,Western Ky.,72,Middle Tenn.,74
5226,2024,Florida St.,63,Clemson,74
5227,2024,UIC,73,Indiana St.,88
5228,2024,Washington St.,61,Arizona St.,73
5229,2024,Colorado St.,60,UNLV,66
5230,2024,Charlotte,67,Tulsa,69
5231,2024,Illinois St.,45,Bradley,48
5232,2024,Texas A&M,51,Tennessee,86
5233,2024,Villanova,54,UConn,78
5234,2024,Omaha,58,Kansas City,63
5235,2024,Sacramento St.,66,Montana St.,63
5236,2024,Eastern Wash.,85,Northern Colo.,76
5237,2024,Weber St.,62,Idaho St.,80
5238,2024,Mississippi St.,87,LSU,67
5239,2024,Butler,64,Seton Hall,76
5240,2024,Louisiana Tech,67,New Mexico St.,58
5241,2024,Utah,65,Colorado,89
5242,2024,Portland St.,73,Montana,82
5243,2024,Sam Houston,65,UTEP,54
5244,2024,CSUN,65,Cal St. Fullerton,60
5245,2024,UC Davis,56,CSU Bakersfield,75
5246,2024,UC Riverside,84,Cal Poly,78
5247,2024,Southern California,62,UCLA,56
5248,2024,Santa Clara,81,Gonzaga,94
5249,2024,San Diego,62,Saint Mary's (CA),88
5250,2024,LMU (CA),86,Pacific,63
5251,2024,Pepperdine,68,San Francisco,92
5252,2024,San Diego St.,73,Fresno St.,41
5253,2024,Long Beach St.,65,Hawaii,73
5254,2024,Rhode Island,61,La Salle,84
5255,2024,Creighton,66,St. John's (NY),80
5256,2024,SMU,68,South Fla.,79
5257,2024,LIU,57,Wagner,72
5258,2024,Maryland,63,Rutgers,46
5259,2024,Iona,65,Mount St. Mary's,72
5260,2024,Loyola Maryland,79,Boston U.,82
5261,2024,Purdue,84,Michigan,76
5262,2024,Cleveland St.,73,Robert Morris,71
5263,2024,Quinnipiac,78,Rider,88
5264,2024,Siena,64,Fairfield,88
5265,2024,IUPUI,64,Northern Ky.,80
5266,2024,Fla. Atlantic,74,Memphis,78
5267,2024,Southern Ill.,65,Evansville,53
5268,2024,Army West Point,41,Bucknell,54
5269,2024,Holy Cross,66,Navy,76
5270,2024,American,66,Colgate,64
5271,2024,Youngstown St.,71,Green Bay,59
5272,2024,Purdue Fort Wayne,88,Milwaukee,96
5273,2024,Marist,60,Saint Peter's,69
5274,2024,Wright St.,96,Oakland,75
5275,2024,Saint Joseph's,69,VCU,73
5276,2024,Temple,72,Wichita St.,66
5277,2024,UAB,78,Tulane,67
5278,2024,Ohio St.,60,Michigan St.,57
5279,2024,Xavier,64,Marquette,88
5280,2024,Minnesota,55,Nebraska,73
5281,2024,Drexel,70,Delaware,60
5282,2024,West Virginia,90,Kansas St.,94
5283,2024,Miami (FL),71,North Carolina,75
5284,2024,Norfolk St.,85,Morgan St.,82
5285,2024,UIW,82,Nicholls,92
5286,2024,Alabama St.,84,Bethune-Cookman,90
5287,2024,Coppin St.,69,Howard,78
5288,2024,Delaware St.,81,N.C. Central,93
5289,2024,UMES,56,South Carolina St.,64
5290,2024,A&M-Corpus Christi,91,Houston Christian,79
5291,2024,McNeese,58,Lamar University,56
5292,2024,Alabama A&M,58,Florida A&M,76
5293,2024,UNCW,100,Campbell,105
5294,2024,Texas Southern,77,Ark.-Pine Bluff,70
5295,2024,Prairie View,51,Mississippi Val.,57
5296,2024,Baylor,62,TCU,54
5297,2024,Georgetown,47,Villanova,75
5298,2024,Western Mich.,67,Eastern Mich.,70
5299,2024,Buffalo,64,Kent St.,76
5300,2024,Wisconsin,70,Indiana,74
5301,2024,Loyola Chicago,64,St. Bonaventure,79
5302,2024,Pittsburgh,62,Clemson,69
5303,2024,Akron,67,Ohio,74
5304,2024,George Mason,60,Fordham,61
5305,2024,Virginia Tech,71,Syracuse,84
5306,2024,Georgia,66,LSU,67
5307,2024,Kentucky,91,Mississippi St.,89
5308,2024,Cincinnati,59,Houston,67
5309,2024,NIU,75,Toledo,72
5310,2024,Miami (OH),66,Bowling Green,58
5311,2024,Davidson,66,Dayton,80
5312,2024,Ball St.,79,Central Mich.,71
5313,2024,Massachusetts,69,George Washington,57
5314,2024,ULM,55,Texas St.,73
5315,2024,Valparaiso,54,UNI,68
5316,2024,BYU,76,Kansas,68
5317,2024,SIUE,79,Eastern Ill.,84
5318,2024,Vanderbilt,85,Arkansas,82
5319,2024,Boise St.,79,Air Force,48
5320,2024,UNLV,75,Wyoming,69
5321,2024,Texas,81,Texas Tech,69
5322,2024,Wake Forest,65,Notre Dame,70
5323,2024,NC State,83,Florida St.,90
5324,2024,Penn St.,81,Iowa,90
5325,2024,Utah St.,77,Fresno St.,73
5326,2024,Nevada,77,Colorado St.,74
5327,2024,San Jose St.,64,San Diego St.,72
5328,2024,American,73,Army West Point,51
5329,2024,Boston U.,64,Lehigh,62
5330,2024,Rhode Island,67,VCU,88
5331,2024,Missouri,74,Florida,83
5332,2024,Detroit Mercy,55,Youngstown St.,69
5333,2024,Old Dominion,64,App State,89
5334,2024,Louisville,59,Duke,84
5335,2024,Green Bay,69,Cleveland St.,61
5336,2024,ETSU,81,The Citadel,63
5337,2024,Marshall,73,Ga. Southern,87
5338,2024,Furman,77,Western Caro.,85
5339,2024,DePaul,58,Xavier,91
5340,2024,Northern Ky.,70,Robert Morris,60
5341,2024,Bucknell,68,Loyola Maryland,46
5342,2024,Mercer,75,Chattanooga,84
5343,2024,VMI,58,UNC Greensboro,100
5344,2024,Northwestern,68,Maryland,61
5345,2024,Stetson,86,Jacksonville,73
5346,2024,Purdue Fort Wayne,79,Wright St.,77
5347,2024,Lafayette,58,Navy,62
5348,2024,James Madison,84,Georgia St.,78
5349,2024,Samford,69,Wofford,91
5350,2024,Winthrop,96,High Point,100
5351,2024,La Salle,63,Duquesne,75
5352,2024,North Texas,80,Tulane,76
5353,2024,Auburn,84,Tennessee,92
5354,2024,Colgate,77,Holy Cross,58
5355,2024,Presbyterian,72,USC Upstate,74
5356,2024,Radford,57,Charleston So.,58
5357,2024,Providence,69,Marquette,91
5358,2024,Milwaukee,75,IUPUI,70
5359,2024,FGCU,79,North Florida,60
5360,2024,Arkansas St.,71,Coastal Carolina,60
5361,2024,Eastern Ky.,79,Austin Peay,83
5362,2024,Tulsa,73,UTSA,89
5363,2024,Bellarmine,74,Lipscomb,90
5364,2024,Oklahoma,45,Iowa St.,58
5365,2024,UCF,77,Oklahoma St.,71
5366,2024,Louisiana Tech,90,Western Ky.,84
5367,2024,Southern Miss.,70,South Alabama,73
5368,2024,Troy,87,Louisiana,73
5369,2024,Southern Ill.,67,Bradley,86
5370,2024,Richmond,80,Saint Louis,64
