,year,team1,team1_score,team2,team2_score
625,2025,Houston Christian,43,Creighton,78
626,2025,Oakland,54,Illinois,66
627,2025,Westminster (UT),53,Utah St.,117
628,2025,Long Beach St.,54,San Francisco,84
629,2025,North Dakota St.,88,Santa Clara,80
630,2025,Nobel,50,CSUN,98
631,2025,Weber St.,58,Nevada,88
632,2025,Fresno St.,86,UC Santa Barbara,91
633,2025,Seattle Pacific,62,Washington,77
634,2025,UT Arlington,95,Southern California,98
635,2025,Utah Valley,71,North Dakota,77
636,2025,Lindenwood,74,New Orleans,82
637,2025,Eastern Mich.,74,IU Indy,71
638,2025,Coppin St.,67,UMBC,92
639,2025,Stonehill,51,Robert Morris,63
640,2025,Bryant,87,Buffalo,64
641,2025,Dakota Wesleyan,69,South Dakota,92
642,2025,South Carolina St.,62,Jacksonville,71
643,2025,Nicholls,61,Northern Ky.,59
644,2025,North Greenville,54,The Citadel,79
645,2025,Fla. National,55,FIU,110
646,2025,UNI,73,Wichita St.,79
647,2025,Ecclesia,48,ULM,110
648,2025,Mississippi Val.,39,Missouri,111
649,2025,Morehead St.,62,Chattanooga,76
650,2025,Southern Ill.,78,Oklahoma St.,85
651,2025,Tabor,57,Tarleton St.,88
652,2025,Grand Canyon,76,Arizona St.,87
653,2025,Colo. Christian,63,Denver,86
654,2025,Northern Colo.,78,South Dakota St.,69
655,2025,LSU,76,Kansas St.,65
656,2025,A&M-Corpus Christi,82,New Mexico St.,83
657,2025,Omaha,69,UNLV,80
658,2025,Northern Ariz.,60,Pacific,57
659,2025,Seattle U,71,Cal Poly,75
660,2025,La Sierra,51,UC Riverside,79
661,2025,UTRGV,86,Charleston So.,76
662,2025,Tennessee Tech,72,VMI,71
663,2025,New Orleans,54,Stonehill,80
664,2025,Holy Cross,82,Sacred Heart,75
665,2025,Virginia,70,Villanova,60
666,2025,SIUE,79,Western Mich.,60
667,2025,William & Mary,85,Winthrop,86
668,2025,Florida,87,Florida St.,74
669,2025,TCU,64,Michigan,76
670,2025,Monmouth,81,Rutgers,98
671,2025,Lindenwood,53,Robert Morris,67
672,2025,Army West Point,88,Marist,91
673,2025,Belmont,79,Air Force,71
674,2025,Vermont,59,Iona,62
675,2025,Loyola Chicago,73,Princeton,68
676,2025,Elon,79,Gardner-Webb,80
677,2025,Alabama,78,Purdue,87
678,2025,New Hampshire,58,Brown,76
679,2025,Tulane,67,Furman,75
680,2025,Temple,69,Boston College,72
681,2025,Nicholls,49,Cincinnati,86
682,2025,John Jay,44,Fairfield,93
683,2025,UMES,71,Old Dominion,73
684,2025,SMU,70,Butler,81
685,2025,Fordham,76,Manhattan,78
686,2025,Fla. Atlantic,116,Col. of Charleston,119
687,2025,UNCW,89,USC Upstate,85
688,2025,West Ga.,55,South Fla.,74
689,2025,Maine,55,Quinnipiac,58
690,2025,UAB,65,High Point,68
691,2025,N.C. Central,75,Ga. Southern,80
692,2025,Virginia Tech,64,Penn St.,86
693,2025,Ohio,70,Memphis,94
694,2025,American,55,North Carolina,107
695,2025,Georgia,77,Georgia Tech,69
696,2025,West Virginia,62,Pittsburgh,86
697,2025,St. Norbert,54,St. Thomas (MN),102
698,2025,Marquette,78,Maryland,74
699,2025,Saint Joseph's,86,Penn,69
700,2025,Eastern Ill.,58,Northwestern,67
701,2025,Texas Col.,69,UT Arlington,95
702,2025,Washington St.,66,Iowa,76
703,2025,Samford,97,North Ala.,96
704,2025,Arizona,88,Wisconsin,103
705,2025,UMass Lowell,54,Gonzaga,113
706,2025,Duquesne,58,DePaul,84
707,2025,Ohio St.,64,Texas A&M,78
708,2025,LIU,77,California Baptist,90
709,2025,Cal St. Fullerton,51,Oregon St.,70
710,2025,Lehigh,45,UCLA,85
711,2025,NJIT,69,Morgan St.,81
712,2025,Presbyterian,67,Kennesaw St.,85
713,2025,Mercyhurst,63,Columbia,77
714,2025,Wofford,35,Duke,86
715,2025,Richmond,76,Bucknell,80
716,2025,Wake Forest,60,Xavier,75
717,2025,Lafayette,71,Cornell,81
718,2025,Wagner,28,Seton Hall,54
719,2025,Charleston So.,69,VMI,80
720,2025,UT Martin,62,Longwood,64
721,2025,Dartmouth,50,Boston U.,78
722,2025,Youngstown St.,95,Syracuse,104
723,2025,Notre Dame,84,Georgetown,63
724,2025,Saint Mary's (MN),59,UIC,117
725,2025,N.C. Wesleyan,54,UNC Greensboro,99
726,2025,Radford,92,Evansville,81
727,2025,Indiana St.,94,Ball St.,84
728,2025,South Carolina St.,62,Bethune-Cookman,75
729,2025,Central Ark.,61,Western Ill.,63
730,2025,La Salle,71,Drexel,68
731,2025,Tulsa,106,Missouri St.,111
732,2025,Stetson,64,Oklahoma,85
733,2025,Misericordia,48,Binghamton,77
734,2025,Saint Peter's,69,UMBC,61
735,2025,UTRGV,83,Tennessee Tech,58
736,2025,Idaho,71,BYU,95
737,2025,South Carolina,71,Indiana,87
738,2025,Northwestern St.,75,Rice,77
739,2025,Eastern Mich.,63,Cleveland St.,71
740,2025,SFA,49,Arkansas St.,59
741,2025,SIUE,76,Canisius,58
742,2025,Jackson St.,81,Vanderbilt,94
743,2025,Idaho St.,78,San Diego,66
744,2025,Texas St.,60,Abilene Christian,72
745,2025,Little Rock,81,UTSA,64
746,2025,Yale,56,Minnesota,59
747,2025,Colorado St.,69,Ole Miss,84
748,2025,Murray St.,88,Middle Tenn.,67
749,2025,George Mason,77,East Carolina,78
750,2025,Cheyney,51,Delaware St.,93
751,2025,Toledo,82,Detroit Mercy,67
752,2025,Ark.-Pine Bluff,64,UIW,92
753,2025,Mercer,66,South Alabama,75
754,2025,Le Moyne,52,St. Bonaventure,71
755,2025,Rockford,64,Houston Christian,84
756,2025,New Hampshire,63,Sacred Heart,80
757,2025,ETSU,70,Davidson,76
758,2025,Mississippi Val.,43,Texas,89
759,2025,Ga. Southern,89,Winthrop,87
760,2025,Portland,63,Long Beach St.,61
761,2025,Green Bay,65,Providence,79
762,2025,Central Conn. St.,62,Northeastern,80
763,2025,Oakland,57,Kansas,78
764,2025,Bowling Green,72,Michigan St.,86
765,2025,Liberty,74,Fla. Atlantic,77
766,2025,St. Joseph's (L.I.),45,Stony Brook,93
767,2025,Siena,60,UAlbany,70
768,2025,Holy Cross,73,Brown,65
769,2025,Loyola Maryland,57,VCU,83
770,2025,Hofstra,75,Massachusetts,71
771,2025,Southern Ind.,74,Purdue Fort Wayne,93
772,2025,Kansas City,56,Creighton,79
773,2025,Capital,55,Dayton,76
774,2025,Saint Francis,58,Mount St. Mary's,66
775,2025,Bellarmine,62,Marshall,83
776,2025,Central St. (OH),56,Wright St.,92
777,2025,N.C. Central,78,William & Mary,76
778,2025,Haskell,52,Oral Roberts,87
779,2025,CSUN,79,Sacramento St.,69
780,2025,Norfolk St.,67,Hampton,58
781,2025,NIU,60,Bradley,76
782,2025,James Madison,63,Towson,67
783,2025,Alabama A&M,71,Tennessee St.,81
784,2025,FGCU,61,Drake,63
785,2025,LMU (CA),71,Saint Louis,77
786,2025,Omaha,73,Southern Utah,79
787,2025,Utah Tech,69,Wyoming,86
788,2025,Fresno St.,56,CSU Bakersfield,74
789,2025,Pepperdine,62,UC Irvine,80
790,2025,Santa Clara,59,Nevada,85
791,2025,Seattle U,84,UC San Diego,71
792,2025,Chicago St.,37,San Francisco,82
793,2025,Ga. Southern,87,William & Mary,102
794,2025,New Mexico,71,St. John's (NY),85
795,2025,Canisius,69,Western Mich.,92
796,2025,Campbell,86,Navy,66
797,2025,Stonehill,74,Lindenwood,75
798,2025,Princeton,68,Merrimack,57
799,2025,Nebraska,74,Saint Mary's (CA),77
800,2025,Clemson,71,Boise St.,84
801,2025,Harvard,66,Colorado,88
802,2025,Coppin St.,63,Miami (FL),93
803,2025,Jacksonville St.,71,Coastal Carolina,53
804,2025,Manhattan,82,FDU,85
805,2025,N.C. A&T,82,The Citadel,73
806,2025,N.C. Central,75,Winthrop,77
807,2025,Austin Peay,68,Tennessee,103
808,2025,Chattanooga,87,Southeast Mo. St.,82
809,2025,Lipscomb,61,Western Ky.,66
810,2025,Texas Southern,82,Samford,97
811,2025,New Hampshire,72,Holy Cross,74
812,2025,Liberty,68,Col. of Charleston,47
813,2025,Utah,73,Mississippi St.,78
814,2025,Montana St.,78,Denver,79
815,2025,New Orleans,62,Robert Morris,73
816,2025,Ecclesia,42,Southern U.,131
817,2025,UC Davis,65,Stanford,79
818,2025,Troy,61,Oregon,82
819,2025,Sam Houston,85,Lamar University,72
820,2025,UC Santa Barbara,64,San Jose St.,59
821,2025,Trinity Christian,52,Illinois St.,107
822,2025,Sacred Heart,70,Brown,89
823,2025,Cal Poly,82,Eastern Wash.,78
824,2025,St. Thomas (MN),66,Arizona St.,81
825,2025,Tarleton St.,41,Baylor,104
826,2025,California,71,Southern California,66
827,2025,Weber St.,68,Hawaii,73
828,2025,UMass Lowell,69,Washington,74
829,2025,Miami (OH),67,Michigan,94
830,2025,Bryant,85,Delaware,84
831,2025,NJIT,64,George Washington,84
832,2025,UNC Asheville,89,North Florida,75
833,2025,Toccoa Falls,66,Georgia St.,106
834,2025,Colgate,49,NC State,72
835,2025,Southern Va.,50,Radford,96
836,2025,VMI,48,Pittsburgh,93
837,2025,American,73,High Point,80
838,2025,Howard,75,FIU,70
839,2025,Virginia-Lynchburg,64,Alabama St.,115
840,2025,North Texas,61,McNeese,68
841,2025,Gallaudet,58,UMES,113
842,2025,Monmouth,66,Wichita St.,70
843,2025,Southeastern La.,70,ULM,67
844,2025,AUM,64,UAB,109
845,2025,Mississippi Col.,67,Louisiana Tech,105
846,2025,IU Indy,52,Iowa St.,87
847,2025,Calvary,19,Kansas City,119
848,2025,Spring Hill,61,South Alabama,95
849,2025,UTRGV,84,Wisconsin,87
850,2025,Mt. Marty,41,South Dakota St.,89
851,2025,North Dakota St.,44,Southern Ill.,69
852,2025,Pacific,72,Arkansas,91
853,2025,Prairie View,69,SMU,110
854,2025,Ark.-Pine Bluff,64,Texas Tech,98
855,2025,Montana,83,Utah St.,95
856,2025,North Ala.,69,Auburn,102
857,2025,Northern Colo.,69,Washington St.,83
858,2025,Idaho St.,61,Cal St. Fullerton,62
859,2025,Gonzaga,80,San Diego St.,67
860,2025,Embry-Riddle (AZ),47,Northern Ariz.,82
861,2025,Quinnipiac,74,Navy,63
862,2025,Loyola Maryland,61,Boston College,82
863,2025,Longwood,66,Binghamton,60
864,2025,Queens (NC),53,App State,65
865,2025,Bellarmine,68,Louisville,100
866,2025,Hofstra,61,Florida St.,79
867,2025,Canisius,37,Maryland,108
868,2025,SIUE,57,Green Bay,82
869,2025,Milwaukee,80,Duquesne,74
870,2025,Dartmouth,62,Marist,75
871,2025,Penn,49,Villanova,93
872,2025,Western Caro.,69,Wake Forest,82
873,2025,Florida A&M,60,Florida,84
874,2025,Wagner,60,Boston U.,58
875,2025,Gardner-Webb,54,Charlotte,60
876,2025,Niagara,68,Bowling Green,76
877,2025,North Dakota,58,Notre Dame,75
878,2025,Tennessee Tech,69,UCF,80
879,2025,Mount Aloysius,45,Mercyhurst,98
880,2025,Cleveland St.,47,Minnesota,58
881,2025,Hampton,78,UMBC,68
882,2025,Randolph-Macon,55,Old Dominion,71
883,2025,Cincinnati,76,Northern Ky.,60
884,2025,Southern Wesleyan,63,USC Upstate,95
885,2025,Troy,84,West Ga.,65
886,2025,Delaware St.,48,Providence,78
887,2025,East-West U.,33,Tennessee St.,110
888,2025,Eastern Ky.,86,Chicago St.,66
889,2025,Buffalo,67,Vermont,78
890,2025,Drexel,67,Fairfield,61
891,2025,Evansville,30,Ohio St.,80
892,2025,Georgian Court,61,Fordham,101
893,2025,East Texas A&M,46,UConn,81
894,2025,Lipscomb,68,Kentucky,97
895,2025,Alabama A&M,45,Georgia,93
896,2025,Oral Roberts,80,Belmont,90
897,2025,Bethune-Cookman,57,Tulane,72
898,2025,Western Ill.,56,UNI,82
899,2025,Rider,58,Iowa,83
900,2025,Alcorn,48,TCU,71
901,2025,UNCW,66,Kansas,84
902,2025,Samford,75,Michigan St.,83
903,2025,UT Arlington,68,Missouri St.,78
904,2025,Mississippi Val.,56,Kansas St.,74
905,2025,Charleston So.,68,LSU,77
906,2025,Rice,83,Louisiana,61
907,2025,Southern Utah,72,Loyola Chicago,76
908,2025,Eastern Ill.,69,DePaul,78
909,2025,Evergreen St.,58,Idaho,101
910,2025,Montana St.,69,Northwestern,72
911,2025,Purdue,58,Marquette,76
912,2025,UC Riverside,54,Santa Clara,96
913,2025,Fisher,66,UMass Lowell,121
914,2025,Mitchell,49,Holy Cross,88
915,2025,Col. of Charleston,76,The Citadel,61
916,2025,Siena,55,Xavier,80
917,2025,Yale,86,Stony Brook,64
918,2025,New Mexico St.,53,Dayton,74
919,2025,Jacksonville,74,Virginia Tech,64
920,2025,Coppin St.,55,George Mason,93
921,2025,Detroit Mercy,70,Ball St.,59
922,2025,Columbia,80,LIU,72
923,2025,Elon,75,NIU,48
924,2025,Iona,43,West Virginia,86
925,2025,Austin Peay,58,Morehead St.,63
926,2025,South Dakota,80,Western Mich.,76
927,2025,Abilene Christian,78,Kennesaw St.,84
928,2025,Purdue Fort Wayne,89,Penn St.,102
929,2025,Maine,66,Richmond,70
930,2025,Oglethorpe,48,Furman,124
931,2025,Morgan St.,83,N.C. A&T,86
932,2025,Saint Elizabeth,51,Saint Peter's,116
933,2025,Lafayette,72,Rhode Island,86
934,2025,Valley Forge,53,Lehigh,100
935,2025,Central St. (OH),52,Central Mich.,86
936,2025,Endicott,64,New Hampshire,78
937,2025,Mansfield,54,St. Bonaventure,76
938,2025,Penn St.-Schuylkill,57,Saint Francis,96
939,2025,FDU,70,Army West Point,84
940,2025,Towson,70,Nicholls,64
941,2025,Southern Miss.,76,South Dakota St.,101
942,2025,Merrimack,63,Rutgers,74
943,2025,Little Rock,71,Tulsa,57
944,2025,Southern U.,54,Texas A&M,71
945,2025,UMES,61,Murray St.,79
946,2025,Jackson St.,62,Western Ky.,79
947,2025,Mount St. Mary's,51,Georgetown,79
948,2025,Illinois,87,Alabama,100
949,2025,UC Davis,75,Grand Canyon,68
950,2025,Long Beach St.,41,Gonzaga,84
951,2025,Cal Poly,89,Arizona St.,93
952,2025,Norfolk St.,63,Stanford,70
953,2025,San Jose St.,68,Southern California,82
954,2025,UTEP,79,UC Santa Barbara,76
955,2025,Pepperdine,59,UNLV,80
956,2025,Stanislaus St.,38,Saint Mary's (CA),78
957,2025,Prairie View,83,Fresno St.,94
958,2025,Northern Colo.,79,California Baptist,68
959,2025,Idaho St.,70,UCLA,84
960,2025,James Madison,99,UIC,81
961,2025,Ohio,81,Middle Tenn.,83
962,2025,Miami (FL),69,Drake,80
963,2025,La Salle,67,UC San Diego,72
964,2025,South Fla.,74,Portland,68
965,2025,Oklahoma St.,78,Fla. Atlantic,86
966,2025,East Carolina,78,Jacksonville St.,86
967,2025,Seton Hall,69,VCU,66
968,2025,Youngstown St.,72,Monmouth,62
969,2025,Bradley,82,Texas St.,68
970,2025,Toledo,103,Stetson,78
971,2025,Robert Morris,86,Cornell,76
972,2025,UNC Greensboro,58,Indiana,69
973,2025,Niagara,73,Kent St.,76
974,2025,Edward Waters,59,North Florida,108
975,2025,Baylor,99,St. John's (NY),98
976,2025,Mercer,72,South Carolina,84
977,2025,Radford,51,Clemson,79
978,2025,Bryant,66,Stonehill,67
979,2025,Eastern Mich.,68,Oakland,64
980,2025,NJIT,64,Bucknell,81
981,2025,Syracuse,66,Texas,70
982,2025,Johnson (TN),52,Chattanooga,72
983,2025,Vanderbilt,73,Nevada,71
984,2025,Trinity (TX),78,Sam Houston,105
985,2025,Southeast Mo. St.,77,Central Ark.,73
986,2025,Presbyterian,58,SFA,55
987,2025,Oral Roberts,68,Ole Miss,100
988,2025,Central Conn. St.,54,Sacred Heart,67
989,2025,Monmouth (IL),46,Western Ill.,73
990,2025,Lindenwood,64,Valparaiso,77
991,2025,UT Martin,77,A&M-Corpus Christi,81
992,2025,Minn.-Crookston,60,North Dakota St.,67
993,2025,East Texas A&M,56,Oklahoma,84
994,2025,Texas Wesleyan,66,North Texas,73
995,2025,Princeton,62,Wright St.,80
996,2025,Tarleton St.,49,Michigan,72
997,2025,Grambling,58,New Mexico,80
998,2025,Texas Tech,77,Saint Joseph's,78
999,2025,Virginia,42,Tennessee,64
1000,2025,Eastern Wash.,81,Washington St.,96
1001,2025,Air Force,69,California,78
1002,2025,Oregon,78,Oregon St.,75
1003,2025,Memphis,68,San Francisco,64
1004,2025,VTSU Randolph,58,FDU,107
1005,2025,La Salle,83,UIC,96
1006,2025,CSU Bakersfield,54,FGCU,74
1007,2025,Ohio,85,Portland,73
1008,2025,Drake,75,Fla. Atlantic,63
1009,2025,Longwood,89,UAB,81
1010,2025,Northeastern,60,FIU,58
1011,2025,P.R.-Mayaguez,50,UAlbany,93
1012,2025,East Carolina,71,Stetson,64
1013,2025,Miami (FL),74,Oklahoma St.,80
1014,2025,Middle Tenn.,95,South Fla.,88
1015,2025,LSU,63,Pittsburgh,74
1016,2025,Illinois St.,68,McNeese,76
1017,2025,Presbyterian,67,Youngstown St.,42
1018,2025,James Madison,67,UC San Diego,73
1019,2025,Kansas City,60,American,64
1020,2025,St. Thomas (MN),73,Wofford,81
1021,2025,UCF,70,Wisconsin,86
1022,2025,IU Indy,57,Coastal Carolina,71
1023,2025,Bradley,77,Wright St.,74
1024,2025,Trinity Baptist,68,Florida A&M,110
1025,2025,Seton Hall,60,Vanderbilt,76
1026,2025,Temple,69,Florida St.,78
1027,2025,Louisiana,69,Liberty,89
1028,2025,Utah Tech,53,Utah,84
1029,2025,Toledo,82,Jacksonville St.,80
1030,2025,UT Martin,53,Le Moyne,65
1031,2025,Campbell,60,Ohio St.,104
1032,2025,Monmouth,67,SFA,72
1033,2025,Lamar University,72,Akron,79
1034,2025,Jackson St.,59,Kentucky,108
1035,2025,Drexel,73,Fordham,71
1036,2025,William & Mary,61,NC State,84
1037,2025,Morgan St.,73,Buffalo,82
1038,2025,Southern Ill.,68,Florida,93
1039,2025,Colgate,67,Harvard,78
1040,2025,Winthrop,61,Louisville,76
1041,2025,Chicago St.,61,Indiana St.,97
1042,2025,Virginia,55,St. John's (NY),80
1043,2025,Syracuse,74,Texas Tech,79
1044,2025,USC Upstate,76,ETSU,87
1045,2025,Merrimack,39,Butler,78
1046,2025,VMI,66,Davidson,93
1047,2025,N.C. Central,79,Georgia St.,93
1048,2025,Army West Point,79,Manhattan,80
1049,2025,UNC Asheville,72,Southeast Mo. St.,64
1050,2025,VCU,61,Nevada,64
1051,2025,Texas St.,83,Princeton,80
1052,2025,New Orleans,93,Tulane,87
1053,2025,Pacific,56,Missouri,91
1054,2025,ULM,65,Northwestern St.,63
1055,2025,Elon,84,Notre Dame,77
1056,2025,Utah St.,77,Iowa,69
1057,2025,Hofstra,44,Houston,80
1058,2025,George Washington,71,Kansas St.,83
1059,2025,Green Bay,81,Evansville,98
1060,2025,Portland St.,74,Milwaukee,91
1061,2025,South Dakota,83,Southern Ind.,92
1062,2025,Lane,60,Arkansas St.,103
1063,2025,Rice,61,Houston Christian,58
1064,2025,South Carolina St.,82,Alabama A&M,70
1065,2025,Nebraska,74,Creighton,63
1066,2025,Pepperdine,50,Northwestern,68
1067,2025,UIW,74,Northern Ariz.,75
1068,2025,Utah Valley,77,Murray St.,75
1069,2025,Mississippi St.,84,SMU,79
1070,2025,Southeastern La.,61,Wyoming,64
1071,2025,Omaha,67,Alabama St.,85
1072,2025,Little Rock,67,Arkansas,79
1073,2025,Norfolk St.,73,Grand Canyon,91
1074,2025,Texas,67,Saint Joseph's,58
1075,2025,UC Riverside,77,Colorado St.,75
1076,2025,UC Irvine,93,Weber St.,87
1077,2025,Tennessee,77,Baylor,62
1078,2025,North Dakota,77,LMU (CA),73
1079,2025,Cal St. Fullerton,47,UCLA,80
1080,2025,Southern Utah,72,San Diego,67
1081,2025,Northwest (WA),52,Seattle U,80
1082,2025,Alcorn,60,Washington,77
1083,2025,Wichita St.,88,Saint Louis,63
1084,2025,Duke,69,Arizona,55
1085,2025,North Carolina,87,Hawaii,69
1086,2025,Georgia,69,Marquette,80
1087,2025,La Salle,92,Stetson,77
1088,2025,FIU,76,CSU Bakersfield,73
1089,2025,West Ga.,54,Ga. Southern,64
1090,2025,Boston U.,75,UMBC,71
1091,2025,Delaware,71,Vermont,75
1092,2025,Saint Francis,65,Georgetown,82
1093,2025,Presbyterian,71,Monmouth,61
1094,2025,Marshall,45,Purdue,80
1095,2025,LIU,79,Charlotte,76
1096,2025,Northeastern,59,FGCU,55
1097,2025,Brown,83,Canisius,76
1098,2025,UAlbany,67,Kansas City,65
1099,2025,St. Thomas (MN),91,Portland St.,65
1100,2025,Kentucky St.,59,Northern Ky.,85
1101,2025,East Carolina,72,UIC,55
1102,2025,Quinnipiac,70,UMass Lowell,80
1103,2025,South Carolina St.,72,IU Indy,62
1104,2025,Cincinnati,81,Georgia Tech,58
1105,2025,New Hampshire,49,Marist,54
1106,2025,Furman,67,Charleston So.,46
1107,2025,Ferrum,55,George Mason,100
1108,2025,Fairfield,66,Yale,91
1109,2025,Bowling Green,68,Bellarmine,80
1110,2025,UAB,83,Illinois St.,84
1111,2025,James Madison,71,Jacksonville St.,65
1112,2025,Delaware St.,66,Mount St. Mary's,76
1113,2025,Omaha,84,Akron,92
1114,2025,Wofford,74,Milwaukee,76
1115,2025,Detroit Mercy,57,Wake Forest,67
1116,2025,Springfield,46,Wagner,81
1117,2025,UMES,40,Illinois,87
1118,2025,American,73,P.R.-Bayamon,56
1119,2025,Le Moyne,61,A&M-Corpus Christi,82
1120,2025,Fresno St.,72,Long Beach St.,69
1121,2025,ULM,62,North Ala.,74
1122,2025,Massachusetts,80,Temple,87
1123,2025,NIU,52,DePaul,98
1124,2025,Idaho,67,Southern Utah,82
1125,2025,Coastal Carolina,70,Alabama A&M,77
1126,2025,Toledo,45,UC San Diego,80
1127,2025,Louisiana,74,George Washington,83
1128,2025,Tulsa,53,Loyola Chicago,89
1129,2025,USC Upstate,74,Queens (NC),98
1130,2025,Lamar University,75,Alabama St.,77
1131,2025,Rider,57,Bucknell,53
1132,2025,Stony Brook,63,Columbia,82
1133,2025,Kent St.,68,Cleveland St.,52
1134,2025,Youngstown St.,57,SFA,64
1135,2025,St. Ambrose,49,SIUE,83
1136,2025,New Mexico St.,65,UNLV,72
1137,2025,Eastern Wash.,68,California Baptist,79
1138,2025,Cal Poly,66,Saint Mary's (CA),80
1139,2025,Prairie View,98,Northern Colo.,114
1140,2025,Mississippi Val.,43,BYU,87
1141,2025,Stanford,71,Santa Clara,69
1142,2025,Portland,67,Princeton,94
1143,2025,Hampton,69,Boise St.,83
1144,2025,St. John's (NY),63,Georgia,66
1145,2025,American,81,UAlbany,77
1146,2025,Boston U.,69,Howard,62
1147,2025,Wofford,74,Portland St.,79
1148,2025,Holy Cross,55,Maine,80
1149,2025,Col. of Charleston,53,Rhode Island,91
1150,2025,Omaha,65,Lamar University,59
1151,2025,CSU Bakersfield,68,Northeastern,60
1152,2025,Miami (FL),70,VCU,77
1153,2025,William & Mary,76,App State,79
1154,2025,Binghamton,56,Central Conn. St.,64
1155,2025,Rutgers,77,Kennesaw St.,79
1156,2025,Vermont,66,Fairfield,67
1157,2025,Rosemont,45,Lafayette,91
1158,2025,Villanova,75,Maryland,76
1159,2025,South Fla.,73,Wright St.,72
1160,2025,South Dakota St.,71,Duquesne,60
1161,2025,Eastern Ill.,53,Valparaiso,81
1162,2025,UNC Asheville,83,Central Ark.,92
1163,2025,Bryant,70,St. Bonaventure,85
1164,2025,St. Thomas (MN),65,Milwaukee,69
1165,2025,FIU,59,FGCU,60
1166,2025,Alabama St.,78,Akron,97
1167,2025,North Ala.,58,Northwestern St.,71
1168,2025,LSU,109,UCF,102
1169,2025,Oklahoma St.,78,Nevada,90
1170,2025,Florida St.,92,Massachusetts,59
1171,2025,Kansas City,88,P.R.-Rio Piedras,55
1172,2025,Sacramento St.,77,California,83
1173,2025,Mercyhurst,48,Air Force,82
1174,2025,CSUN,89,Utah Tech,79
1175,2025,Towson,64,Morgan St.,60
1176,2025,Campbell,53,Evansville,66
1177,2025,Missouri St.,71,High Point,61
1178,2025,Queens (NC),67,ETSU,82
1179,2025,Ark.-Pine Bluff,63,Missouri,112
1180,2025,Jackson St.,53,Lipscomb,77
1181,2025,Alcorn,52,UC Riverside,69
1182,2025,Middle Tenn.,69,Bradley,80
1183,2025,Longwood,69,McNeese,84
1184,2025,Wisconsin,81,Pittsburgh,75
1185,2025,Yale,94,Delaware,100
1186,2025,Fla. Atlantic,61,Seton Hall,63
1187,2025,Denver,73,Montana,83
1188,2025,Grambling,69,Southern California,80
1189,2025,Old Dominion,52,Boston College,82
1190,2025,Southern Miss.,59,Montana St.,79
1191,2025,Idaho,61,San Diego,68
1192,2025,Texas Southern,68,New Mexico,99
1193,2025,Ohio,65,Texas St.,74
1194,2025,Liberty,67,Kansas St.,65
1195,2025,Drake,81,Vanderbilt,70
1196,2025,Radford,63,Chicago St.,48
1197,2025,Siena,58,Miami (OH),70
1198,2025,Hampton,64,Duquesne,59
1199,2025,Howard,77,UMBC,95
1200,2025,Champion Chris.,58,Southern U.,121
1201,2025,Eastern Ky.,61,Ball St.,63
1202,2025,Drexel,81,Purdue Fort Wayne,87
1203,2025,UAB,98,Louisiana,86
1204,2025,Mercer,90,Jacksonville,89
1205,2025,Boise St.,83,South Dakota St.,82
1206,2025,Memphis,99,UConn,97
1207,2025,Illinois St.,64,George Washington,72
1208,2025,Southern Ill.,79,Louisiana Tech,85
1209,2025,IU Indy,88,Alabama A&M,83
1210,2025,Penn St.,85,Fordham,66
1211,2025,Denver,60,CSUN,89
1212,2025,Colorado,56,Michigan St.,72
1213,2025,High Point,73,Old Dominion,67
1214,2025,Longwood,64,Kansas St.,80
1215,2025,Michigan,75,Virginia Tech,63
1216,2025,Merrimack,74,UMass Lowell,81
1217,2025,Florida Tech,57,Richmond,67
1218,2025,LIU,65,Winthrop,87
1219,2025,Clemson,70,San Francisco,55
1220,2025,Washington Col.,43,Navy,94
1221,2025,Green Bay,69,Ohio St.,102
1222,2025,New Hampshire,57,Columbia,83
1223,2025,Cornell,84,Iona,68
1224,2025,East Texas A&M,65,Stonehill,67
1225,2025,Tennessee St.,78,Chattanooga,85
1226,2025,CarolinaU,36,N.C. Central,91
1227,2025,N.C. A&T,81,Buffalo,82
1228,2025,Le Moyne,77,UTRGV,97
1229,2025,Mississippi Col.,35,Nicholls,79
1230,2025,Missouri St.,74,Boston College,76
1231,2025,Utah Tech,66,Montana,69
1232,2025,UMES,35,Arkansas,109
1233,2025,UIW,63,South Alabama,84
1234,2025,Indiana St.,77,Southern Ind.,87
1235,2025,Central Mich.,65,Minnesota,68
1236,2025,Eastern Mich.,74,Houston Christian,73
1237,2025,Quinnipiac,67,Saint Louis,81
1238,2025,Randall,50,South Dakota,112
1239,2025,UTSA,72,Troy,86
1240,2025,McNeese,58,Liberty,62
1241,2025,Oregon St.,55,North Texas,58
1242,2025,Xavier,75,South Carolina,66
1243,2025,Rogers St.,69,Oral Roberts,68
1244,2025,UTEP,65,San Jose St.,71
1245,2025,Auburn,83,Iowa St.,81
1246,2025,Embry-Riddle (AZ),46,Idaho St.,97
1247,2025,Justice Col.,45,Weber St.,93
1248,2025,Abilene Christian,82,Southern Miss.,74
1249,2025,Little Rock,34,Illinois,92
1250,2025,Norfolk St.,76,UC Davis,55
1251,2025,UNC Greensboro,71,Long Beach St.,48
1252,2025,Dayton,90,North Carolina,92
1253,2025,Drexel,83,Chicago St.,71
1254,2025,Jacksonville,75,Siena,64
1255,2025,Duquesne,67,Old Dominion,54
1256,2025,Eastern Ky.,77,Southern Ill.,72
1257,2025,Tulsa,63,Detroit Mercy,44
