,year,team1,team1_score,team2,team2_score
1874,2025,Siena,66,Canisius,53
1875,2025,Marist,82,Manhattan,75
1876,2025,Bucknell,70,Radford,74
1877,2025,Robert Morris,77,Purdue Fort Wayne,82
1878,2025,Colgate,75,Northeastern,78
1879,2025,Fairfield,94,Mount St. Mary's,101
1880,2025,Howard,67,Cincinnati,84
1881,2025,VTSU-Johnson,63,Bryant,122
1882,2025,Sacred Heart,73,Quinnipiac,83
1883,2025,Ball St.,69,SIUE,82
1884,2025,Rice,66,Texas St.,75
1885,2025,FGCU,71,LSU,80
1886,2025,Chicago St.,62,Saint Louis,85
1887,2025,Mercer,89,Stetson,83
1888,2025,Texas A&M,72,Texas Tech,67
1889,2025,Austin Peay,47,Samford,72
1890,2025,Arkansas St.,85,Memphis,72
1891,2025,Jacksonville St.,74,South Alabama,76
1892,2025,Prairie View,84,Mississippi St.,91
1893,2025,Southeast Mo. St.,53,Murray St.,73
1894,2025,Louisiana Tech,69,Louisiana,58
1895,2025,UConn,76,Texas,65
1896,2025,Dartmouth,68,UIC,69
1897,2025,Jackson St.,58,Iowa St.,100
1898,2025,UCLA,73,Oregon,71
1899,2025,Duke,76,Louisville,65
1900,2025,Mary Baldwin,40,Longwood,97
1901,2025,Thomas (ME),75,Boston U.,113
1902,2025,Minnesota,67,Indiana,82
1903,2025,Hofstra,80,Norfolk St.,67
1904,2025,Sarah Lawrence,46,Columbia,92
1905,2025,Penn,47,VCU,66
1906,2025,Charleston So.,63,South Carolina St.,82
1907,2025,Abilene Christian,57,Baylor,88
1908,2025,Lincoln (CA),80,San Jose St.,117
1909,2025,Lindsey Wilson,69,Southern U.,94
1910,2025,Cairn,57,UMBC,103
1911,2025,Miami (FL),62,Tennessee,75
1912,2025,North Dakota St.,71,Butler,68
1913,2025,Chestnut Hill,51,Delaware,78
1914,2025,Monmouth,67,Princeton,71
1915,2025,Penn St.,76,Rutgers,80
1916,2025,Rhode Island,80,Brown,84
1917,2025,Holy Family,81,Temple,110
1918,2025,Apprentice,68,Hampton,86
1919,2025,N.C. Central,45,West Virginia,79
1920,2025,Harris-Stowe,53,Lindenwood,99
1921,2025,Penn St.-Altoona,51,Mercyhurst,77
1922,2025,Col. of Charleston,78,Saint Joseph's,75
1923,2025,Coppin St.,56,NC State,66
1924,2025,UIW,46,Duke,72
1925,2025,CarolinaU,53,Queens (NC),91
1926,2025,Jacksonville,63,Fla. Atlantic,85
1927,2025,UAlbany,85,Syracuse,102
1928,2025,Charlotte,71,Davidson,75
1929,2025,Morgan St.,58,Xavier,119
1930,2025,Southern-N.O.,66,Nicholls,110
1931,2025,Ouachita Baptist,57,Little Rock,80
1932,2025,Troy,42,Houston,62
1933,2025,Wyoming,81,South Dakota,82
1934,2025,Tennessee St.,60,Western Ky.,84
1935,2025,Providence,70,DePaul,63
1936,2025,Southern Miss.,58,Tulane,86
1937,2025,UC-Colo. Springs,87,Denver,94
1938,2025,Michigan,87,Arkansas,89
1939,2025,Wisconsin,80,Illinois,86
1940,2025,La Sierra,55,Cal St. Fullerton,61
1941,2025,Montana Tech,60,Montana,89
1942,2025,Kansas City,69,Portland,64
1943,2025,Long Beach St.,76,San Diego,70
1944,2025,Cornell,88,California,80
1945,2025,Eastern Wash.,69,Washington,87
1946,2025,Columbia (SC),57,Presbyterian,97
1947,2025,Norfolk St.,69,Baylor,94
1948,2025,Bluefield Univ.,46,UNC Asheville,92
1949,2025,LIU,62,UMass Lowell,69
1950,2025,Southern Va.,57,Coastal Carolina,82
1951,2025,North Ala.,74,East Carolina,67
1952,2025,Milwaukee,88,Green Bay,67
1953,2025,IU Indy,76,Purdue Fort Wayne,78
1954,2025,UTEP,74,Louisville,77
1955,2025,FDU,72,Villanova,86
1956,2025,Maine,61,Duquesne,56
1957,2025,Lesley,53,Stonehill,97
1958,2025,UT Martin,93,Alabama St.,103
1959,2025,Dartmouth,65,Notre Dame,77
1960,2025,Eastern Ky.,56,Pittsburgh,96
1961,2025,Marshall,79,Wright St.,88
1962,2025,Bryant,77,St. John's (NY),99
1963,2025,Cumberlands (KY),79,Northern Ky.,98
1964,2025,Virginia-Lynchburg,50,Howard,124
1965,2025,NJIT,59,Delaware St.,71
1966,2025,Ark.-Pine Bluff,73,ULM,89
1967,2025,Southeastern La.,61,Louisiana,68
1968,2025,North Dakota,57,Utah Valley,80
1969,2025,Colgate,67,Kentucky,78
1970,2025,Fresno St.,67,BYU,95
1971,2025,California Baptist,75,San Diego St.,81
1972,2025,South Dakota St.,63,Nevada,77
1973,2025,Stanislaus St.,52,San Francisco,68
1974,2025,Regent,61,VMI,100
1975,2025,Bob Jones,55,Winthrop,103
1976,2025,Bethune-Cookman,41,Virginia,59
1977,2025,N.C. A&T,67,Virginia Tech,95
1978,2025,Campbell,86,The Citadel,58
1979,2025,Iowa St.,89,Iowa,80
1980,2025,UT Arlington,79,Arkansas St.,83
1981,2025,Chattanooga,75,Evansville,67
1982,2025,New Mexico St.,67,Texas,91
1983,2025,St. Ambrose,35,Drake,90
1984,2025,Wis.-Stout,62,North Dakota St.,91
1985,2025,Army West Point,60,George Washington,75
1986,2025,Boston U.,61,Merrimack,64
1987,2025,Ga. Southern,63,Louisiana Tech,77
1988,2025,Omaha,58,UNI,78
1989,2025,Western Mich.,71,St. Thomas (MN),77
1990,2025,Indiana,68,Nebraska,85
1991,2025,North Dakota,76,UTSA,80
1992,2025,Weber St.,73,Utah Tech,71
1993,2025,South Dakota St.,70,Colorado,81
1994,2025,Memphis,87,Clemson,82
1995,2025,Western Ill.,66,South Dakota,89
1996,2025,South Carolina St.,64,Furman,68
1997,2025,Texas A&M,70,Purdue,66
1998,2025,LIU,61,Missouri,88
1999,2025,Coppin St.,51,Penn St.,99
2000,2025,Maine,84,Canisius,79
2001,2025,Stony Brook,72,Rider,55
2002,2025,Wichita St.,72,DePaul,91
2003,2025,Toledo,87,Youngstown St.,93
2004,2025,Ohio St.,53,Auburn,91
2005,2025,ETSU,52,Jacksonville,60
2006,2025,Lamar University,74,Louisiana,45
2007,2025,Charlotte,77,Georgia St.,63
2008,2025,App State,59,High Point,65
2009,2025,USC Upstate,53,South Carolina,73
2010,2025,Western Caro.,61,UNC Asheville,78
2011,2025,Queens (NC),85,Gardner-Webb,83
2012,2025,Texas St.,80,Fla. Atlantic,89
2013,2025,Tulsa,75,UCF,88
2014,2025,Xavier,65,Cincinnati,68
2015,2025,SUNY Delhi,51,Le Moyne,106
2016,2025,N.C. Central,77,Longwood,70
2017,2025,Dartmouth,83,UMass Lowell,92
2018,2025,Murray St.,76,Western Ky.,81
2019,2025,Wisconsin,83,Butler,74
2020,2025,Fordham,86,Bryant,84
2021,2025,Georgetown,75,Syracuse,71
2022,2025,Ball St.,86,Bellarmine,82
2023,2025,UCLA,57,Arizona,54
2024,2025,ULM,68,UT Arlington,77
2025,2025,Brescia,37,Cleveland St.,103
2026,2025,UNCW,83,Howard,88
2027,2025,Northwestern St.,66,California,84
2028,2025,Johnson (TN),58,Tennessee St.,89
2029,2025,Seton Hall,63,Rutgers,66
2030,2025,NC State,60,Kansas,75
2031,2025,Arizona St.,66,Florida,83
2032,2025,Wagner,50,NJIT,43
2033,2025,Central Ark.,57,Arkansas,82
2034,2025,La Salle,67,North Carolina,93
2035,2025,Northern Ariz.,76,Pepperdine,86
2036,2025,Central Mich.,77,Valparaiso,93
2037,2025,Southern Miss.,46,Ole Miss,77
2038,2025,LSU,64,SMU,74
2039,2025,Western N.M.,70,New Mexico,122
2040,2025,Bryn Athyn,65,UMES,91
2041,2025,South Fla.,67,Utah St.,88
2042,2025,FIU,81,Stetson,72
2043,2025,Ohio,70,Marshall,79
2044,2025,IU Indy,63,Lindenwood,81
2045,2025,Bradley,74,Santa Clara,84
2046,2025,Tulane,64,Florida St.,77
2047,2025,UNC Greensboro,77,North Florida,89
2048,2025,Utah Valley,66,Jacksonville St.,70
2049,2025,UC Irvine,55,Oregon St.,67
2050,2025,Northwest Indian,48,Portland St.,110
2051,2025,Missouri St.,78,Washington St.,91
2052,2025,St. Bonaventure,74,Providence,70
2053,2025,UMass Boston,52,Massachusetts,86
2054,2025,Bethune-Cookman,61,West Virginia,84
2055,2025,Southern Ill.,65,Austin Peay,60
2056,2025,Louisville,85,Kentucky,93
2057,2025,Tennessee,66,Illinois,64
2058,2025,Northern N.M.,60,UTRGV,72
2059,2025,Middle Ga. St.,53,Troy,87
2060,2025,Grand Canyon,68,Georgia,73
2061,2025,Belmont,93,Richmond,86
2062,2025,McNeese,63,Mississippi St.,66
2063,2025,Saint Francis,66,Niagara,69
2064,2025,Towson,47,Duquesne,65
2065,2025,Radford,63,Utah,81
2066,2025,San Diego,65,Fresno St.,73
2067,2025,Detroit Mercy,51,Davidson,86
2068,2025,Hardin-Simmons,62,Abilene Christian,93
2069,2025,Marquette,63,Dayton,71
2070,2025,Drexel,77,UAlbany,70
2071,2025,N.C. A&T,74,Liberty,83
2072,2025,Virginia-Lynchburg,52,Elon,114
2073,2025,Green Bay,66,UC Santa Barbara,83
2074,2025,Loyola Maryland,77,Mount St. Mary's,69
2075,2025,VCU,76,Colorado St.,68
2076,2025,Gonzaga,71,UConn,77
2077,2025,Bowling Green,77,Kansas City,85
2078,2025,Eastern Ill.,66,Eastern Ky.,81
2079,2025,Oklahoma St.,65,Oklahoma,80
2080,2025,Pacific (OR),44,Seattle U,111
2081,2025,Walla Walla,43,Idaho St.,97
2082,2025,Creighton,75,Alabama,83
2083,2025,Wyoming,49,BYU,68
2084,2025,Saint Mary's (CA),65,Boise St.,67
2085,2025,Prairie View,75,LMU (CA),76
2086,2025,UC Davis,69,Sacramento St.,62
2087,2025,Cal Poly,100,San Jose St.,107
2088,2025,Texas Southern,73,Nevada,105
2089,2025,Pacific,65,UNLV,72
2090,2025,A&M-Corpus Christi,62,Hawaii,71
2091,2025,South Alabama,81,East Texas A&M,72
2092,2025,Navy,72,Virginia Tech,80
2093,2025,Temple,60,Hofstra,42
2094,2025,Ky. Christian,63,Morehead St.,86
2095,2025,Central Conn. St.,69,Rhode Island,77
2096,2025,Norfolk St.,62,Northern Ky.,71
2097,2025,Bethany (WV),70,Miami (OH),112
2098,2025,Northeastern,75,Old Dominion,71
2099,2025,Akron,81,Milwaukee,100
2100,2025,Omaha,51,Iowa St.,83
2101,2025,Campbell,76,Morgan St.,86
2102,2025,Vermont,60,Colgate,65
2103,2025,Shawnee St.,56,Southern Ind.,91
2104,2025,New Orleans,57,Iowa,104
2105,2025,Purdue Fort Wayne,99,Eastern Mich.,76
2106,2025,Western Mich.,62,North Dakota St.,98
2107,2025,Chicago St.,63,Mercer,75
2108,2025,UIC,77,Little Rock,69
2109,2025,Eureka,52,SIUE,100
2110,2025,Lancaster Bible,60,Binghamton,85
2111,2025,Presbyterian,75,Miami (FL),94
2112,2025,Alabama A&M,63,Chattanooga,85
2113,2025,UTSA,95,North Dakota,85
2114,2025,Crown (MN),61,St. Thomas (MN),100
2115,2025,Ark.-Pine Bluff,57,Texas,121
2116,2025,St. Mary-Woods,56,Southeast Mo. St.,93
2117,2025,Georgia Tech,60,Northwestern,71
2118,2025,Stonehill,69,Boston College,73
2119,2025,Our Lady of the Lake,69,UIW,93
2120,2025,Champion Chris.,56,UT Martin,123
2121,2025,Saint Louis,77,Illinois St.,81
2122,2025,La Sierra,47,CSU Bakersfield,96
2123,2025,Mercyhurst,57,Kent St.,82
2124,2025,Denver,59,Cal St. Fullerton,74
2125,2025,St. Francis (IL),55,UC Riverside,78
2126,2025,Arkansas St.,98,UAB,89
2127,2025,SFA,61,Oregon,79
2128,2025,San Francisco,76,Loyola Chicago,66
2129,2025,UC San Diego,80,Idaho,56
2130,2025,Montana St.,63,Southern California,89
2131,2025,Southeastern La.,75,Grambling,65
2132,2025,Cairn,64,UMES,81
2133,2025,The Citadel,71,Central Ark.,73
2134,2025,Wofford,67,Col. of Charleston,77
2135,2025,West Va. Wesleyan,63,Marshall,93
2136,2025,Grand Canyon,66,Louisiana Tech,74
2137,2025,California Baptist,64,Middle Tenn.,75
2138,2025,St. Thomas (TX),54,Sam Houston,80
2139,2025,South Alabama,49,TCU,58
2140,2025,Montana,76,UNI,104
2141,2025,Truett-McConnell,67,Lipscomb,99
2142,2025,Air Force,76,Northern Colo.,81
2143,2025,Alcorn,75,Rice,77
2144,2025,Oral Roberts,50,Texas Tech,86
2145,2025,Whittier,66,Utah Tech,100
2146,2025,Tarleton St.,62,UTEP,67
2147,2025,Southern Utah,69,New Mexico St.,72
2148,2025,Willamette,69,Portland,100
2149,2025,Misericordia,75,Delaware,92
2150,2025,Ecclesia,61,Ark.-Pine Bluff,120
2151,2025,Drexel,68,Howard,65
2152,2025,North Florida,81,UNC Asheville,95
2153,2025,DePaul,61,St. John's (NY),89
2154,2025,Winthrop,64,Florida St.,82
2155,2025,UNLV,65,Dayton,66
2156,2025,Marist,68,Stony Brook,66
2157,2025,Clemson,88,South Carolina,91
2158,2025,Gardner-Webb,81,Ga. Southern,86
2159,2025,Western Caro.,36,Tennessee,84
2160,2025,Florida,90,North Carolina,84
2161,2025,Southern U.,61,Ole Miss,74
2162,2025,FIU,64,East Carolina,75
2163,2025,Coastal Carolina,73,N.C. A&T,68
2164,2025,St. Andrews,50,Liberty,124
2165,2025,Towson,67,Robert Morris,68
2166,2025,LaGrange,60,Troy,105
2167,2025,St. Bonaventure,65,Siena,48
2168,2025,West Ga.,70,Charlotte,75
2169,2025,William Peace,37,UNC Greensboro,86
2170,2025,CarolinaU,31,High Point,99
2171,2025,Mid-Atlantic Christ.,67,N.C. Central,112
2172,2025,James Madison,58,Wake Forest,75
2173,2025,Michigan St.,77,Oakland,58
2174,2025,George Mason,47,Duke,68
2175,2025,Holy Cross,70,Quinnipiac,69
2176,2025,Kansas City,74,Wichita St.,64
2177,2025,Jacksonville St.,72,Missouri,83
2178,2025,Seton Hall,67,Villanova,79
2179,2025,Central Mich.,59,Mississippi St.,83
2180,2025,Saint Francis,57,Maryland,111
2181,2025,Valparaiso,73,Ohio St.,95
2182,2025,Lamar University,69,Southern Miss.,65
2183,2025,Georgia St.,59,Auburn,100
2184,2025,Drake,73,Kansas St.,70
2185,2025,Seattle U,73,Western Ky.,86
2186,2025,Houston Christian,74,ULM,68
2187,2025,Tennessee Tech,68,Western Ill.,71
2188,2025,Florida A&M,59,Utah,89
2189,2025,Texas Southern,51,Boise St.,82
2190,2025,Radford,68,Colorado St.,78
2191,2025,Stetson,53,LSU,99
2192,2025,UC San Diego,75,Utah St.,73
2193,2025,Prairie View,75,UCLA,111
2194,2025,Merrimack,68,Stanford,74
2195,2025,Sacramento St.,45,Oregon St.,82
2196,2025,Denver,94,Cal Poly,95
2197,2025,Le Moyne,80,Dartmouth,76
2198,2025,UAlbany,74,Sacred Heart,66
2199,2025,Michigan Tech,72,Green Bay,70
2200,2025,Abilene Christian,67,East Texas A&M,68
2201,2025,S'western Adventist,63,A&M-Corpus Christi,117
2202,2025,Virginia-Lynchburg,53,Presbyterian,116
2203,2025,Mercyhurst,60,Binghamton,62
2204,2025,Stonehill,67,UMass Lowell,78
2205,2025,FDU,72,La Salle,77
2206,2025,South Carolina St.,85,USC Upstate,70
2207,2025,Creighton,57,Georgetown,81
2208,2025,Manhattan,80,Wagner,66
2209,2025,Regent,65,Hampton,108
2210,2025,FGCU,66,UNCW,79
2211,2025,Bethune-Cookman,77,South Fla.,69
2212,2025,Miami (OH),67,Vermont,75
2213,2025,Memphis,64,Virginia,62
2214,2025,Central Conn. St.,64,Fairfield,63
2215,2025,Northeastern,72,Massachusetts,77
2216,2025,Mount St. Mary's,80,LIU,72
2217,2025,Lafayette,62,George Washington,82
2218,2025,Davidson,61,Temple,62
2219,2025,Elon,58,ETSU,84
2220,2025,Xavier,89,UConn,94
2221,2025,Austin Peay,58,Ohio,78
2222,2025,Montreat,75,Furman,100
2223,2025,Detroit Mercy,60,Northern Ky.,73
2224,2025,Youngstown St.,80,Wright St.,70
2225,2025,Murray St.,74,Indiana St.,84
2226,2025,Tenn. Wesleyan,52,Chattanooga,99
2227,2025,Richmond,87,William & Mary,93
2228,2025,Mercer,66,Queens (NC),73
2229,2025,Longwood,77,Campbell,55
2230,2025,American,57,Saint Joseph's,84
2231,2025,UMBC,82,Georgia Tech,91
2232,2025,Southern Utah,73,UTRGV,78
2233,2025,Alabama A&M,67,UAB,96
2234,2025,Wofford,74,Saint Louis,71
2235,2025,The Citadel,53,Vanderbilt,105
2236,2025,Canisius,60,Loyola Chicago,72
2237,2025,NIU,60,Illinois St.,81
2238,2025,App State,62,Louisiana,68
2239,2025,San Francisco,64,Bradley,66
2240,2025,Toledo,49,Houston,78
2241,2025,Lincoln (MO),49,Missouri St.,61
2242,2025,Evansville,54,UT Arlington,80
2243,2025,Mississippi Val.,42,North Texas,83
2244,2025,Tarleton St.,61,Oklahoma St.,66
2245,2025,Alabama,97,North Dakota,90
2246,2025,Utah Valley,70,Idaho St.,56
2247,2025,Samford,64,Arizona,96
2248,2025,Nicholls,72,Gonzaga,102
2249,2025,Idaho,66,UC Davis,74
2250,2025,Butler,70,Marquette,80
2251,2025,VCU,71,New Mexico,78
2252,2025,Lincoln (CA),58,Weber St.,128
2253,2025,Michigan,86,Oklahoma,87
2254,2025,CSU Bakersfield,81,Portland,64
2255,2025,Kennesaw St.,74,Santa Clara,94
2256,2025,CSUN,69,Southern California,90
2257,2025,Portland St.,81,Pacific,75
2258,2025,UC Santa Barbara,58,LMU (CA),60
2259,2025,Montana St.,80,UC Riverside,83
2260,2025,Washington St.,73,Washington,89
2261,2025,Milligan,69,Western Caro.,78
2262,2025,UNT Dallas,69,Rice,68
2263,2025,S'western Adventist,58,UTSA,117
2264,2025,Alabama St.,54,Norfolk St.,71
2265,2025,Schreiner,57,UIW,101
2266,2025,Virginia-Lynchburg,60,UNC Asheville,114
2267,2025,Buffalo,49,Georgia,100
2268,2025,Oakland,75,Cleveland St.,92
2269,2025,Charleston So.,69,North Ala.,86
2270,2025,Franciscan,47,Saint Francis,104
2271,2025,UC Irvine,92,Belmont,84
2272,2025,UT Martin,69,Morehead St.,70
2273,2025,Lipscomb,65,Middle Tenn.,67
2274,2025,Grambling,60,Delaware St.,73
2275,2025,Chadron St.,72,South Dakota St.,87
2276,2025,SIUE,56,Little Rock,60
2277,2025,New Orleans,62,Texas,98
2278,2025,Tennessee St.,75,Southern Ind.,77
2279,2025,Tennessee Tech,79,Lindenwood,73
2280,2025,Eastern Ill.,72,Southeast Mo. St.,79
2281,2025,Bellarmine,55,Wyoming,92
2282,2025,South Dakota,87,Utah Tech,92
2283,2025,Chicago St.,51,Grand Canyon,74
2284,2025,Long Beach St.,79,Pepperdine,76
2285,2025,Northern N.M.,50,New Mexico St.,87
2286,2025,Merrimack,68,Saint Mary's (CA),73
2287,2025,Virginia-Lynchburg,63,Radford,122
2288,2025,Valparaiso,76,Western Mich.,73
2289,2025,Southern-N.O.,79,Northwestern St.,89
2290,2025,Houston Christian,45,Texas A&M,77
2291,2025,Norfolk St.,76,Grambling,70
2292,2025,UIC,79,Seattle U,68
2293,2025,Defiance,52,Purdue Fort Wayne,103
2294,2025,Rider,66,Penn,79
2295,2025,Delaware St.,83,Alabama St.,80
2296,2025,Holy Cross,78,Siena,70
2297,2025,Delaware,64,Saint Peter's,72
2298,2025,Longwood,82,N.C. Central,67
2299,2025,Akron,58,Yale,74
2300,2025,Loyola (LA),62,Southeastern La.,96
2301,2025,Texas Wesleyan,56,SFA,82
2302,2025,Dillard,56,Tulane,99
2303,2025,South Dakota Mines,48,North Dakota,80
2304,2025,St. John's (NY),72,Providence,70
2305,2025,App State,64,North Texas,68
2306,2025,Cincinnati,66,Dayton,59
2307,2025,Florida A&M,57,BYU,103
2308,2025,Jackson St.,61,UTEP,67
2309,2025,Southern U.,73,LMU (CA),89
2310,2025,North Florida,45,Florida,99
2311,2025,Syracuse,60,Maryland,87
2312,2025,Chattanooga,65,Indiana,74
2313,2025,South Carolina St.,47,Northern Ky.,58
2314,2025,Vermont,54,Dartmouth,84
2315,2025,Duke,82,Georgia Tech,56
2316,2025,Marquette,72,Xavier,70
2317,2025,UConn,78,Butler,74
2318,2025,SMU,103,Boston College,77
2319,2025,Penn St.,75,Drexel,64
2320,2025,Princeton,83,Rutgers,82
2321,2025,Virginia Tech,62,Saint Joseph's,82
2322,2025,Mississippi St.,79,Memphis,66
2323,2025,Fairfield,74,Monmouth,88
2324,2025,Saint Francis,77,Robert Morris,90
2325,2025,Manhattan,86,Presbyterian,81
2326,2025,Niagara,52,St. Bonaventure,71
2327,2025,Lamar University,57,Texas Tech,101
2328,2025,Lehigh,60,LIU,59
2329,2025,Youngstown St.,72,USC Upstate,64
2330,2025,UHSP,53,Indiana St.,101
2331,2025,Maine,72,Stony Brook,74
2332,2025,UMBC,73,Marist,76
2333,2025,Quinnipiac,80,Central Conn. St.,84
2334,2025,Hampton,76,Loyola Maryland,68
2335,2025,Navy,60,Coppin St.,68
2336,2025,Sam Houston,78,Pittsburgh,110
2337,2025,Fla. Atlantic,69,Michigan St.,86
2338,2025,UNC Asheville,74,UNCW,85
2339,2025,A&M-Corpus Christi,51,Houston,87
2340,2025,UAlbany,83,Fordham,87
2341,2025,Mercer,97,Winthrop,102
2342,2025,Immaculata,48,La Salle,108
2343,2025,Brewton-Parker,61,West Ga.,107
2344,2025,High Point,94,Southern Ill.,81
2345,2025,St. Thomas (MN),93,Bowling Green,68
2346,2025,Louisville,90,Florida St.,76
2347,2025,ETSU,66,Kansas City,73
2348,2025,Mount St. Mary's,78,Miami (FL),74
2349,2025,Wright St.,82,Eastern Mich.,86
2350,2025,Canisius,59,Bradley,92
2351,2025,Georgia St.,57,Troy,77
2352,2025,Evansville,43,Ball St.,80
2353,2025,Jacksonville St.,91,Eastern Ky.,80
2354,2025,James Madison,49,South Alabama,77
2355,2025,UT Arlington,56,Liberty,79
2356,2025,FDU,60,Minnesota,74
2357,2025,Boston U.,71,UMass Lowell,83
2358,2025,Chicago St.,57,CSUN,81
2359,2025,UC Irvine,54,Duquesne,70
2360,2025,Penn St.-Fayette,52,Wagner,83
2361,2025,Wake Forest,62,Clemson,73
2362,2025,N.C. A&T,67,Arkansas,95
2363,2025,Biblical Stud. (TX),56,UTRGV,106
2364,2025,Ky. Wesleyan,71,Western Ky.,91
2365,2025,UC Riverside,53,UNLV,66
2366,2025,Mississippi Val.,48,Tulsa,93
2367,2025,Bellarmine,55,Colorado,79
2368,2025,East Texas A&M,62,South Fla.,88
2369,2025,Furman,77,Harvard,63
2370,2025,Marshall,66,Southern Miss.,68
2371,2025,UC Davis,46,Pepperdine,85
2372,2025,Coastal Carolina,67,Arkansas St.,97
2373,2025,Austin Peay,55,Vanderbilt,85
2374,2025,North Carolina,76,UCLA,74
2375,2025,Gardner-Webb,84,East Carolina,79
2376,2025,Old Dominion,80,ULM,75
2377,2025,Ga. Southern,61,Texas St.,83
2378,2025,Tennessee St.,68,Morehead St.,74
2379,2025,Air Force,59,Boise St.,77
2380,2025,Lafayette,64,Portland,74
2381,2025,Arizona St.,78,Massachusetts,62
2382,2025,Rust,60,Louisiana Tech,108
2383,2025,Samford,97,Alabama A&M,90
2384,2025,Texas Southern,65,Abilene Christian,69
2385,2025,Idaho,95,Pacific,72
2386,2025,Northern Ariz.,83,Southern Utah,75
2387,2025,DePaul,64,Northwestern,84
2388,2025,Central Mich.,41,Arizona,94
2389,2025,Villanova,79,Creighton,86
2390,2025,Washington St.,76,UNI,68
2391,2025,UT Martin,77,Southern Ind.,46
2392,2025,Western Ill.,65,Lindenwood,71
2393,2025,Purdue,69,Auburn,87
2394,2025,SIUE,64,Southeast Mo. St.,80
2395,2025,Lincoln (CA),63,Eastern Wash.,107
2396,2025,Colorado St.,66,Nevada,64
2397,2025,Howard Payne,83,Tarleton St.,100
2398,2025,Bethune-Cookman,63,Davidson,76
2399,2025,Northern Colo.,82,Denver,75
2400,2025,South Dakota,81,Santa Clara,98
2401,2025,Queens (NC),62,Ole Miss,80
2402,2025,California Baptist,86,Fresno St.,69
2403,2025,Kentucky,65,Ohio St.,85
2404,2025,Green Bay,62,Drake,72
2405,2025,Jacksonville,66,UCF,86
2406,2025,IU Indy,69,FIU,75
2407,2025,Utah,88,Iowa,95
2408,2025,VMI,71,Richmond,78
2409,2025,Montana,67,San Francisco,71
2410,2025,Temple,79,Rhode Island,85
2411,2025,Akron,68,Jackson St.,50
2412,2025,Kansas St.,65,Wichita St.,84
2413,2025,UNC Greensboro,69,Elon,73
2414,2025,Oregon,76,Stanford,61
2415,2025,Cal Poly,82,Omaha,86
2416,2025,Bucknell,65,Gonzaga,86
2417,2025,Utah Valley,64,Weber St.,62
2418,2025,UC San Diego,77,San Diego,71
2419,2025,Yale,74,UTEP,75
2420,2025,Portland St.,59,CSU Bakersfield,58
2421,2025,San Diego St.,71,California,50
2422,2025,Kennesaw St.,65,San Jose St.,89
2423,2025,Illinois St.,80,Cornell,77
2424,2025,UVA Wise,62,George Washington,102
2425,2025,Midway,60,Cleveland St.,116
2426,2025,Iona,79,Colgate,73
2427,2025,Kent St.,54,Alabama,81
2428,2025,Morgan St.,72,Iowa St.,99
2429,2025,Purdue Fort Wayne,58,Michigan,89
2430,2025,Sacred Heart,76,Miami (OH),94
2431,2025,New Hampshire,83,Stonehill,90
2432,2025,Central Ark.,66,Oklahoma,89
2433,2025,Illinois,80,Missouri,77
2434,2025,Binghamton,78,Army West Point,68
2435,2025,Florida Tech,62,FGCU,79
2436,2025,Bryant,65,Towson,70
2437,2025,Mercyhurst,46,West Virginia,67
2438,2025,American,58,Virginia,63
2439,2025,Detroit Mercy,53,Wisconsin,76
2440,2025,Montana St.,48,TCU,82
2441,2025,Radford,48,South Carolina,74
2442,2025,UC Santa Barbara,56,Missouri St.,68
2443,2025,Penn,53,George Mason,85
2444,2025,William & Mary,70,VCU,90
2445,2025,Calumet Col.,57,Valparaiso,107
2446,2025,Fort Lauderdale,77,Stetson,103
2447,2025,McNeese,64,Louisiana,56
2448,2025,Oregon St.,74,Col. of Charleston,65
2449,2025,Oral Roberts,74,Oklahoma St.,86
2450,2025,North Central (IL),57,Milwaukee,92
2451,2025,Brown,53,Kansas,87
2452,2025,Prairie View,46,Rice,64
2453,2025,Alcorn,74,UAB,91
2454,2025,New Orleans,70,LSU,86
2455,2025,Houston Christian,46,North Texas,62
2456,2025,Charleston So.,65,Georgia,81
2457,2025,Saint Louis,72,Grand Canyon,73
2458,2025,Rider,63,NC State,89
2459,2025,Stanislaus St.,47,Sacramento St.,98
2460,2025,Southern U.,51,Southern California,82
2461,2025,Grambling,49,Cincinnati,84
2462,2025,La Sierra,57,Long Beach St.,83
2463,2025,Wyoming,73,Cal St. Fullerton,69
2464,2025,Loyola Chicago,71,Oakland,72
2465,2025,Le Moyne,62,Notre Dame,91
2466,2025,North Ala.,69,LMU (CA),85
2467,2025,Georgetown,61,Seton Hall,60
2468,2025,Utah St.,75,Saint Mary's (CA),68
2469,2025,Nebraska,66,Murray St.,49
2470,2025,Charlotte,61,Hawaii,78
2471,2025,Penn St.-Scranton,30,Wagner,120
2472,2025,Aquinas,62,Bowling Green,87
2473,2025,Col. of Charleston,77,Loyola Chicago,68
2474,2025,Middle Tenn.,64,Tennessee,82
2475,2025,CSU Bakersfield,60,North Dakota St.,94
2476,2025,Oregon St.,80,Oakland,74
2477,2025,Seattle U,79,Washington,70
2478,2025,Nebraska,69,Hawaii,55
2479,2025,Murray St.,90,Charlotte,94
2480,2025,Loyola Chicago,68,Murray St.,71
2481,2025,Col. of Charleston,84,Charlotte,81
2482,2025,Oakland,70,Hawaii,73
2483,2025,Oregon St.,66,Nebraska,78
2484,2025,Arlington Baptist,53,Baylor,107
