,book,team1,highest_ev,team1_ev,team1_p,team1_spread,team1_book_odds,team2,team2_ev,team2_p,team2_spread,team2_book_odds,away_fuzzy_match,home_fuzzy_match
228,fanduel,Michigan,190.32500000000002,190.32500000000002,0.9875,-33.17870330810547,194,Central Ark.,-98.23979591836735,0.0125,33.17870330810547,-245,Western Michigan Broncos,Central Michigan Chippewas
227,draftkings,Michigan,176.5,176.5,0.9875,-33.17870330810547,180,Central Ark.,-98.17660550458716,0.0125,33.17870330810547,-218,Western Michigan Broncos,Central Michigan Chippewas
19,draftkings,Florida,165.47794117647058,165.47794117647058,0.9154411764705882,-17.6025390625,190,East Carolina,-87.86764705882354,0.08455882352941177,17.6025390625,-230,South Florida Bulls,East Carolina Pirates
18,fanduel,Florida,165.47794117647058,165.47794117647058,0.9154411764705882,-17.6025390625,190,East Carolina,-87.94586983729663,0.08455882352941177,17.6025390625,-235,South Florida Bulls,East Carolina Pirates
138,draftkings,Delaware St.,154.0,-100.0,0.0,36.81938362121582,-185,Maryland,154.0,1.0,-36.81938362121582,154,Delaware St Hornets,Maryland-Eastern Shore Hawks
139,fanduel,Delaware St.,154.0,-100.0,0.0,36.81938362121582,-192,Maryland,154.0,1.0,-36.81938362121582,154,Delaware St Hornets,Maryland-Eastern Shore Hawks
219,fanduel,Southern U.,143.67088607594934,-26.352128883774455,0.6751054852320675,-7.230232238769531,-1100,Canisius,143.67088607594934,0.32489451476793246,7.230232238769531,650,Southern Jaguars,Arkansas-Pine Bluff Golden Lions
218,draftkings,Southern U.,127.42616033755272,-24.988279418659168,0.6751054852320675,-7.230232238769531,-900,Canisius,127.42616033755272,0.32489451476793246,7.230232238769531,600,Southern Jaguars,Arkansas-Pine Bluff Golden Lions
185,fanduel,Texas Southern,125.5,-69.8445171849427,0.21153846153846154,13.821432113647461,-235,Central Mich.,125.5,0.7884615384615384,-13.821432113647461,186,Texas Southern Tigers,Alabama A&M Bulldogs
184,draftkings,Texas Southern,124.71153846153845,-69.44444444444444,0.21153846153846154,13.821432113647461,-225,Central Mich.,124.71153846153845,0.7884615384615384,-13.821432113647461,185,Texas Southern Tigers,Alabama A&M Bulldogs
115,draftkings,Kentucky,112.58039215686274,112.58039215686274,0.8784313725490196,-23.4609375,142,Sam Houston,-80.69204152249135,0.12156862745098039,23.4609375,-170,Western Kentucky Hilltoppers,Sam Houston St Bearkats
6,fanduel,Howard,102.63157894736844,102.63157894736844,0.2894736842105263,8.63607406616211,600,Norfolk St.,-22.48803827751196,0.7105263157894737,-8.63607406616211,-1100,Howard Bison,Norfolk St Spartans
114,fanduel,Kentucky,98.52549019607844,98.52549019607844,0.8784313725490196,-23.4609375,126,Sam Houston,-79.84520123839009,0.12156862745098039,23.4609375,-152,Western Kentucky Hilltoppers,Sam Houston St Bearkats
273,fanduel,Grand Canyon,97.77777777777776,-17.037037037037038,0.7777777777777778,-10.031909942626953,-1500,Utah Tech,97.77777777777776,0.2222222222222222,10.031909942626953,790,Grand Canyon Antelopes,Utah Tech Trailblazers
116,fanduel,Texas,96.06299212598427,96.06299212598427,0.9803149606299213,-22.824798583984375,100,Houston Christian,-96.39107611548557,0.01968503937007874,22.824798583984375,-120,UT-Arlington Mavericks,Abilene Christian Wildcats
39,draftkings,Miami (OH),94.17582417582416,94.17582417582416,0.510989010989011,-0.4343008995056117,280,Brown,-37.323943661971825,0.489010989010989,0.4343008995056117,-355,Miami (OH) RedHawks,Akron Zips
38,fanduel,Miami (OH),94.17582417582416,94.17582417582416,0.510989010989011,-0.4343008995056117,280,Brown,-37.127158555729984,0.489010989010989,0.4343008995056117,-350,Miami (OH) RedHawks,Akron Zips
257,fanduel,St. Thomas (MN),92.37647058823528,-76.59442724458205,0.1411764705882353,13.175739288330078,-152,VCU,92.37647058823528,0.8588235294117647,-13.175739288330078,124,St. Thomas (MN) Tommies,UMKC Kangaroos
117,draftkings,Texas,91.39482564679415,91.39482564679415,0.9803149606299213,-22.824798583984375,-105,Houston Christian,-96.31975350907224,0.01968503937007874,22.824798583984375,-115,UT-Arlington Mavericks,Abilene Christian Wildcats
52,draftkings,Columbia,90.0,-66.61646586345381,0.20833333333333334,14.266216278076172,-166,Santa Clara,90.0,0.7916666666666666,-14.266216278076172,140,Columbia Lions,Pennsylvania Quakers
5,draftkings,SMU,88.72377622377621,-32.70150901729849,0.5559440559440559,-1.7922854423522985,-475,NC State,88.72377622377621,0.44405594405594406,1.7922854423522985,325,SMU Mustangs,NC State Wolfpack
53,fanduel,Columbia,88.41666666666666,-66.91176470588235,0.20833333333333334,14.266216278076172,-170,Santa Clara,88.41666666666666,0.7916666666666666,-14.266216278076172,138,Columbia Lions,Pennsylvania Quakers
100,fanduel,Marshall,87.6654411764706,-84.83309990662931,0.08455882352941177,20.11485481262207,-126,Georgia,87.6654411764706,0.9154411764705882,-20.11485481262207,105,Marshall Thundering Herd,Georgia Southern Eagles
101,draftkings,Marshall,87.6654411764706,-84.77941176470588,0.08455882352941177,20.11485481262207,-125,Georgia,87.6654411764706,0.9154411764705882,-20.11485481262207,105,Marshall Thundering Herd,Georgia Southern Eagles
256,draftkings,St. Thomas (MN),83.78823529411764,-75.42483660130719,0.1411764705882353,13.175739288330078,-135,VCU,83.78823529411764,0.8588235294117647,-13.175739288330078,114,St. Thomas (MN) Tommies,UMKC Kangaroos
118,fanduel,Utah,83.52941176470587,-14.0625,0.8088235294117647,-14.680767059326172,-1600,Mercer,83.52941176470587,0.19117647058823528,14.680767059326172,860,Utah State Aggies,Air Force Falcons
232,fanduel,East Carolina,80.78125,80.78125,0.6953125,-7.077759742736816,160,Old Dominion,-54.296875,0.3046875,7.077759742736816,-200,Coastal Carolina Chanticleers,Old Dominion Monarchs
153,fanduel,South Carolina St.,80.18322082931533,-98.03921568627452,0.00980392156862745,25.61968994140625,100,North Carolina,80.18322082931533,0.9901960784313726,-25.61968994140625,-122,South Carolina St Bulldogs,North Carolina Central Eagles
250,draftkings,Southern Miss.,78.5,-73.46153846153845,0.15,15.051746368408203,-130,Louisiana Tech,78.5,0.85,-15.051746368408203,110,Southern Miss Golden Eagles,Louisiana Ragin' Cajuns
251,fanduel,Southern Miss.,78.5,-73.80597014925374,0.15,15.051746368408203,-134,Louisiana Tech,78.5,0.85,-15.051746368408203,110,Southern Miss Golden Eagles,Louisiana Ragin' Cajuns
17,draftkings,Detroit Mercy,77.77777777777779,77.77777777777779,0.20915032679738563,12.80475616455078,750,Wright St.,-14.324618736383448,0.7908496732026143,-12.80475616455078,-1200,Detroit Mercy Titans,Wright St Raiders
272,draftkings,Grand Canyon,77.77777777777776,-15.151515151515149,0.7777777777777778,-10.031909942626953,-1100,Utah Tech,77.77777777777776,0.2222222222222222,10.031909942626953,700,Grand Canyon Antelopes,Utah Tech Trailblazers
231,draftkings,East Carolina,76.609375,76.609375,0.6953125,-7.077759742736816,154,Old Dominion,-53.0616554054054,0.3046875,7.077759742736816,-185,Coastal Carolina Chanticleers,Old Dominion Monarchs
16,fanduel,Detroit Mercy,75.68627450980394,75.68627450980394,0.20915032679738563,12.80475616455078,740,Wright St.,-14.588235294117652,0.7908496732026143,-12.80475616455078,-1250,Detroit Mercy Titans,Wright St Raiders
152,draftkings,South Carolina St.,75.18853695324285,-97.94117647058825,0.00980392156862745,25.61968994140625,110,North Carolina,75.18853695324285,0.9901960784313726,-25.61968994140625,-130,South Carolina St Bulldogs,North Carolina Central Eagles
7,draftkings,Howard,73.68421052631578,73.68421052631578,0.2894736842105263,8.63607406616211,500,Norfolk St.,-20.175438596491233,0.7105263157894737,-8.63607406616211,-810,Howard Bison,Norfolk St Spartans
25,fanduel,Jacksonville,73.38598901098901,-78.55629539951573,0.11607142857142858,15.367778778076172,-118,UC Irvine,73.38598901098901,0.8839285714285714,-15.367778778076172,-104,Jacksonville Dolphins,Queens University Royals
158,fanduel,Temple,72.80000000000001,-65.71428571428571,0.2,14.527917861938477,-140,Utah,72.80000000000001,0.8,-14.527917861938477,116,Temple Owls,UTSA Roadrunners
24,draftkings,Jacksonville,72.57653061224488,-78.29968944099379,0.11607142857142858,15.367778778076172,-115,UC Irvine,72.57653061224488,0.8839285714285714,-15.367778778076172,-105,Jacksonville Dolphins,Queens University Royals
135,draftkings,Chattanooga,72.35714285714286,72.35714285714286,0.6785714285714286,-6.108428955078125,154,Tennessee St.,-50.48262548262548,0.32142857142857145,6.108428955078125,-185,Chattanooga Mocs,East Tennessee St Buccaneers
119,draftkings,Utah,72.05882352941175,-13.12636165577342,0.8088235294117647,-14.680767059326172,-1350,Mercer,72.05882352941175,0.19117647058823528,14.680767059326172,800,Utah State Aggies,Air Force Falcons
143,fanduel,Florida,71.42857142857143,71.42857142857143,1.0,-31.144515991210938,-140,Eastern Ill.,-100.0,0.0,31.144515991210938,114,Florida Gulf Coast Eagles,Eastern Kentucky Colonels
159,draftkings,Temple,71.2,-65.18518518518519,0.2,14.527917861938477,-135,Utah,71.2,0.8,-14.527917861938477,114,Temple Owls,UTSA Roadrunners
142,draftkings,Florida,70.4225352112676,70.4225352112676,1.0,-31.144515991210938,-142,Eastern Ill.,-100.0,0.0,31.144515991210938,120,Florida Gulf Coast Eagles,Eastern Kentucky Colonels
269,draftkings,Miami (FL),70.03460207612456,70.03460207612456,0.314878892733564,6.8671875,440,California,-20.069204152249142,0.6851211072664359,-6.8671875,-600,Miami Hurricanes,California Golden Bears
134,fanduel,Chattanooga,69.64285714285715,69.64285714285715,0.6785714285714286,-6.108428955078125,150,Tennessee St.,-50.196232339089484,0.32142857142857145,6.108428955078125,-182,Chattanooga Mocs,East Tennessee St Buccaneers
99,fanduel,Green Bay,69.33823529411765,69.33823529411765,0.17279411764705882,15.560348510742184,880,Cleveland St.,-12.683823529411772,0.8272058823529411,-15.560348510742184,-1800,Green Bay Phoenix,Cleveland St Vikings
60,fanduel,Clemson,68.81700779727095,68.81700779727095,0.8993055555555556,-13.72115707397461,-114,Towson,-80.34060846560847,0.10069444444444445,13.72115707397461,-105,Saint Louis Billikens,GW Revolutionaries
61,draftkings,Clemson,66.14289077212806,66.14289077212806,0.8993055555555556,-13.72115707397461,-118,Towson,-80.05855119825708,0.10069444444444445,13.72115707397461,-102,Saint Louis Billikens,GW Revolutionaries
29,fanduel,East Carolina,64.58333333333331,64.58333333333331,0.8229166666666666,-11.6351318359375,100,The Citadel,-67.77663934426228,0.17708333333333334,11.6351318359375,-122,Western Carolina Catamounts,The Citadel Bulldogs
193,fanduel,NC State,64.3076923076923,64.3076923076923,0.8054298642533937,-11.800048828125,104,Portland St.,-65.34219457013575,0.19457013574660634,11.800048828125,-128,Idaho State Bengals,Portland St Vikings
28,draftkings,East Carolina,62.96977124183005,62.96977124183005,0.8229166666666666,-11.6351318359375,-102,The Citadel,-67.284604519774,0.17708333333333334,11.6351318359375,-118,Western Carolina Catamounts,The Citadel Bulldogs
192,draftkings,NC State,62.696832579185525,62.696832579185525,0.8054298642533937,-11.800048828125,102,Portland St.,-64.59461464283065,0.19457013574660634,11.800048828125,-122,Idaho State Bengals,Portland St Vikings
217,draftkings,South Dakota,61.1111111111111,61.1111111111111,0.2222222222222222,11.923065185546882,625,South Dakota St.,-14.035087719298245,0.7777777777777778,-11.923065185546882,-950,South Dakota Coyotes,South Dakota St Jackrabbits
206,fanduel,Southern Miss.,60.7077205882353,-97.44117647058825,0.011029411764705883,28.60115623474121,132,Missouri,60.7077205882353,0.9889705882352942,-28.60115623474121,-160,Ole Miss Rebels,Missouri Tigers
207,draftkings,Southern Miss.,59.944625998547565,-97.39705882352942,0.011029411764705883,28.60115623474121,136,Missouri,59.944625998547565,0.9889705882352942,-28.60115623474121,-162,Ole Miss Rebels,Missouri Tigers
164,fanduel,Baylor,58.98852971845672,58.98852971845672,0.919047619047619,-20.994361877441406,-137,Southern Utah,-82.67619047619047,0.08095238095238096,20.994361877441406,114,Baylor Bears,Utah Utes
113,draftkings,Georgia,57.785467128027676,57.785467128027676,0.2629757785467128,12.738723754882812,500,Florida,-15.76866040533861,0.7370242214532872,-12.738723754882812,-700,Georgia Bulldogs,Florida Gators
112,fanduel,Georgia,57.785467128027676,57.785467128027676,0.2629757785467128,12.738723754882812,500,Florida,-16.061130334486737,0.7370242214532872,-12.738723754882812,-720,Georgia Bulldogs,Florida Gators
268,fanduel,Miami (FL),57.43944636678201,57.43944636678201,0.314878892733564,6.8671875,400,California,-19.031141868512115,0.6851211072664359,-6.8671875,-550,Miami Hurricanes,California Golden Bears
126,draftkings,Colgate,55.9033613445378,-56.890756302521,0.23949579831932774,11.73822021484375,-125,Hawaii,55.9033613445378,0.7605042016806722,-11.73822021484375,105,Colgate Raiders,American Eagles
98,draftkings,Green Bay,55.51470588235293,55.51470588235293,0.17279411764705882,15.560348510742184,800,Cleveland St.,-11.151960784313733,0.8272058823529411,-15.560348510742184,-1350,Green Bay Phoenix,Cleveland St Vikings
190,draftkings,Colorado,55.441176470588246,-35.10860766324879,0.44485294117647056,2.05242919921875,-218,Washington,55.441176470588246,0.5551470588235294,-2.05242919921875,180,N Colorado Bears,Eastern Washington Eagles
191,fanduel,Colorado,55.441176470588246,-35.743464052287585,0.44485294117647056,2.05242919921875,-225,Washington,55.441176470588246,0.5551470588235294,-2.05242919921875,180,N Colorado Bears,Eastern Washington Eagles
127,fanduel,Colgate,55.142857142857125,-57.33981092436974,0.23949579831932774,11.73822021484375,-128,Hawaii,55.142857142857125,0.7605042016806722,-11.73822021484375,104,Colgate Raiders,American Eagles
226,fanduel,Austin Peay,54.93333333333335,54.93333333333335,0.18666666666666668,17.603515625,730,North Ala.,-12.410256410256409,0.8133333333333334,-17.603515625,-1300,Austin Peay Governors,North Alabama Lions
205,draftkings,West Virginia,54.6875,54.6875,0.703125,-8.2509126663208,120,Kansas St.,-49.40580985915493,0.296875,8.2509126663208,-142,West Virginia Mountaineers,Kansas St Wildcats
165,draftkings,Baylor,54.00257400257399,54.00257400257399,0.919047619047619,-20.994361877441406,-148,Southern Utah,-81.86666666666666,0.08095238095238096,20.994361877441406,124,Baylor Bears,Utah Utes
58,draftkings,Purdue Fort Wayne,53.37037037037036,-21.561181434599163,0.6259259259259259,-3.3873434066772425,-395,FIU,53.37037037037036,0.37407407407407406,3.3873434066772425,310,Fort Wayne Mastodons,IUPUI Jaguars
59,fanduel,Purdue Fort Wayne,53.37037037037036,-22.504409171075846,0.6259259259259259,-3.3873434066772425,-420,FIU,53.37037037037036,0.37407407407407406,3.3873434066772425,310,Fort Wayne Mastodons,IUPUI Jaguars
216,fanduel,South Dakota,53.33333333333333,53.33333333333333,0.2222222222222222,11.923065185546882,590,South Dakota St.,-13.580246913580247,0.7777777777777778,-11.923065185546882,-900,South Dakota Coyotes,South Dakota St Jackrabbits
176,draftkings,Nicholls,51.44432773109244,-98.9075630252101,0.004201680672268907,25.350421905517578,160,Texas A&M,51.44432773109244,0.9957983193277311,-25.350421905517578,-192,Nicholls St Colonels,Texas A&M-CC Islanders
91,fanduel,Furman,47.95833333333333,-13.425925925925926,0.7791666666666667,-10.039876937866211,-900,Le Moyne,47.95833333333333,0.22083333333333333,10.039876937866211,570,Appalachian St Mountaineers,UL Monroe Warhawks
204,fanduel,West Virginia,47.65625,47.65625,0.703125,-8.2509126663208,110,Kansas St.,-47.8219696969697,0.296875,8.2509126663208,-132,West Virginia Mountaineers,Kansas St Wildcats
102,draftkings,Northern Colo.,47.219047619047615,47.219047619047615,0.6238095238095238,-4.038508415222168,136,Idaho,-39.15931804820694,0.3761904761904762,4.038508415222168,-162,Northern Arizona Lumberjacks,Idaho Vandals
177,fanduel,Nicholls,46.99879951980792,-98.87394957983194,0.004201680672268907,25.350421905517578,168,Texas A&M,46.99879951980792,0.9957983193277311,-25.350421905517578,-210,Nicholls St Colonels,Texas A&M-CC Islanders
103,fanduel,Northern Colo.,45.971428571428575,45.971428571428575,0.6238095238095238,-4.038508415222168,134,Idaho,-39.44250871080139,0.3761904761904762,4.038508415222168,-164,Northern Arizona Lumberjacks,Idaho Vandals
48,draftkings,Buffalo,42.016806722689076,-100.0,0.0,40.591976642608635,195,Michigan,42.016806722689076,1.0,-40.591976642608635,-238,Buffalo Bulls,Eastern Michigan Eagles
255,draftkings,Saint Mary's (CA),37.77777777777777,-22.911283376399652,0.5555555555555556,-1.667703628540039,-258,Washington St.,37.77777777777777,0.4444444444444444,1.667703628540039,210,Saint Mary's Gaels,Washington St Cougars
238,draftkings,Florida St.,37.02422145328719,37.02422145328719,0.5190311418685121,-0.419921875,164,Stanford,-27.61175771556394,0.4809688581314879,0.419921875,-198,Florida St Seminoles,Stanford Cardinal
49,fanduel,Buffalo,35.714285714285715,-100.0,0.0,40.591976642608635,220,Michigan,35.714285714285715,1.0,-40.591976642608635,-280,Buffalo Bulls,Eastern Michigan Eagles
211,draftkings,Santa Clara,34.253207455821844,-51.04575163398694,0.22875816993464052,13.833599090576172,114,Oregon,34.253207455821844,0.7712418300653595,-13.833599090576172,-135,Santa Clara Broncos,Oregon St Beavers
237,fanduel,Florida St.,33.91003460207612,33.91003460207612,0.5190311418685121,-0.419921875,158,Stanford,-27.110905004815752,0.4809688581314879,0.419921875,-194,Florida St Seminoles,Stanford Cardinal
276,draftkings,Kennesaw St.,33.75186011904762,-68.66071428571428,0.12053571428571429,18.618045806884766,160,Utah,33.75186011904762,0.8794642857142857,-18.618045806884766,-192,Kennesaw St Owls,UTEP Miners
208,draftkings,Northwestern St.,33.73333333333333,33.73333333333333,0.5666666666666667,-1.9818801879882812,136,Austin Peay,-29.917695473251026,0.43333333333333335,1.9818801879882812,-162,Northwestern St Demons,Stephen F. Austin Lumberjacks
209,fanduel,Northwestern St.,33.73333333333333,33.73333333333333,0.5666666666666667,-1.9818801879882812,136,Austin Peay,-30.87301587301587,0.43333333333333335,1.9818801879882812,-168,Northwestern St Demons,Stephen F. Austin Lumberjacks
148,draftkings,Manhattan,33.00206035632044,-53.793721973094165,0.2062780269058296,8.8125,124,Mount St. Mary's,33.00206035632044,0.7937219730941704,-8.8125,-148,Manhattan Jaspers,Mt. St. Mary's Mountaineers
21,draftkings,Iowa,32.8781512605042,32.8781512605042,0.8455882352941176,-16.505618572235107,-175,Indiana St.,-62.169117647058826,0.15441176470588236,16.505618572235107,145,Northern Iowa Panthers,Indiana St Sycamores
146,draftkings,James Madison,32.874015748031496,-16.718018943284264,0.6456692913385826,-6.50625467300415,-345,Georgia St.,32.874015748031496,0.3543307086614173,6.50625467300415,275,James Madison Dukes,Georgia St Panthers
90,draftkings,Furman,32.499999999999986,-10.952380952380953,0.7791666666666667,-10.039876937866211,-700,Le Moyne,32.499999999999986,0.22083333333333333,10.039876937866211,500,Appalachian St Mountaineers,UL Monroe Warhawks
254,fanduel,Saint Mary's (CA),32.44444444444444,-21.768707482993197,0.5555555555555556,-1.667703628540039,-245,Washington St.,32.44444444444444,0.4444444444444444,1.667703628540039,198,Saint Mary's Gaels,Washington St Cougars
20,fanduel,Iowa,32.06378056840714,32.06378056840714,0.8455882352941176,-16.505618572235107,-178,Indiana St.,-62.01470588235294,0.15441176470588236,16.505618572235107,146,Northern Iowa Panthers,Indiana St Sycamores
229,fanduel,Charleston So.,31.89497252188072,-59.30795847750866,0.1695501730103806,16.472131729125977,140,Elon,31.89497252188072,0.8304498269896193,-16.472131729125977,-170,Charleston Cougars,Elon Phoenix
81,fanduel,Rider,31.764705882352928,31.764705882352928,0.20588235294117646,10.06826210021973,540,Quinnipiac,-11.245674740484436,0.7941176470588235,-10.06826210021973,-850,Rider Broncs,Quinnipiac Bobcats
149,fanduel,Manhattan,31.590748170875617,-53.793721973094165,0.2062780269058296,8.8125,124,Mount St. Mary's,31.590748170875617,0.7937219730941704,-8.8125,-152,Manhattan Jaspers,Mt. St. Mary's Mountaineers
294,draftkings,Cincinnati,31.25,31.25,0.375,4.620426177978516,250,BYU,-17.338709677419356,0.625,-4.620426177978516,-310,Cincinnati Bearcats,BYU Cougars
147,fanduel,James Madison,31.1023622047244,-17.245203504491517,0.6456692913385826,-6.50625467300415,-355,Georgia St.,31.1023622047244,0.3543307086614173,6.50625467300415,270,James Madison Dukes,Georgia St Panthers
277,fanduel,Kennesaw St.,30.847125435540065,-68.17857142857143,0.12053571428571429,18.618045806884766,164,Utah,30.847125435540065,0.8794642857142857,-18.618045806884766,-205,Kennesaw St Owls,UTEP Miners
210,fanduel,Santa Clara,30.682643427741475,-49.67320261437909,0.22875816993464052,13.833599090576172,120,Oregon,30.682643427741475,0.7712418300653595,-13.833599090576172,-144,Santa Clara Broncos,Oregon St Beavers
230,draftkings,Charleston So.,30.499258526940178,-58.460207612456756,0.1695501730103806,16.472131729125977,145,Elon,30.499258526940178,0.8304498269896193,-16.472131729125977,-175,Charleston Cougars,Elon Phoenix
263,draftkings,Northwestern,29.044117647058826,-54.625,0.1875,14.183030128479004,142,Kansas,29.044117647058826,0.8125,-14.183030128479004,-170,Oklahoma Sooners,Arkansas Razorbacks
262,fanduel,Northwestern,28.48837209302326,-54.625,0.1875,14.183030128479004,142,Kansas,28.48837209302326,0.8125,-14.183030128479004,-172,Oklahoma Sooners,Arkansas Razorbacks
71,fanduel,Monmouth,28.161764705882362,28.161764705882362,0.30514705882352944,9.15084362030029,320,William & Mary,-14.355335157318745,0.6948529411764706,-9.15084362030029,-430,Monmouth Hawks,William & Mary Tribe
70,draftkings,Monmouth,28.161764705882362,28.161764705882362,0.30514705882352944,9.15084362030029,320,William & Mary,-13.56707317073171,0.6948529411764706,-9.15084362030029,-410,Monmouth Hawks,William & Mary Tribe
182,draftkings,Tennessee Tech,27.809523809523824,27.809523809523824,0.41904761904761906,2.568019866943356,205,UT Martin,-18.666666666666657,0.580952380952381,-2.568019866943356,-250,Tennessee Tech Golden Eagles,Tenn-Martin Skyhawks
214,draftkings,South Fla.,26.388888888888893,-53.125,0.1875,9.942176818847656,150,Troy,26.388888888888893,0.8125,-9.942176818847656,-180,South Alabama Jaguars,Troy Trojans
12,draftkings,Bucknell,26.19047619047619,-35.802469135802475,0.3333333333333333,5.46628904342651,-108,Boston College,26.19047619047619,0.6666666666666666,-5.46628904342651,-112,Bucknell Bison,Boston Univ. Terriers
151,draftkings,Oregon,25.80192649396801,25.80192649396801,0.8166089965397924,-11.125,-185,Minnesota,-53.41868512110726,0.18339100346020762,11.125,154,Oregon Ducks,Minnesota Golden Gophers
