,year,date,team1,team1_score,team2,team2_score
1484,2023,2022-11-30,LMU (CA),71,Colorado St.,87
1485,2023,2022-11-30,Tennessee St.,63,Saint Louis,80
1486,2023,2022-11-30,Samford,98,DePaul,103
1487,2023,2022-11-30,South Carolina,55,George Washington,79
1488,2023,2022-11-30,North Carolina,65,Indiana,77
1489,2023,2022-11-30,Boston College,67,Nebraska,88
1490,2023,2022-11-30,Michigan St.,52,Notre Dame,70
1491,2023,2022-11-30,Little Rock,68,San Francisco,90
1492,2023,2022-11-30,Portland Bible,31,Portland St.,114
1493,2023,2022-11-30,New Mexico,69,Saint Mary's (CA),65
1494,2023,2022-11-30,Multnomah,79,Portland,100
1495,2023,2022-11-30,Southern California,66,California,51
1496,2023,2022-11-30,Cal St. Fullerton,62,Seattle U,69
1497,2023,2022-11-30,UC Riverside,60,California Baptist,65
1498,2023,2022-12-01,Oklahoma St.,64,UConn,74
1499,2023,2022-12-01,Robert Morris,80,Wright St.,59
1500,2023,2022-12-01,Cornell,74,Delaware,67
1501,2023,2022-12-01,Middle Ga. St.,53,Georgia St.,79
1502,2023,2022-12-01,Youngstown St.,73,Northern Ky.,77
1503,2023,2022-12-01,Mount St. Mary's,73,Saint Peter's,58
1504,2023,2022-12-01,Creighton,67,Texas,72
1505,2023,2022-12-01,Presbyterian,63,Wofford,76
1506,2023,2022-12-01,Fairfield,53,Manhattan,56
1507,2023,2022-12-01,N.C. Central,78,Radford,80
1508,2023,2022-12-01,Oakland,64,Cleveland St.,80
1509,2023,2022-12-01,Detroit Mercy,75,Purdue Fort Wayne,66
1510,2023,2022-12-01,NVU-Lyndon,63,Vermont,101
1511,2023,2022-12-01,Mississippi Val.,38,Arkansas St.,58
1512,2023,2022-12-01,Milwaukee,81,Green Bay,67
1513,2023,2022-12-01,Denver,93,Houston Christian,83
1514,2023,2022-12-01,Chicago St.,73,Bethune-Cookman,86
1515,2023,2022-12-01,Illinois St.,67,Murray St.,70
1516,2023,2022-12-01,Valparaiso,64,Belmont,76
1517,2023,2022-12-01,Arizona,66,Utah,81
1518,2023,2022-12-01,Arizona St.,60,Colorado,59
1519,2023,2022-12-01,Texas St.,65,Lamar University,55
1520,2023,2022-12-01,Utah Tech,81,Utah St.,86
1521,2023,2022-12-01,Pacific,74,UC Davis,72
1522,2023,2022-12-01,Northwestern St.,102,SFA,96
1523,2023,2022-12-01,Seton Hall,65,Kansas,91
1524,2023,2022-12-01,Washington,65,Oregon St.,66
1525,2023,2022-12-01,Washington St.,60,Oregon,74
1526,2023,2022-12-01,UCLA,80,Stanford,66
1527,2023,2022-12-01,Tex. A&M-Commerce,53,Hawaii,51
1528,2023,2022-12-02,Brown,72,Bryant,60
1529,2023,2022-12-02,Charleston So.,59,South Fla.,79
1530,2023,2022-12-02,Eastern Ky.,80,James Madison,97
1531,2023,2022-12-02,Niagara,56,Iona,78
1532,2023,2022-12-02,Boston U.,68,Merrimack,54
1533,2023,2022-12-02,Canisius,70,Siena,74
1534,2023,2022-12-02,South Dakota St.,68,Kent St.,83
1535,2023,2022-12-02,Campbell,69,East Carolina,79
1536,2023,2022-12-02,Wake Forest,57,Clemson,77
1537,2023,2022-12-02,Pittsburgh,68,NC State,60
1538,2023,2022-12-02,UMES,59,Liberty,79
1539,2023,2022-12-02,Massachusetts,71,Harvard,68
1540,2023,2022-12-02,Towson,74,LIU,64
1541,2023,2022-12-02,Kennesaw St.,66,Mercer,63
1542,2023,2022-12-02,Southern U.,59,Louisiana Tech,74
1543,2023,2022-12-02,App State,62,Charlotte,71
1544,2023,2022-12-02,Florida A&M,46,Georgia,68
1545,2023,2022-12-02,Northeastern,63,Georgia Tech,81
1546,2023,2022-12-02,Colgate,66,Auburn,93
1547,2023,2022-12-02,UT Arlington,59,LSU,63
1548,2023,2022-12-02,Baylor,64,Gonzaga,63
1549,2023,2022-12-02,NIU,47,Idaho,84
1550,2023,2022-12-02,Illinois,66,Maryland,71
1551,2023,2022-12-02,Occidental,57,San Diego St.,95
1552,2023,2022-12-02,Bethesda (CA),76,UC San Diego,81
1553,2023,2022-12-03,Fordham,95,Tulane,90
1554,2023,2022-12-03,Syracuse,62,Notre Dame,61
1555,2023,2022-12-03,Saint Francis (PA),59,Ohio St.,96
1556,2023,2022-12-03,South Carolina,74,Georgetown,71
1557,2023,2022-12-03,South Carolina St.,76,Furman,88
1558,2023,2022-12-03,Chattanooga,82,Gardner-Webb,71
1559,2023,2022-12-03,Oklahoma,66,Villanova,70
1560,2023,2022-12-03,Wagner,64,Army West Point,75
1561,2023,2022-12-03,Col. of Charleston,79,The Citadel,57
1562,2023,2022-12-03,VCU,73,Temple,83
1563,2023,2022-12-03,Navy,72,VMI,80
1564,2023,2022-12-03,FDU,97,Saint Joseph's,80
1565,2023,2022-12-03,Indiana St.,88,Miami (OH),61
1566,2023,2022-12-03,Toledo,73,George Mason,80
1567,2023,2022-12-03,La Salle,84,Penn,81
1568,2023,2022-12-03,Ball St.,77,Duquesne,78
1569,2023,2022-12-03,North Florida,88,High Point,93
1570,2023,2022-12-03,UT Martin,83,UNC Asheville,90
1571,2023,2022-12-03,UMBC,88,Lehigh,62
1572,2023,2022-12-03,UMass Lowell,70,Sacred Heart,59
1573,2023,2022-12-03,Princeton,83,Drexel,63
1574,2023,2022-12-03,CSU Bakersfield,54,Dartmouth,79
1575,2023,2022-12-03,Tennessee Tech,66,Butler,80
1576,2023,2022-12-03,Southeastern La.,74,Dayton,80
1577,2023,2022-12-03,Davidson,67,Delaware,69
1578,2023,2022-12-03,Bucknell,79,NJIT,63
1579,2023,2022-12-03,Mississippi Val.,52,Mississippi St.,82
1580,2023,2022-12-03,North Ala.,81,Morehead St.,75
1581,2023,2022-12-03,Coastal Carolina,86,Winthrop,81
1582,2023,2022-12-03,Evansville,55,UNI,72
1583,2023,2022-12-03,Morgan St.,76,Bowling Green,86
1584,2023,2022-12-03,Florida St.,57,Virginia,62
1585,2023,2022-12-03,St. Bonaventure,66,Buffalo,83
1586,2023,2022-12-03,Jackson St.,69,SMU,68
1587,2023,2022-12-03,Detroit Mercy,77,Cleveland St.,92
1588,2023,2022-12-03,Paine,60,Queens (NC),89
1589,2023,2022-12-03,Dallas Christian,58,Sam Houston,111
1590,2023,2022-12-03,Champion Chris.,46,ULM,101
1591,2023,2022-12-03,Troy,72,SIUE,78
1592,2023,2022-12-03,Oakland,73,Purdue Fort Wayne,79
1593,2023,2022-12-03,Longwood,75,Delaware St.,49
1594,2023,2022-12-03,Wiley,55,Tarleton St.,98
1595,2023,2022-12-03,Ark. Baptist,41,Ark.-Pine Bluff,59
1596,2023,2022-12-03,Oral Roberts,77,Tulsa,66
1597,2023,2022-12-03,Maryville (TN),46,Middle Tenn.,69
1598,2023,2022-12-03,Arlington Baptist,42,Abilene Christian,88
1599,2023,2022-12-03,St. Andrews,40,N.C. Central,127
1600,2023,2022-12-03,UTRGV,72,Western Ill.,90
1601,2023,2022-12-03,South Dakota,69,BYU,68
1602,2023,2022-12-03,Jacksonville St.,63,ETSU,61
1603,2023,2022-12-03,UNC Greensboro,65,Elon,61
1604,2023,2022-12-03,Rider,68,Mount St. Mary's,65
1605,2023,2022-12-03,Trinity Baptist,39,Jacksonville,74
1606,2023,2022-12-03,Boston College,59,Duke,75
1607,2023,2022-12-03,New Hampshire,52,Columbia,56
1608,2023,2022-12-03,Indiana,48,Rutgers,63
1609,2023,2022-12-03,Stonehill,69,Binghamton,66
1610,2023,2022-12-03,Air Force,64,Portland St.,68
1611,2023,2022-12-03,UIW,39,Grambling,72
1612,2023,2022-12-03,Long Beach St.,78,Utah Valley,88
1613,2023,2022-12-03,Northern N.M.,50,UTEP,87
1614,2023,2022-12-03,Grand Canyon,66,Wyoming,58
1615,2023,2022-12-03,San Jose St.,58,Arkansas,99
1616,2023,2022-12-03,DePaul,78,Loyola Chicago,72
1617,2023,2022-12-03,Tennessee St.,61,Austin Peay,77
1618,2023,2022-12-03,Southern Ill.,72,Saint Louis,85
1619,2023,2022-12-03,Northern Colo.,88,Colorado St.,83
1620,2023,2022-12-03,Wisconsin,80,Marquette,77
1621,2023,2022-12-03,Pacific,71,UC Santa Barbara,82
1622,2023,2022-12-03,Providence,88,Rhode Island,74
1623,2023,2022-12-03,Coppin St.,74,Loyola Maryland,71
1624,2023,2022-12-03,Louisiana,78,New Orleans,77
1625,2023,2022-12-03,Sacramento St.,65,Santa Clara,72
1626,2023,2022-12-03,Howard,65,Hampton,74
1627,2023,2022-12-03,Ohio,69,Marshall,83
1628,2023,2022-12-03,North Dakota St.,70,Eastern Wash.,78
1629,2023,2022-12-03,Wofford,62,Vanderbilt,65
1630,2023,2022-12-03,USC Upstate,79,Western Caro.,64
1631,2023,2022-12-03,Central Conn. St.,57,Holy Cross,63
1632,2023,2022-12-03,UIC,64,Drake,77
1633,2023,2022-12-03,Omaha,45,North Texas,75
1634,2023,2022-12-03,Robert Morris,56,Northern Ky.,60
1635,2023,2022-12-03,Yale,77,Stony Brook,72
1636,2023,2022-12-03,West Virginia,74,Xavier,84
1637,2023,2022-12-03,Norfolk St.,62,Old Dominion,68
1638,2023,2022-12-03,Richmond,57,William & Mary,58
1639,2023,2022-12-03,Boise St.,86,Texas A&M,71
1640,2023,2022-12-03,Blackburn,43,Eastern Ill.,93
1641,2023,2022-12-03,Alma,50,Central Mich.,89
1642,2023,2022-12-03,Saint Peter's,55,Fairfield,67
1643,2023,2022-12-03,Ole Miss,57,Memphis,68
1644,2023,2022-12-03,Crown (MN),56,St. Thomas (MN),91
1645,2023,2022-12-03,IUPUI,61,Milwaukee,74
1646,2023,2022-12-03,Lindenwood,47,Kansas City,61
1647,2023,2022-12-03,Northern Ariz.,69,Pepperdine,88
1648,2023,2022-12-03,North Dakota,69,Portland,90
1649,2023,2022-12-03,Southern Utah,69,Idaho St.,59
1650,2023,2022-12-03,Bradley,58,Missouri St.,40
1651,2023,2022-12-03,South Dakota St.,65,Alabama,78
1652,2023,2022-12-03,Fresno St.,80,UC Irvine,66
1653,2023,2022-12-03,California Baptist,53,Cal Poly,64
1654,2023,2022-12-03,Utah Tech,77,Weber St.,65
1655,2023,2022-12-03,Wichita St.,50,Kansas St.,55
1656,2023,2022-12-03,Saint Mary's (CA),48,Houston,53
1657,2023,2022-12-03,Nevada,52,LMU (CA),64
1658,2023,2022-12-03,UNLV,95,San Diego,78
1659,2023,2022-12-04,Maine,61,Marist,62
1660,2023,2022-12-04,Bryant,71,Cincinnati,97
1661,2023,2022-12-04,Youngstown St.,88,Wright St.,77
1662,2023,2022-12-04,Miami (FL),80,Louisville,53
1663,2023,2022-12-04,Canisius,60,Iona,90
1664,2023,2022-12-04,Lafayette,68,Cornell,73
1665,2023,2022-12-04,Michigan,69,Kentucky,73
1666,2023,2022-12-04,Brown,65,Hartford,51
1667,2023,2022-12-04,Vermont,66,Merrimack,43
1668,2023,2022-12-04,Samford,77,UCF,80
1669,2023,2022-12-04,George Washington,76,Radford,86
1670,2023,2022-12-04,Georgia St.,46,Northeastern,66
1671,2023,2022-12-04,South Alabama,68,UAB,76
1672,2023,2022-12-04,Tufts,59,Harvard,76
1673,2023,2022-12-04,Murray St.,77,Valparaiso,70
1674,2023,2022-12-04,Belmont,77,Illinois St.,87
1675,2023,2022-12-04,Muskingum,33,Akron,80
1676,2023,2022-12-04,Stetson,51,Florida,89
1677,2023,2022-12-04,Monmouth,76,Manhattan,69
1678,2023,2022-12-04,Fla. Atlantic,101,Eastern Mich.,73
1679,2023,2022-12-04,Rice,83,Texas St.,71
1680,2023,2022-12-04,Niagara,64,Quinnipiac,60
1681,2023,2022-12-04,North Carolina,72,Virginia Tech,80
1682,2023,2022-12-04,S'western Adventist,62,Houston Christian,94
1683,2023,2022-12-04,St. John's (NY),60,Iowa St.,71
1684,2023,2022-12-04,Colorado,63,Washington,73
1685,2023,2022-12-04,Southern Ind.,61,Chicago St.,78
1686,2023,2022-12-04,Southeast Mo. St.,89,Missouri,96
1687,2023,2022-12-04,Utah,67,Washington St.,65
1688,2023,2022-12-04,Tex. A&M-Commerce,75,Denver,84
1689,2023,2022-12-04,Alice Lloyd,38,Bellarmine,110
1690,2023,2022-12-04,Sarah Lawrence,65,Columbia,106
1691,2023,2022-12-04,Southern Miss.,82,Northwestern St.,84
1692,2023,2022-12-04,Nebraska,63,Creighton,53
1693,2023,2022-12-04,Minnesota,70,Purdue,89
1694,2023,2022-12-04,Oregon,56,UCLA,65
1695,2023,2022-12-04,California,68,Arizona,81
1696,2023,2022-12-04,Whittier,42,CSUN,101
1697,2023,2022-12-04,Alcorn,40,Tennessee,94
1698,2023,2022-12-04,FIU,65,FGCU,74
1699,2023,2022-12-04,Stanford,64,Arizona St.,68
1700,2023,2022-12-04,Oregon St.,62,Southern California,63
1701,2023,2022-12-04,Northwestern,70,Michigan St.,63
1702,2023,2022-12-04,Utah St.,82,San Francisco,64
1703,2023,2022-12-05,IUPUI,61,Green Bay,68
1704,2023,2022-12-05,Our Lady of the Lake,56,Lamar University,91
1705,2023,2022-12-05,UMass Lowell,84,LIU,64
1706,2023,2022-12-05,Kennesaw St.,76,Charleston So.,65
1707,2023,2022-12-05,Concordia (MI),50,Western Mich.,94
1708,2023,2022-12-05,UAlbany,73,Massachusetts,87
1709,2023,2022-12-05,Trevecca Nazarene,49,Lipscomb,87
1710,2023,2022-12-05,Kent St.,66,Gonzaga,73
1711,2023,2022-12-05,Simon Fraser,35,New Mexico St.,77
1712,2023,2022-12-05,Troy,55,San Diego St.,60
1713,2023,2022-12-05,North Dakota St.,67,Portland,62
1714,2023,2022-12-06,Middle Ga. St.,62,Mercer,100
1715,2023,2022-12-06,South Dakota,58,Air Force,79
1716,2023,2022-12-06,St. John Fisher,53,Buffalo,91
1717,2023,2022-12-06,Oakland,66,Syracuse,95
1718,2023,2022-12-06,Carlow,43,App State,103
1719,2023,2022-12-06,Yale,61,Butler,71
1720,2023,2022-12-06,Wabash,45,Bellarmine,86
1721,2023,2022-12-06,Col. of Charleston,67,Presbyterian,62
1722,2023,2022-12-06,UMBC,73,Columbia,66
1723,2023,2022-12-06,High Point,85,Furman,82
1724,2023,2022-12-06,Lafayette,58,Princeton,69
1725,2023,2022-12-06,New Hampshire,74,Boston College,71
1726,2023,2022-12-06,American,69,Mount St. Mary's,61
1727,2023,2022-12-06,Saint Louis,62,Iona,84
1728,2023,2022-12-06,East Carolina,61,UNCW,74
1729,2023,2022-12-06,Bucknell,72,La Salle,82
1730,2023,2022-12-06,UMES,54,George Mason,67
1731,2023,2022-12-06,South Carolina St.,67,Winthrop,81
1732,2023,2022-12-06,Trinity Christian,60,Valparaiso,96
1733,2023,2022-12-06,Georgia,77,Georgia Tech,79
1734,2023,2022-12-06,Illinois,85,Texas,78
1735,2023,2022-12-06,Hartford,50,St. Francis Brooklyn,68
1736,2023,2022-12-06,Vermont,68,Dartmouth,52
1737,2023,2022-12-06,UNC Greensboro,58,Arkansas,65
1738,2023,2022-12-06,Milwaukee,76,Chattanooga,88
1739,2023,2022-12-06,Wagner,59,Fordham,72
1740,2023,2022-12-06,Saint Joseph's,60,Temple,70
1741,2023,2022-12-06,Coppin St.,72,NC State,94
1742,2023,2022-12-06,Virginia-Lynchburg,49,Liberty,101
1743,2023,2022-12-06,Trevecca Nazarene,53,Belmont,83
1744,2023,2022-12-06,Coastal Carolina,61,Wofford,71
1745,2023,2022-12-06,Abilene Christian,64,Kansas St.,81
1746,2023,2022-12-06,Ky. Christian,57,Austin Peay,102
1747,2023,2022-12-06,Boyce,49,Tennessee St.,103
1748,2023,2022-12-06,James Madison,50,Virginia,55
1749,2023,2022-12-06,Tarleton St.,57,Baylor,80
1750,2023,2022-12-06,Little Rock,71,Memphis,87
1751,2023,2022-12-06,Jackson St.,51,TCU,78
1752,2023,2022-12-06,West Coast Baptist,49,Southern Utah,120
1753,2023,2022-12-06,Bradley,56,SIUE,54
1754,2023,2022-12-06,Arkansas St.,67,Central Ark.,72
1755,2023,2022-12-06,Me.-Fort Kent,33,Houston Christian,100
1756,2023,2022-12-06,Kansas City,53,Oklahoma,75
1757,2023,2022-12-06,North Florida,42,Houston,76
1758,2023,2022-12-06,Green Bay,46,Loyola Chicago,70
1759,2023,2022-12-06,North Texas,60,UT Arlington,57
1760,2023,2022-12-06,Toledo,83,UNI,75
1761,2023,2022-12-06,N.C. Central,78,Marquette,90
1762,2023,2022-12-06,Western N.M.,63,New Mexico,102
1763,2023,2022-12-06,Maryland,59,Wisconsin,64
1764,2023,2022-12-06,Montana Western,53,Idaho St.,61
1765,2023,2022-12-06,Sam Houston,51,Oklahoma St.,65
1766,2023,2022-12-06,South Dakota St.,56,Montana,81
1767,2023,2022-12-06,North Dakota,66,Idaho,76
1768,2023,2022-12-06,Tex. A&M-Commerce,76,Wyoming,91
1769,2023,2022-12-06,Eastern Ore.,54,Boise St.,90
1770,2023,2022-12-06,Iowa,62,Duke,74
1771,2023,2022-12-06,CSU Bakersfield,48,San Jose St.,58
1772,2023,2022-12-06,Northern Ariz.,73,Pacific,69
1773,2023,2022-12-06,Nevada,85,Pepperdine,77
1774,2023,2022-12-07,Warren Wilson,70,UNC Asheville,122
1775,2023,2022-12-07,Penn St.-Wilkes Barre,48,Morgan St.,95
1776,2023,2022-12-07,DePaul,67,St. John's (NY),86
1777,2023,2022-12-07,Michigan St.,67,Penn St.,58
1778,2023,2022-12-07,Siena,68,Georgetown,75
1779,2023,2022-12-07,Cleveland St.,42,St. Bonaventure,61
1780,2023,2022-12-07,Delaware St.,69,Delaware,77
1781,2023,2022-12-07,Sacred Heart,59,Fairfield,61
1782,2023,2022-12-07,Brown,59,Rhode Island,58
1783,2023,2022-12-07,Western Caro.,64,Davidson,72
1784,2023,2022-12-07,NJIT,62,Army West Point,63
1785,2023,2022-12-07,Cornell,105,Miami (FL),107
1786,2023,2022-12-07,Navy,64,West Virginia,85
1787,2023,2022-12-07,Penn,59,Villanova,70
1788,2023,2022-12-07,Hofstra,66,Purdue,85
1789,2023,2022-12-07,FGCU,53,Fla. Atlantic,85
1790,2023,2022-12-07,Boston U.,75,Notre Dame,81
1791,2023,2022-12-07,Jacksonville,73,VCU,62
1792,2023,2022-12-07,Iowa Wesleyan,73,Western Ill.,84
1793,2023,2022-12-07,Eastern Ky.,49,Tennessee,84
1794,2023,2022-12-07,William & Mary,62,Old Dominion,72
1795,2023,2022-12-07,Piedmont,47,Ga. Southern,91
1796,2023,2022-12-07,Carlow,67,VMI,106
1797,2023,2022-12-07,Quinnipiac,75,Holy Cross,71
1798,2023,2022-12-07,Rider,78,Stonehill,67
1799,2023,2022-12-07,Robert Morris,71,Central Mich.,66
1800,2023,2022-12-07,Loyola Maryland,61,Hampton,66
1801,2023,2022-12-07,Alabama St.,63,North Ala.,71
1802,2023,2022-12-07,Colgate,81,Binghamton,62
1803,2023,2022-12-07,Texas Lutheran,63,A&M-Corpus Christi,100
1804,2023,2022-12-07,Dayton,49,Virginia Tech,77
1805,2023,2022-12-07,Purdue Fort Wayne,89,Southeast Mo. St.,68
1806,2023,2022-12-07,Nicholls,71,Texas Tech,78
1807,2023,2022-12-07,Belhaven,71,Southeastern La.,107
1808,2023,2022-12-07,Campbell,66,Evansville,72
1809,2023,2022-12-07,Anderson (IN),47,Southern Ind.,78
1810,2023,2022-12-07,Detroit Mercy,76,Tulsa,72
1811,2023,2022-12-07,Ball St.,76,Eastern Ill.,59
1812,2023,2022-12-07,Omaha,65,Drake,78
1813,2023,2022-12-07,Indiana St.,74,Southern Ill.,71
1814,2023,2022-12-07,Eastern Mich.,81,Illinois St.,87
1815,2023,2022-12-07,Manhattan,59,Providence,99
1816,2023,2022-12-07,Nebraska,65,Indiana,81
1817,2023,2022-12-07,Lincoln (PA),55,Seton Hall,82
1818,2023,2022-12-07,Towson,75,Clemson,80
1819,2023,2022-12-07,UConn,75,Florida,54
1820,2023,2022-12-07,Arizona St.,75,SMU,57
1821,2023,2022-12-07,LMU (CA),69,Grand Canyon,65
1822,2023,2022-12-07,Utah Valley,75,BYU,60
1823,2023,2022-12-07,Northern Ky.,47,Washington St.,68
1824,2023,2022-12-07,Pittsburgh,74,Vanderbilt,75
1825,2023,2022-12-07,New Mexico St.,65,Santa Clara,66
1826,2023,2022-12-07,Hawaii,62,UNLV,77
1827,2023,2022-12-07,Missouri St.,46,Saint Mary's (CA),66
1828,2023,2022-12-07,Eastern Wash.,50,California,48
1829,2023,2022-12-07,Denver,85,Sacramento St.,87
1830,2023,2022-12-07,Weber St.,52,California Baptist,64
1831,2023,2022-12-07,CSUN,56,Fresno St.,65
1832,2023,2022-12-07,Merrimack,51,San Francisco,69
1833,2023,2022-12-07,Cal St. Fullerton,50,Southern California,64
1834,2023,2022-12-08,Me.-Augusta,67,Maine,103
1835,2023,2022-12-08,Rutgers,66,Ohio St.,67
1836,2023,2022-12-08,Westminster (PA),65,Youngstown St.,117
1837,2023,2022-12-08,UMass Lowell,85,Massachusetts,80
1838,2023,2022-12-08,Marshall,82,Duquesne,71
1839,2023,2022-12-08,Saint Vincent,58,Saint Francis (PA),88
1840,2023,2022-12-08,Iowa St.,56,Iowa,75
1841,2023,2022-12-08,Colorado St.,65,Colorado,93
1842,2023,2022-12-08,St. Thomas (MN),65,Montana St.,82
1843,2023,2022-12-08,Michigan,90,Minnesota,75
1844,2023,2022-12-08,Jacksonville St.,58,Utah,99
1845,2023,2022-12-09,Stony Brook,60,Bryant,79
1846,2023,2022-12-09,Grambling,64,Vanderbilt,62
1847,2023,2022-12-09,Binghamton,62,Fordham,77
1848,2023,2022-12-09,Dartmouth,50,Central Conn. St.,59
1849,2023,2022-12-09,FDU,76,Columbia,73
1850,2023,2022-12-09,U New England,23,Merrimack,82
1851,2023,2022-12-09,Queens (NC),87,High Point,79
1852,2023,2022-12-09,Lipscomb,59,Alabama A&M,63
1853,2023,2022-12-09,McNeese,52,UNI,49
1854,2023,2022-12-09,Washington,60,Gonzaga,77
1855,2023,2022-12-09,Arkansas St.,55,Air Force,80
1856,2023,2022-12-09,Chapman,58,Utah Tech,99
1857,2023,2022-12-10,Tulane,88,Buffalo,63
1858,2023,2022-12-10,Penn St.,74,Illinois,59
1859,2023,2022-12-10,Vermont,73,Colgate,72
1860,2023,2022-12-10,Drexel,65,La Salle,58
1861,2023,2022-12-10,Johnson (TN),47,Chattanooga,97
1862,2023,2022-12-10,LIU,61,UConn,114
1863,2023,2022-12-10,Georgetown,64,Syracuse,83
1864,2023,2022-12-10,Saint Peter's,57,Saint Joseph's,73
1865,2023,2022-12-10,Lafayette,63,Quinnipiac,76
1866,2023,2022-12-10,Temple,57,Penn,77
1867,2023,2022-12-10,Radford,74,VMI,77
1868,2023,2022-12-10,Louisville,53,Florida St.,75
1869,2023,2022-12-10,Oklahoma,78,Arkansas,88
1870,2023,2022-12-10,Yale,59,Kentucky,69
1871,2023,2022-12-10,Ark.-Pine Bluff,43,Texas,88
1872,2023,2022-12-10,Regent,39,Coastal Carolina,102
1873,2023,2022-12-10,Army West Point,67,Rhode Island,77
1874,2023,2022-12-10,Canisius,68,Toledo,69
1875,2023,2022-12-10,NC State,73,Miami (FL),80
1876,2023,2022-12-10,Drake,52,Richmond,82
1877,2023,2022-12-10,Webber Int'l,59,Stetson,83
1878,2023,2022-12-10,Detroit Mercy,80,Charlotte,82
1879,2023,2022-12-10,Holy Cross,58,Northeastern,59
1880,2023,2022-12-10,Bethune-Cookman,48,North Florida,88
1881,2023,2022-12-10,UNC Asheville,56,Dayton,79
1882,2023,2022-12-10,Wake Forest,70,LSU,72
1883,2023,2022-12-10,UC Irvine,83,South Dakota,71
1884,2023,2022-12-10,Evansville,69,Ball St.,88
1885,2023,2022-12-10,Purdue,65,Nebraska,62
1886,2023,2022-12-10,UIC,62,Western Mich.,56
1887,2023,2022-12-10,UAlbany,55,Providence,93
1888,2023,2022-12-10,Central Mich.,63,Tulsa,70
1889,2023,2022-12-10,South Carolina St.,84,USC Upstate,89
1890,2023,2022-12-10,Xavier,80,Cincinnati,77
1891,2023,2022-12-10,Kent St.,67,Cleveland St.,58
1892,2023,2022-12-10,Tex. A&M-Commerce,64,Abilene Christian,83
1893,2023,2022-12-10,Alabama,71,Houston,65
1894,2023,2022-12-10,Western Ill.,79,Eastern Ill.,75
1895,2023,2022-12-10,Lamar University,59,Southern Miss.,95
1896,2023,2022-12-10,Denver,64,UCLA,87
1897,2023,2022-12-10,Saint Mary's (CA),68,San Diego St.,61
1898,2023,2022-12-10,Valparaiso,61,Ole Miss,98
1899,2023,2022-12-10,Wofford,57,Ga. Southern,79
1900,2023,2022-12-10,Georgia Tech,59,North Carolina,75
1901,2023,2022-12-10,Georgian Court,75,Delaware St.,69
1902,2023,2022-12-10,Sacred Heart,66,Pittsburgh,91
1903,2023,2022-12-10,Norfolk St.,67,William & Mary,53
1904,2023,2022-12-10,Seattle U,80,North Dakota,78
1905,2023,2022-12-10,Murray St.,58,Bellarmine,69
1906,2023,2022-12-10,Jacksonville,53,UNCW,81
1907,2023,2022-12-10,Winthrop,67,Furman,82
1908,2023,2022-12-10,Longwood,63,Wichita St.,81
1909,2023,2022-12-10,UTSA,76,New Mexico,94
1910,2023,2022-12-10,Brevard,55,Western Caro.,99
1911,2023,2022-12-10,SIUE,71,Illinois St.,77
1912,2023,2022-12-10,American,69,George Washington,64
1913,2023,2022-12-10,Utah Valley,80,Northern Ariz.,75
1914,2023,2022-12-10,Washington St.,70,UNLV,74
1915,2023,2022-12-10,ULM,73,Northwestern St.,91
1916,2023,2022-12-10,Brown,50,Michigan St.,68
1917,2023,2022-12-10,San Jose St.,75,Santa Clara,64
1918,2023,2022-12-10,LSU-Alexandria,76,Southern U.,98
1919,2023,2022-12-10,Boston College,56,Villanova,77
1920,2023,2022-12-10,Fresno St.,72,Pacific,76
1921,2023,2022-12-10,Butler,82,California,58
1922,2023,2022-12-10,Middle Tenn.,85,Belmont,75
1923,2023,2022-12-10,St. Francis Brooklyn,59,UMass Lowell,68
1924,2023,2022-12-10,Eastern Wash.,76,South Dakota St.,77
1925,2023,2022-12-10,Memphis,82,Auburn,73
1926,2023,2022-12-10,Kansas,95,Missouri,67
1927,2023,2022-12-10,North Texas,60,Grand Canyon,58
1928,2023,2022-12-10,UMES,55,Duke,82
1929,2023,2022-12-10,Morgan St.,63,UMBC,75
1930,2023,2022-12-10,Tennessee Tech,64,Troy,87
1931,2023,2022-12-10,Omaha,54,Montana St.,82
1932,2023,2022-12-10,New Hampshire,51,St. John's (NY),64
1933,2023,2022-12-10,UAB,70,West Virginia,81
1934,2023,2022-12-10,UTEP,70,DePaul,91
1935,2023,2022-12-10,Long Beach St.,74,Sacramento St.,76
1936,2023,2022-12-10,Monmouth,54,Princeton,91
1937,2023,2022-12-10,Loyola Maryland,34,Mount St. Mary's,51
1938,2023,2022-12-10,Boston U.,72,Marist,70
1939,2023,2022-12-10,Boyce,79,Eastern Ky.,140
1940,2023,2022-12-10,Southern Utah,67,Cal St. Fullerton,60
1941,2023,2022-12-10,Mercer,62,FGCU,67
1942,2023,2022-12-10,Nevada,65,Oregon,78
1943,2023,2022-12-10,Wright St.,60,Western Ky.,64
1944,2023,2022-12-10,Marshall,69,Robert Morris,60
1945,2023,2022-12-10,Gallaudet,43,James Madison,106
1946,2023,2022-12-10,UT Arlington,65,Texas St.,71
1947,2023,2022-12-10,Indiana,75,Arizona,89
1948,2023,2022-12-10,Loyola Chicago,76,Clemson,58
1949,2023,2022-12-10,Boise St.,57,Saint Louis,52
1950,2023,2022-12-10,Montana,82,North Dakota St.,75
1951,2023,2022-12-10,Kansas City,64,Green Bay,70
1952,2023,2022-12-10,Central Ark.,78,Oral Roberts,111
1953,2023,2022-12-10,Samford,58,Louisiana,75
