,date,team,team_score,opponent,opponent_score,home_team,opponent_strength,diff,adjusted_diff
110,2022-11-07,ULM,54,Texas A&M,87,Texas A&M,31.09375,-33,-1.90625
111,2022-11-07,Little Rock,63,Southern Ill.,94,Southern Ill.,22.0,-31,-9.0
112,2022-11-07,IUPUI,39,Iowa St.,88,Iowa St.,32.59375,-49,-16.40625
113,2022-11-07,Anderson (SC),85,Samford,109,Samford,24.5,-24,0.5
114,2022-11-07,Fairfield,59,Wake Forest,71,Wake Forest,27.015625,-12,15.015625
115,2022-11-07,Ill. Springfield,83,NIU,77,NIU,14.078125,6,20.078125
116,2022-11-07,Omaha,64,Kansas,89,Kansas,35.984375,-25,10.984375
117,2022-11-07,Pfeiffer,71,High Point,109,High Point,14.5625,-38,-23.4375
118,2022-11-07,Sam Houston,52,Oklahoma,51,Oklahoma,31.9375,1,32.9375
119,2022-11-07,Saint Augustine's,62,Campbell,79,Campbell,13.6826171875,-17,-3.3173828125
120,2022-11-07,William Carey,42,Southern Miss.,75,Southern Miss.,30.625,-33,-2.375
121,2022-11-07,Lehigh,72,Syracuse,90,Syracuse,25.900390625,-18,7.900390625
122,2022-11-07,Southern Nazarene,47,North Texas,53,North Texas,28.5,-6,22.5
123,2022-11-07,Northern Colo.,36,Houston,83,Houston,45.328125,-47,-1.671875
124,2022-11-07,Western Caro.,55,Georgia,68,Georgia,23.0,-13,10.0
125,2022-11-07,Harris-Stowe,57,SIUE,85,SIUE,24.78125,-28,-3.21875
126,2022-11-07,Trinity Christian,48,UIC,82,UIC,17.7734375,-34,-16.2265625
127,2022-11-07,Centenary (LA),55,Louisiana,106,Louisiana,18.5,-51,-32.5
128,2022-11-07,St. Thomas (TX),61,Lamar University,63,Lamar University,1.328125,-2,-0.671875
129,2022-11-07,Ark.-Pine Bluff,72,TCU,73,TCU,36.40625,-1,35.40625
130,2022-11-07,Maine,66,Nebraska,79,Nebraska,25.181640625,-13,12.181640625
131,2022-11-07,Central Ark.,55,Wichita St.,79,Wichita St.,26.1875,-24,2.1875
132,2022-11-07,Wis.-Parkside,59,Bradley,93,Bradley,31.0390625,-34,-2.9609375
133,2022-11-07,Chicago St.,54,Northwestern,85,Northwestern,32.4921875,-31,1.4921875
134,2022-11-07,Murray St.,68,Saint Louis,91,Saint Louis,27.8671875,-23,4.8671875
135,2022-11-07,Jackson St.,56,Abilene Christian,65,Abilene Christian,18.40625,-9,9.40625
136,2022-11-07,Champion Chris.,54,McNeese,110,McNeese,11.484375,-56,-44.515625
137,2022-11-07,UNT Dallas,57,Grambling,82,Grambling,26.5625,-25,1.5625
138,2022-11-07,Southeast Mo. St.,64,South Fla.,61,South Fla.,24.3203125,3,27.3203125
139,2022-11-07,Coastal Ga.,59,Georgia St.,76,Georgia St.,17.75,-17,0.75
140,2022-11-07,UMBC,67,Tulane,89,Tulane,21.61328125,-22,-0.38671875
141,2022-11-07,Longwood,54,Alabama,75,Alabama,32.3515625,-21,11.3515625
142,2022-11-07,Evansville,78,Miami (OH),74,Miami (OH),6.5234375,4,10.5234375
143,2022-11-07,North Dakota,65,UIW,57,UIW,6.6875,8,14.6875
144,2022-11-07,Loyola (LA),72,Southeastern La.,90,Southeastern La.,11.66796875,-18,-6.33203125
145,2022-11-07,UC Riverside,66,Colorado,82,Colorado,29.9375,-16,13.9375
146,2022-11-07,South Dakota,59,Wisconsin,85,Wisconsin,32.978515625,-26,6.978515625
147,2022-11-07,St. Thomas (MN),60,Creighton,72,Creighton,37.240234375,-12,25.240234375
148,2022-11-07,Radford,69,Marquette,79,Marquette,31.5,-10,21.5
149,2022-11-07,Tex. A&M-Commerce,60,SMU,77,SMU,19.98828125,-17,2.98828125
150,2022-11-07,Wartburg,49,UNI,105,UNI,19.171875,-56,-36.828125
151,2022-11-07,Oakwood,51,North Ala.,108,North Ala.,13.90625,-57,-43.09375
152,2022-11-07,Colo. Christian,69,Wyoming,102,Wyoming,19.0,-33,-14.0
153,2022-11-07,Shorter,48,Jacksonville St.,111,Jacksonville St.,17.125,-63,-45.875
154,2022-11-07,Alcorn,58,Ole Miss,73,Ole Miss,29.4375,-15,14.4375
155,2022-11-07,N.M. Highlands,52,New Mexico St.,101,New Mexico St.,22.3984375,-49,-26.6015625
156,2022-11-07,UT Arlington,66,Oklahoma St.,77,Oklahoma St.,36.25,-11,25.25
157,2022-11-07,Western Mich.,60,Minnesota,61,Minnesota,17.072265625,-1,16.072265625
158,2022-11-07,UTEP,57,Texas,72,Texas,37.8671875,-15,22.8671875
159,2022-11-07,North Florida,63,Gonzaga,104,Gonzaga,35.46875,-41,-5.53125
160,2022-11-07,Utah Valley,58,Utah St.,75,Utah St.,37.0,-17,20.0
161,2022-11-07,Eastern Ill.,57,Illinois,87,Illinois,37.0,-30,7.0
162,2022-11-07,Northwestern St.,49,Texas Tech,73,Texas Tech,34.31640625,-24,10.31640625
163,2022-11-07,Fisk,75,Tennessee St.,85,Tennessee St.,12.75,-10,2.75
164,2022-11-07,Gardner-Webb,63,Colorado St.,65,Colorado St.,21.72265625,-2,19.72265625
165,2022-11-07,Delaware St.,57,Virginia Tech,95,Virginia Tech,28.71875,-38,-9.28125
166,2022-11-07,Idaho St.,56,BYU,60,BYU,25.52734375,-4,21.52734375
167,2022-11-07,Montana St.,54,Grand Canyon,60,Grand Canyon,25.46875,-6,19.46875
168,2022-11-07,LeTourneau,40,SFA,93,SFA,20.7265625,-53,-32.2734375
169,2022-11-07,Southern Utah,81,New Mexico,89,New Mexico,33.0,-8,25.0
170,2022-11-07,Mississippi Col.,61,Louisiana Tech,78,Louisiana Tech,26.0,-17,9.0
171,2022-11-07,UTRGV,59,Kansas St.,93,Kansas St.,33.0,-34,-1.0
172,2022-11-07,N.C. Central,61,Virginia,73,Virginia,36.2421875,-12,24.2421875
173,2022-11-07,UNCW,56,North Carolina,69,North Carolina,31.8203125,-13,18.8203125
174,2022-11-07,FGCU,74,Southern California,61,Southern California,28.66015625,13,41.66015625
175,2022-11-07,Nicholls,75,Arizona,117,Arizona,42.8203125,-42,0.8203125
176,2022-11-07,Bethesda (CA),59,Cal Poly,94,Cal Poly,18.34375,-35,-16.65625
177,2022-11-07,Texas Southern,77,San Francisco,90,San Francisco,25.24609375,-13,12.24609375
178,2022-11-07,Utah Tech,71,Nevada,84,Nevada,28.5546875,-13,15.5546875
179,2022-11-07,Cal St. Fullerton,57,San Diego St.,80,San Diego St.,29.1640625,-23,6.1640625
180,2022-11-07,Fresno Pacific,56,Fresno St.,69,Fresno St.,20.875,-13,7.875
181,2022-11-07,Long Beach St.,79,California Baptist,64,California Baptist,20.7939453125,15,35.7939453125
182,2022-11-07,San Diego Christian,35,CSU Bakersfield,68,CSU Bakersfield,13.4072265625,-33,-19.5927734375
183,2022-11-07,Eastern Wash.,72,Santa Clara,84,Santa Clara,26.6103515625,-12,14.6103515625
184,2022-11-07,San Fran. St.,59,UC Santa Barbara,75,UC Santa Barbara,24.0234375,-16,8.0234375
185,2022-11-07,LIFE Pacific,49,LMU (CA),99,LMU (CA),26.46875,-50,-23.53125
186,2022-11-07,Seattle U,85,UC San Diego,71,UC San Diego,14.29296875,14,28.29296875
187,2022-11-07,Rice,67,Pepperdine,106,Pepperdine,21.34375,-39,-17.65625
188,2022-11-07,La Sierra,55,CSUN,90,CSUN,11.78125,-35,-23.21875
189,2022-11-07,Oral Roberts,70,Saint Mary's (CA),78,Saint Mary's (CA),34.78125,-8,26.78125
190,2022-11-07,Chapman,50,UC Irvine,96,UC Irvine,22.96875,-46,-23.03125
191,2022-11-07,Florida A&M,45,Oregon,80,Oregon,32.6337890625,-35,-2.3662109375
192,2022-11-07,Southern U.,56,UNLV,66,UNLV,28.125,-10,18.125
193,2022-11-07,Lewis & Clark,62,Portland,89,Portland,20.0,-27,-7.0
194,2022-11-07,Sonoma St.,59,San Diego,81,San Diego,13.52734375,-22,-8.47265625
195,2022-11-07,LIU,48,Utah,89,Utah,30.90625,-41,-10.09375
196,2022-11-07,UC Davis,75,California,65,California,14.625,10,24.625
197,2022-11-07,Weber St.,52,Washington,69,Washington,21.41015625,-17,4.41015625
198,2022-11-07,Sacramento St.,50,UCLA,76,UCLA,40.5087890625,-26,14.5087890625
199,2022-11-08,UAlbany,74,Immaculata,47,Immaculata,,27,
200,2022-11-08,Rider,65,Providence,66,Providence,32.265625,-1,31.265625
201,2022-11-08,Milwaukee,53,Purdue,84,Purdue,34.0,-31,3.0
202,2022-11-08,South Carolina St.,77,South Carolina,80,South Carolina,18.0,-3,15.0
203,2022-11-08,Mercer,75,East Carolina,77,East Carolina,20.0,-2,18.0
204,2022-11-08,Rochester Univ. (MI),65,Detroit Mercy,93,Detroit Mercy,15.9072265625,-28,-12.0927734375
205,2022-11-08,Montana,63,Duquesne,91,Duquesne,24.0,-28,-4.0
206,2022-11-08,Sacred Heart,77,Hartford,70,Hartford,-4.25,7,2.75
207,2022-11-08,Coppin St.,89,Georgetown,99,Georgetown,18.96875,-10,8.96875
208,2022-11-08,Ga. Southern,48,San Jose St.,63,San Jose St.,23.9609375,-15,8.9609375
209,2022-11-08,Tulsa,70,Oregon St.,73,Oregon St.,18.94921875,-3,15.94921875
210,2022-11-09,North American,68,Prairie View,95,Prairie View,13.94921875,-27,-13.05078125
211,2022-11-09,Piedmont,56,Winthrop,78,Winthrop,9.28125,-22,-12.71875
212,2022-11-09,Hampton,58,James Madison,106,James Madison,34.75,-48,-13.25
213,2022-11-09,Rockford,56,Western Ill.,113,Western Ill.,15.0,-57,-42.0
214,2022-11-09,Cairn,59,Norfolk St.,87,Norfolk St.,16.5,-28,-11.5
215,2022-11-09,Pitt.-Greensburg,49,Robert Morris,84,Robert Morris,18.0,-35,-17.0
216,2022-11-09,American,69,Marist,73,Marist,13.1474609375,-4,9.1474609375
217,2022-11-09,UT Martin,72,Youngstown St.,90,Youngstown St.,24.0,-18,6.0
218,2022-11-09,Davidson,102,Wright St.,97,Wright St.,15.15625,5,20.15625
219,2022-11-09,Dist. Columbia,74,Howard,87,Howard,11.875,-13,-1.125
220,2022-11-09,Mercy,66,FDU,106,FDU,9.78125,-40,-30.21875
221,2022-11-09,Mobile,59,South Alabama,97,South Alabama,20.83203125,-38,-17.16796875
222,2022-11-09,Monmouth,52,Seton Hall,79,Seton Hall,28.9296875,-27,1.9296875
223,2022-11-09,Lipscomb,77,South Dakota,85,South Dakota,8.71875,-8,0.71875
224,2022-11-09,Champion Chris.,55,Ark.-Pine Bluff,87,Ark.-Pine Bluff,3.703125,-32,-28.296875
225,2022-11-09,Missouri S&T,47,Missouri St.,82,Missouri St.,23.56640625,-35,-11.43359375
226,2022-11-09,Western Colo.,64,Utah Valley,91,Utah Valley,24.2421875,-27,-2.7578125
227,2022-11-09,Kansas City,63,LSU,74,LSU,26.46875,-11,15.46875
228,2022-11-09,IUPUI,48,Drake,80,Drake,25.05078125,-32,-6.94921875
229,2022-11-09,South Dakota St.,68,Boise St.,66,Boise St.,34.515625,2,36.515625
230,2022-11-09,Cal Maritime,67,UC Davis,90,UC Davis,19.0,-23,-4.0
231,2022-11-09,San Diego Christian,50,Grand Canyon,101,Grand Canyon,25.46875,-51,-25.53125
232,2022-11-09,Bellarmine,67,Louisville,66,Louisville,9.0,1,10.0
233,2022-11-09,Puget Sound,55,Seattle U,106,Seattle U,22.3779296875,-51,-28.6220703125
234,2022-11-09,FGCU,73,San Diego,79,San Diego,13.52734375,-6,7.52734375
235,2022-11-09,Florida A&M,54,Portland,91,Portland,20.0,-37,-17.0
236,2022-11-10,Clinton,65,Queens (NC),99,Queens (NC),19.92578125,-34,-14.07421875
237,2022-11-10,Ouachita Baptist,68,Northwestern St.,79,Northwestern St.,21.15625,-11,10.15625
238,2022-11-10,Baldwin Wallace,55,Kent St.,76,Kent St.,31.0390625,-21,10.0390625
239,2022-11-10,St. Thomas (TX),48,Rice,85,Rice,20.703125,-37,-16.296875
240,2022-11-10,Camp. Harrodsburg,58,Morehead St.,99,Morehead St.,9.28125,-41,-31.71875
241,2022-11-10,Lehigh,52,Virginia Tech,78,Virginia Tech,28.71875,-26,2.71875
242,2022-11-10,N.C. Central,74,App State,79,App State,18.17578125,-5,13.17578125
243,2022-11-10,Charleston So.,56,Ohio St.,82,Ohio St.,39.935546875,-26,13.935546875
244,2022-11-10,Presbyterian,58,The Citadel,70,The Citadel,15.75,-12,3.75
245,2022-11-10,Towson,67,Massachusetts,55,Massachusetts,21.34375,12,33.34375
246,2022-11-10,Mid-Atlantic Christ.,40,William & Mary,116,William & Mary,13.251953125,-76,-62.748046875
247,2022-11-10,Clark (MA),48,Merrimack,64,Merrimack,7.53515625,-16,-8.46484375
248,2022-11-10,SUNY Delhi,57,Cornell,114,Cornell,23.0,-57,-34.0
249,2022-11-10,Penn St.-York,65,UMBC,92,UMBC,20.0,-27,-7.0
250,2022-11-10,Colgate,77,Brown,68,Brown,18.0,9,27.0
251,2022-11-10,NVU-Lyndon,43,Hartford,85,Hartford,-4.25,-42,-46.25
252,2022-11-10,Immaculata,67,Delaware St.,104,Delaware St.,7.4375,-37,-29.5625
253,2022-11-10,Western Ky.,66,Eastern Ky.,60,Eastern Ky.,20.0,6,26.0
254,2022-11-10,Goshen,62,Western Mich.,99,Western Mich.,11.8388671875,-37,-25.1611328125
255,2022-11-10,Sacred Heart,50,Rutgers,88,Rutgers,43.0,-38,5.0
256,2022-11-10,Western Caro.,51,Maryland,71,Maryland,37.125,-20,17.125
257,2022-11-10,UMass Lowell,89,Columbia,62,Columbia,9.90625,27,36.90625
258,2022-11-10,Loyola Maryland,65,Penn St.,90,Penn St.,28.78515625,-25,3.78515625
259,2022-11-10,Mid-Amer. Christian,53,Texas St.,71,Texas St.,19.109375,-18,1.109375
260,2022-11-10,Tenn. Wesleyan,48,Tennessee Tech,82,Tennessee Tech,9.86328125,-34,-24.13671875
261,2022-11-10,Fla. National,74,FIU,95,FIU,12.689453125,-21,-8.310546875
262,2022-11-10,Quinnipiac,102,Stonehill,95,Stonehill,13.0,7,20.0
263,2022-11-10,Dean,71,Holy Cross,85,Holy Cross,10.26171875,-14,-3.73828125
264,2022-11-10,MUW,42,Troy,96,Troy,23.55078125,-54,-30.44921875
265,2022-11-10,Oakland City,49,Chattanooga,93,Chattanooga,19.94921875,-44,-24.05078125
266,2022-11-10,Penn St.-New Kens.,58,VMI,100,VMI,5.7783203125,-42,-36.2216796875
267,2022-11-10,Spring Hill,61,Samford,80,Samford,24.5,-19,5.5
268,2022-11-10,Penn St.-Gr Allegheny,49,Morgan St.,130,Morgan St.,12.7978515625,-81,-68.2021484375
269,2022-11-10,Dallas Christian,59,ULM,111,ULM,6.4375,-52,-45.5625
270,2022-11-10,Gardner-Webb,71,SFA,86,SFA,20.7265625,-15,5.7265625
271,2022-11-10,S'western Adventist,33,Sam Houston,120,Sam Houston,34.71875,-87,-52.28125
272,2022-11-10,Texas Southern,54,Texas Tech,78,Texas Tech,34.31640625,-24,10.31640625
273,2022-11-10,North Ala.,84,Alabama A&M,76,Alabama A&M,10.833984375,8,18.833984375
274,2022-11-10,Southern Ill.,61,Oklahoma St.,60,Oklahoma St.,36.25,1,37.25
275,2022-11-10,Kansas Christian,49,Tarleton St.,95,Tarleton St.,17.0,-46,-29.0
276,2022-11-10,Central Mich.,73,Marquette,97,Marquette,31.5,-24,7.5
277,2022-11-10,Illinois St.,54,Eastern Ill.,49,Eastern Ill.,9.5,5,14.5
278,2022-11-10,Omaha,61,Nebraska,75,Nebraska,25.181640625,-14,11.181640625
279,2022-11-10,North Dakota St.,59,Kansas,82,Kansas,35.984375,-23,12.984375
280,2022-11-10,Hannibal-La Grange,58,Lindenwood,85,Lindenwood,6.5,-27,-20.5
281,2022-11-10,Radford,76,Notre Dame,79,Notre Dame,21.57421875,-3,18.57421875
282,2022-11-10,Cleveland St.,58,Cincinnati,69,Cincinnati,31.875,-11,20.875
283,2022-11-10,Bethune-Cookman,49,Indiana,101,Indiana,35.15625,-52,-16.84375
284,2022-11-10,Ark. Baptist,60,Little Rock,71,Little Rock,9.0,-11,-2.0
285,2022-11-10,La Verne,55,Southern Utah,117,Southern Utah,24.24609375,-62,-37.75390625
286,2022-11-10,Houston Christian,31,Texas,82,Texas,37.8671875,-51,-13.1328125
287,2022-11-10,Walla Walla,48,Idaho,122,Idaho,12.767578125,-74,-61.232421875
288,2022-11-10,Northern Ariz.,68,Arizona St.,84,Arizona St.,31.41015625,-16,15.41015625
289,2022-11-10,Colorado Col.,68,Denver,90,Denver,16.32421875,-22,-5.67578125
290,2022-11-10,Western Colo.,67,Weber St.,83,Weber St.,12.2578125,-16,-3.7421875
291,2022-11-10,Westcliff,56,Idaho St.,97,Idaho St.,13.1875,-41,-27.8125
292,2022-11-10,North Dakota,61,Creighton,96,Creighton,37.240234375,-35,2.240234375
293,2022-11-10,Ga. Southern,62,Santa Clara,78,Santa Clara,26.6103515625,-16,10.6103515625
294,2022-11-10,Cal Poly,48,San Francisco,60,San Francisco,25.24609375,-12,13.24609375
295,2022-11-10,Nicholls,68,Wyoming,79,Wyoming,19.0,-11,8.0
296,2022-11-10,Vermont,53,Saint Mary's (CA),79,Saint Mary's (CA),34.78125,-26,8.78125
297,2022-11-10,UC Riverside,81,LMU (CA),79,LMU (CA),26.46875,2,28.46875
298,2022-11-10,Alabama St.,58,Southern California,96,Southern California,28.66015625,-38,-9.33984375
299,2022-11-11,Detroit Mercy,66,Boston College,70,Boston College,17.0,-4,13.0
300,2022-11-11,Fairfield,71,New Hampshire,83,New Hampshire,8.875,-12,-3.125
301,2022-11-11,Johnson (FL),34,Jacksonville,85,Jacksonville,20.0,-51,-31.0
302,2022-11-11,UAB,85,Toledo,93,Toledo,24.2734375,-8,16.2734375
303,2022-11-11,Delaware,71,Air Force,75,Air Force,16.515625,-4,12.515625
