,book,team1,highest_ev,team1_ev,team1_p,team1_spread,team1_book_odds,team2,team2_ev,team2_p,team2_spread,team2_book_odds,away_fuzzy_match,home_fuzzy_match
67,draftkings,Loyola Maryland,26.086956521739133,26.086956521739133,0.36024844720496896,7.07421875,250,Colgate,-15.387697856141052,0.639751552795031,-7.07421875,-310,Loyola (MD) Greyhounds,Colgate Raiders
140,fanduel,Eastern Ky.,25.702479338842977,-15.775401069518715,0.6508264462809917,-5.689453125,-340,Stetson,25.702479338842977,0.34917355371900827,5.689453125,260,Eastern Kentucky Colonels,Stetson Hatters
56,fanduel,Bryant,24.826839826839844,-15.398886827458249,0.658008658008658,-4.962890625,-350,Binghamton,24.826839826839844,0.341991341991342,4.962890625,265,Bryant Bulldogs,Binghamton Bearcats
239,draftkings,UNC Asheville,24.67320261437908,24.67320261437908,0.2374727668845316,9.0078125,425,High Point,-10.485933503836314,0.7625272331154684,-9.0078125,-575,UNC Asheville Bulldogs,High Point Panthers
68,fanduel,Loyola Maryland,24.285714285714285,24.285714285714285,0.36024844720496896,7.07421875,245,Colgate,-16.032608695652176,0.639751552795031,-7.07421875,-320,Loyola (MD) Greyhounds,Colgate Raiders
136,fanduel,St. Thomas (MN),23.842975206611584,-11.077558804831526,0.7706611570247934,-9.8193359375,-650,Denver,23.842975206611584,0.22933884297520662,9.8193359375,440,St. Thomas (MN) Tommies,Denver Pioneers
200,draftkings,Utah,23.84297520661157,23.84297520661157,0.3347107438016529,9.0,270,West Virginia,-13.90374331550802,0.6652892561983471,-9.0,-340,Utah Utes,West Virginia Mountaineers
240,fanduel,UNC Asheville,23.485838779956424,23.485838779956424,0.2374727668845316,9.0078125,420,High Point,-11.038489469862016,0.7625272331154684,-9.0078125,-600,UNC Asheville Bulldogs,High Point Panthers
134,fanduel,Houston,22.975206611570243,-7.360537190082647,0.871900826446281,-18.6171875,-1600,Colorado,22.975206611570243,0.128099173553719,18.6171875,860,Houston Cougars,Colorado Buffaloes
93,fanduel,Wofford,22.40711462450593,-25.230566534914356,0.44861660079051385,2.06640625,-150,Mercer,22.40711462450593,0.5513833992094862,-2.06640625,122,Wofford Terriers,Mercer Bears
127,fanduel,New Mexico,22.385685884691867,-6.898608349900597,0.8866799204771372,-18.361328125,-2000,Air Force,22.385685884691867,0.11332007952286283,18.361328125,980,New Mexico Lobos,Air Force Falcons
199,fanduel,Utah,22.1694214876033,22.1694214876033,0.3347107438016529,9.0,265,West Virginia,-13.611693598125079,0.6652892561983471,-9.0,-335,Utah Utes,West Virginia Mountaineers
133,draftkings,Houston,21.694214876033058,-6.796808207466517,0.871900826446281,-18.6171875,-1450,Colorado,21.694214876033058,0.128099173553719,18.6171875,850,Houston Cougars,Colorado Buffaloes
94,draftkings,Wofford,21.30434782608696,-23.54562155541947,0.44861660079051385,2.06640625,-142,Mercer,21.30434782608696,0.5513833992094862,-2.06640625,120,Wofford Terriers,Mercer Bears
14,draftkings,Boston U.,20.533596837944664,-23.97160005855659,0.4367588932806324,2.75,-135,Holy Cross,20.533596837944664,0.5632411067193676,-2.75,114,Boston Univ. Terriers,Holy Cross Crusaders
223,fanduel,Pepperdine,19.708561020036427,19.708561020036427,0.22586520947176686,13.46875,430,Washington St.,-9.684274438372796,0.7741347905282332,-13.46875,-600,Pepperdine Waves,Washington St Cougars
4,fanduel,Oregon,19.25742574257427,19.25742574257427,0.32673267326732675,6.765625,265,Michigan St.,-12.575735185458843,0.6732673267326733,-6.765625,-335,Oregon Ducks,Michigan St Spartans
42,draftkings,South Alabama,19.181818181818187,19.181818181818187,0.34545454545454546,6.4111328125,245,Akron,-13.084947839046205,0.6545454545454545,-6.4111328125,-305,South Alabama Jaguars,Akron Zips
128,draftkings,New Mexico,18.98608349900597,-5.958190252424846,0.8866799204771372,-18.361328125,-1650,Air Force,18.98608349900597,0.11332007952286283,18.361328125,950,New Mexico Lobos,Air Force Falcons
224,draftkings,Pepperdine,18.579234972677597,18.579234972677597,0.22586520947176686,13.46875,425,Washington St.,-9.123307198859582,0.7741347905282332,-13.46875,-575,Pepperdine Waves,Washington St Cougars
264,draftkings,UT Arlington,18.380952380952365,18.380952380952365,0.26904761904761904,10.220703125,340,Seattle U,-10.292207792207797,0.7309523809523809,-10.220703125,-440,UT-Arlington Mavericks,Seattle Redhawks
53,fanduel,UCF,17.857142857142847,17.857142857142847,0.21428571428571427,11.9228515625,450,Baylor,-8.956916099773245,0.7857142857142857,-11.9228515625,-630,UCF Knights,Baylor Bears
135,draftkings,St. Thomas (MN),16.962809917355386,-8.921863260706228,0.7706611570247934,-9.8193359375,-550,Denver,16.962809917355386,0.22933884297520662,9.8193359375,410,St. Thomas (MN) Tommies,Denver Pioneers
158,draftkings,Pittsburgh,16.055445544554452,16.055445544554452,0.4396039603960396,2.51171875,164,North Carolina,-15.65756575657565,0.5603960396039604,-2.51171875,-198,Pittsburgh Panthers,North Carolina Tar Heels
