year,team1,team1_score,team2,team2_score
2023,Virginia,70,Michigan,68
2023,"UC Irvine",69,"San Diego St.",72
2023,"La Sierra",49,"CSU Bakersfield",90
2023,Navy,77,Lipscomb,82
2023,"Santa Clara",89,Wyoming,85
2023,Merrimack,51,"UMass Lowell",77
2023,"Loyola Maryland",84,Binghamton,70
2023,"Merchant Marine",57,"Army West Point",88
2023,Temple,67,"La Salle",51
2023,"Kansas St.",64,Butler,76
2023,"Saint Francis (PA)",65,Bucknell,89
2023,Harvard,72,"Holy Cross",38
2023,NJIT,60,Cincinnati,86
2023,NVU-Johnson,41,Dartmouth,99
2023,"Eastern Nazarene",45,Stonehill,92
2023,Drake,73,"Indiana St.",75
2023,"Coppin St.",82,UMBC,109
2023,Richmond,67,Toledo,90
2023,Cairn,58,Princeton,92
2023,Elon,70,"High Point",84
2023,"UNC Greensboro",56,"N.C. A&T",73
2023,"Columbia Int'l",59,"USC Upstate",93
2023,FDU,66,Hartford,74
2023,"Mars Hill",56,ETSU,84
2023,Lafayette,56,Drexel,64
2023,Hofstra,77,"George Mason",81
2023,"UC Clermont",44,Ohio,113
2023,Hampton,54,Georgia,73
2023,"Western Mich.",47,Dayton,67
2023,"Southern Ill.",80,Evansville,53
2023,Vanderbilt,65,VCU,70
2023,"The Citadel",76,"Charleston So.",73
2023,Gardner-Webb,71,"Western Caro.",55
2023,Akron,57,Marshall,68
2023,"Eastern Mich.",80,FIU,68
2023,Howard,40,Yale,86
2023,Chattanooga,81,"Tennessee Tech",74
2023,Lehigh,60,UMES,64
2023,"South Alabama",59,"Fla. Atlantic",84
2023,"Middle Tenn.",64,"St. Bonaventure",71
2023,"Sacred Heart",66,"New Hampshire",61
2023,McNeese,40,Tennessee,76
2023,Purdue,79,"Florida St.",69
2023,"Ohio St.",72,Duke,81
2023,Rutgers,61,"Miami (FL)",68
2023,UNCW,60,"Coastal Carolina",58
2023,"Delaware St.",73,"St. Francis Brooklyn",81
2023,FGCU,70,"Ga. Southern",53
2023,Maine,67,Fordham,72
2023,"Dallas Christian",64,UIW,112
2023,Jacksonville,61,UAB,80
2023,"A&M-Corpus Christi",82,UTRGV,89
2023,Providence,62,TCU,75
2023,Monmouth,62,Rider,88
2023,"East-West U.",56,Lindenwood,103
2023,"North Ala.",68,Memphis,87
2023,Georgetown,65,"Texas Tech",79
2023,UNI,53,Bradley,68
2023,"North Dakota",44,"Iowa St.",63
2023,NIU,90,"Eastern Ill.",70
2023,SMU,64,"Texas A&M",83
2023,"Prairie View",62,Rice,70
2023,"Missouri St.",66,UIC,51
2023,"Western Ky.",75,"Austin Peay",74
2023,"Florida A&M",62,Florida,102
2023,"North American",46,"Abilene Christian",93
2023,"Saint Joseph's",85,Penn,80
2023,"Southern Ind.",78,"Western Ill.",86
2023,"Southeastern La.",63,Xavier,95
2023,"Central Ark.",70,"Loyola Chicago",85
2023,"Montana St.",86,"Southern Utah",83
2023,UTEP,70,"New Mexico St.",95
2023,"Ark.-Pine Bluff",53,"Air Force",81
2023,"LMU (CA)",71,"Colorado St.",87
2023,"Tennessee St.",63,"Saint Louis",80
2023,Samford,98,DePaul,103
2023,"South Carolina",55,"George Washington",79
2023,"North Carolina",65,Indiana,77
2023,"Boston College",67,Nebraska,88
2023,"Michigan St.",52,"Notre Dame",70
2023,"Little Rock",68,"San Francisco",90
2023,"Portland Bible",31,"Portland St.",114
2023,"New Mexico",69,"Saint Mary's (CA)",65
2023,Multnomah,79,Portland,100
2023,"Southern California",66,California,51
2023,"Cal St. Fullerton",62,"Seattle U",69
2023,"UC Riverside",60,"California Baptist",65
2023,"Oklahoma St.",64,UConn,74
2023,"Robert Morris",80,"Wright St.",59
2023,Cornell,74,Delaware,67
2023,"Middle Ga. St.",53,"Georgia St.",79
2023,"Youngstown St.",73,"Northern Ky.",77
2023,"Mount St. Mary's",73,"Saint Peter's",58
2023,Creighton,67,Texas,72
2023,Presbyterian,63,Wofford,76
2023,Fairfield,53,Manhattan,56
2023,"N.C. Central",78,Radford,80
2023,Oakland,64,"Cleveland St.",80
2023,"Detroit Mercy",75,"Purdue Fort Wayne",66
2023,NVU-Lyndon,63,Vermont,101
2023,"Mississippi Val.",38,"Arkansas St.",58
2023,Milwaukee,81,"Green Bay",67
2023,Denver,93,"Houston Christian",83
2023,"Chicago St.",73,Bethune-Cookman,86
2023,"Illinois St.",67,"Murray St.",70
2023,Valparaiso,64,Belmont,76
2023,Arizona,66,Utah,81
2023,"Arizona St.",60,Colorado,59
2023,"Texas St.",65,"Lamar University",55
2023,"Utah Tech",81,"Utah St.",86
2023,Pacific,74,"UC Davis",72
2023,"Northwestern St.",102,SFA,96
2023,"Seton Hall",65,Kansas,91
2023,Washington,65,"Oregon St.",66
2023,"Washington St.",60,Oregon,74
2023,UCLA,80,Stanford,66
2023,"Tex. A&M-Commerce",53,Hawaii,51
2023,Brown,72,Bryant,60
2023,"Charleston So.",59,"South Fla.",79
2023,"Eastern Ky.",80,"James Madison",97
2023,Niagara,56,Iona,78
2023,"Boston U.",68,Merrimack,54
2023,Canisius,70,Siena,74
2023,"South Dakota St.",68,"Kent St.",83
2023,Campbell,69,"East Carolina",79
2023,"Wake Forest",57,Clemson,77
2023,Pittsburgh,68,"NC State",60
2023,UMES,59,Liberty,79
2023,Massachusetts,71,Harvard,68
2023,Towson,74,LIU,64
2023,"Kennesaw St.",66,Mercer,63
2023,"Southern U.",59,"Louisiana Tech",74
2023,"App State",62,Charlotte,71
2023,"Florida A&M",46,Georgia,68
2023,Northeastern,63,"Georgia Tech",81
2023,Colgate,66,Auburn,93
2023,"UT Arlington",59,LSU,63
2023,Baylor,64,Gonzaga,63
2023,NIU,47,Idaho,84
2023,Illinois,66,Maryland,71
2023,Occidental,57,"San Diego St.",95
2023,"Bethesda (CA)",76,"UC San Diego",81
2023,Fordham,95,Tulane,90
2023,Syracuse,62,"Notre Dame",61
2023,"Saint Francis (PA)",59,"Ohio St.",96
2023,"South Carolina",74,Georgetown,71
2023,"South Carolina St.",76,Furman,88
2023,Chattanooga,82,Gardner-Webb,71
2023,Oklahoma,66,Villanova,70
2023,Wagner,64,"Army West Point",75
2023,"Col. of Charleston",79,"The Citadel",57
2023,VCU,73,Temple,83
2023,Navy,72,VMI,80
2023,FDU,97,"Saint Joseph's",80
2023,"Indiana St.",88,"Miami (OH)",61
2023,Toledo,73,"George Mason",80
2023,"La Salle",84,Penn,81
2023,"Ball St.",77,Duquesne,78
2023,"North Florida",88,"High Point",93
2023,"UT Martin",83,"UNC Asheville",90
2023,UMBC,88,Lehigh,62
2023,"UMass Lowell",70,"Sacred Heart",59
2023,Princeton,83,Drexel,63
2023,"CSU Bakersfield",54,Dartmouth,79
2023,"Tennessee Tech",66,Butler,80
2023,"Southeastern La.",74,Dayton,80
2023,Davidson,67,Delaware,69
2023,Bucknell,79,NJIT,63
2023,"Mississippi Val.",52,"Mississippi St.",82
2023,"North Ala.",81,"Morehead St.",75
2023,"Coastal Carolina",86,Winthrop,81
2023,Evansville,55,UNI,72
2023,"Morgan St.",76,"Bowling Green",86
2023,"Florida St.",57,Virginia,62
2023,"St. Bonaventure",66,Buffalo,83
2023,"Jackson St.",69,SMU,68
2023,"Detroit Mercy",77,"Cleveland St.",92
2023,Paine,60,"Queens (NC)",89
2023,"Dallas Christian",58,"Sam Houston",111
2023,"Champion Chris.",46,ULM,101
2023,Troy,72,SIUE,78
2023,Oakland,73,"Purdue Fort Wayne",79
2023,Longwood,75,"Delaware St.",49
2023,Wiley,55,"Tarleton St.",98
2023,"Ark. Baptist",41,"Ark.-Pine Bluff",59
2023,"Oral Roberts",77,Tulsa,66
2023,"Maryville (TN)",46,"Middle Tenn.",69
2023,"Arlington Baptist",42,"Abilene Christian",88
2023,"St. Andrews",40,"N.C. Central",127
2023,UTRGV,72,"Western Ill.",90
2023,"South Dakota",69,BYU,68
2023,"Jacksonville St.",63,ETSU,61
2023,"UNC Greensboro",65,Elon,61
2023,Rider,68,"Mount St. Mary's",65
2023,"Trinity Baptist",39,Jacksonville,74
2023,"Boston College",59,Duke,75
2023,"New Hampshire",52,Columbia,56
2023,Indiana,48,Rutgers,63
2023,Stonehill,69,Binghamton,66
2023,"Air Force",64,"Portland St.",68
2023,UIW,39,Grambling,72
2023,"Long Beach St.",78,"Utah Valley",88
2023,"Northern N.M.",50,UTEP,87
2023,"Grand Canyon",66,Wyoming,58
2023,"San Jose St.",58,Arkansas,99
2023,DePaul,78,"Loyola Chicago",72
2023,"Tennessee St.",61,"Austin Peay",77
2023,"Southern Ill.",72,"Saint Louis",85
2023,"Northern Colo.",88,"Colorado St.",83
2023,Wisconsin,80,Marquette,77
2023,Pacific,71,"UC Santa Barbara",82
2023,Providence,88,"Rhode Island",74
2023,"Coppin St.",74,"Loyola Maryland",71
2023,Louisiana,78,"New Orleans",77
2023,"Sacramento St.",65,"Santa Clara",72
2023,Howard,65,Hampton,74
2023,Ohio,69,Marshall,83
2023,"North Dakota St.",70,"Eastern Wash.",78
2023,Wofford,62,Vanderbilt,65
2023,"USC Upstate",79,"Western Caro.",64
2023,"Central Conn. St.",57,"Holy Cross",63
2023,UIC,64,Drake,77
2023,Omaha,45,"North Texas",75
2023,"Robert Morris",56,"Northern Ky.",60
2023,Yale,77,"Stony Brook",72
2023,"West Virginia",74,Xavier,84
2023,"Norfolk St.",62,"Old Dominion",68
2023,Richmond,57,"William & Mary",58
2023,"Boise St.",86,"Texas A&M",71
2023,Blackburn,43,"Eastern Ill.",93
2023,Alma,50,"Central Mich.",89
2023,"Saint Peter's",55,Fairfield,67
2023,"Ole Miss",57,Memphis,68
2023,"Crown (MN)",56,"St. Thomas (MN)",91
2023,IUPUI,61,Milwaukee,74
2023,Lindenwood,47,"Kansas City",61
2023,"Northern Ariz.",69,Pepperdine,88
2023,"North Dakota",69,Portland,90
2023,"Southern Utah",69,"Idaho St.",59
2023,Bradley,58,"Missouri St.",40
2023,"South Dakota St.",65,Alabama,78
2023,"Fresno St.",80,"UC Irvine",66
2023,"California Baptist",53,"Cal Poly",64
2023,"Utah Tech",77,"Weber St.",65
2023,"Wichita St.",50,"Kansas St.",55
2023,"Saint Mary's (CA)",48,Houston,53
2023,Nevada,52,"LMU (CA)",64
2023,UNLV,95,"San Diego",78
2023,Maine,61,Marist,62
2023,Bryant,71,Cincinnati,97
2023,"Youngstown St.",88,"Wright St.",77
2023,"Miami (FL)",80,Louisville,53
2023,Canisius,60,Iona,90
2023,Lafayette,68,Cornell,73
2023,Michigan,69,Kentucky,73
2023,Brown,65,Hartford,51
2023,Vermont,66,Merrimack,43
2023,Samford,77,UCF,80
2023,"George Washington",76,Radford,86
2023,"Georgia St.",46,Northeastern,66
2023,"South Alabama",68,UAB,76
2023,Tufts,59,Harvard,76
2023,"Murray St.",77,Valparaiso,70
2023,Belmont,77,"Illinois St.",87
2023,Muskingum,33,Akron,80
2023,Stetson,51,Florida,89
2023,Monmouth,76,Manhattan,69
2023,"Fla. Atlantic",101,"Eastern Mich.",73
2023,Rice,83,"Texas St.",71
2023,Niagara,64,Quinnipiac,60
2023,"North Carolina",72,"Virginia Tech",80
2023,"S'western Adventist",62,"Houston Christian",94
2023,"St. John's (NY)",60,"Iowa St.",71
2023,Colorado,63,Washington,73
2023,"Southern Ind.",61,"Chicago St.",78
2023,"Southeast Mo. St.",89,Missouri,96
2023,Utah,67,"Washington St.",65
2023,"Tex. A&M-Commerce",75,Denver,84
2023,"Alice Lloyd",38,Bellarmine,110
2023,"Sarah Lawrence",65,Columbia,106
2023,"Southern Miss.",82,"Northwestern St.",84
2023,Nebraska,63,Creighton,53
2023,Minnesota,70,Purdue,89
2023,Oregon,56,UCLA,65
2023,California,68,Arizona,81
2023,Whittier,42,CSUN,101
2023,Alcorn,40,Tennessee,94
2023,FIU,65,FGCU,74
2023,Stanford,64,"Arizona St.",68
2023,"Oregon St.",62,"Southern California",63
2023,Northwestern,70,"Michigan St.",63
2023,"Utah St.",82,"San Francisco",64
2023,IUPUI,61,"Green Bay",68
2023,"Our Lady of the Lake",56,"Lamar University",91
2023,"UMass Lowell",84,LIU,64
2023,"Kennesaw St.",76,"Charleston So.",65
2023,"Concordia (MI)",50,"Western Mich.",94
2023,UAlbany,73,Massachusetts,87
2023,"Trevecca Nazarene",49,Lipscomb,87
2023,"Kent St.",66,Gonzaga,73
2023,"Simon Fraser",35,"New Mexico St.",77
2023,Troy,55,"San Diego St.",60
2023,"North Dakota St.",67,Portland,62
2023,"Middle Ga. St.",62,Mercer,100
2023,"South Dakota",58,"Air Force",79
2023,"St. John Fisher",53,Buffalo,91
2023,Oakland,66,Syracuse,95
2023,Carlow,43,"App State",103
2023,Yale,61,Butler,71
2023,Wabash,45,Bellarmine,86
2023,"Col. of Charleston",67,Presbyterian,62
2023,UMBC,73,Columbia,66
2023,"High Point",85,Furman,82
2023,Lafayette,58,Princeton,69
2023,"New Hampshire",74,"Boston College",71
2023,American,69,"Mount St. Mary's",61
2023,"Saint Louis",62,Iona,84
2023,"East Carolina",61,UNCW,74
2023,Bucknell,72,"La Salle",82
2023,UMES,54,"George Mason",67
2023,"South Carolina St.",67,Winthrop,81
2023,"Trinity Christian",60,Valparaiso,96
2023,Georgia,77,"Georgia Tech",79
2023,Illinois,85,Texas,78
2023,Hartford,50,"St. Francis Brooklyn",68
2023,Vermont,68,Dartmouth,52
2023,"UNC Greensboro",58,Arkansas,65
2023,Milwaukee,76,Chattanooga,88
2023,Wagner,59,Fordham,72
2023,"Saint Joseph's",60,Temple,70
2023,"Coppin St.",72,"NC State",94
2023,Virginia-Lynchburg,49,Liberty,101
2023,"Trevecca Nazarene",53,Belmont,83
2023,"Coastal Carolina",61,Wofford,71
2023,"Abilene Christian",64,"Kansas St.",81
2023,"Ky. Christian",57,"Austin Peay",102
2023,Boyce,49,"Tennessee St.",103
2023,"James Madison",50,Virginia,55
2023,"Tarleton St.",57,Baylor,80
2023,"Little Rock",71,Memphis,87
2023,"Jackson St.",51,TCU,78
2023,"West Coast Baptist",49,"Southern Utah",120
2023,Bradley,56,SIUE,54
2023,"Arkansas St.",67,"Central Ark.",72
2023,"Me.-Fort Kent",33,"Houston Christian",100
2023,"Kansas City",53,Oklahoma,75
2023,"North Florida",42,Houston,76
2023,"Green Bay",46,"Loyola Chicago",70
2023,"North Texas",60,"UT Arlington",57
2023,Toledo,83,UNI,75
2023,"N.C. Central",78,Marquette,90
2023,"Western N.M.",63,"New Mexico",102
2023,Maryland,59,Wisconsin,64
2023,"Montana Western",53,"Idaho St.",61
2023,"Sam Houston",51,"Oklahoma St.",65
2023,"South Dakota St.",56,Montana,81
2023,"North Dakota",66,Idaho,76
2023,"Tex. A&M-Commerce",76,Wyoming,91
2023,"Eastern Ore.",54,"Boise St.",90
2023,Iowa,62,Duke,74
2023,"CSU Bakersfield",48,"San Jose St.",58
2023,"Northern Ariz.",73,Pacific,69
2023,Nevada,85,Pepperdine,77
2023,"Warren Wilson",70,"UNC Asheville",122
2023,"Penn St.-Wilkes Barre",48,"Morgan St.",95
2023,DePaul,67,"St. John's (NY)",86
2023,"Michigan St.",67,"Penn St.",58
2023,Siena,68,Georgetown,75
2023,"Cleveland St.",42,"St. Bonaventure",61
2023,"Delaware St.",69,Delaware,77
2023,"Sacred Heart",59,Fairfield,61
2023,Brown,59,"Rhode Island",58
2023,"Western Caro.",64,Davidson,72
2023,NJIT,62,"Army West Point",63
2023,Cornell,105,"Miami (FL)",107
2023,Navy,64,"West Virginia",85
2023,Penn,59,Villanova,70
2023,Hofstra,66,Purdue,85
2023,FGCU,53,"Fla. Atlantic",85
2023,"Boston U.",75,"Notre Dame",81
2023,Jacksonville,73,VCU,62
2023,"Iowa Wesleyan",73,"Western Ill.",84
2023,"Eastern Ky.",49,Tennessee,84
2023,"William & Mary",62,"Old Dominion",72
2023,Piedmont,47,"Ga. Southern",91
2023,Carlow,67,VMI,106
2023,Quinnipiac,75,"Holy Cross",71
2023,Rider,78,Stonehill,67
2023,"Robert Morris",71,"Central Mich.",66
2023,"Loyola Maryland",61,Hampton,66
2023,"Alabama St.",63,"North Ala.",71
2023,Colgate,81,Binghamton,62
2023,"Texas Lutheran",63,"A&M-Corpus Christi",100
2023,Dayton,49,"Virginia Tech",77
2023,"Purdue Fort Wayne",89,"Southeast Mo. St.",68
2023,Nicholls,71,"Texas Tech",78
2023,Belhaven,71,"Southeastern La.",107
2023,Campbell,66,Evansville,72
2023,"Anderson (IN)",47,"Southern Ind.",78
2023,"Detroit Mercy",76,Tulsa,72
2023,"Ball St.",76,"Eastern Ill.",59
2023,Omaha,65,Drake,78
2023,"Indiana St.",74,"Southern Ill.",71
2023,"Eastern Mich.",81,"Illinois St.",87
2023,Manhattan,59,Providence,99
2023,Nebraska,65,Indiana,81
2023,"Lincoln (PA)",55,"Seton Hall",82
2023,Towson,75,Clemson,80
2023,UConn,75,Florida,54
2023,"Arizona St.",75,SMU,57
2023,"LMU (CA)",69,"Grand Canyon",65
2023,"Utah Valley",75,BYU,60
2023,"Northern Ky.",47,"Washington St.",68
2023,Pittsburgh,74,Vanderbilt,75
2023,"New Mexico St.",65,"Santa Clara",66
2023,Hawaii,62,UNLV,77
2023,"Missouri St.",46,"Saint Mary's (CA)",66
2023,"Eastern Wash.",50,California,48
2023,Denver,85,"Sacramento St.",87
2023,"Weber St.",52,"California Baptist",64
2023,CSUN,56,"Fresno St.",65
2023,Merrimack,51,"San Francisco",69
2023,"Cal St. Fullerton",50,"Southern California",64
2023,Me.-Augusta,67,Maine,103
2023,Rutgers,66,"Ohio St.",67
2023,"Westminster (PA)",65,"Youngstown St.",117
2023,"UMass Lowell",85,Massachusetts,80
2023,Marshall,82,Duquesne,71
2023,"Saint Vincent",58,"Saint Francis (PA)",88
2023,"Iowa St.",56,Iowa,75
2023,"Colorado St.",65,Colorado,93
2023,"St. Thomas (MN)",65,"Montana St.",82
2023,Michigan,90,Minnesota,75
2023,"Jacksonville St.",58,Utah,99
2023,"Stony Brook",60,Bryant,79
2023,Grambling,64,Vanderbilt,62
2023,Binghamton,62,Fordham,77
2023,Dartmouth,50,"Central Conn. St.",59
2023,FDU,76,Columbia,73
2023,"U New England",23,Merrimack,82
2023,"Queens (NC)",87,"High Point",79
2023,Lipscomb,59,"Alabama A&M",63
2023,McNeese,52,UNI,49
2023,Washington,60,Gonzaga,77
2023,"Arkansas St.",55,"Air Force",80
2023,Chapman,58,"Utah Tech",99
2023,Tulane,88,Buffalo,63
2023,"Penn St.",74,Illinois,59
2023,Vermont,73,Colgate,72
2023,Drexel,65,"La Salle",58
2023,"Johnson (TN)",47,Chattanooga,97
2023,LIU,61,UConn,114
2023,Georgetown,64,Syracuse,83
2023,"Saint Peter's",57,"Saint Joseph's",73
2023,Lafayette,63,Quinnipiac,76
2023,Temple,57,Penn,77
2023,Radford,74,VMI,77
2023,Louisville,53,"Florida St.",75
2023,Oklahoma,78,Arkansas,88
2023,Yale,59,Kentucky,69
2023,"Ark.-Pine Bluff",43,Texas,88
2023,Regent,39,"Coastal Carolina",102
2023,"Army West Point",67,"Rhode Island",77
2023,Canisius,68,Toledo,69
2023,"NC State",73,"Miami (FL)",80
2023,Drake,52,Richmond,82
2023,"Webber Int'l",59,Stetson,83
2023,"Detroit Mercy",80,Charlotte,82
2023,"Holy Cross",58,Northeastern,59
2023,Bethune-Cookman,48,"North Florida",88
2023,"UNC Asheville",56,Dayton,79
2023,"Wake Forest",70,LSU,72
2023,"UC Irvine",83,"South Dakota",71
2023,Evansville,69,"Ball St.",88
2023,Purdue,65,Nebraska,62
2023,UIC,62,"Western Mich.",56
2023,UAlbany,55,Providence,93
2023,"Central Mich.",63,Tulsa,70
2023,"South Carolina St.",84,"USC Upstate",89
2023,Xavier,80,Cincinnati,77
2023,"Kent St.",67,"Cleveland St.",58
2023,"Tex. A&M-Commerce",64,"Abilene Christian",83
2023,Alabama,71,Houston,65
2023,"Western Ill.",79,"Eastern Ill.",75
2023,"Lamar University",59,"Southern Miss.",95
2023,Denver,64,UCLA,87
2023,"Saint Mary's (CA)",68,"San Diego St.",61
2023,Valparaiso,61,"Ole Miss",98
2023,Wofford,57,"Ga. Southern",79
2023,"Georgia Tech",59,"North Carolina",75
2023,"Georgian Court",75,"Delaware St.",69
2023,"Sacred Heart",66,Pittsburgh,91
2023,"Norfolk St.",67,"William & Mary",53
2023,"Seattle U",80,"North Dakota",78
2023,"Murray St.",58,Bellarmine,69
2023,Jacksonville,53,UNCW,81
2023,Winthrop,67,Furman,82
2023,Longwood,63,"Wichita St.",81
2023,UTSA,76,"New Mexico",94
2023,Brevard,55,"Western Caro.",99
2023,SIUE,71,"Illinois St.",77
2023,American,69,"George Washington",64
2023,"Utah Valley",80,"Northern Ariz.",75
2023,"Washington St.",70,UNLV,74
2023,ULM,73,"Northwestern St.",91
2023,Brown,50,"Michigan St.",68
2023,"San Jose St.",75,"Santa Clara",64
2023,LSU-Alexandria,76,"Southern U.",98
2023,"Boston College",56,Villanova,77
2023,"Fresno St.",72,Pacific,76
2023,Butler,82,California,58
2023,"Middle Tenn.",85,Belmont,75
2023,"St. Francis Brooklyn",59,"UMass Lowell",68
2023,"Eastern Wash.",76,"South Dakota St.",77
2023,Memphis,82,Auburn,73
2023,Kansas,95,Missouri,67
2023,"North Texas",60,"Grand Canyon",58
2023,UMES,55,Duke,82
2023,"Morgan St.",63,UMBC,75
2023,"Tennessee Tech",64,Troy,87
2023,Omaha,54,"Montana St.",82
2023,"New Hampshire",51,"St. John's (NY)",64
2023,UAB,70,"West Virginia",81
2023,UTEP,70,DePaul,91
2023,"Long Beach St.",74,"Sacramento St.",76
2023,Monmouth,54,Princeton,91
2023,"Loyola Maryland",34,"Mount St. Mary's",51
2023,"Boston U.",72,Marist,70
2023,Boyce,79,"Eastern Ky.",140
2023,"Southern Utah",67,"Cal St. Fullerton",60
2023,Mercer,62,FGCU,67
2023,Nevada,65,Oregon,78
2023,"Wright St.",60,"Western Ky.",64
2023,Marshall,69,"Robert Morris",60
2023,Gallaudet,43,"James Madison",106
2023,"UT Arlington",65,"Texas St.",71
2023,Indiana,75,Arizona,89
2023,"Loyola Chicago",76,Clemson,58
2023,"Boise St.",57,"Saint Louis",52
2023,Montana,82,"North Dakota St.",75
2023,"Kansas City",64,"Green Bay",70
2023,"Central Ark.",78,"Oral Roberts",111
2023,Samford,58,Louisiana,75
2023,"Purdue Fort Wayne",65,"Missouri St.",61
2023,UTRGV,95,"Houston Christian",82
2023,"St. Thomas (MN)",76,"Idaho St.",70
2023,"UC Santa Barbara",67,Pepperdine,64
2023,Alcorn,68,"Southern Ill.",74
2023,Gardner-Webb,43,"Old Dominion",44
2023,"New Orleans",61,Portland,100
2023,"Louisiana Tech",65,Wyoming,92
2023,"Saint Martin's",58,"Weber St.",82
2023,"Northern Colo.",70,CSUN,63
2023,"Portland St.",49,"Cal Poly",72
2023,"California Baptist",76,"San Diego",73
2023,TCU,83,SMU,75
2023,Creighton,80,BYU,83
2023,"LMU (CA)",67,"Utah St.",79
2023,"St. Bonaventure",57,Iona,72
2023,"Tarleton St.",49,UCF,75
2023,"Calumet Col.",49,"Miami (OH)",85
2023,Maine,50,Merrimack,47
2023,"Eastern Mich.",60,Niagara,67
2023,"Central Conn. St.",77,Fordham,90
2023,NJIT,71,FDU,73
2023,Bryant,104,Manhattan,97
2023,"JWU (Charlotte)",69,Elon,101
2023,Ohio,81,"Youngstown St.",79
2023,"North Greenville",67,"Col. of Charleston",96
2023,"Paul Quinn",40,SFA,103
2023,"Coppin St.",75,"East Carolina",84
2023,"Oklahoma St.",65,"Virginia Tech",70
2023,Siena,64,Delaware,75
2023,ETSU,57,"Morehead St.",61
2023,"Jackson St.",72,Akron,85
2023,"Prairie View",51,Northwestern,61
2023,"North Park",63,Milwaukee,92
2023,Rust,65,Nicholls,85
2023,UIW,50,"Kansas St.",98
2023,"Chicago St.",74,"UT Martin",75
2023,Lipscomb,85,"Tennessee St.",90
2023,"North American",47,"Texas Southern",95
2023,"Bowling Green",86,Hampton,72
2023,"Peru St.",72,"Colorado St.",115
2023,"Indiana St.",85,"Southern Ind.",88
2023,Marquette,79,"Notre Dame",64
2023,Navy,71,Towson,69
2023,"New Mexico St.",73,Duquesne,60
2023,Tennessee,56,Maryland,53
2023,"UC Riverside",76,Idaho,74
2023,McNeese,40,"Iowa St.",77
2023,Presbyterian,57,"South Carolina",68
2023,Waldorf,54,"North Dakota St.",99
2023,Wisconsin,78,Iowa,75
2023,"Seton Hall",45,Rutgers,43
2023,Howard,60,VCU,70
2023,Massachusetts,71,Hofstra,56
2023,"Cal St. East Bay",79,Pacific,73
2023,"Oregon St.",54,"Texas A&M",72
2023,"Mississippi St.",69,Minnesota,51
2023,"Saint Francis (PA)",66,Hawaii,90
2023,Spalding,53,IUPUI,75
2023,"Sacred Heart",64,"Stony Brook",71
2023,"St. Joseph's (ME)",61,"New Hampshire",104
2023,"South Alabama",78,"Alabama A&M",71
2023,Columbia,57,Lafayette,45
2023,Yale,77,Fairfield,64
2023,"Philander Smith",54,"Little Rock",83
2023,Monmouth,71,Syracuse,86
2023,Liberty,70,"Oral Roberts",84
2023,"La. Christian",63,Louisiana,98
2023,"South Fla.",72,UNI,69
2023,Rice,81,Texas,87
2023,"Lindsey Wilson",61,"Austin Peay",86
2023,NIU,67,Gonzaga,88
2023,"Arizona St.",73,Creighton,71
2023,"North Central (MN)",48,"North Dakota",99
2023,"Mt. Marty",56,"South Dakota St.",85
2023,"UC San Diego",58,"San Diego",84
2023,"Kennesaw St.",54,"San Diego St.",88
2023,"San Diego Christian",68,"UC Santa Barbara",81
2023,"San Francisco",64,"New Mexico",67
2023,"Bethel (TN)",75,"UT Martin",103
2023,Midland,72,Omaha,104
2023,Longwood,63,"St. Francis Brooklyn",57
2023,"Coppin St.",71,"George Washington",83
2023,VMI,61,American,69
2023,Furman,73,"NC State",92
2023,Dartmouth,59,"Boston U.",67
2023,UMBC,72,"Loyola Maryland",69
2023,Princeton,64,Iona,70
2023,"Saint Peter's",58,Hartford,57
2023,"UMass Lowell",75,"Rhode Island",77
2023,Stonehill,56,"Boston College",63
2023,"Southern U.",59,Xavier,79
2023,Marshall,67,"UNC Greensboro",75
2023,FDU,48,Richmond,77
2023,"The Citadel",67,"North Carolina",100
2023,"N.C. Central",57,LSU,67
2023,"UNC Asheville",94,"South Carolina St.",84
2023,"Edward Waters",47,"Florida A&M",58
2023,"Mississippi Val.",48,"Wichita St.",71
2023,"Eastern Wash.",70,"Texas Tech",77
2023,"Chicago St.",65,"Murray St.",66
2023,"Mary Hardin-Baylor",71,"Texas St.",65
2023,"Green Bay",61,"St. Thomas (MN)",82
2023,"Lincoln (MO)",51,"Southern Ill.",88
2023,"Southern Miss.",91,"Lamar University",65
2023,"Prairie View",61,UIC,70
2023,"N.C. A&T",46,Houston,74
2023,"SAGU American Indian",54,"Utah Valley",100
2023,FIU,59,Howard,71
2023,"A&M-Corpus Christi",61,Arizona,99
2023,"USC Upstate",63,"Florida St.",80
2023,UTSA,70,Utah,91
2023,"New Orleans",50,"Boise St.",91
2023,Memphis,88,Alabama,91
2023,"Holy Names",55,"UC Davis",107
2023,"Stanislaus St.",56,Pacific,80
2023,"Portland St.",75,"Santa Clara",78
2023,"Cal Poly",68,Washington,74
2023,"William Peace",58,Campbell,97
2023,Radford,62,VCU,70
2023,"Wright St.",54,Akron,66
2023,"Queens (NC)",78,ETSU,75
2023,DePaul,55,Duquesne,66
2023,Drexel,49,"Seton Hall",66
2023,"App State",66,"Wake Forest",67
2023,Stetson,60,"Col. of Charleston",65
2023,"Miami (OH)",76,Cincinnati,103
2023,Reinhardt,63,"Jacksonville St.",97
2023,"St. Thomas (FL)",74,"Fla. Atlantic",97
