,date,team,team_score,opponent,opponent_score,home_team,opponent_strength,diff,adjusted_diff
793,2023-11-18,UIW,100,Ark.-Pine Bluff,81,Ark.-Pine Bluff,5.4375,19,29.4375
794,2023-11-18,Texas Southern,50,Creighton,82,Creighton,39.03125,-32,12.03125
795,2023-11-18,Morgan St.,50,BYU,93,BYU,45.3125,-43,7.3125
796,2023-11-18,Northern Colo.,71,New Mexico St.,76,New Mexico St.,11.0,-5,11.0
797,2023-11-18,Portland,83,Nevada,108,Nevada,31.6875,-25,11.6875
798,2023-11-19,Wyoming,78,Furman,71,Furman,15.3203125,7,27.3203125
799,2023-11-19,Oakland,77,Drake,85,Drake,29.578125,-8,26.578125
800,2023-11-19,UT Martin,66,Prairie View,78,Prairie View,6.25,-12,-0.75
801,2023-11-19,Southern Miss.,65,Utah Valley,67,Utah Valley,9.0,-2,12.0
802,2023-11-19,Holy Cross,74,IUPUI,61,IUPUI,-3.1484375,13,14.8515625
803,2023-11-19,Providence,71,Georgia,64,Georgia,23.0,7,35.0
804,2023-11-19,North Texas,65,Towson,39,Towson,18.40625,26,49.40625
805,2023-11-19,Northwestern,57,Mississippi St.,66,Mississippi St.,31.5,-9,27.5
806,2023-11-19,UConn,77,Indiana,57,Indiana,24.125,20,49.125
807,2023-11-19,SIUE,74,South Alabama,86,South Alabama,17.34375,-12,10.34375
808,2023-11-19,Eastern Ill.,64,Miami (OH),76,Miami (OH),12.1171875,-12,5.1171875
809,2023-11-19,Manhattan,67,Central Conn. St.,63,Central Conn. St.,8.0,4,17.0
810,2023-11-19,Col. of Charleston,80,Coastal Carolina,72,Coastal Carolina,7.375,8,20.375
811,2023-11-19,Wilkes,53,Lafayette,69,Lafayette,4.9609375,-16,-6.0390625
812,2023-11-19,Boise St.,68,Clemson,85,Clemson,36.484375,-17,24.484375
813,2023-11-19,Loyola Maryland,79,UMBC,94,UMBC,10.96875,-15,0.96875
814,2023-11-19,Weber St.,55,Colgate,57,Colgate,18.5234375,-2,21.5234375
815,2023-11-19,Grambling,37,Iowa St.,92,Iowa St.,39.5,-55,-10.5
816,2023-11-19,LMU (CA),76,SFA,86,SFA,15.65625,-10,10.65625
817,2023-11-19,Lindenwood,71,William & Mary,60,William & Mary,7.90625,11,23.90625
818,2023-11-19,Queens (NC),52,Drexel,62,Drexel,18.9375,-10,13.9375
819,2023-11-19,UAlbany,82,Quinnipiac,85,Quinnipiac,12.4375,-3,14.4375
820,2023-11-19,Northeastern,82,East Carolina,76,East Carolina,15.6875,6,26.6875
821,2023-11-19,Little Rock,77,Georgia St.,88,Georgia St.,14.796875,-11,8.796875
822,2023-11-19,Northern Ky.,66,Cincinnati,90,Cincinnati,31.0,-24,12.0
823,2023-11-19,Tennessee Tech,63,Chattanooga,68,Chattanooga,14.75,-5,14.75
824,2023-11-19,Cornell,88,Cal St. Fullerton,70,Cal St. Fullerton,11.96875,18,34.96875
825,2023-11-19,Kansas St.,83,Miami (FL),91,Miami (FL),32.2109375,-8,29.2109375
826,2023-11-19,Elon,70,Winthrop,78,Winthrop,16.875,-8,13.875
827,2023-11-19,Yale,71,Gardner-Webb,70,Gardner-Webb,14.1328125,1,20.1328125
828,2023-11-19,LSU,86,Wake Forest,80,Wake Forest,27.421875,6,38.421875
829,2023-11-19,Lake Erie,57,Youngstown St.,79,Youngstown St.,20.4140625,-22,3.4140625
830,2023-11-19,Texas,81,Louisville,80,Louisville,13.015625,1,19.015625
831,2023-11-19,Rhode Island,57,Washington St.,78,Washington St.,27.0,-21,11.0
832,2023-11-19,Omaha,56,Air Force,58,Air Force,15.0,-2,18.0
833,2023-11-19,Western Mich.,56,Ohio St.,73,Ohio St.,29.0,-17,17.0
834,2023-11-19,American,83,Georgetown,88,Georgetown,17.0,-5,17.0
835,2023-11-19,DePaul,54,San Francisco,70,San Francisco,31.25,-16,20.25
836,2023-11-19,Aurora,48,UIC,99,UIC,22.125,-51,-23.875
837,2023-11-19,Wofford,76,Virginia Tech,98,Virginia Tech,28.5625,-22,11.5625
838,2023-11-19,UNI,65,South Fla.,74,South Fla.,23.375,-9,19.375
839,2023-11-19,Marshall,60,Utah St.,83,Utah St.,28.0,-23,10.0
840,2023-11-19,Kennesaw St.,96,Ga. Southern,92,Ga. Southern,2.0,4,11.0
841,2023-11-19,St. John's (NY),91,Utah,82,Utah,37.5625,9,51.5625
842,2023-11-19,Vermont,61,Liberty,71,Liberty,28.1640625,-10,23.1640625
843,2023-11-19,Charlotte,54,George Mason,49,George Mason,24.78125,5,34.78125
844,2023-11-19,Portland St.,70,St. Thomas (MN),76,St. Thomas (MN),20.5,-6,19.5
845,2023-11-19,Fordham,45,Abilene Christian,59,Abilene Christian,14.78125,-14,5.78125
846,2023-11-19,Alcorn,49,Michigan St.,81,Michigan St.,33.6875,-32,6.6875
847,2023-11-19,UT Arlington,56,Arizona,101,Arizona,42.875,-45,2.875
848,2023-11-19,Jackson St.,73,Missouri,72,Missouri,28.1875,1,34.1875
849,2023-11-19,South Carolina,75,Grand Canyon,68,Grand Canyon,25.53125,7,37.53125
850,2023-11-19,Xavier,66,Saint Mary's (CA),49,Saint Mary's (CA),27.078125,17,49.078125
851,2023-11-19,FIU,71,Akron,77,Akron,21.46875,-6,20.46875
852,2023-11-19,Southern U.,60,Illinois,88,Illinois,32.625,-28,9.625
853,2023-11-19,Brown,70,Southern California,81,Southern California,22.0625,-11,16.0625
854,2023-11-19,Cal Poly,58,California Baptist,67,California Baptist,14.0,-9,10.0
855,2023-11-19,Kent St.,52,Missouri St.,56,Missouri St.,23.625,-4,24.625
856,2023-11-19,Saint Louis,69,Wichita St.,88,Wichita St.,21.2734375,-19,7.2734375
857,2023-11-19,UCF,83,South Dakota St.,80,South Dakota St.,23.0,3,31.0
858,2023-11-19,Dayton,55,Houston,69,Houston,47.0,-14,38.0
859,2023-11-19,Le Moyne,72,UC Santa Barbara,96,UC Santa Barbara,20.75,-24,1.75
860,2023-11-19,Washington,97,San Diego St.,100,San Diego St.,32.0,-3,34.0
861,2023-11-20,High Point,82,Iona,68,Iona,17.0,14,36.0
862,2023-11-20,Oakland,74,LMU (CA),69,LMU (CA),17.34375,5,27.34375
863,2023-11-20,Siena,56,Central Mich.,70,Central Mich.,4.0,-14,-5.0
864,2023-11-20,Cal St. Fullerton,74,Southern Miss.,67,Southern Miss.,8.5,7,20.5
865,2023-11-20,Norfolk St.,69,FGCU,66,FGCU,11.25,3,19.25
866,2023-11-20,Illinois St.,61,Long Beach St.,52,Long Beach St.,23.765625,9,37.765625
867,2023-11-20,Murray St.,81,UNCW,83,UNCW,13.5,-2,16.5
868,2023-11-20,Milwaukee,67,Stetson,85,Stetson,14.75,-18,1.75
869,2023-11-20,Drake,68,SFA,92,SFA,15.65625,-24,-3.34375
870,2023-11-20,Cornell,74,Utah Valley,61,Utah Valley,9.0,13,27.0
871,2023-11-20,Tennessee,73,Syracuse,56,Syracuse,28.875,17,50.875
872,2023-11-20,Sacramento St.,71,CSU Bakersfield,75,CSU Bakersfield,9.0,-4,10.0
873,2023-11-20,Northeastern,77,Kennesaw St.,79,Kennesaw St.,15.0,-2,18.0
874,2023-11-20,San Jose St.,71,Hampton,52,Hampton,8.0625,19,32.0625
875,2023-11-20,The Citadel,62,Idaho St.,61,Idaho St.,8.0,1,14.0
876,2023-11-20,Indiana,74,Louisville,66,Louisville,13.015625,8,26.015625
877,2023-11-20,Wright St.,91,Louisiana,85,Louisiana,16.5,6,27.5
878,2023-11-20,Purdue,73,Gonzaga,63,Gonzaga,29.265625,10,44.265625
879,2023-11-20,Marshall,80,FIU,69,FIU,13.78125,11,29.78125
880,2023-11-20,Tarleton St.,66,Austin Peay,59,Austin Peay,14.4375,7,26.4375
881,2023-11-20,Florida St.,83,UNLV,75,UNLV,21.671875,8,34.671875
882,2023-11-20,Fordham,72,Kent St.,79,Kent St.,20.171875,-7,18.171875
883,2023-11-20,Wisconsin,65,Virginia,41,Virginia,36.3125,24,65.3125
884,2023-11-20,Ga. Southern,64,East Carolina,82,East Carolina,15.6875,-18,2.6875
885,2023-11-20,South Dakota St.,71,George Mason,73,George Mason,24.78125,-2,27.78125
886,2023-11-20,Morehead St.,64,Bellarmine,51,Bellarmine,8.0,13,26.0
887,2023-11-20,Rider,48,Stony Brook,55,Stony Brook,14.2578125,-7,12.2578125
888,2023-11-20,Pitt.-Greensburg,63,Saint Francis (PA),77,Saint Francis (PA),4.0,-14,-5.0
889,2023-11-20,UConn,81,Texas,71,Texas,30.375,10,45.375
890,2023-11-20,Howard,61,Bryant,67,Bryant,15.5,-6,14.5
891,2023-11-20,UMass Lowell,69,Saint Peter's,61,Saint Peter's,17.3125,8,30.3125
892,2023-11-20,N.C. Central,78,Campbell,75,Campbell,9.421875,3,17.421875
893,2023-11-20,Delaware St.,72,NJIT,81,NJIT,6.8125,-9,2.8125
894,2023-11-20,Sam Houston,88,Troy,86,Troy,12.75,2,19.75
895,2023-11-20,Charleston So.,73,Bethune-Cookman,79,Bethune-Cookman,4.0,-6,3.0
896,2023-11-20,Saint Joseph's,88,Kentucky,96,Kentucky,34.3125,-8,31.3125
897,2023-11-20,Southern Ind.,56,Bucknell,67,Bucknell,8.0,-11,2.0
898,2023-11-20,Ecclesia,74,ULM,103,ULM,10.921875,-29,-13.078125
899,2023-11-20,Central Ark.,68,Southeast Mo. St.,70,Southeast Mo. St.,1.0,-2,4.0
900,2023-11-20,North American,73,UTRGV,92,UTRGV,4.25,-19,-9.75
901,2023-11-20,D'Youville,69,Canisius,109,Canisius,18.453125,-40,-16.546875
902,2023-11-20,Buffalo,68,Hofstra,102,Hofstra,25.625,-34,-3.375
903,2023-11-20,Utah St.,65,Akron,62,Akron,21.46875,3,29.46875
904,2023-11-20,UTSA,89,Houston Christian,87,Houston Christian,-1.296875,2,5.703125
905,2023-11-20,Abilene Christian,69,Missouri St.,87,Missouri St.,23.625,-18,10.625
906,2023-11-20,Midway,70,Tennessee St.,87,Tennessee St.,11.7734375,-17,-0.2265625
907,2023-11-20,South Carolina St.,70,Tulsa,90,Tulsa,19.0,-20,4.0
908,2023-11-20,Wis.-Stout,72,North Dakota St.,101,North Dakota St.,10.25,-29,-13.75
909,2023-11-20,Stonehill,86,Tex. A&M-Commerce,97,Tex. A&M-Commerce,5.0,-11,-1.0
910,2023-11-20,New Orleans,68,Oklahoma St.,96,Oklahoma St.,24.4765625,-28,1.4765625
911,2023-11-20,Colorado,64,Richmond,59,Richmond,23.6875,5,33.6875
912,2023-11-20,Oregon,67,Florida A&M,54,Florida A&M,5.75,13,23.75
913,2023-11-20,SMU,70,West Virginia,58,West Virginia,22.625,12,39.625
914,2023-11-20,UCF,74,Charlotte,71,Charlotte,21.75,3,29.75
915,2023-11-20,Green Bay,54,Montana St.,53,Montana St.,12.1875,1,18.1875
916,2023-11-20,Kansas,83,Chaminade,56,Chaminade,,27,32.0
917,2023-11-20,Mississippi Val.,39,Santa Clara,81,Santa Clara,23.109375,-42,-13.890625
918,2023-11-20,Navy,59,San Diego,67,San Diego,12.5,-8,9.5
919,2023-11-20,Bradley,80,Tulane,77,Tulane,21.84375,3,29.84375
920,2023-11-20,North Dakota,73,Pacific,71,Pacific,4.5,2,11.5
921,2023-11-20,UCLA,69,Marquette,71,Marquette,36.1796875,-2,39.1796875
922,2023-11-21,UTEP,75,California,72,California,19.34375,3,27.34375
923,2023-11-21,Long Beach St.,80,Iona,76,Iona,17.0,4,26.0
924,2023-11-21,LMU (CA),61,FIU,60,FIU,13.78125,1,19.78125
925,2023-11-21,Binghamton,75,Sacred Heart,89,Sacred Heart,11.96875,-14,2.96875
926,2023-11-21,UNCW,56,App State,86,App State,26.5,-30,1.5
927,2023-11-21,Prairie View,76,Eastern Ky.,64,Eastern Ky.,8.421875,12,25.421875
928,2023-11-21,Central Mich.,61,Stetson,71,Stetson,14.75,-10,9.75
929,2023-11-21,Morgan St.,72,Radford,82,Radford,21.0,-10,16.0
930,2023-11-21,McNeese,59,Texas St.,48,Texas St.,11.5,11,27.5
931,2023-11-21,Oakland,78,Marshall,71,Marshall,16.0,7,28.0
932,2023-11-21,Buffalo,60,Louisiana,68,Louisiana,16.5,-8,13.5
933,2023-11-21,Syracuse,57,Gonzaga,76,Gonzaga,29.265625,-19,15.265625
934,2023-11-21,Northern Colo.,78,Chicago St.,77,Chicago St.,7.84375,1,13.84375
935,2023-11-21,Ga. Southern,76,Northeastern,93,Northeastern,15.796875,-17,3.796875
936,2023-11-21,Florida St.,77,Colorado,71,Colorado,33.0,6,44.0
937,2023-11-21,Southern Utah,53,Louisiana Tech,67,Louisiana Tech,24.84375,-14,15.84375
938,2023-11-21,N.C. Central,61,The Citadel,67,The Citadel,18.625,-6,17.625
939,2023-11-21,Drake,79,Akron,59,Akron,21.46875,20,46.46875
940,2023-11-21,Illinois St.,72,High Point,74,High Point,17.875,-2,20.875
941,2023-11-21,Kennesaw St.,84,East Carolina,85,East Carolina,15.6875,-1,19.6875
942,2023-11-21,James Madison,82,Southern Ill.,76,Southern Ill.,23.125,6,34.125
943,2023-11-21,Midway,56,Bellarmine,77,Bellarmine,8.0,-21,-8.0
944,2023-11-21,Indiana St.,103,Rice,88,Rice,11.3984375,15,31.3984375
945,2023-11-21,UNLV,65,Richmond,82,Richmond,23.6875,-17,11.6875
946,2023-11-21,USC Upstate,58,Ball St.,75,Ball St.,15.71875,-17,3.71875
947,2023-11-21,Eastern Mich.,76,Detroit Mercy,72,Detroit Mercy,1.0,4,10.0
948,2023-11-21,Marist,71,New Hampshire,74,New Hampshire,19.5234375,-3,21.5234375
949,2023-11-21,La Salle,66,Duke,95,Duke,42.96875,-29,18.96875
950,2023-11-21,Boston U.,45,Davidson,69,Davidson,23.0,-24,4.0
951,2023-11-21,Idaho St.,69,Campbell,55,Campbell,9.421875,14,28.421875
952,2023-11-21,LIU,67,Columbia,77,Columbia,12.9453125,-10,7.9453125
953,2023-11-21,UMBC,68,Maryland,92,Maryland,26.0,-24,7.0
954,2023-11-21,Army West Point,59,UAlbany,62,UAlbany,12.5,-3,14.5
955,2023-11-21,Lehigh,79,Monmouth,88,Monmouth,17.0,-9,13.0
956,2023-11-21,UCLA,76,Chaminade,48,Chaminade,,28,33.0
957,2023-11-21,Blue Mountain (MS),56,Nicholls,86,Nicholls,13.4375,-30,-11.5625
958,2023-11-21,UAB,58,Middle Tenn.,57,Middle Tenn.,10.0,1,16.0
959,2023-11-21,SFA,49,Utah St.,79,Utah St.,28.0,-30,3.0
960,2023-11-21,Hofstra,85,Wright St.,76,Wright St.,16.5,9,30.5
961,2023-11-21,Tennessee,67,Purdue,71,Purdue,41.328125,-4,42.328125
962,2023-11-21,Texas Southern,63,Oral Roberts,65,Oral Roberts,16.890625,-2,19.890625
963,2023-11-21,Western Ill.,66,Valparaiso,73,Valparaiso,9.5703125,-7,7.5703125
964,2023-11-21,Alcorn,74,TCU,93,TCU,34.078125,-19,20.078125
965,2023-11-21,Lynn,62,South Alabama,74,South Alabama,17.34375,-12,10.34375
966,2023-11-21,Alabama A&M,54,Auburn,84,Auburn,37.0,-30,12.0
967,2023-11-21,Fresno St.,81,New Mexico St.,76,New Mexico St.,11.0,5,21.0
968,2023-11-21,Siena,59,Milwaukee,61,Milwaukee,10.0,-2,13.0
969,2023-11-21,UC Irvine,76,Pepperdine,60,Pepperdine,13.125,16,34.125
970,2023-11-21,Green Bay,68,UC Riverside,74,UC Riverside,16.75,-6,15.75
971,2023-11-21,Ark.-Pine Bluff,67,Minnesota,86,Minnesota,29.3125,-19,15.3125
972,2023-11-21,Le Moyne,80,CSUN,70,CSUN,19.0,10,34.0
973,2023-11-21,Kansas,59,Marquette,73,Marquette,36.1796875,-14,27.1796875
974,2023-11-21,New Mexico,92,Toledo,84,Toledo,21.765625,8,34.765625
975,2023-11-22,Northern Ariz.,61,Hawaii,70,Hawaii,22.5,-9,18.5
976,2023-11-22,Buffalo,64,Iona,89,Iona,17.0,-25,-3.0
977,2023-11-22,App State,67,Murray St.,57,Murray St.,14.375,10,29.375
978,2023-11-22,UNI,69,North Carolina,91,North Carolina,34.734375,-22,17.734375
979,2023-11-22,Chicago St.,84,Morgan St.,83,Morgan St.,2.9375,1,8.9375
980,2023-11-22,Texas St.,67,Southern Utah,74,Southern Utah,17.0,-7,15.0
981,2023-11-22,Georgia St.,93,Little Rock,90,Little Rock,10.75,3,18.75
982,2023-11-22,Colorado St.,86,Boston College,74,Boston College,24.5625,12,41.5625
983,2023-11-22,Louisiana,92,Long Beach St.,82,Long Beach St.,23.765625,10,38.765625
984,2023-11-22,Central Conn. St.,60,Massachusetts,89,Massachusetts,28.421875,-29,4.421875
985,2023-11-22,Northland,48,South Dakota,100,South Dakota,10.40625,-52,-36.59375
986,2023-11-22,Harvard,76,Colgate,70,Colgate,18.5234375,6,29.5234375
987,2023-11-22,Tennessee Tech,79,Presbyterian,75,Presbyterian,7.40625,4,16.40625
988,2023-11-22,JWU (Providence),59,Rhode Island,97,Rhode Island,15.484375,-38,-17.515625
989,2023-11-22,Sam Houston,86,Grambling,68,Grambling,2.1875,18,25.1875
990,2023-11-22,Texas Tech,69,Villanova,85,Villanova,37.0,-16,26.0
991,2023-11-22,Tennessee,60,Kansas,69,Kansas,35.234375,-9,31.234375
992,2023-11-22,Midway,53,Morehead St.,94,Morehead St.,23.0,-41,-13.0
993,2023-11-22,Northern Colo.,68,Radford,79,Radford,21.0,-11,15.0
994,2023-11-22,North Ala.,103,UT Martin,105,UT Martin,14.2109375,-2,17.2109375
995,2023-11-22,Austin Peay,74,Sacramento St.,71,Sacramento St.,9.90625,3,17.90625
996,2023-11-22,Ole Miss,77,Temple,76,Temple,19.8125,1,25.8125
997,2023-11-22,McNeese,62,Louisiana Tech,71,Louisiana Tech,24.84375,-9,20.84375
998,2023-11-22,Mid-Amer. Christian,59,Omaha,76,Omaha,12.4375,-17,0.4375
999,2023-11-22,Loyola Chicago,65,Creighton,88,Creighton,39.03125,-23,21.03125
1000,2023-11-22,Princeton,76,Old Dominion,56,Old Dominion,11.2578125,20,36.2578125
1001,2023-11-22,Mount St. Mary's,65,American,68,American,14.25,-3,16.25
1002,2023-11-22,Tarleton St.,59,CSU Bakersfield,40,CSU Bakersfield,9.0,19,33.0
1003,2023-11-22,Memphis,71,Michigan,67,Michigan,24.6875,4,33.6875
1004,2023-11-22,The Citadel,58,Campbell,65,Campbell,9.421875,-7,7.421875
1005,2023-11-22,VMI,54,Air Force,64,Air Force,15.0,-10,10.0
1006,2023-11-22,Wright St.,74,Illinois St.,49,Illinois St.,16.1015625,25,46.1015625
1007,2023-11-22,Purdue,78,Marquette,75,Marquette,36.1796875,3,44.1796875
1008,2023-11-22,N.C. A&T,73,Merrimack,96,Merrimack,16.5,-23,-1.5
1009,2023-11-22,A&M-Corpus Christi,73,Northern Ky.,88,Northern Ky.,15.515625,-15,5.515625
1010,2023-11-22,West Virginia,54,Virginia,56,Virginia,36.3125,-2,39.3125
1011,2023-11-22,Southern Ill.,81,New Mexico St.,54,New Mexico St.,11.0,27,43.0
1012,2023-11-22,UMES,55,Notre Dame,75,Notre Dame,19.328125,-20,4.328125
1013,2023-11-22,Pepperdine,82,Indiana St.,90,Indiana St.,31.171875,-8,28.171875
1014,2023-11-22,Maine,70,South Fla.,59,South Fla.,23.375,11,39.375
1015,2023-11-22,VTSU-Johnson,57,Vermont,106,Vermont,19.5859375,-49,-24.4140625
1016,2023-11-22,Bucknell,61,St. Bonaventure,67,St. Bonaventure,23.3125,-6,22.3125
1017,2023-11-22,ETSU,70,Cleveland St.,72,Cleveland St.,18.09375,-2,21.09375
1018,2023-11-22,FDU,84,Queens (NC),97,Queens (NC),11.0,-13,3.0
1019,2023-11-22,Baylor,88,Oregon St.,72,Oregon St.,13.65625,16,34.65625
1020,2023-11-22,South Carolina St.,59,Missouri,82,Missouri,28.1875,-23,10.1875
1021,2023-11-22,Franciscan,54,Saint Francis (PA),107,Saint Francis (PA),4.0,-53,-44.0
1022,2023-11-22,Georgia Tech,54,Cincinnati,89,Cincinnati,31.0,-35,1.0
1023,2023-11-22,Alabama St.,67,Samford,99,Samford,23.0,-32,-4.0
1024,2023-11-22,Stanford,74,Arkansas,77,Arkansas,25.0,-3,27.0
1025,2023-11-22,Hofstra,97,High Point,92,High Point,17.875,5,27.875
1026,2023-11-22,Central Ark.,56,Kansas St.,100,Kansas St.,27.1953125,-44,-11.8046875
1027,2023-11-22,Alcorn,69,UT Arlington,82,UT Arlington,15.7578125,-13,7.7578125
1028,2023-11-22,South Dakota St.,65,Southern Miss.,54,Southern Miss.,8.5,11,24.5
1029,2023-11-22,Idaho,55,Seattle U,92,Seattle U,25.96875,-37,-6.03125
1030,2023-11-22,Duquesne,79,Nebraska,89,Nebraska,32.25,-10,27.25
1031,2023-11-22,Jacksonville St.,66,UIW,67,UIW,7.25,-1,11.25
1032,2023-11-22,Wisconsin,69,SMU,61,SMU,29.78125,8,42.78125
1033,2023-11-22,James Madison,95,Fresno St.,64,Fresno St.,15.25,31,51.25
1034,2023-11-22,Westmont,79,UC Santa Barbara,91,UC Santa Barbara,20.75,-12,13.75
1035,2023-11-22,Walla Walla,46,Eastern Wash.,97,Eastern Wash.,21.0,-51,-25.0
1036,2023-11-22,Colo. Christian,68,Denver,100,Denver,20.75,-32,-6.25
1037,2023-11-22,Purdue Fort Wayne,60,San Francisco,76,San Francisco,31.25,-16,20.25
1038,2023-11-22,UC Riverside,68,Montana St.,69,Montana St.,12.1875,-1,16.1875
1039,2023-11-22,Rice,56,New Mexico,90,New Mexico,36.0,-34,7.0
1040,2023-11-22,Florida,86,Pittsburgh,71,Pittsburgh,35.9375,15,55.9375
1041,2023-11-22,Syracuse,105,Chaminade,56,Chaminade,,49,54.0
1042,2023-11-22,UTEP,59,Bradley,63,Bradley,20.65625,-4,21.65625
1043,2023-11-22,Toledo,71,UC Irvine,77,UC Irvine,24.5,-6,23.5
1044,2023-11-23,Gonzaga,69,UCLA,65,UCLA,22.375,4,31.375
1045,2023-11-23,California,81,Tulane,84,Tulane,21.84375,-3,23.84375
1046,2023-11-23,Texas Tech,72,UNI,70,UNI,19.5390625,2,26.5390625
1047,2023-11-23,Penn St.,77,Texas A&M,89,Texas A&M,32.0,-12,25.0
1048,2023-11-23,Boston College,68,Loyola Chicago,71,Loyola Chicago,15.765625,-3,17.765625
1049,2023-11-23,Villanova,83,North Carolina,81,North Carolina,34.734375,2,41.734375
1050,2023-11-23,Fla. Atlantic,91,Butler,86,Butler,29.46875,5,39.46875
1051,2023-11-23,Oklahoma,79,Iowa,67,Iowa,31.25,12,48.25
1052,2023-11-23,Colorado St.,69,Creighton,48,Creighton,39.03125,21,65.03125
1053,2023-11-23,Michigan St.,68,Arizona,74,Arizona,42.875,-6,41.875
1054,2023-11-23,Arkansas,79,Memphis,84,Memphis,31.75,-5,31.75
1055,2023-11-23,Iowa St.,68,VCU,64,VCU,26.5,4,35.5
1056,2023-11-23,Seton Hall,63,Southern California,71,Southern California,22.0625,-8,19.0625
1057,2023-11-23,Stanford,78,Michigan,83,Michigan,24.6875,-5,24.6875
1058,2023-11-23,Boise St.,75,Virginia Tech,82,Virginia Tech,28.5625,-7,26.5625
1059,2023-11-23,NC State,84,Vanderbilt,78,Vanderbilt,14.0,6,25.0
1060,2023-11-24,BYU,77,Arizona St.,49,Arizona St.,20.0,28,53.0
1061,2023-11-24,Kansas City,64,UNC Greensboro,76,UNC Greensboro,16.875,-12,9.875
1062,2023-11-24,Texas A&M,89,Fla. Atlantic,96,Fla. Atlantic,33.625,-7,31.625
1063,2023-11-24,Bryant,75,Xavier,100,Xavier,29.53125,-25,9.53125
1064,2023-11-24,Mercer,60,Tennessee St.,59,Tennessee St.,11.7734375,1,17.7734375
1065,2023-11-24,Arkansas,72,North Carolina,87,North Carolina,34.734375,-15,24.734375
1066,2023-11-24,Jacksonville St.,77,UTSA,62,UTSA,7.6875,15,27.6875
1067,2023-11-24,Charleston So.,56,Wake Forest,71,Wake Forest,27.421875,-15,17.421875
1068,2023-11-24,Delaware,67,Brown,59,Brown,10.6875,8,23.6875
1069,2023-11-24,Penn St.,78,Butler,88,Butler,29.46875,-10,24.46875
1070,2023-11-24,LIU,83,A&M-Corpus Christi,68,A&M-Corpus Christi,13.75,15,33.75
1071,2023-11-24,Indiana St.,76,Toledo,74,Toledo,21.765625,2,28.765625
1072,2023-11-24,Ark.-Pine Bluff,74,Ball St.,92,Ball St.,15.71875,-18,2.71875
1073,2023-11-24,Evansville,85,Chattanooga,77,Chattanooga,14.75,8,27.75
1074,2023-11-24,Manhattan,60,UConn,90,UConn,38.5,-30,13.5
1075,2023-11-24,Monmouth,93,Belmont,84,Belmont,16.609375,9,30.609375
1076,2023-11-24,Lipscomb,86,UNC Asheville,75,UNC Asheville,13.125,11,29.125
1077,2023-11-24,Alabama St.,88,N.C. A&T,73,N.C. A&T,6.5,15,26.5
1078,2023-11-24,Nicholls,61,Mississippi St.,74,Mississippi St.,31.5,-13,23.5
1079,2023-11-24,Southeastern La.,67,Western Mich.,68,Western Mich.,6.4375,-1,10.4375
1080,2023-11-24,Oregon St.,51,Pittsburgh,76,Pittsburgh,35.9375,-25,15.9375
1081,2023-11-24,Delaware St.,82,Longwood,84,Longwood,23.0703125,-2,26.0703125
1082,2023-11-24,Oklahoma,72,Southern California,70,Southern California,22.0625,2,29.0625
1083,2023-11-24,Memphis,63,Villanova,79,Villanova,37.0,-16,26.0
1084,2023-11-24,Jacksonville,74,Robert Morris,65,Robert Morris,12.875,9,26.875
1085,2023-11-24,Utah Tech,53,Washington St.,93,Washington St.,27.0,-40,-8.0
1086,2023-11-24,Davidson,55,Saint Mary's (CA),89,Saint Mary's (CA),27.078125,-34,-1.921875
1087,2023-11-24,Montana,44,Houston,79,Houston,47.0,-35,17.0
1088,2023-11-24,Merrimack,71,Samford,79,Samford,23.0,-8,20.0
1089,2023-11-24,UC Irvine,83,Rice,68,Rice,11.3984375,15,31.3984375
1090,2023-11-24,Canisius,76,Wofford,67,Wofford,17.4453125,9,31.4453125
1091,2023-11-24,UIC,70,Middle Tenn.,40,Middle Tenn.,10.0,30,45.0
1092,2023-11-24,Lafayette,72,Penn,74,Penn,17.6171875,-2,20.6171875
1093,2023-11-24,Winthrop,69,Georgia,78,Georgia,23.0,-9,19.0
1094,2023-11-24,Grambling,67,Troy,80,Troy,12.75,-13,4.75
1095,2023-11-24,Baylor,95,Florida,91,Florida,33.0,4,42.0
1096,2023-11-24,Iowa St.,62,Virginia Tech,71,Virginia Tech,28.5625,-9,24.5625
1097,2023-11-24,Bethune-Cookman,65,Lamar University,83,Lamar University,11.75,-18,-1.25
1098,2023-11-24,Michigan,57,Texas Tech,73,Texas Tech,24.5,-16,13.5
1099,2023-11-24,UC San Diego,70,Idaho,73,Idaho,12.25,-3,14.25
1100,2023-11-24,Southern Ind.,62,Duke,80,Duke,42.96875,-18,29.96875
1101,2023-11-24,Seton Hall,72,Iowa,85,Iowa,31.25,-13,23.25
1102,2023-11-24,New Mexico,90,Pepperdine,71,Pepperdine,13.125,19,37.125
1103,2023-11-24,Alabama,81,Ohio St.,92,Ohio St.,29.0,-11,23.0
1104,2023-11-24,Alabama A&M,71,ETSU,82,ETSU,17.0,-11,11.0
1105,2023-11-24,Youngstown St.,69,Dayton,77,Dayton,29.375,-8,26.375
1106,2023-11-24,Marshall,82,Kentucky,118,Kentucky,34.3125,-36,3.3125
1107,2023-11-24,George Washington,99,Ohio,94,Ohio,16.34375,5,26.34375
1108,2023-11-24,New Hampshire,83,Fairfield,80,Fairfield,11.71875,3,19.71875
1109,2023-11-24,Lehigh,64,Providence,78,Providence,27.921875,-14,18.921875
