,year,date,team1,team1_score,team2,team2_score
2813,2024,2024-01-06,Mercer,86,VMI,64
2814,2024,2024-01-06,UNC Asheville,84,Presbyterian,80
2815,2024,2024-01-06,NIU,66,Ohio,78
2816,2024,2024-01-06,Saint Louis,67,George Mason,79
2817,2024,2024-01-06,Virginia,60,NC State,76
2818,2024,2024-01-06,Le Moyne,74,FDU,63
2819,2024,2024-01-06,Western Mich.,82,Buffalo,77
2820,2024,2024-01-06,Campbell,80,Hampton,69
2821,2024,2024-01-06,TCU,81,Kansas,83
2822,2024,2024-01-06,Central Mich.,71,Ball St.,65
2823,2024,2024-01-06,Drexel,77,William & Mary,55
2824,2024,2024-01-06,Maine,58,Vermont,65
2825,2024,2024-01-06,American,71,Bucknell,63
2826,2024,2024-01-06,Dartmouth,51,Penn,80
2827,2024,2024-01-06,McNeese,73,Tex. A&M-Commerce,67
2828,2024,2024-01-06,Murray St.,81,Evansville,59
2829,2024,2024-01-06,Harvard,58,Princeton,89
2830,2024,2024-01-06,Auburn,83,Arkansas,51
2831,2024,2024-01-06,Gardner-Webb,76,High Point,85
2832,2024,2024-01-06,Jacksonville,55,Stetson,71
2833,2024,2024-01-06,LIU,73,Stonehill,68
2834,2024,2024-01-06,UAlbany,79,NJIT,73
2835,2024,2024-01-06,UNCW,64,Towson,67
2836,2024,2024-01-06,Delaware,71,Hofstra,76
2837,2024,2024-01-06,Tulane,56,North Texas,70
2838,2024,2024-01-06,West Virginia,55,Houston,89
2839,2024,2024-01-06,Providence,60,Creighton,69
2840,2024,2024-01-06,Nebraska,72,Wisconsin,88
2841,2024,2024-01-06,Miami (FL),82,Wake Forest,86
2842,2024,2024-01-06,Sacred Heart,58,Merrimack,82
2843,2024,2024-01-06,Baylor,75,Oklahoma St.,70
2844,2024,2024-01-06,North Dakota,73,Northern Ariz.,74
2845,2024,2024-01-06,Tennessee St.,68,Morehead St.,78
2846,2024,2024-01-06,Charleston So.,56,Longwood,77
2847,2024,2024-01-06,James Madison,71,Southern Miss.,81
2848,2024,2024-01-06,Green Bay,73,Oakland,79
2849,2024,2024-01-06,UT Arlington,73,SFA,92
2850,2024,2024-01-06,Ga. Southern,76,ULM,68
2851,2024,2024-01-06,Old Dominion,75,Arkansas St.,90
2852,2024,2024-01-06,UTSA,89,Rice,82
2853,2024,2024-01-06,Alcorn,80,Jackson St.,88
2854,2024,2024-01-06,Alabama,78,Vanderbilt,75
2855,2024,2024-01-06,Kent St.,69,Eastern Mich.,71
2856,2024,2024-01-06,Virginia Tech,74,Florida St.,77
2857,2024,2024-01-06,Coppin St.,53,Delaware St.,55
2858,2024,2024-01-06,Wofford,66,Western Caro.,70
2859,2024,2024-01-06,Morgan St.,74,UMES,75
2860,2024,2024-01-06,St. Bonaventure,54,Richmond,65
2861,2024,2024-01-06,Lipscomb,81,Bellarmine,70
2862,2024,2024-01-06,ETSU,54,UNC Greensboro,70
2863,2024,2024-01-06,Norfolk St.,79,South Carolina St.,72
2864,2024,2024-01-06,UC Davis,71,UC Irvine,74
2865,2024,2024-01-06,Florida A&M,86,Bethune-Cookman,98
2866,2024,2024-01-06,Eastern Ill.,90,Little Rock,88
2867,2024,2024-01-06,George Washington,84,VCU,82
2868,2024,2024-01-06,Southern Utah,62,Utah Valley,80
2869,2024,2024-01-06,UNLV,61,San Diego St.,72
2870,2024,2024-01-06,Georgia St.,90,South Alabama,76
2871,2024,2024-01-06,Stanford,79,Southern California,93
2872,2024,2024-01-06,Winthrop,82,USC Upstate,80
2873,2024,2024-01-06,Missouri St.,60,Bradley,86
2874,2024,2024-01-06,Fla. Atlantic,68,Charlotte,70
2875,2024,2024-01-06,Boston College,95,Georgia Tech,87
2876,2024,2024-01-06,Duquesne,67,Loyola Chicago,72
2877,2024,2024-01-06,Bethel (TN),61,Southeast Mo. St.,71
2878,2024,2024-01-06,Lindenwood,57,Western Ill.,68
2879,2024,2024-01-06,Nicholls,98,Houston Christian,94
2880,2024,2024-01-06,App State,62,Troy,66
2881,2024,2024-01-06,Queens (NC),77,Kennesaw St.,80
2882,2024,2024-01-06,Prairie View,63,Grambling,69
2883,2024,2024-01-06,Lehigh,88,Loyola Maryland,76
2884,2024,2024-01-06,FIU,63,Jacksonville St.,70
2885,2024,2024-01-06,Southeastern La.,73,New Orleans,68
2886,2024,2024-01-06,Marshall,79,Texas St.,75
2887,2024,2024-01-06,North Dakota St.,83,Eastern Wash.,91
2888,2024,2024-01-06,Montana St.,61,South Dakota St.,89
2889,2024,2024-01-06,Louisiana Tech,77,Sam Houston,81
2890,2024,2024-01-06,Duke,67,Notre Dame,59
2891,2024,2024-01-06,Ole Miss,64,Tennessee,90
2892,2024,2024-01-06,Iowa St.,63,Oklahoma,71
2893,2024,2024-01-06,UTRGV,89,Abilene Christian,91
2894,2024,2024-01-06,UCF,52,Kansas St.,77
2895,2024,2024-01-06,California Baptist,46,Seattle U,48
2896,2024,2024-01-06,Liberty,68,Western Ky.,70
2897,2024,2024-01-06,A&M-Corpus Christi,75,UIW,65
2898,2024,2024-01-06,Oregon St.,72,Washington,79
2899,2024,2024-01-06,Col. of Charleston,93,Stony Brook,87
2900,2024,2024-01-06,Texas Southern,51,Southern U.,58
2901,2024,2024-01-06,North Florida,78,FGCU,58
2902,2024,2024-01-06,Austin Peay,59,Eastern Ky.,69
2903,2024,2024-01-06,UC Riverside,75,Long Beach St.,83
2904,2024,2024-01-06,Furman,58,Chattanooga,73
2905,2024,2024-01-06,Alabama St.,54,Mississippi Val.,51
2906,2024,2024-01-06,Alabama A&M,63,Ark.-Pine Bluff,62
2907,2024,2024-01-06,Northwestern St.,70,Lamar University,90
2908,2024,2024-01-06,Southern Ill.,71,Illinois St.,64
2909,2024,2024-01-06,N.C. A&T,59,Elon,77
2910,2024,2024-01-06,Nevada,72,Fresno St.,57
2911,2024,2024-01-06,Omaha,62,Idaho St.,63
2912,2024,2024-01-06,Portland St.,67,Kansas City,83
2913,2024,2024-01-06,Texas Tech,78,Texas,67
2914,2024,2024-01-06,Sacramento St.,50,St. Thomas (MN),63
2915,2024,2024-01-06,Denver,82,Northern Colo.,86
2916,2024,2024-01-06,Weber St.,83,Oral Roberts,78
2917,2024,2024-01-06,Hawaii,66,CSUN,76
2918,2024,2024-01-06,Utah,73,Arizona,92
2919,2024,2024-01-06,Coastal Carolina,77,Louisiana,85
2920,2024,2024-01-06,Valparaiso,64,UIC,70
2921,2024,2024-01-06,Pacific,64,Portland,78
2922,2024,2024-01-06,Ohio St.,65,Indiana,71
2923,2024,2024-01-06,Colorado,73,Arizona St.,76
2924,2024,2024-01-06,Central Ark.,84,North Ala.,81
2925,2024,2024-01-06,Tennessee Tech,73,Southern Ind.,59
2926,2024,2024-01-06,LSU,68,Texas A&M,53
2927,2024,2024-01-06,Grand Canyon,75,Utah Tech,65
2928,2024,2024-01-06,South Dakota,63,Montana,82
2929,2024,2024-01-06,Saint Mary's (CA),68,LMU (CA),64
2930,2024,2024-01-06,UC San Diego,76,Cal St. Fullerton,58
2931,2024,2024-01-06,Colorado St.,72,Utah St.,77
2932,2024,2024-01-06,San Diego,74,Gonzaga,101
2933,2024,2024-01-06,Santa Clara,78,Pepperdine,72
2934,2024,2024-01-06,California,66,UCLA,57
2935,2024,2024-01-06,Wyoming,60,New Mexico,77
2936,2024,2024-01-06,Oregon,89,Washington St.,84
2937,2024,2024-01-06,UC Santa Barbara,61,Cal Poly,52
2938,2024,2024-01-06,Cincinnati,71,BYU,60
2939,2024,2024-01-07,Michigan,73,Penn St.,79
2940,2024,2024-01-07,Wichita St.,61,Temple,68
2941,2024,2024-01-07,Niagara,75,Iona,73
2942,2024,2024-01-07,Massachusetts,60,Dayton,64
2943,2024,2024-01-07,IUPUI,65,Youngstown St.,75
2944,2024,2024-01-07,Canisius,76,Rider,79
2945,2024,2024-01-07,Mount St. Mary's,64,Saint Peter's,70
2946,2024,2024-01-07,Marist,61,Fairfield,82
2947,2024,2024-01-07,Manhattan,59,Quinnipiac,76
2948,2024,2024-01-07,South Fla.,71,UAB,75
2949,2024,2024-01-07,Chicago St.,69,UTEP,74
2950,2024,2024-01-07,Drake,65,Belmont,87
2951,2024,2024-01-07,Tulsa,57,East Carolina,62
2952,2024,2024-01-07,Indiana St.,77,UNI,66
2953,2024,2024-01-07,Northern Ky.,85,Cleveland St.,88
2954,2024,2024-01-07,SMU,59,Memphis,62
2955,2024,2024-01-07,Maryland,62,Minnesota,65
2956,2024,2024-01-07,Michigan St.,74,Northwestern,88
2957,2024,2024-01-08,Tex. A&M-Commerce,85,New Orleans,88
2958,2024,2024-01-08,Northeastern,62,Monmouth,81
2959,2024,2024-01-08,McNeese,68,Northwestern St.,59
2960,2024,2024-01-08,UMES,55,Coppin St.,58
2961,2024,2024-01-08,Delaware St.,78,Morgan St.,66
2962,2024,2024-01-08,Norfolk St.,58,N.C. Central,60
2963,2024,2024-01-08,Howard,82,South Carolina St.,78
2964,2024,2024-01-08,UIW,59,Lamar University,75
2965,2024,2024-01-08,Houston Christian,59,A&M-Corpus Christi,81
2966,2024,2024-01-08,Alabama St.,83,Ark.-Pine Bluff,72
2967,2024,2024-01-08,Alabama A&M,78,Mississippi Val.,70
2968,2024,2024-01-08,Texas Southern,54,Grambling,52
2969,2024,2024-01-08,Prairie View,58,Southern U.,79
2970,2024,2024-01-09,Columbia,79,Cornell,91
2971,2024,2024-01-09,Seton Hall,74,Georgetown,70
2972,2024,2024-01-09,Missouri,77,Kentucky,90
2973,2024,2024-01-09,Texas,74,Cincinnati,73
2974,2024,2024-01-09,Toledo,89,Kent St.,75
2975,2024,2024-01-09,Wake Forest,82,Florida St.,87
2976,2024,2024-01-09,Miami (OH),86,Buffalo,65
2977,2024,2024-01-09,Kansas St.,81,West Virginia,67
2978,2024,2024-01-09,Rhode Island,79,Davidson,74
2979,2024,2024-01-09,Akron,80,Ball St.,76
2980,2024,2024-01-09,Central Mich.,80,Eastern Mich.,64
2981,2024,2024-01-09,Houston,53,Iowa St.,57
2982,2024,2024-01-09,South Carolina,47,Alabama,74
2983,2024,2024-01-09,Yale,80,Brown,70
2984,2024,2024-01-09,VCU,54,George Mason,50
2985,2024,2024-01-09,Ohio,78,Bowling Green,83
2986,2024,2024-01-09,Indiana,57,Rutgers,66
2987,2024,2024-01-09,NIU,90,Western Mich.,95
2988,2024,2024-01-09,Southeastern La.,61,Nicholls,66
2989,2024,2024-01-09,Richmond,58,Loyola Chicago,56
2990,2024,2024-01-09,Oklahoma St.,73,Texas Tech,90
2991,2024,2024-01-09,Texas A&M,55,Auburn,66
2992,2024,2024-01-09,Vanderbilt,69,LSU,77
2993,2024,2024-01-09,Creighton,84,DePaul,58
2994,2024,2024-01-09,BYU,72,Baylor,81
2995,2024,2024-01-09,Duke,75,Pittsburgh,53
2996,2024,2024-01-09,Wyoming,59,Utah St.,83
2997,2024,2024-01-09,Colorado St.,58,Boise St.,65
2998,2024,2024-01-09,Purdue,72,Nebraska,88
2999,2024,2024-01-09,Notre Dame,75,Georgia Tech,68
3000,2024,2024-01-09,Air Force,54,Nevada,67
3001,2024,2024-01-09,New Mexico,73,UNLV,83
3002,2024,2024-01-09,San Diego St.,81,San Jose St.,78
3003,2024,2024-01-10,Green Bay,68,IUPUI,58
3004,2024,2024-01-10,Loyola Maryland,71,Army West Point,65
3005,2024,2024-01-10,Providence,73,St. John's (NY),75
3006,2024,2024-01-10,Purdue Fort Wayne,85,Youngstown St.,93
3007,2024,2024-01-10,Northwestern,76,Penn St.,72
3008,2024,2024-01-10,Lafayette,69,Colgate,64
3009,2024,2024-01-10,La Salle,65,Massachusetts,81
3010,2024,2024-01-10,Western Caro.,80,ETSU,66
3011,2024,2024-01-10,Northern Ky.,65,Oakland,70
3012,2024,2024-01-10,Chicago St.,75,FDU,74
3013,2024,2024-01-10,Wright St.,101,Robert Morris,76
3014,2024,2024-01-10,Kansas,60,UCF,65
3015,2024,2024-01-10,Stetson,70,Kennesaw St.,88
3016,2024,2024-01-10,Winthrop,81,Presbyterian,71
3017,2024,2024-01-10,Clemson,72,Virginia Tech,87
3018,2024,2024-01-10,Louisville,80,Miami (FL),71
3019,2024,2024-01-10,Charleston So.,86,Gardner-Webb,74
3020,2024,2024-01-10,FGCU,75,Queens (NC),78
3021,2024,2024-01-10,Tulsa,76,Charlotte,84
3022,2024,2024-01-10,Jacksonville St.,61,Liberty,51
3023,2024,2024-01-10,The Citadel,68,Furman,82
3024,2024,2024-01-10,UNC Asheville,79,High Point,84
3025,2024,2024-01-10,Ga. Southern,74,Marshall,79
3026,2024,2024-01-10,East Carolina,73,Temple,62
3027,2024,2024-01-10,Navy,80,Holy Cross,70
3028,2024,2024-01-10,Saint Joseph's,85,Saint Louis,88
3029,2024,2024-01-10,Bucknell,86,Lehigh,80
3030,2024,2024-01-10,American,68,Boston U.,72
3031,2024,2024-01-10,Mercer,73,Wofford,74
3032,2024,2024-01-10,Tennessee,72,Mississippi St.,77
3033,2024,2024-01-10,Illinois St.,60,Belmont,67
3034,2024,2024-01-10,Western Ky.,74,Sam Houston,78
3035,2024,2024-01-10,Indiana St.,78,Drake,89
3036,2024,2024-01-10,North Carolina,67,NC State,54
3037,2024,2024-01-10,UTSA,101,Memphis,107
3038,2024,2024-01-10,Southern Ill.,77,Valparaiso,68
3039,2024,2024-01-10,Evansville,50,Bradley,86
3040,2024,2024-01-10,Murray St.,77,Missouri St.,53
3041,2024,2024-01-10,UIC,59,UNI,67
3042,2024,2024-01-10,Louisiana,73,Troy,79
3043,2024,2024-01-10,UConn,80,Xavier,75
3044,2024,2024-01-10,Wisconsin,71,Ohio St.,60
3045,2024,2024-01-10,Arkansas,66,Georgia,76
3046,2024,2024-01-10,Butler,69,Marquette,62
3047,2024,2024-01-10,Florida,85,Ole Miss,103
3048,2024,2024-01-10,Boston College,59,Syracuse,69
3049,2024,2024-01-10,Oklahoma,71,TCU,80
3050,2024,2024-01-10,Washington St.,72,Southern California,64
3051,2024,2024-01-10,Colorado,78,California,82
3052,2024,2024-01-11,New Hampshire,79,Maine,74
3053,2024,2024-01-11,NJIT,62,UMass Lowell,70
3054,2024,2024-01-11,Elon,62,Col. of Charleston,80
3055,2024,2024-01-11,William & Mary,73,Hampton,61
3056,2024,2024-01-11,Michigan,57,Maryland,64
3057,2024,2024-01-11,UMBC,72,Vermont,77
3058,2024,2024-01-11,Fla. Atlantic,85,Tulane,84
3059,2024,2024-01-11,Monmouth,56,UNCW,69
3060,2024,2024-01-11,App State,70,Coastal Carolina,45
3061,2024,2024-01-11,Drexel,67,N.C. A&T,63
3062,2024,2024-01-11,South Alabama,55,James Madison,89
3063,2024,2024-01-11,Old Dominion,70,Georgia St.,77
3064,2024,2024-01-11,VMI,61,Chattanooga,109
3065,2024,2024-01-11,Stony Brook,64,Towson,73
3066,2024,2024-01-11,Binghamton,69,Bryant,77
3067,2024,2024-01-11,Delaware,68,Campbell,62
3068,2024,2024-01-11,New Mexico St.,67,FIU,77
3069,2024,2024-01-11,Hofstra,68,Northeastern,71
3070,2024,2024-01-11,Seattle U,80,UTRGV,81
3071,2024,2024-01-11,South Dakota St.,81,St. Thomas (MN),80
3072,2024,2024-01-11,North Dakota,61,Omaha,79
3073,2024,2024-01-11,Southern Ind.,64,SIUE,67
3074,2024,2024-01-11,South Dakota,66,Oral Roberts,84
3075,2024,2024-01-11,North Dakota St.,92,Kansas City,91
3076,2024,2024-01-11,Utah Valley,69,UT Arlington,83
3077,2024,2024-01-11,UNC Greensboro,70,Samford,79
3078,2024,2024-01-11,Lindenwood,74,Southeast Mo. St.,68
3079,2024,2024-01-11,Alcorn,74,Alabama A&M,71
3080,2024,2024-01-11,Jackson St.,73,Alabama St.,63
3081,2024,2024-01-11,Western Ill.,73,UT Martin,64
3082,2024,2024-01-11,Eastern Ky.,86,Central Ark.,63
3083,2024,2024-01-11,Southern Miss.,71,ULM,58
3084,2024,2024-01-11,Texas St.,82,Arkansas St.,85
3085,2024,2024-01-11,Morehead St.,78,Eastern Ill.,52
3086,2024,2024-01-11,Bellarmine,53,North Ala.,69
3087,2024,2024-01-11,SFA,70,Utah Tech,75
3088,2024,2024-01-11,UCLA,44,Utah,90
3089,2024,2024-01-11,Northern Ariz.,50,Montana St.,79
3090,2024,2024-01-11,Northern Colo.,98,Montana,92
3091,2024,2024-01-11,Michigan St.,68,Illinois,71
3092,2024,2024-01-11,Abilene Christian,64,Grand Canyon,74
3093,2024,2024-01-11,CSUN,75,UC Davis,95
3094,2024,2024-01-11,Weber St.,69,Sacramento St.,71
3095,2024,2024-01-11,Louisiana Tech,60,Middle Tenn.,52
3096,2024,2024-01-11,Radford,69,Longwood,58
3097,2024,2024-01-11,Gonzaga,76,Santa Clara,77
3098,2024,2024-01-11,Pacific,78,Pepperdine,93
3099,2024,2024-01-11,CSU Bakersfield,64,UC Santa Barbara,66
3100,2024,2024-01-11,San Francisco,83,San Diego,63
3101,2024,2024-01-11,Idaho St.,69,Portland St.,63
3102,2024,2024-01-11,Tarleton St.,63,California Baptist,77
3103,2024,2024-01-11,Long Beach St.,74,UC San Diego,88
3104,2024,2024-01-11,Cal Poly,56,UC Riverside,71
3105,2024,2024-01-11,Portland,52,Saint Mary's (CA),95
3106,2024,2024-01-11,Stanford,88,Oregon St.,84
3107,2024,2024-01-11,Arizona St.,67,Washington,82
3108,2024,2024-01-12,UC Irvine,60,Hawaii,50
3109,2024,2024-01-12,Cleveland St.,80,Milwaukee,88
3110,2024,2024-01-12,Minnesota,62,Indiana,74
3111,2024,2024-01-12,Buffalo,59,Akron,76
3112,2024,2024-01-12,Rice,73,South Fla.,81
3113,2024,2024-01-12,Fairfield,72,Niagara,96
3114,2024,2024-01-12,Purdue Fort Wayne,88,Robert Morris,91
3115,2024,2024-01-12,FGCU,75,Kennesaw St.,78
3116,2024,2024-01-12,Quinnipiac,66,Marist,55
3117,2024,2024-01-12,Manhattan,58,Rider,71
3118,2024,2024-01-12,Jacksonville,74,North Florida,82
3119,2024,2024-01-12,Siena,63,Canisius,67
3120,2024,2024-01-12,Dayton,72,Duquesne,62
3121,2024,2024-01-12,Stetson,84,Queens (NC),66
3122,2024,2024-01-12,DePaul,69,Villanova,94
3123,2024,2024-01-12,Wright St.,71,Youngstown St.,81
3124,2024,2024-01-12,Nebraska,76,Iowa,94
3125,2024,2024-01-12,Boise St.,64,Nevada,56
3126,2024,2024-01-13,Northwestern,63,Wisconsin,71
3127,2024,2024-01-13,Ohio,79,Western Mich.,81
3128,2024,2024-01-13,Towson,59,Northeastern,67
3129,2024,2024-01-13,Seton Hall,78,Butler,72
3130,2024,2024-01-13,NC State,89,Louisville,83
3131,2024,2024-01-13,Syracuse,67,North Carolina,103
3132,2024,2024-01-13,Morehead St.,48,SIUE,61
3133,2024,2024-01-13,Tennessee,85,Georgia,79
3134,2024,2024-01-13,VCU,71,La Salle,65
3135,2024,2024-01-13,UMBC,82,UMass Lowell,86
3136,2024,2024-01-13,Stonehill,74,FDU,81
3137,2024,2024-01-13,Stony Brook,63,William & Mary,59
3138,2024,2024-01-13,Northern Ky.,81,Detroit Mercy,76
3139,2024,2024-01-13,Presbyterian,60,Gardner-Webb,76
3140,2024,2024-01-13,Wofford,72,The Citadel,71
3141,2024,2024-01-13,Vanderbilt,56,Ole Miss,69
3142,2024,2024-01-13,St. John's (NY),65,Creighton,66
3143,2024,2024-01-13,Eastern Mich.,54,Miami (OH),71
3144,2024,2024-01-13,Oklahoma,66,Kansas,78
3145,2024,2024-01-13,Longwood,61,UNC Asheville,65
3146,2024,2024-01-13,NJIT,55,Vermont,76
3147,2024,2024-01-13,Massachusetts,77,Rhode Island,89
3148,2024,2024-01-13,LIU,55,Sacred Heart,89
3149,2024,2024-01-13,Virginia,47,Wake Forest,66
3150,2024,2024-01-13,Kentucky,92,Texas A&M,97
3151,2024,2024-01-13,Navy,62,Lafayette,78
3152,2024,2024-01-13,Xavier,85,Providence,65
3153,2024,2024-01-13,Merrimack,66,Le Moyne,62
3154,2024,2024-01-13,Oakland,88,IUPUI,66
3155,2024,2024-01-13,Houston Christian,69,Tex. A&M-Commerce,65
3156,2024,2024-01-13,USC Upstate,70,Charleston So.,77
3157,2024,2024-01-13,Radford,88,Winthrop,92
3158,2024,2024-01-13,San Diego St.,70,New Mexico,88
3159,2024,2024-01-13,Western Caro.,64,Mercer,52
3160,2024,2024-01-13,Hofstra,68,Campbell,69
3161,2024,2024-01-13,Belmont,64,Indiana St.,94
3162,2024,2024-01-13,Bradley,77,UIC,59
3163,2024,2024-01-13,Kent St.,62,Central Mich.,77
3164,2024,2024-01-13,Davidson,79,George Washington,83
3165,2024,2024-01-13,ETSU,73,Furman,82
3166,2024,2024-01-13,Penn St.,78,Purdue,95
3167,2024,2024-01-13,Florida St.,67,Notre Dame,58
3168,2024,2024-01-13,Fordham,80,St. Bonaventure,74
3169,2024,2024-01-13,Boston College,78,Clemson,89
3170,2024,2024-01-13,North Dakota,82,Kansas City,69
3171,2024,2024-01-13,Seattle U,75,UT Arlington,80
3172,2024,2024-01-13,Utah St.,87,UNLV,86
3173,2024,2024-01-13,South Dakota St.,80,Denver,99
3174,2024,2024-01-13,Louisiana,84,Arkansas St.,77
3175,2024,2024-01-13,Texas St.,67,ULM,54
3176,2024,2024-01-13,South Carolina,71,Missouri,69
3177,2024,2024-01-13,Colgate,84,Bucknell,73
3178,2024,2024-01-13,Old Dominion,75,Coastal Carolina,79
3179,2024,2024-01-13,Southeast Mo. St.,59,Tennessee Tech,70
3180,2024,2024-01-13,Cal St. Fullerton,71,CSUN,76
3181,2024,2024-01-13,BYU,63,UCF,58
3182,2024,2024-01-13,Southern U.,74,Florida A&M,65
3183,2024,2024-01-13,App State,59,James Madison,55
3184,2024,2024-01-13,Grambling,79,Bethune-Cookman,69
3185,2024,2024-01-13,UIW,71,Northwestern St.,97
3186,2024,2024-01-13,Kansas St.,59,Texas Tech,60
3187,2024,2024-01-13,Army West Point,60,American,79
3188,2024,2024-01-13,UMES,61,Howard,72
3189,2024,2024-01-13,Binghamton,75,UAlbany,95
3190,2024,2024-01-13,Central Conn. St.,75,Saint Francis (PA),61
3191,2024,2024-01-13,Fresno St.,67,Wyoming,68
3192,2024,2024-01-13,Lamar University,78,Nicholls,76
3193,2024,2024-01-13,Bowling Green,83,NIU,72
3194,2024,2024-01-13,SMU,75,East Carolina,64
3195,2024,2024-01-13,South Alabama,91,Marshall,85
3196,2024,2024-01-13,Arkansas,68,Florida,90
3197,2024,2024-01-13,Loyola Chicago,78,Saint Joseph's,75
3198,2024,2024-01-13,Bellarmine,57,Central Ark.,59
3199,2024,2024-01-13,Lindenwood,60,Tennessee St.,75
3200,2024,2024-01-13,Monmouth,83,Col. of Charleston,94
3201,2024,2024-01-13,Western Ill.,63,Eastern Ill.,60
3202,2024,2024-01-13,Little Rock,72,UT Martin,77
3203,2024,2024-01-13,Jacksonville St.,69,Western Ky.,80
3204,2024,2024-01-13,Boston U.,60,Loyola Maryland,58
3205,2024,2024-01-13,Georgia Tech,79,Duke,84
3206,2024,2024-01-13,Southeastern La.,65,McNeese,74
3207,2024,2024-01-13,CSU Bakersfield,71,UC Davis,78
3208,2024,2024-01-13,Alcorn,53,Alabama St.,55
3209,2024,2024-01-13,A&M-Corpus Christi,80,New Orleans,83
3210,2024,2024-01-13,Holy Cross,69,Lehigh,66
3211,2024,2024-01-13,Austin Peay,77,Lipscomb,91
3212,2024,2024-01-13,Southern Miss.,56,Troy,82
3213,2024,2024-01-13,Ga. Southern,62,Georgia St.,90
3214,2024,2024-01-13,Texas,73,West Virginia,76
3215,2024,2024-01-13,George Mason,70,Richmond,77
3216,2024,2024-01-13,LSU,78,Auburn,93
3217,2024,2024-01-13,Mississippi Val.,60,Prairie View,71
3218,2024,2024-01-13,Ark.-Pine Bluff,70,Texas Southern,67
3219,2024,2024-01-13,Houston,67,TCU,68
3220,2024,2024-01-13,Arizona,70,Washington St.,73
3221,2024,2024-01-13,Sam Houston,60,Middle Tenn.,51
3222,2024,2024-01-13,Jackson St.,75,Alabama A&M,67
3223,2024,2024-01-13,UTEP,68,FIU,72
3224,2024,2024-01-13,VMI,96,Samford,134
3225,2024,2024-01-13,Temple,51,North Texas,69
3226,2024,2024-01-13,Saint Mary's (CA),73,Santa Clara,49
3227,2024,2024-01-13,Drexel,89,Elon,69
3228,2024,2024-01-13,Eastern Wash.,79,Idaho,58
3229,2024,2024-01-13,Missouri St.,74,Evansville,64
3230,2024,2024-01-13,UNC Greensboro,70,Chattanooga,54
3231,2024,2024-01-13,Bryant,89,New Hampshire,74
3232,2024,2024-01-13,Miami (FL),75,Virginia Tech,71
3233,2024,2024-01-13,Ball St.,72,Toledo,77
3234,2024,2024-01-13,Weber St.,66,Portland St.,69
3235,2024,2024-01-13,Utah Valley,68,UTRGV,76
3236,2024,2024-01-13,Northern Colo.,81,Montana St.,90
3237,2024,2024-01-13,St. Thomas (MN),87,Oral Roberts,76
3238,2024,2024-01-13,Cincinnati,59,Baylor,62
3239,2024,2024-01-13,North Dakota St.,92,Omaha,96
3240,2024,2024-01-13,Abilene Christian,53,California Baptist,68
3241,2024,2024-01-13,Tarleton St.,48,Grand Canyon,74
3242,2024,2024-01-13,Drake,76,Southern Ill.,58
3243,2024,2024-01-13,California,73,Oregon,80
3244,2024,2024-01-13,Charlotte,66,UTSA,58
3245,2024,2024-01-13,Oklahoma St.,42,Iowa St.,66
3246,2024,2024-01-13,Eastern Ky.,81,North Ala.,72
3247,2024,2024-01-13,SFA,84,Southern Utah,82
3248,2024,2024-01-13,Alabama,82,Mississippi St.,74
3249,2024,2024-01-13,Northern Ariz.,47,Montana,90
3250,2024,2024-01-13,Pacific,64,LMU (CA),81
3251,2024,2024-01-13,Idaho St.,64,Sacramento St.,66
3252,2024,2024-01-13,San Jose St.,70,Air Force,67
3253,2024,2024-01-13,Portland,69,San Francisco,96
3254,2024,2024-01-13,Long Beach St.,76,UC Santa Barbara,85
3255,2024,2024-01-13,Southern California,58,Colorado,68
3256,2024,2024-01-13,Pepperdine,83,San Diego,77
3257,2024,2024-01-13,UC San Diego,86,Cal Poly,61
3258,2024,2024-01-14,UC Riverside,56,Hawaii,63
3259,2024,2024-01-14,Rutgers,55,Michigan St.,73
3260,2024,2024-01-14,Georgetown,67,UConn,80
3261,2024,2024-01-14,UAB,73,Fla. Atlantic,86
3262,2024,2024-01-14,Memphis,112,Wichita St.,86
3263,2024,2024-01-14,Mount St. Mary's,70,Iona,87
3264,2024,2024-01-14,Cleveland St.,71,Green Bay,79
3265,2024,2024-01-14,Rider,60,Marist,83
3266,2024,2024-01-14,Saint Peter's,81,Manhattan,68
3267,2024,2024-01-14,Maryland,76,Illinois,67
3268,2024,2024-01-14,Valparaiso,59,Illinois St.,50
3269,2024,2024-01-14,Tulane,94,Tulsa,87
3270,2024,2024-01-14,Liberty,76,Louisiana Tech,80
3271,2024,2024-01-14,Delaware,74,UNCW,79
3272,2024,2024-01-14,UNI,70,Murray St.,60
3273,2024,2024-01-14,Utah,73,Stanford,79
3274,2024,2024-01-14,Washington,61,UCLA,73
3275,2024,2024-01-15,Ohio St.,65,Michigan,73
3276,2024,2024-01-15,Fairfield,88,Canisius,63
3277,2024,2024-01-15,Siena,93,Niagara,88
3278,2024,2024-01-15,Stonehill,54,Wagner,64
3279,2024,2024-01-15,Brown,74,Harvard,72
3280,2024,2024-01-15,Penn,60,Cornell,77
3281,2024,2024-01-15,Dartmouth,58,Princeton,76
3282,2024,2024-01-15,George Mason,62,George Washington,75
3283,2024,2024-01-15,Villanova,74,Marquette,87
3284,2024,2024-01-15,Houston Christian,64,Northwestern St.,69
3285,2024,2024-01-15,Merrimack,70,Central Conn. St.,75
